dataset,network_type,ie_value,n_runs,factorization_weighted_cosine_mean,factorization_weighted_cosine_std,factorization_weighted_scale_mismatch_mean,factorization_weighted_scale_mismatch_std,path_gain_cv_mean_mean,path_gain_cv_mean_std,scalar_weighted_cosine_mean,scalar_weighted_cosine_std,scalar_weighted_scale_mismatch_mean,scalar_weighted_scale_mismatch_std,per_soma_weighted_cosine_mean,per_soma_weighted_cosine_std,per_soma_weighted_scale_mismatch_mean,per_soma_weighted_scale_mismatch_std,path_factor_scalar_weighted_cosine_mean,path_factor_scalar_weighted_cosine_std,path_factor_scalar_weighted_scale_mismatch_mean,path_factor_scalar_weighted_scale_mismatch_std,path_transport_weighted_cosine_mean,path_transport_weighted_cosine_std,path_transport_weighted_scale_mismatch_mean,path_transport_weighted_scale_mismatch_std,path_transport_cosine_gain_mean,path_transport_cosine_gain_std,path_factor_scale_gain_mean,path_factor_scale_gain_std,per_soma_over_scalar_cosine_gain_mean,per_soma_over_scalar_cosine_gain_std,test_accuracy_mean,test_accuracy_std,valid_accuracy_mean,valid_accuracy_std,train_accuracy_mean,train_accuracy_std
mnist,dendritic_additive,0,5,1.0000012025407925,3.715368172977634e-07,1.0548581220759323e-08,1.541065602650659e-08,0.5277121366782563,0.02104302372128208,0.03502229529504588,0.00905708556539717,2.594276861524777,0.08772627508987905,0.08603273908106177,0.009235895167717051,2.703970913687783,0.0863817790166292,0.03814742823059738,0.010486211899243602,1.550954262563306,0.08102153345167878,0.6466534119385939,0.03934747370702534,2.989262606861381,0.09559812169451741,0.5606206728575323,0.033514020509336204,1.1530166511244773,0.03409389099762631,0.05101044378601588,0.002974143571466928,0.7906399846076966,0.018317550180692956,0.7837499856948853,0.02114206298233159,0.7840208292007447,0.01818352417801533
mnist,dendritic_additive,5,5,1.0000006820951928,1.9486523127555552e-07,1.6203189224614867e-08,1.0096821435487964e-08,1.0546786597627793,0.0983701501462758,0.02059716298916518,0.007809361393967584,2.2509121285404587,0.18429779428448298,0.06593966447130342,0.012304399708087443,2.3527551158412705,0.189475258919092,0.022722355319330277,0.012680855137048959,1.3086941300375046,0.1551100497628154,0.2659782726031083,0.04430635154581538,2.6312786511850588,0.284140098138975,0.2000386081318049,0.03344434004646818,1.0440609858037662,0.042992216691195254,0.04534250148213824,0.004912324545617332,0.8898999929428101,0.008107728597125104,0.8847666501998901,0.009575973244093722,0.890637481212616,0.010457389960758717
mnist,dendritic_additive,10,5,1.0000007937579796,1.204729423368511e-07,3.9174502920456336e-09,7.0443864131524315e-09,1.079876341204162,0.10193288645295388,0.02777211611660622,0.006667521322719772,2.228777538571131,0.1621884250107578,0.07815356074044336,0.007166297019638396,2.32388329862717,0.15834352216170527,0.04154965023581794,0.006337941569728479,1.2784097407901744,0.14953790176653872,0.2727987692906306,0.048724805827204884,2.5081032008811848,0.12032363754083476,0.19464520855018722,0.048803470748651774,1.0454735578369954,0.023859627092646194,0.05038144462383713,0.005544645690562225,0.8976199865341187,0.005887874380637836,0.8942499995231629,0.002236836459664419,0.9008833289146423,0.005061653952161873
mnist,dendritic_additive,20,5,1.0000008071433821,2.1069269014922508e-07,1.2955533796815637e-08,1.2032482689621476e-08,1.0773982298347562,0.07129166338412538,0.026702294871211018,0.004102237865074651,2.4072840639099926,0.05973522791033043,0.07860840326891491,0.0029873627841321237,2.4960100414089235,0.056473573937493395,0.04166865795850746,0.004488594479901302,1.4453908699198919,0.06434227559252663,0.2724983146557441,0.01604287055828295,2.5964795925221438,0.07386364600061182,0.19388991138682915,0.013765626590682404,1.0506191714890316,0.02579021655265541,0.0519061083977039,0.0029835369036176774,0.8951599717140197,0.005062419833955421,0.8905499815940857,0.005651522572426063,0.8970875024795533,0.0061509321413714705
mnist,dendritic_additive,40,5,1.000001426573921,2.4910520330841476e-07,2.4209564255335923e-09,2.239208600422158e-09,0.9197373539631201,0.13136302306852937,0.01664096980104934,0.00948147951059831,2.4608628736944604,0.10315675128588915,0.06833433635497033,0.010000428433670617,2.569051795267333,0.09469391023811209,0.02401061654807278,0.016844079693382242,1.434866396122467,0.10883598093508678,0.3091450805847461,0.03604386806730739,2.8481492295114337,0.13692675591321923,0.24081074422977577,0.044004583328547696,1.1341853991448658,0.10008333702220482,0.05169336655392098,0.003718149395017158,0.8833799839019776,0.014341262682448156,0.8775666713714599,0.014199879741679348,0.8844541668891907,0.014248590149020692
mnist,dendritic_shunting,0,5,1.0000003245074278,4.790210944700766e-07,7.420136015098042e-09,1.6516705663871297e-08,0.21474245722691826,0.03238447981861526,0.01720236070955596,0.004968407028289698,0.8319837234385916,0.4374242751812089,0.04898842516211932,0.010444971607337606,0.8797891825972697,0.46729685551539335,0.01994677510542362,0.00613135279526494,0.4483316785385575,0.1575024772049181,0.1586650410523781,0.09085509040830053,1.170675265167535,0.5147591613110937,0.10967661589025876,0.08096008670044864,0.43145750405871225,0.5922211470223745,0.03178606445256336,0.012217784560497113,0.7259399890899658,0.05786641648106296,0.7188500046730042,0.060023087976280254,0.7210958242416382,0.05995426845618781
mnist,dendritic_shunting,5,5,1.0000003082650417,1.3419381909253006e-07,1.1604565373289801e-08,9.199753705121428e-09,0.24080555137362208,0.013344893481988406,0.0494897947001915,0.006255266883987705,1.484290114637058,0.11010566921025544,0.0753657263345443,0.00442233729622917,1.543025077663398,0.10510860710017962,0.05388778556997954,0.006440076728328627,0.7000102128233533,0.10930245361478773,0.1641382988828879,0.010848110146078808,1.4650684381146883,0.04882626842162495,0.08877257254834359,0.008174028367351602,0.8430148648400447,0.00500331267750673,0.0258759316343528,0.004643870107904366,0.9059999823570252,0.007299312435735337,0.9003999948501586,0.004806104179844594,0.911074984073639,0.004614108961845921
mnist,dendritic_shunting,10,5,1.0000002859351436,4.393572597570802e-08,1.1076247525139952e-08,6.815696588823047e-09,0.2711439658479249,0.012396231827770766,0.051073453632684784,0.005637882206070159,1.4434692842894097,0.0893114782562722,0.06860973462462422,0.007161502549216057,1.5032531659051103,0.08948229776734977,0.05483768218411844,0.0067478524958501755,0.6639628039896739,0.0882354634303683,0.15884392410516737,0.017982812702469642,1.4418778612523346,0.10369385129892213,0.09023418948054314,0.0129513042883702,0.8392903619154364,0.00427047368484798,0.01753628099193944,0.0020218764199804434,0.9036399722099304,0.008518961168031797,0.8997333168983459,0.006954069518153657,0.910224997997284,0.010056490175859027
mnist,dendritic_shunting,20,5,1.0000004169324008,8.998051519297024e-08,2.6226158134290248e-08,8.749996158896913e-09,0.24822024167555284,0.008456630531803329,0.06328248032010514,0.004994026299991723,1.5902719715687355,0.08523786375311034,0.08617860692051738,0.0049071477347376775,1.6440846810435168,0.08109981715662731,0.06706386323158552,0.007031164457013841,0.8066353571809085,0.08359318146999754,0.17882565145309148,0.009119564819124142,1.5071607848097108,0.03356200049761189,0.09264704453257411,0.00816448515180003,0.8374493238626084,0.005019082628855832,0.022896126600412244,0.002934168649709212,0.9138999700546264,0.0033037972062109197,0.9090999960899353,0.0022572542001847804,0.9210749983787536,0.0025146162219387477
mnist,dendritic_shunting,40,5,1.0000006225266376,1.1652994101199615e-07,6.66898425207701e-09,5.513063886599883e-09,0.26370236059122887,0.010311172014433689,0.052397593655265216,0.007828274792657314,1.4831513657436393,0.07864476562814582,0.07493992788860426,0.010290131038931819,1.5396558259370479,0.0731665368767677,0.05562614698249556,0.008556961928974345,0.7014699771921918,0.07697017847321845,0.164053348165292,0.021236877707603272,1.4384441123558802,0.05251001848343362,0.08911342027668771,0.014989047409610701,0.8381858487448559,0.005508670952938944,0.02254233423333904,0.003605170133187004,0.9104599714279175,0.008604820769799206,0.9055833101272583,0.009045603868733206,0.918108320236206,0.00908059344263118
