dataset,network_type,ie_value,n_runs,factorization_weighted_cosine_mean,factorization_weighted_cosine_std,factorization_weighted_scale_mismatch_mean,factorization_weighted_scale_mismatch_std,path_gain_cv_mean_mean,path_gain_cv_mean_std,scalar_weighted_cosine_mean,scalar_weighted_cosine_std,scalar_weighted_scale_mismatch_mean,scalar_weighted_scale_mismatch_std,per_soma_weighted_cosine_mean,per_soma_weighted_cosine_std,per_soma_weighted_scale_mismatch_mean,per_soma_weighted_scale_mismatch_std,path_factor_scalar_weighted_cosine_mean,path_factor_scalar_weighted_cosine_std,path_factor_scalar_weighted_scale_mismatch_mean,path_factor_scalar_weighted_scale_mismatch_std,path_transport_weighted_cosine_mean,path_transport_weighted_cosine_std,path_transport_weighted_scale_mismatch_mean,path_transport_weighted_scale_mismatch_std,path_transport_cosine_gain_mean,path_transport_cosine_gain_std,path_factor_scale_gain_mean,path_factor_scale_gain_std,per_soma_over_scalar_cosine_gain_mean,per_soma_over_scalar_cosine_gain_std,test_accuracy_mean,test_accuracy_std,valid_accuracy_mean,valid_accuracy_std,train_accuracy_mean,train_accuracy_std
noise_resilience,dendritic_additive,0,5,1.0000002024242074,2.458058762763793e-07,6.055421910242179e-09,5.754638094193187e-09,0.016218555458870097,0.0056081245341734285,-0.025653338489624138,0.04681714650476614,3.9052069400273206,0.15922189544344856,0.05191095861104814,0.044631787938867545,4.050379086729643,0.14806447437779585,-0.02950654631623852,0.051308312514539586,2.925675661639633,0.16244609718469655,0.993268516430488,0.004904725439396373,4.813531807482439,0.025499663805594378,0.9413575578194399,0.042177234188115344,1.1247034250900103,0.016080635569715705,0.07756429710067228,0.0021894626540520114,0.33180001378059387,0.015449914910876099,0.3454000174999237,0.008648703756952812,0.33275001049041747,0.008042854406469005
noise_resilience,dendritic_additive,5,5,1.0000005941963863,2.0597396138615486e-07,9.485162414871545e-09,8.77265700101791e-09,0.2306986129566484,0.00844094003958008,-0.253537629200862,0.03796212812133948,4.041454814658144,0.11869870663560161,-0.16881367701750533,0.035835024296059025,4.1484754167528965,0.10905711151459523,-0.28386036524405844,0.04258410801368443,2.9766301197220955,0.12115038187732056,0.8251569408636827,0.017039165270868493,4.36499323844217,0.04938745888448966,0.993970617881188,0.04547498105407837,1.1718452970308004,0.01700665227377793,0.08472395218335665,0.0023553193509962198,0.4730000257492065,0.09060629322674446,0.48080002665519717,0.08133081874171827,0.4915250241756439,0.09459898029942779
noise_resilience,dendritic_additive,10,5,1.0000001429637728,1.5848308171907764e-07,9.177289559289257e-09,8.71180689251002e-09,0.07521989314570857,0.01355603235776864,-0.017933012688389226,0.1460249565985263,3.9181159091430957,0.21847159164826824,0.05761069986396106,0.13950967949065413,4.054151224589058,0.20448155656978514,-0.022405108565894467,0.16102286735316118,2.9143021234569035,0.21746166403688902,0.9477451948019174,0.03343777408795237,4.687563200982843,0.07087325529773769,0.8901344949379564,0.12309970106467524,1.1398491011321543,0.01643870666058497,0.07554371255235028,0.006680893433029919,0.36340001225471497,0.0400474731016651,0.3596000254154205,0.03557808839698147,0.3454000174999237,0.024040564885209986
noise_resilience,dendritic_additive,20,5,1.000000199548297,1.0728643894573588e-07,1.0071775010781156e-08,1.2287655116474973e-08,0.059341496088254474,0.017288999180163335,-0.026720022324186084,0.16966266389438472,3.7836941217929074,0.1873202579300254,0.04933049098516886,0.1611292803792499,3.921518100323496,0.1835026567424009,-0.03190632220357655,0.1884344952918264,2.7861678812280637,0.1884795530491397,0.9513300162095291,0.031616349996648425,4.580902652863326,0.14927106126054046,0.9019995252243602,0.15268723251535235,1.135350219095432,0.008955824834761003,0.07605051330935494,0.008621863031115928,0.3642000138759613,0.0504202392466483,0.365800017118454,0.04323425509867532,0.36117501854896544,0.05983757578859224
noise_resilience,dendritic_additive,40,5,1.0000003484858304,2.7191807365393195e-07,1.5440050476867993e-08,1.3923499547121335e-08,0.03771424178837168,0.019952526465214684,-1.8991716206095964e-05,0.15065700070049773,3.937123672953073,0.16889081790725294,0.07551130102230949,0.14386475841845012,4.067298234571405,0.16262522995510223,-0.002509109991101133,0.16682977607908794,2.946453724289415,0.17009662873264564,0.9738527233784016,0.03570205269615693,4.641431275906666,0.1349667558414045,0.898341422356092,0.11686012630070913,1.1208445102819897,0.00942545255030466,0.0755302927385156,0.006839324989380597,0.3538000166416168,0.02662142240057186,0.35220001339912416,0.010709814291844165,0.34582502245903013,0.02867416918517933
noise_resilience,dendritic_shunting,0,5,1.0000039764954025,1.2988133081987838e-06,1.0430294054137475e-08,1.322969500138498e-08,0.05956878663262492,0.002355597227417916,0.16682690255917032,0.044217457038932075,1.6584656855997335,0.11827965582802161,0.20223107647437316,0.04144071839198204,1.7278641346418837,0.11010413626466756,0.1669246429434189,0.04439711882506851,0.8448265463895384,0.1178702774382881,0.614137653204111,0.05179244917262217,1.742632734168407,0.026468879794424922,0.41190657672973774,0.06656395922505827,0.8830375882523454,0.008353764958862116,0.03540417391520283,0.0069792485257551525,0.7168000221252442,0.019149412812480796,0.7074000358581543,0.008619741326662884,0.7333750486373901,0.009054099181507447
noise_resilience,dendritic_shunting,5,5,1.000001652946208,3.655254468715247e-07,1.3120921818969852e-08,1.3649028988722338e-08,0.06932494641145766,0.001837909522853112,0.30586265600644624,0.007831516854474158,2.003475781807569,0.05566254645908031,0.3228270026353689,0.007291177057144225,2.0509432891215256,0.05183126318652596,0.30858887525705186,0.007749700514223762,1.2092444988425046,0.05639479332987902,0.45317266079095686,0.011910445342823357,1.82580291652189,0.01166415639905779,0.13034565815558802,0.01233781202271668,0.8416987902790207,0.004570108189608452,0.016964346628922676,0.0012302176763375357,0.891800045967102,0.013026882420381167,0.8938000440597534,0.014219706838088294,0.9515500545501709,0.007441751500343359
noise_resilience,dendritic_shunting,10,5,1.0000014743013241,2.0056380760663519e-07,6.392867701466104e-09,5.9878805380736326e-09,0.0604899090134154,0.002236413136447634,0.29662167705022374,0.013413104042435679,2.0295797887538365,0.03643768669079169,0.31518419568355266,0.012074352362758452,2.074356683159487,0.03270658823368881,0.2988426320827924,0.013659769484937067,1.2378202800048925,0.03678494968606126,0.4584911928727077,0.010737903961322627,1.8192627598248563,0.02956309507531297,0.14330699718915502,0.014767265218497298,0.8365364031545945,0.004394314920441815,0.018562518633328928,0.002011168474802756,0.9028000473976135,0.012814059355227631,0.9052000284194947,0.03264506372828539,0.9598250389099121,0.02153859708434183
noise_resilience,dendritic_shunting,20,5,1.00000168573636,2.0803155501731414e-07,9.742580435006057e-09,9.047190181451271e-09,0.053054658481374785,0.006544183685615527,0.2526783844599357,0.07139121891284161,1.9524730601726425,0.10384022053876585,0.2773757260579329,0.06358839435929566,2.0044790753478368,0.09127280856989188,0.2540276363492012,0.07196013867182274,1.1635470050299108,0.10296389748408953,0.5029846342710348,0.06337397848728094,1.838978704113035,0.0786943608849147,0.22560890821310192,0.12485344980681973,0.8409320703179258,0.011892340245988304,0.02469734159799722,0.00808238040608757,0.8716000437736511,0.07985799972194933,0.8714000463485718,0.07956005071959202,0.9166750550270081,0.09323084626147235
noise_resilience,dendritic_shunting,40,5,1.0000026134737288,3.4570962230070543e-07,1.923152341239741e-09,2.6409543841978545e-09,0.047996189345374064,0.004783892556059522,0.24278682080598973,0.047200763881785984,1.8197304787838475,0.11780932400449888,0.26990550687679876,0.04194164392469767,1.880406603289575,0.10673416736582503,0.244035941362381,0.04777298854969605,1.0341064951425192,0.1176094586843273,0.52379357952338,0.04420918373073067,1.8226974811374774,0.06677173155268591,0.2538880726465812,0.07990160349010574,0.8463001081470557,0.011868938741612513,0.027118686070809018,0.005586351563421983,0.8446000456809998,0.0724382690520555,0.8364000439643859,0.07460763934416745,0.885075056552887,0.08423923811226214
