root_id,n_e_sites,n_focal_sites,adjoint_energy_over_full,driving_force_energy_over_full,twice_cross_energy_over_full,adjoint_driving_weighted_cosine,adjoint_driving_weighted_correlation,full_partition_capture,adjoint_partition_residual_over_full,energy_identity_relative_error,max_difference_from_retained_operator
864691135060651419,128,138,5.325263965593032,2.724614934426379,-7.049878900019409,-0.9253979324802643,-0.9276874434751523,0.9721395230339703,2.880309822470421e-24,1.9469295817220147e-15,2.6527446905788565e-11
864691135196576298,21,22,3.7057031160553553,0.9895925121176037,-3.6952956281729596,-0.9648408463468695,-0.9785059935792296,0.9993322828285484,3.249996000107883e-25,8.873854056429071e-16,2.33152386286406e-12
864691135277186789,95,101,5.359925511457157,2.305915375644585,-6.6658408871017425,-0.948033944370716,-0.9511527343234685,0.9887624099735092,2.183845914053988e-24,5.853935747576072e-16,5.323408380775163e-12
864691135324623260,34,40,4.191048067746983,1.4080726468054936,-4.599120714552475,-0.946609723536356,-0.9530127226436724,0.976457102799637,8.501018715620263e-25,1.3987245441599745e-15,3.996976360998161e-12
864691135409937097,70,76,4.734499976150247,1.8655702849768225,-5.600070261127067,-0.9421512161773404,-0.945951222500927,0.9772724140108133,1.7377184002833427e-24,1.7014634436933081e-15,3.983480212355062e-12
864691135739661169,32,34,6.036281175673715,3.4962793941706063,-8.532560569844321,-0.9286703677434625,-0.9365938017086761,0.9822286804698194,6.315374200088269e-25,2.3355791357732256e-16,2.7757518505922008e-12
864691135810666525,116,123,3.8792717508727064,1.4647567611833352,-4.344028512056039,-0.911181332705459,-0.913447193260067,0.9711167666218009,1.8377804703993114e-24,1.9616926192938094e-15,1.317348452545275e-10
864691136043380566,55,59,6.433967777594294,3.1337482707999316,-8.567716048394226,-0.9540333895837995,-0.9586291965242547,0.9926196714142839,1.5634337701228873e-24,1.2132282794572357e-16,3.774938694967034e-12
