run_dir,run_name,dataset,network_type,ie_value,strategy,rule_variant,error_broadcast_mode,intervention,accuracy,scalar_weighted_cosine,scalar_scale_mismatch,per_soma_weighted_cosine,per_soma_scale_mismatch,path_factor_scalar_weighted_cosine,path_factor_scalar_scale_mismatch,path_transport_weighted_cosine,path_transport_scale_mismatch,path_gain_cv_mean,path_gain_no_i_cv_mean,inhibitory_conductance_mean,inhibitory_conductance_fraction
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_12,config_12,mnist,dendritic_shunting,5,local_ca,5f,per_soma,original,0.8984375,0.08189803175628185,1.285352548546096,0.1466584954983913,1.3819102224562605,0.1359442317715058,0.8781273874172126,1.000001494701092,1.8061799577673687,0.21853079194829306,0.20526900595843364,2.504411376439608,0.19420181988523558
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_12,config_12,mnist,dendritic_shunting,5,local_ca,5f,per_soma,zero_i,0.287109375,0.2389304213798963,1.5836228551192464,0.32352055036104643,1.6320589223261033,0.5746446974002398,1.2651375022312468,1.0000016689300537,1.8061799658062856,0.20526900595843364,0.20526900595843364,0.0,0.0
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_12,config_12,mnist,dendritic_shunting,5,local_ca,5f,per_soma,shuffle_i,0.3046875,0.12059228466107295,1.4722096599501073,0.22276171812644371,1.5355850146025942,0.24635608608906084,1.1713078820946825,1.0000013663218572,1.806180006963088,0.2179101584934018,0.20526900595843364,2.504411211380592,0.19811987045865792
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_12,config_12,mnist,dendritic_shunting,5,local_ca,5f,per_soma,mean_clamp_i,0.2421875,0.14104946416157943,1.4379491243169473,0.24541609447736007,1.504196462616459,0.3731727875196017,1.1544770509269708,1.0000014305114746,1.8061799768267144,0.20956875018462312,0.20526900595843364,2.504411376439608,0.3653373557787675
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_12,config_12,mnist,dendritic_shunting,5,local_ca,5f,per_soma,uniform_matched_i,0.267578125,0.11688183362667377,1.3545419945206636,0.22355442551466134,1.4225027165410695,0.38001551307164705,1.0884018248375071,1.0000010270338793,1.8061799811893129,0.20484768643198537,0.20526900595843364,2.504411321419936,0.4278616776260046
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_13,config_13,mnist,dendritic_shunting,5,local_ca,5f,per_soma,original,0.892578125,0.11454111051100951,1.4407717915583567,0.17479848116636276,1.4943717865345678,0.15076375351502344,1.0949775449469799,1.0000009903540978,1.8061799932337737,0.21611463559254512,0.20071344411706926,2.9951520516322208,0.2263111354639897
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_13,config_13,mnist,dendritic_shunting,5,local_ca,5f,per_soma,zero_i,0.197265625,0.2301701972117791,1.673441283762523,0.2807270403091724,1.7096207837001243,0.43376100292572606,1.303288668971486,1.0000010362038245,1.8061799532924994,0.20071344411706926,0.20071344411706926,0.0,0.0
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_13,config_13,mnist,dendritic_shunting,5,local_ca,5f,per_soma,shuffle_i,0.23828125,0.21457185653539804,1.4898236062396033,0.260913433936926,1.5295628374722423,0.3959830082379855,1.2098531186852588,1.00000104537377,1.8061799341880527,0.21567169087180366,0.20071344411706926,2.9951520516322208,0.22782272702226272
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_13,config_13,mnist,dendritic_shunting,5,local_ca,5f,per_soma,mean_clamp_i,0.19140625,0.1916615470097615,1.5950336724483987,0.227374866604805,1.6261799603049165,0.5613097044137808,1.2556428078681323,1.0000010362038245,1.806179973983887,0.20595550223866438,0.20071344411706926,2.9951523817502537,0.39673106057139546
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_13,config_13,mnist,dendritic_shunting,5,local_ca,5f,per_soma,uniform_matched_i,0.228515625,0.24323069820037255,1.5895695980210967,0.27912346445597136,1.6254582376543911,0.49110395633257353,1.3299425830510134,1.0000011187333326,1.806179947381215,0.2001589248372713,0.20071344411706926,2.9951524367699256,0.4648191986175684
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_14,config_14,mnist,dendritic_shunting,5,local_ca,5f,per_soma,original,0.8984375,0.1515171848810636,1.3293942700696282,0.21931806951761246,1.4104929562805162,0.6024856813825094,0.942004633861242,1.0000004309874315,1.8061800194126287,0.24152865221708292,0.22371854200100227,2.7899061166323147,0.1943383735532944
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_14,config_14,mnist,dendritic_shunting,5,local_ca,5f,per_soma,zero_i,0.185546875,0.3573291783149426,1.618795989614863,0.38605469236007106,1.6588319391041357,0.7615426916342515,1.273806175313335,1.000000843634972,1.8061799716588598,0.22371854200100227,0.22371854200100227,0.0,0.0
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_14,config_14,mnist,dendritic_shunting,5,local_ca,5f,per_soma,shuffle_i,0.279296875,0.2320802784883059,1.3940662267476103,0.2912421478674962,1.43893822759656,0.7411651106981131,1.190728668325021,1.000000467667213,1.8061799812462043,0.24106611664771016,0.22371854200100227,2.7899061166323147,0.19655469403817102
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_14,config_14,mnist,dendritic_shunting,5,local_ca,5f,per_soma,mean_clamp_i,0.203125,0.21392590151383326,1.6898134317559217,0.2847465150631391,1.732158572653225,0.15473651198240426,1.4873728464724776,1.0000008803147535,1.8061799938737444,0.23145605897549032,0.22371854200100227,2.789906171651987,0.3875939462047357
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_14,config_14,mnist,dendritic_shunting,5,local_ca,5f,per_soma,uniform_matched_i,0.27734375,0.1501604960514949,1.4362622068914364,0.21438195728338683,1.4814727032469723,0.35423425413095033,1.2746377115359384,1.0000003209480872,1.8061799450890972,0.22308292195078708,0.22371854200100227,2.7899059515732985,0.44743197640547383
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_25,config_25,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,original,0.810546875,0.1531134328016868,1.2425311851971013,0.2181108949276117,1.30947969923735,0.35316453071740955,0.9439210537841672,1.0000017239497259,1.806179992183258,0.20024641215055514,0.18942116251882354,10.411602973937988,0.3872194840357854
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_25,config_25,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,zero_i,0.09765625,-0.14716176344798163,4.268092002105294,-0.021152798946087178,4.306574196169239,-0.7260012993445764,1.374239295276248,1.0000007886153002,1.806179971110981,0.18942116251882354,0.18942116251882354,0.0,0.0
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_25,config_25,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,shuffle_i,0.1875,0.25097068227254427,1.5084620960055746,0.29826351541739243,1.5503011108494005,0.5659759869942298,1.1884963738677259,1.0000037871874297,1.806179973983887,0.19891560120322155,0.18942116251882354,10.411602973937988,0.38731660751196056
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_25,config_25,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,mean_clamp_i,0.16796875,0.29980892401475173,1.5282484706423451,0.34924844136604893,1.5661968237763715,0.6297129851121169,1.2659052406701234,1.0000037780174842,1.806179997006119,0.189536083215077,0.18942116251882354,10.411602973937988,0.4054330209126839
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_25,config_25,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,uniform_matched_i,0.15625,0.2678023118239183,1.5539420014281125,0.31636098485726577,1.5922395436817736,0.5137043388990256,1.287024300311902,1.0000038422071016,1.806179973983887,0.18710602073173307,0.18942116251882354,10.411604294410118,0.40766483889176297
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_26,config_26,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,original,0.828125,0.20346495394523328,1.1380746404028292,0.2624033987522125,1.2109722772642035,0.40744952169748455,0.8147379286288706,1.0000028243431678,1.806179973983887,0.21192321146960233,0.19945019889603025,10.785023029033955,0.3999068381694647
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_26,config_26,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,zero_i,0.1015625,-0.16391998586746362,3.1569192579214707,-0.05893349246336864,3.188921069624044,-0.566471686730018,1.3667209019203612,1.0000010362038245,1.8061799393993463,0.19945019889603025,0.19945019889603025,0.0,0.0
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_26,config_26,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,shuffle_i,0.232421875,0.24068954357734093,1.3478008032788524,0.2857268865291889,1.4022666431351247,0.5555490668003376,1.041882154749654,1.0000033286901622,1.8061800317975996,0.21018448014316032,0.19945019889603025,10.785022808955265,0.4000338545212379
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_26,config_26,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,mean_clamp_i,0.2578125,0.18499784286205584,1.2201461266454692,0.21709122566076425,1.2714065246854578,0.02685349262677706,1.0681231571045802,1.0000024392054632,1.806179973983887,0.20013210473618828,0.19945019889603025,10.785022808955265,0.4184796947699327
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_26,config_26,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,uniform_matched_i,0.2578125,0.22256774397996756,1.2048561548255863,0.2563923024214231,1.2550789811223586,0.3054484667686316,1.085625059171818,1.0000035487688506,1.8061799772026679,0.1971822214419389,0.19945019889603025,10.785021268404448,0.42106638619532955
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_27,config_27,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,original,0.78515625,0.17521823254915384,1.2726936592000426,0.23102174470057854,1.346493346475985,0.31102754978033215,1.0570070879445381,1.000002695963933,1.8061800169787054,0.208083385006066,0.19730126478890006,10.096771827110878,0.3763074565392274
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_27,config_27,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,zero_i,0.09765625,-0.03145359800412105,3.250369198447258,0.04937175374764662,3.284023016204333,-0.11318587282529244,1.3418997837380666,1.000000706085792,1.8061799397131248,0.19730126478890006,0.19730126478890006,0.0,0.0
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_27,config_27,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,shuffle_i,0.1875,0.18282598715562087,1.419714007102594,0.24353746611338395,1.4758183173856867,0.4151108276385527,1.098866192903891,1.0000031544612005,1.806179973983887,0.20645075862342258,0.19730126478890006,10.096771827110878,0.37660884054807514
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_27,config_27,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,mean_clamp_i,0.150390625,0.23471999540925026,1.463056789672444,0.3112238576778999,1.512882537049729,0.38931477213135135,1.1518361255541048,1.0000032965953534,1.8061799634502007,0.19789626161320834,0.19730126478890006,10.096771827110878,0.39394047741706556
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_27,config_27,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,uniform_matched_i,0.158203125,0.22083224442142707,1.429495147833753,0.29673851567965287,1.4792988056909546,0.5211531115839114,1.14715026979021,1.0000028977027307,1.8061799639300138,0.19491257452092506,0.19730126478890006,10.096771166874813,0.3959076301409648
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_28,config_28,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,original,0.828125,0.18485900186575377,1.304739481649573,0.2464446287888747,1.3599636029671252,0.4635729663647138,0.9837079349188608,1.0000023383360643,1.8061799668889686,0.2253204916904039,0.21574727549373998,10.605356509868916,0.3848908142401622
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_28,config_28,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,zero_i,0.109375,-0.26912825268048507,3.1040488064968534,-0.16040249168872833,3.1383725694653792,-0.7366158572527078,1.3142229829493313,1.0000000641896174,1.8061800054701083,0.21574727549373998,0.21574727549373998,0.0,0.0
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_28,config_28,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,shuffle_i,0.1953125,0.2315310652439411,1.4352110300174366,0.27364574945889986,1.4755632098679945,0.5806587659395658,1.1643151507884524,1.0000026684540968,1.8061799369932472,0.2236777457569694,0.21574727549373998,10.60535584963285,0.3851754997785275
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_28,config_28,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,mean_clamp_i,0.205078125,0.29411914830024427,1.5034902049173764,0.3395845763958417,1.5409768340157528,0.6249562914554889,1.2325932709705245,1.0000024850551898,1.8061799384049828,0.21568993645193194,0.21574727549373998,10.60535584963285,0.40285119528953844
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_28,config_28,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,uniform_matched_i,0.162109375,0.3047926173760341,1.4439003330383007,0.35592676126039946,1.480642338766842,0.6730293241830972,1.2693188498165342,1.0000030260819655,1.8061799322276904,0.2136312426849557,0.21574727549373998,10.60535717010498,0.40503185185102314
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_29,config_29,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,original,0.775390625,0.175739851135474,1.3100440769853197,0.23227841693621415,1.3779354136850361,0.32372423777213466,0.9685352485888257,1.0000027601535504,1.806179971783634,0.21692899695015855,0.2049046949313045,10.634760343111479,0.3843679347863564
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_29,config_29,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,zero_i,0.109375,-0.2764569509487886,2.950334319125912,-0.1506379464497933,2.9968359363071553,-0.686668547300192,1.273464799243631,0.9999999587352459,1.8061800161879786,0.2049046949313045,0.2049046949313045,0.0,0.0
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_29,config_29,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,shuffle_i,0.16015625,0.26474718749523163,1.413412141655115,0.3082566547852296,1.4754544617450296,0.6321002542972565,1.1225978748664809,1.000002723473769,1.8061799771158389,0.21511350916627744,0.2049046949313045,10.634760343111479,0.38471152576116413
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_29,config_29,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,mean_clamp_i,0.158203125,0.2556371402281981,1.4016308407935845,0.2948295485514861,1.4608379928412123,0.4980511779968555,1.0677399986372071,1.0000032920103807,1.8061799803251366,0.2056697364347785,0.2049046949313045,10.634761003347544,0.4022850669347323
local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_29,config_29,noise_resilience,dendritic_shunting,10,local_ca,5f,per_soma,uniform_matched_i,0.14453125,0.21666065546182486,1.4067119997766304,0.25973820227843064,1.4651886895338317,0.35780537816194385,1.1277674247065472,1.0000031728010912,1.806179973983887,0.2023408171891906,0.2049046949313045,10.634761003347544,0.40475505131941575
