run_dir,run_name,seed,dataset,network_type,ie_value,strategy,rule_variant,error_broadcast_mode,test_accuracy,split,batch_size,scope,scope_type,population,stage,stage_role,stage_names,n_samples,n_compartments,n_soma,exact_error_energy,population_error_energy_fraction,family,oracle_coefficients,residual,captured_energy,cosine,optimal_global_scale,rescaled_residual,rescaled_captured_energy
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_1,stage,0,1.0,proximal,core_network.layers.0.excitatory_cells.branch_layers.1,256,384,128,0.24982476234436035,0.033103814791308604,neuron_oracle,True,0.7623310089111328,0.41885143285253434,0.6471904516220093,1.0000000712026302,0.7623310089111328,0.41885143285253434
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_1,stage,0,1.0,proximal,core_network.layers.0.excitatory_cells.branch_layers.1,256,384,128,0.24982476234436035,0.033103814791308604,template_oracle,True,0.9569045901298523,0.08433360538841939,0.29040277004241943,0.9999999115907372,0.9569045901298523,0.08433360538841939
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_1,stage,0,1.0,proximal,core_network.layers.0.excitatory_cells.branch_layers.1,256,384,128,0.24982476234436035,0.033103814791308604,neuron_x_template_oracle,True,0.08748282492160797,0.9923467553437353,0.9961707592010498,1.0,0.08748282492160797,0.9923467553437353
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_1,stage,0,1.0,proximal,core_network.layers.0.excitatory_cells.branch_layers.1,256,384,128,0.24982476234436035,0.033103814791308604,scalar_available,False,58.46641540527344,-3417.321730341995,0.21702900528907776,0.0036987825086299973,0.9761649966239929,0.04710189936607989
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_1,stage,0,1.0,proximal,core_network.layers.0.excitatory_cells.branch_layers.1,256,384,128,0.24982476234436035,0.033103814791308604,neuron_available,False,378.6808776855469,-143398.2071246961,0.7141052484512329,0.001882211074311869,0.7000422477722168,0.5099408513340222
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_1,stage,0,1.0,proximal,core_network.layers.0.excitatory_cells.branch_layers.1,256,384,128,0.24982476234436035,0.033103814791308604,submitted_mw,False,58.46641540527344,-3417.321730341995,0.21702900528907776,0.0036987825086299973,0.9761649966239929,0.04710189936607989
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_2,stage,0,2.0,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,rank1_svd,True,0.28200912758781005,0.9204708519571623,0.9594117218155938,1.0,0.28200912758781005,0.9204708519571623
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_2,stage,0,2.0,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,global_oracle,True,0.9963141679763794,0.007358078689534864,0.08578027039766312,0.9999999280525073,0.9963141679763794,0.007358078689534864
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_2,stage,0,2.0,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,neuron_oracle,True,0.0,1.0,1.0000025033950806,1.0,0.0,1.0
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_2,stage,0,2.0,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,template_oracle,True,0.48060494661331177,0.7690188852908157,0.876939058303833,1.000000088117582,0.48060494661331177,0.7690188852908157
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_2,stage,0,2.0,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,neuron_x_template_oracle,True,6.468418689564714e-08,0.9999999999999958,1.0000025033950806,0.9999999322359212,1.2998042109302332e-07,0.9999999999999831
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_2,stage,0,2.0,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,scalar_available,False,18.189096450805664,-329.8432296967112,0.2331334799528122,0.012672853258897157,0.9724451899528503,0.05435035253756482
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_2,stage,0,2.0,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,neuron_available,False,255.00003051757812,-65024.015563965775,1.0000026226043701,0.0039062497352966028,4.995499125470815e-07,0.9999999999997504
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/stage_2,stage,0,2.0,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,submitted_mw,False,255.00003051757812,-65024.015563965775,1.0000026226043701,0.0039062497352966028,4.995499125470815e-07,0.9999999999997504
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_dendritic,population_dendritic,0,,dendritic,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1,256,1536,128,0.5099815726280212,0.06757671004601046,rank1_svd,True,0.9109762090964879,0.17012234646019184,0.41245890275297953,1.0,0.9109762090964879,0.17012234646019184
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_dendritic,population_dendritic,0,,dendritic,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1,256,1536,128,0.5099815726280212,0.06757671004601046,global_oracle,True,0.9984531998634338,0.003091207682469843,0.05544909089803696,0.9999998514957718,0.9984531998634338,0.003091207682469843
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_dendritic,population_dendritic,0,,dendritic,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1,256,1536,128,0.5099815726280212,0.06757671004601046,neuron_oracle,True,0.9281017780303955,0.13862708961681847,0.372315913438797,1.0,0.9281017780303955,0.13862708961681847
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_dendritic,population_dendritic,0,,dendritic,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1,256,1536,128,0.5099815726280212,0.06757671004601046,template_oracle,True,0.9731450080871582,0.052988793235044795,0.2301875352859497,1.0,0.9731450080871582,0.052988793235044795
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_dendritic,population_dendritic,0,,dendritic,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1,256,1536,128,0.5099815726280212,0.06757671004601046,neuron_x_template_oracle,True,0.32957857847213745,0.8913779606122851,0.9441344141960144,1.0000000655592443,0.32957857847213745,0.8913779606122851
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_dendritic,population_dendritic,0,,dendritic,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1,256,1536,128,0.5099815726280212,0.06757671004601046,scalar_available,False,70.24363708496094,-4933.1685509236995,0.15427051484584808,0.00219158185480057,0.988027811050415,0.023801044590925358
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_dendritic,population_dendritic,0,,dendritic,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1,256,1536,128,0.5099815726280212,0.06757671004601046,neuron_available,False,503.29052734375,-253300.35491394997,0.5027111172676086,0.0009978407280088826,0.8644556999206543,0.2527163428746917
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_dendritic,population_dendritic,0,,dendritic,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1,256,1536,128,0.5099815726280212,0.06757671004601046,submitted_mw,False,70.24363708496094,-4933.1685509236995,0.15427051484584808,0.00219158185480057,0.988027811050415,0.023801044590925358
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_soma,population_soma,0,,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,rank1_svd,True,0.28200912758781005,0.9204708519571623,0.9594117218155938,1.0,0.28200912758781005,0.9204708519571623
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_soma,population_soma,0,,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,global_oracle,True,0.9963141679763794,0.007358078689534864,0.08578027039766312,0.9999999280525073,0.9963141679763794,0.007358078689534864
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_soma,population_soma,0,,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,neuron_oracle,True,0.0,1.0,1.0000025033950806,1.0,0.0,1.0
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_soma,population_soma,0,,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,template_oracle,True,0.48060494661331177,0.7690188852908157,0.876939058303833,1.000000088117582,0.48060494661331177,0.7690188852908157
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_soma,population_soma,0,,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,neuron_x_template_oracle,True,6.468418689564714e-08,0.9999999999999958,1.0000025033950806,0.9999999322359212,1.2998042109302332e-07,0.9999999999999831
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_soma,population_soma,0,,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,scalar_available,False,18.189096450805664,-329.8432296967112,0.2331334799528122,0.012672853258897157,0.9724451899528503,0.05435035253756482
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_soma,population_soma,0,,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,neuron_available,False,255.00003051757812,-65024.015563965775,1.0000026226043701,0.0039062497352966028,4.995499125470815e-07,0.9999999999997504
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_soma,population_soma,0,,soma,core_network.layers.0.excitatory_cells.branch_layers.2,256,128,128,7.03672456741333,0.9324232899539895,submitted_mw,False,255.00003051757812,-65024.015563965775,1.0000026226043701,0.0039062497352966028,4.995499125470815e-07,0.9999999999997504
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_all,population_all,0,,all,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1|core_network.layers.0.excitatory_cells.branch_layers.2,256,1664,128,7.546706676483154,1.000000071082906,rank1_svd,True,0.36975826724737143,0.8632788238022214,0.9291279910766984,1.0,0.36975826724737143,0.8632788238022214
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_all,population_all,0,,all,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1|core_network.layers.0.excitatory_cells.branch_layers.2,256,1664,128,7.546706676483154,1.000000071082906,global_oracle,True,0.9995172619819641,0.0009652430000777201,0.030726050958037376,0.9999997385537355,0.9995172619819641,0.0009652430000777201
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_all,population_all,0,,all,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1|core_network.layers.0.excitatory_cells.branch_layers.2,256,1664,128,7.546706676483154,1.000000071082906,neuron_oracle,True,0.9553282260894775,0.08734798043673209,0.2955324947834015,1.0,0.9553282260894775,0.08734798043673209
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_all,population_all,0,,all,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1|core_network.layers.0.excitatory_cells.branch_layers.2,256,1664,128,7.546706676483154,1.000000071082906,template_oracle,True,0.7517642378807068,0.4348505306436401,0.659436821937561,0.9999999273485489,0.7517642378807068,0.4348505306436401
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_all,population_all,0,,all,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1|core_network.layers.0.excitatory_cells.branch_layers.2,256,1664,128,7.546706676483154,1.000000071082906,neuron_x_template_oracle,True,0.2151385247707367,0.9537154151594711,0.9765912890434265,0.9999998012463576,0.2151385396718979,0.9537154087478432
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_all,population_all,0,,all,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1|core_network.layers.0.excitatory_cells.branch_layers.2,256,1664,128,7.546706676483154,1.000000071082906,scalar_available,False,25.3360652923584,-640.9162044986479,0.18558141589164734,0.007276805477145607,0.9826281070709229,0.034442003194214976
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_all,population_all,0,,all,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1|core_network.layers.0.excitatory_cells.branch_layers.2,256,1664,128,7.546706676483154,1.000000071082906,neuron_available,False,278.83282470703125,-77746.74413410202,0.9144577383995056,0.0032688304357596514,0.4047014117240906,0.8362167673485281
/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_10,config_10,42,mnist,dendritic_shunting,5,local_ca,5f,per_soma,,train,256,population_0/population_all,population_all,0,,all,core_network.layers.0.excitatory_cells.branch_layers.0|core_network.layers.0.excitatory_cells.branch_layers.1|core_network.layers.0.excitatory_cells.branch_layers.2,256,1664,128,7.546706676483154,1.000000071082906,submitted_mw,False,246.9093475341797,-60963.225899754325,0.9659538865089417,0.003896905029638538,0.2587417960166931,0.933052682994056
