network_type,strategy,broadcast_mode,n_runs,train_accuracy_mean,train_accuracy_std,valid_accuracy_mean,valid_accuracy_std,test_accuracy_mean,test_accuracy_std
dendritic_additive,local_ca,per_soma,5,0.8612458348274231,0.0055537532285538285,0.840666663646698,0.006125128379237463,0.8312399744987488,0.004461839573851299
dendritic_additive,standard,per_soma,5,0.9214125037193298,0.00201095676632218,0.8854666590690613,0.0023068531532746653,0.8756399631500245,0.0007733169167002267
dendritic_shunting,local_ca,per_soma,5,0.8691749811172486,0.0035342075416818193,0.8506333351135253,0.0027013366007059047,0.8378399729728698,0.0025441914426067155
dendritic_shunting,standard,per_soma,5,0.9274083256721497,0.004900529062903303,0.8945833325386048,0.002202423505607184,0.888539981842041,0.0012320787370228474
