seed,task,budget,rule,rate,optimizer,primary_rate,path_rank,rank_one_capture,three_profile_capture
2026090799,aligned_strong,4,exact,0.03,adam,True,2,0.9183730185706859,0.9999993244558254
2026090799,aligned_strong,4,unit_broadcast,0.03,adam,True,2,0.9183718139148179,0.9999993268304921
2026090799,aligned_strong,4,calibrated_broadcast,0.03,adam,True,2,0.9183718107207605,0.9999993268309251
2026090799,aligned_strong,4,ancestry_three_oracle,0.03,adam,True,2,0.9183733464455336,0.9999993244175734
2026090799,aligned_strong,4,hard_distal_unit_proximal,0.03,adam,True,2,0.9183716897502039,0.9999993237366696
2026090799,aligned_strong,4,swapped_distal_unit_proximal,0.03,adam,True,2,0.918371601746515,0.9999993216000157
2026090799,aligned_strong,4,hard_distal_and_proximal,0.03,adam,True,2,0.9130134480692187,0.9999989098211509
2026090799,aligned_strong,4,ancestry_two_leaf_oracle_unit_proximal,0.03,adam,True,2,0.9183717303133928,0.9999993243480938
2026090799,aligned_strong,4,shunt_proportional_unit_proximal,0.03,adam,True,2,0.9183716895990569,0.9999993236343664
2026090799,opposed_strong,4,exact,0.03,adam,True,2,0.9110393967657454,0.9914818913788804
2026090799,opposed_strong,4,unit_broadcast,0.03,adam,True,2,0.9105019485462691,0.9909085139200263
2026090799,opposed_strong,4,calibrated_broadcast,0.03,adam,True,2,0.9105019489655111,0.9909085145228099
2026090799,opposed_strong,4,ancestry_three_oracle,0.03,adam,True,2,0.9110492669622041,0.9914825808303982
2026090799,opposed_strong,4,hard_distal_unit_proximal,0.03,adam,True,2,0.9107293542720146,0.9912384853750831
2026090799,opposed_strong,4,swapped_distal_unit_proximal,0.03,adam,True,2,0.90877945023993,0.9999999999999996
2026090799,opposed_strong,4,hard_distal_and_proximal,0.03,adam,True,2,0.9074264496630656,0.9908424395461926
2026090799,opposed_strong,4,ancestry_two_leaf_oracle_unit_proximal,0.03,adam,True,2,0.9110530548140306,0.9914826656913239
2026090799,opposed_strong,4,shunt_proportional_unit_proximal,0.03,adam,True,2,0.9107302205926251,0.9912390707682238
