stage,index,source,canonical,sha256,size
development,86,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_086/initial_model.pt,,187771274d78aa33f3075b65e7f7dfbbcc8c7c6f245cff0ed18789665b396fe9,9669068
development,86,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_086/mnist_development_086_20260906_222851/final_model.pt,,53454e2e0a6b7df5b52774e8b439aa173b2a241470784851001e17645ee7a868,9669010
development,87,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_087/run_audit.json,canonical/development/condition_087/run_audit.json,195807e588da33c54a9e9f83295e5f59a16c4695093dfafb0784a4dce21e5eca,3875
development,87,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_087/progress.json,canonical/development/condition_087/progress.json,10e758c5d65df1ab4644339cd2bf29f3267fcf2da9f0def33a8afeb59201fa8e,36779
development,87,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_087/initial_state_identity.json,canonical/development/condition_087/initial_state_identity.json,d2a9af86363199548f225e8abd00e64f74989dd715581b813553791b04a695ed,292
development,87,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_087/optimizer.json,canonical/development/condition_087/optimizer.json,372757b97ec48f3a4a2581a07017cc7e303626e60956855a73f90cb55e8efc73,1517
development,87,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_087/mnist_development_087_20260906_222954/config.json,canonical/development/condition_087/mnist_development_087_20260906_222954/config.json,88cde7a52825494108edb65af92fea109bba6f3fbd1bff5018d87c9f712a856d,77114
development,87,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_087/mnist_development_087_20260906_222954/resolved_seeds.json,canonical/development/condition_087/mnist_development_087_20260906_222954/resolved_seeds.json,9ad5e87a4beb4170c6f77ad49a1827e6c9c95a7c4403aa8fce8b3f3ef2228cdc,242
development,87,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_087/mnist_development_087_20260906_222954/training_summary.json,canonical/development/condition_087/mnist_development_087_20260906_222954/training_summary.json,5918aab9951db3c25030ef1012c75cb8f4ff478b5477e156dde94308d10c9696,10328
development,87,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_087/mnist_development_087_20260906_222954/performance/final.json,canonical/development/condition_087/mnist_development_087_20260906_222954/performance/final.json,e6809bf62cb704cde0b9acbfac42e01cd99217d4eeff7323ca1e9b619f0c2325,288
development,87,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_087/mnist_development_087_20260906_222954/model_resources.json,canonical/development/condition_087/mnist_development_087_20260906_222954/model_resources.json,200bc2968fc52aa2bee882acf6c4525b319e417187cdc409addc75873b8f7909,2851
development,87,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_087/initial_model.pt,,077b6e4d10c1f8c3d484f6e7eaa1682a083cc7c01c6f15d6cf25c7d653485ad9,9669068
development,87,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_087/mnist_development_087_20260906_222954/final_model.pt,,e29374d9b2a1f619afdd8d0af785beed5a1ac687911f9b7104fb05d5fe44ce6a,9669010
development,88,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_088/run_audit.json,canonical/development/condition_088/run_audit.json,fbb1071c42e3c37827f517fc41a276636b7a5307c39e18ae1026ae91f7c6becc,3875
development,88,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_088/progress.json,canonical/development/condition_088/progress.json,707f6044551647564d2c8567b372cf20efd642beba024ec6ad0424ca9bcf3ebf,36837
development,88,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_088/initial_state_identity.json,canonical/development/condition_088/initial_state_identity.json,ee9e9a19f1da85ec8bf44313bb09c35e5bc756bde2e5c9b959c196b164ce1434,292
development,88,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_088/optimizer.json,canonical/development/condition_088/optimizer.json,372757b97ec48f3a4a2581a07017cc7e303626e60956855a73f90cb55e8efc73,1517
development,88,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_088/mnist_development_088_20260906_222954/config.json,canonical/development/condition_088/mnist_development_088_20260906_222954/config.json,74859d947bde9d96882f1ab70e243ef4ea56e68a754bb9fa87d392a59bc3c81e,77114
development,88,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_088/mnist_development_088_20260906_222954/resolved_seeds.json,canonical/development/condition_088/mnist_development_088_20260906_222954/resolved_seeds.json,e298fcbbaeedb8db7483786921e68e8f215059d9a2e86a1ce5fbb0929561f0c9,242
development,88,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_088/mnist_development_088_20260906_222954/training_summary.json,canonical/development/condition_088/mnist_development_088_20260906_222954/training_summary.json,6d392eab13a0402324a6d5886f4241a5d9852597d46a55510b761c3e85a80e49,10332
development,88,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_088/mnist_development_088_20260906_222954/performance/final.json,canonical/development/condition_088/mnist_development_088_20260906_222954/performance/final.json,a3d650a4e6ea092c52b747e6b276a3f045d1922dc79281c4eabd29723677c83e,290
development,88,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_088/mnist_development_088_20260906_222954/model_resources.json,canonical/development/condition_088/mnist_development_088_20260906_222954/model_resources.json,c1d1139f77428099982ff63cadf8bb49aad86f92e4fb5ac79ef588103dfb7604,2851
development,88,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_088/initial_model.pt,,9000b6bcb187c15f469c95ee9a7a1005292bb2e6c4b14b724faff1e95a8d74f9,9669068
development,88,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_088/mnist_development_088_20260906_222954/final_model.pt,,f8c7e827c7ff6b9d9e9ea8328225aa99d762d80d55d0bfbf7f03be4f16d31408,9669010
development,89,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_089/run_audit.json,canonical/development/condition_089/run_audit.json,e2bc8e3d9e26eea2a14c83e1bfb405358a152633d53405e9422d154299aad420,3875
development,89,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_089/progress.json,canonical/development/condition_089/progress.json,bfe1789f8a7742372c3d62294b68715a1ac45910953a92408201331e547303b1,36656
development,89,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_089/initial_state_identity.json,canonical/development/condition_089/initial_state_identity.json,4056a185631fe2c7229097cc3e58ce64c9304453c4057d5ede414582f263efd9,292
development,89,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_089/optimizer.json,canonical/development/condition_089/optimizer.json,372757b97ec48f3a4a2581a07017cc7e303626e60956855a73f90cb55e8efc73,1517
development,89,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_089/mnist_development_089_20260906_223024/config.json,canonical/development/condition_089/mnist_development_089_20260906_223024/config.json,1090f726ebd2094bf14a1234f93922ceb0b6441579a1ef9be6094f12fb0468a1,77114
development,89,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_089/mnist_development_089_20260906_223024/resolved_seeds.json,canonical/development/condition_089/mnist_development_089_20260906_223024/resolved_seeds.json,1c2e5ff3567c2d6755bd5c7b32c8248fcb15747c5609c03cc67aa64117e5113a,242
development,89,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_089/mnist_development_089_20260906_223024/training_summary.json,canonical/development/condition_089/mnist_development_089_20260906_223024/training_summary.json,6f2cf9d9e24f30b200fbae503993f65d550136a76a711a215d1343d2b6c0d09b,10324
development,89,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_089/mnist_development_089_20260906_223024/performance/final.json,canonical/development/condition_089/mnist_development_089_20260906_223024/performance/final.json,85db110c2188efa2e14eb97363f74d3918a91765640f0a0954dec1e7f6f4790d,291
development,89,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_089/mnist_development_089_20260906_223024/model_resources.json,canonical/development/condition_089/mnist_development_089_20260906_223024/model_resources.json,c1d1139f77428099982ff63cadf8bb49aad86f92e4fb5ac79ef588103dfb7604,2851
development,89,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_089/initial_model.pt,,187771274d78aa33f3075b65e7f7dfbbcc8c7c6f245cff0ed18789665b396fe9,9669068
development,89,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/development/condition_089/mnist_development_089_20260906_223024/final_model.pt,,a2e6071b31fffb06f0403bfa3f0e4d060f13816a417aad33c265ccd5b8692cae,9669010
fresh,0,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_000/run_audit.json,canonical/fresh/condition_000/run_audit.json,bf4e105be0d942f53717644609e421c6119a8f890c2a8c3d9be881ba3019cdf4,3501
fresh,0,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_000/progress.json,canonical/fresh/condition_000/progress.json,944aeaa2b903ee45be8c5ee2dff130221f247cd0fb98775eccfba6b648379556,36441
fresh,0,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_000/initial_state_identity.json,canonical/fresh/condition_000/initial_state_identity.json,123ef23e5433dc1bcf5e70e856bc35e6b792441a8c418bd1e049cb1c31d20e92,292
fresh,0,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_000/optimizer.json,canonical/fresh/condition_000/optimizer.json,9117aef7153af81c70feaeb2d5dee7fb2b821f427318c84b06ecf019a061496c,1487
fresh,0,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_000/mnist_fresh_000_20260906_224327/config.json,canonical/fresh/condition_000/mnist_fresh_000_20260906_224327/config.json,d95ccd5c5147187ef4d155d0757d8c08b9978137fe743584ec9e383b610d5978,77039
fresh,0,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_000/mnist_fresh_000_20260906_224327/resolved_seeds.json,canonical/fresh/condition_000/mnist_fresh_000_20260906_224327/resolved_seeds.json,8c0e3730a7a01e8ddebe4d0d89ad0519fe58f0d4c7e646fb8bade5f512e89693,242
fresh,0,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_000/mnist_fresh_000_20260906_224327/training_summary.json,canonical/fresh/condition_000/mnist_fresh_000_20260906_224327/training_summary.json,8a447a27cc973f33c4aee5b0ed6535dcd0e42425b9b012060422652e76942f5a,10156
fresh,0,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_000/mnist_fresh_000_20260906_224327/performance/final.json,canonical/fresh/condition_000/mnist_fresh_000_20260906_224327/performance/final.json,2b1df712353b1465820df4b0b7585a25c61f197f91bbf6905f619a77b5043ac3,288
fresh,0,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_000/mnist_fresh_000_20260906_224327/model_resources.json,canonical/fresh/condition_000/mnist_fresh_000_20260906_224327/model_resources.json,a92e9980c35a675d3010e31d572cd7339c846d145c22d617ad5bf4b3a28724e5,2851
fresh,0,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_000/initial_model.pt,,9e2a4c5f2d430eddeb231d2f1bd4ae29145f379aac56321d4ba2e3791b815372,9669068
fresh,0,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_000/mnist_fresh_000_20260906_224327/final_model.pt,,08d60a2a216351c250cac4566974ba887c47f17a2e283cfc0325a43516f48ca6,9669010
fresh,1,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_001/run_audit.json,canonical/fresh/condition_001/run_audit.json,a350298d77f546a0cae4c812a7e665b5956aed61eee14437534c8e2f5f2cfbd4,3502
fresh,1,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_001/progress.json,canonical/fresh/condition_001/progress.json,d742149e193bbbd4e50196c30ad832f5a732c48cc9d8e7678e39849f79e94b8e,36572
fresh,1,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_001/initial_state_identity.json,canonical/fresh/condition_001/initial_state_identity.json,93aa7d8a6ad7738e81244cc43c0be00b9000c38cc2e70e82d6e86e250234efba,292
fresh,1,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_001/optimizer.json,canonical/fresh/condition_001/optimizer.json,9117aef7153af81c70feaeb2d5dee7fb2b821f427318c84b06ecf019a061496c,1487
fresh,1,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_001/mnist_fresh_001_20260906_224332/config.json,canonical/fresh/condition_001/mnist_fresh_001_20260906_224332/config.json,749d9bc793986528572137e46a852093d4441ae5745a2139c28c6d05f7580b8c,77039
fresh,1,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_001/mnist_fresh_001_20260906_224332/resolved_seeds.json,canonical/fresh/condition_001/mnist_fresh_001_20260906_224332/resolved_seeds.json,10b00d1b5a5c685021e92092ac328c9322fcdc911b10003da001e4fb4cd29469,242
fresh,1,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_001/mnist_fresh_001_20260906_224332/training_summary.json,canonical/fresh/condition_001/mnist_fresh_001_20260906_224332/training_summary.json,81933767f66e253cf6182ace336edbfae20a33c0fb6ac08d25646a436baa287d,10195
fresh,1,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_001/mnist_fresh_001_20260906_224332/performance/final.json,canonical/fresh/condition_001/mnist_fresh_001_20260906_224332/performance/final.json,3e14c5cf61e60f33642db2fc17c7667939729ec51e6754fec81ff77155b6def3,292
fresh,1,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_001/mnist_fresh_001_20260906_224332/model_resources.json,canonical/fresh/condition_001/mnist_fresh_001_20260906_224332/model_resources.json,95ca3db43dbb481fabbd1cebb3e3510191b50c751888bcc6b3862133f0a3f1b1,2851
fresh,1,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_001/initial_model.pt,,778b5a0d4b978ae393987acb344cd4e36878f76cb45e520a89ea864105c2aeaa,9669068
fresh,1,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_001/mnist_fresh_001_20260906_224332/final_model.pt,,1562d6bb56d9064495690b5ca11f75625469eb826182ca87bec5e944a8cd606f,9669010
fresh,2,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_002/run_audit.json,canonical/fresh/condition_002/run_audit.json,aed070091fc6ab9add4c99095afb52acbaecd759857b5d49a523dcdb96a7e592,3502
fresh,2,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_002/progress.json,canonical/fresh/condition_002/progress.json,b1aff3cdb346b1d8d442693acffb8b8657e4940d566bc018806fc352cd6a3fef,36507
fresh,2,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_002/initial_state_identity.json,canonical/fresh/condition_002/initial_state_identity.json,23fcc3b1ae16267bf0e2b06b4e9a0dd290fd51ae36b3a65c5fe4bbfea350aa1d,292
fresh,2,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_002/optimizer.json,canonical/fresh/condition_002/optimizer.json,9117aef7153af81c70feaeb2d5dee7fb2b821f427318c84b06ecf019a061496c,1487
fresh,2,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_002/mnist_fresh_002_20260906_224335/config.json,canonical/fresh/condition_002/mnist_fresh_002_20260906_224335/config.json,3eb7cc2f0442cfd7bedae7bbef064da6e82d05e2733b996bd6496396622be15d,77039
fresh,2,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_002/mnist_fresh_002_20260906_224335/resolved_seeds.json,canonical/fresh/condition_002/mnist_fresh_002_20260906_224335/resolved_seeds.json,2d87538be68f29430e0998224cf7f60a01dffdaec294323403a749d94d2e7870,242
fresh,2,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_002/mnist_fresh_002_20260906_224335/training_summary.json,canonical/fresh/condition_002/mnist_fresh_002_20260906_224335/training_summary.json,a38c4f9434a63b182e6dbba0b0fdefddda52ea501927267a53aec026cad1636a,10150
fresh,2,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_002/mnist_fresh_002_20260906_224335/performance/final.json,canonical/fresh/condition_002/mnist_fresh_002_20260906_224335/performance/final.json,88ab0804abfe67ab2be1d93fb568139ece72a6f9fed3f3ce01cf0d41f5eea819,289
fresh,2,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_002/mnist_fresh_002_20260906_224335/model_resources.json,canonical/fresh/condition_002/mnist_fresh_002_20260906_224335/model_resources.json,9afb5e3c540aad7b2757125d4b625bbd671e6833fb079601c666abb443f81a3b,2851
fresh,2,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_002/initial_model.pt,,ce659099b5fb1d124f83aed7a7755d4742269c1e34b6b7dbc079b5b5da7e63eb,9669068
fresh,2,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_002/mnist_fresh_002_20260906_224335/final_model.pt,,8f4b9acc271caa7f9260b4d1f37fd22014a6159c1d9dc55afcf9e9a343919e26,9669010
fresh,3,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_003/run_audit.json,canonical/fresh/condition_003/run_audit.json,920a01c2302c48af4143f2d24524a4526fcc192e24a38cf9df41ab4ef94ec058,3501
fresh,3,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_003/progress.json,canonical/fresh/condition_003/progress.json,95a0c7c9a9b8d66472b3b6d9b2dc6f1141eb0cfc770d3a4e3f22c2ec4da1055d,36548
fresh,3,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_003/initial_state_identity.json,canonical/fresh/condition_003/initial_state_identity.json,be0d336241bc78564d61cae07b56c395382a6ebfe9edd7c764069a32a1f1191b,292
fresh,3,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_003/optimizer.json,canonical/fresh/condition_003/optimizer.json,9117aef7153af81c70feaeb2d5dee7fb2b821f427318c84b06ecf019a061496c,1487
fresh,3,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_003/mnist_fresh_003_20260906_224337/config.json,canonical/fresh/condition_003/mnist_fresh_003_20260906_224337/config.json,085bf217a853892e2c22cb322278ff89e618f718d4d2ffd6dee9d789d4c7d42c,77039
fresh,3,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_003/mnist_fresh_003_20260906_224337/resolved_seeds.json,canonical/fresh/condition_003/mnist_fresh_003_20260906_224337/resolved_seeds.json,df74b427234d46621db374827e91d9969cd98162abee4f13ed37357ece7f2f76,242
fresh,3,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_003/mnist_fresh_003_20260906_224337/training_summary.json,canonical/fresh/condition_003/mnist_fresh_003_20260906_224337/training_summary.json,9aa434420e14051bccde0ac6d7c9d5abb650dc679d6e9061056a320b660a0ac6,10170
fresh,3,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_003/mnist_fresh_003_20260906_224337/performance/final.json,canonical/fresh/condition_003/mnist_fresh_003_20260906_224337/performance/final.json,8afb32cb8e5386805af3550c08e04b6a6d895298b6d3d3c233c87919d4025c50,293
fresh,3,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_003/mnist_fresh_003_20260906_224337/model_resources.json,canonical/fresh/condition_003/mnist_fresh_003_20260906_224337/model_resources.json,0977fc0f0401492f4bcb205f28ec955188ba924e09a39cc91fca6eddb47a5981,2851
fresh,3,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_003/initial_model.pt,,a4cd9015f1260765c6676da104ab40aad65dc187c8cc18f6098ba24b45e075d6,9669068
fresh,3,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_003/mnist_fresh_003_20260906_224337/final_model.pt,,efd439ee5eed1e35900d2095d65bc77cea8ea83975c8294648cf1a6a518d42c4,9669010
fresh,4,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_004/run_audit.json,canonical/fresh/condition_004/run_audit.json,4c32dca95447bd54ca9b3580447580e2b6061934bcb776fced5c19912855ef73,3501
fresh,4,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_004/progress.json,canonical/fresh/condition_004/progress.json,2fb9057c8bb8045fca969c3ae6da3dbf0447e3e1dfb46783b98e2d4eefbb1f58,36581
