seed,branches,conflict_probability,condition,train_loss_new,train_accuracy_new,test_loss_new,test_accuracy_new,initial_gradient_cosine_new,initial_gradient_capture_new,initial_signed_utility_new,theoretical_shared_relative_signal_new,theoretical_deranged_relative_signal_new,feedback_rank_new,feedback_nonzeros_per_example_new,forward_parameters_new,active_forward_branches_per_example_new,simultaneously_driven_branches_per_example_new,train_loss_historical,train_accuracy_historical,test_loss_historical,test_accuracy_historical,initial_gradient_cosine_historical,initial_gradient_capture_historical,initial_signed_utility_historical,theoretical_shared_relative_signal_historical,theoretical_deranged_relative_signal_historical,feedback_rank_historical,feedback_nonzeros_per_example_historical,forward_parameters_historical,active_forward_branches_per_example_historical,simultaneously_driven_branches_per_example_historical,test_accuracy_replay_error,test_loss_replay_error
11010,2,0,neuron_shared_k1,0.404091417789,0.818115234375,0.421444833279,0.807500064373,0.998908221722,0.997817635536,0.997817754745,1,1,1,2,100,1,2,0.4040914178,0.8181152344,0.4214448333,0.8075000644,0.9989082217,0.9978176355,0.9978177547,1,1,1,2,100,1,2,2.69836375466e-11,2.13439821373e-11
11010,2,0,correct_path,0.403379619122,0.820190429688,0.421400219202,0.805500030518,1,1,1,1,1,2,1,100,1,2,0.4033796191,0.8201904297,0.4214002192,0.8055000305,1,1,1,1,1,2,1,100,1,2,1.75781611489e-11,2.04164463113e-12
11010,2,0,within_neuron_deranged,8.4744644165,0.553955078125,8.46402072906,0.547500014305,0.995635688305,0.991290450096,0.995635688305,1,1,2,1,100,1,2,8.474464417,0.5539550781,8.464020729,0.5475000143,0.9956356883,0.9912904501,0.9956356883,1,1,2,1,100,1,2,5.11479747445e-12,6.49418296916e-11
11010,2,0,backpropagation,0.403379619122,0.820190429688,0.421400219202,0.805500030518,1,1,1,1,1,2,1,100,1,2,0.4033796191,0.8201904297,0.4214002192,0.8055000305,1,1,1,1,1,2,1,100,1,2,1.75781611489e-11,2.04164463113e-12
11010,2,0,gated_point_emulation,0.403379619122,0.820190429688,0.421400219202,0.805500030518,1,1,1,1,1,2,1,100,1,2,0.4033796191,0.8201904297,0.4214002192,0.8055000305,1,1,1,1,1,2,1,100,1,2,1.75781611489e-11,2.04164463113e-12
11010,2,0.25,neuron_shared_k1,0.414715826511,0.817626953125,0.429684042931,0.805500030518,0.998844385147,0.997690081596,0.754343748093,0.75,0.5,1,2,100,1,2,0.4147158265,0.8176269531,0.4296840429,0.8055000305,0.9988443851,0.9976900816,0.7543437481,0.75,0.5,1,2,100,1,2,1.75781611489e-11,3.0603020118e-11
11010,2,0.25,correct_path,0.403379619122,0.820190429688,0.421400219202,0.805500030518,1,1,1,0.75,0.5,2,1,100,1,2,0.4033796191,0.8201904297,0.4214002192,0.8055000305,1,1,1,0.75,0.5,2,1,100,1,2,1.75781611489e-11,2.04164463113e-12
11010,2,0.25,within_neuron_deranged,8.37547779083,0.531372070312,7.94201135635,0.545000016689,0.989969670773,0.980039954185,0.508687376976,0.75,0.5,2,1,100,1,2,8.375477791,0.5313720703,7.942011356,0.5450000167,0.9899696708,0.9800399542,0.508687377,0.75,0.5,2,1,100,1,2,1.06994413329e-11,3.5375968821e-10
11010,2,0.25,backpropagation,0.403379619122,0.820190429688,0.421400219202,0.805500030518,1,1,1,0.75,0.5,2,1,100,1,2,0.4033796191,0.8201904297,0.4214002192,0.8055000305,1,1,1,0.75,0.5,2,1,100,1,2,1.75781611489e-11,2.04164463113e-12
11010,2,0.25,gated_point_emulation,0.403379619122,0.820190429688,0.421400219202,0.805500030518,1,1,1,0.75,0.5,2,1,100,1,2,0.4033796191,0.8201904297,0.4214002192,0.8055000305,1,1,1,0.75,0.5,2,1,100,1,2,1.75781611489e-11,2.04164463113e-12
11010,2,0.5,neuron_shared_k1,0.439446151257,0.817138671875,0.451612651348,0.805500030518,0.998184263706,0.996371805668,0.503685295582,0.5,0,1,2,100,1,2,0.4394461513,0.8171386719,0.4516126513,0.8055000305,0.9981842637,0.9963718057,0.5036852956,0.5,0,1,2,100,1,2,1.75781611489e-11,4.81140127739e-11
11010,2,0.5,correct_path,0.403379619122,0.820190429688,0.421400219202,0.805500030518,1,1,1,0.5,0,2,1,100,1,2,0.4033796191,0.8201904297,0.4214002192,0.8055000305,1,1,1,0.5,0,2,1,100,1,2,1.75781611489e-11,2.04164463113e-12
11010,2,0.5,within_neuron_deranged,6.56189584732,0.5,6.24237632751,0.51700001955,0.120370343328,0.0144890192896,0.00737062655389,0.5,0,2,1,100,1,2,6.561895847,0.5,6.242376328,0.5170000196,0.1203703433,0.01448901929,0.007370626554,0.5,0,2,1,100,1,2,4.96764851476e-11,4.85351314694e-10
11010,2,0.5,backpropagation,0.403379619122,0.820190429688,0.421400219202,0.805500030518,1,1,1,0.5,0,2,1,100,1,2,0.4033796191,0.8201904297,0.4214002192,0.8055000305,1,1,1,0.5,0,2,1,100,1,2,1.75781611489e-11,2.04164463113e-12
11010,2,0.5,gated_point_emulation,0.403379619122,0.820190429688,0.421400219202,0.805500030518,1,1,1,0.5,0,2,1,100,1,2,0.4033796191,0.8201904297,0.4214002192,0.8055000305,1,1,1,0.5,0,2,1,100,1,2,1.75781611489e-11,2.04164463113e-12
11010,2,0.5714285714,neuron_shared_k1,0.450861573219,0.816772460938,0.46204444766,0.803000032902,0.99802428484,0.996052443981,0.434036672115,0.428571428571,-0.142857142857,1,2,100,1,2,0.4508615732,0.8167724609,0.4620444477,0.8030000329,0.9980242848,0.996052444,0.4340366721,0.4285714286,-0.1428571429,1,2,100,1,2,1.76392234152e-12,3.95538601872e-11
11010,2,0.5714285714,correct_path,0.403379619122,0.820190429688,0.421400219202,0.805500030518,1,1,1,0.428571428571,-0.142857142857,2,1,100,1,2,0.4033796191,0.8201904297,0.4214002192,0.8055000305,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2,1.75781611489e-11,2.04164463113e-12
11010,2,0.5714285714,within_neuron_deranged,5.80757522583,0.477172851562,5.54208135605,0.491000026464,-0.923874795437,0.853544652462,-0.131926715374,0.428571428571,-0.142857142857,2,1,100,1,2,5.807575226,0.4771728516,5.542081356,0.4910000265,-0.9238747954,0.8535446525,-0.1319267154,0.4285714286,-0.1428571429,2,1,100,1,2,3.55377394179e-11,4.8584247736e-11
11010,2,0.5714285714,backpropagation,0.403379619122,0.820190429688,0.421400219202,0.805500030518,1,1,1,0.428571428571,-0.142857142857,2,1,100,1,2,0.4033796191,0.8201904297,0.4214002192,0.8055000305,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2,1.75781611489e-11,2.04164463113e-12
11010,2,0.5714285714,gated_point_emulation,0.403379619122,0.820190429688,0.421400219202,0.805500030518,1,1,1,0.428571428571,-0.142857142857,2,1,100,1,2,0.4033796191,0.8201904297,0.4214002192,0.8055000305,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2,1.75781611489e-11,2.04164463113e-12
11010,2,0.6,neuron_shared_k1,0.457009315491,0.817993164062,0.468367636204,0.803500056267,0.997721731663,0.99544864893,0.403504312038,0.4,-0.2,1,2,100,1,2,0.4570093155,0.8179931641,0.4683676362,0.8035000563,0.9977217317,0.9954486489,0.403504312,0.4,-0.2,1,2,100,1,2,3.32153193838e-11,3.76587649953e-12
