seed,branches,conflict_probability,epoch,condition,state_comparison,gradient_cosine,signed_signal_ratio,gradient_inner_product
11007,2,0,0,neuron_shared_k1,own_state,0.999574244022,0.999148666859,0.36817574501
11007,2,0,0,neuron_shared_k1,common_exact_state,0.999574244022,0.999148666859,0.36817574501
11007,2,0,0,correct_path,own_state,1,1,0.368489444256
11007,2,0,0,correct_path,common_exact_state,1,1,0.368489444256
11007,2,0,0,within_neuron_deranged,own_state,0.998297393322,0.998297393322,0.367862045765
11007,2,0,0,within_neuron_deranged,common_exact_state,0.998297393322,0.998297393322,0.367862045765
11007,2,0,0,backpropagation,own_state,1,1,0.368489444256
11007,2,0,0,backpropagation,common_exact_state,1,1,0.368489444256
11007,2,0,0,gated_point_emulation,own_state,1,1,0.368489444256
11007,2,0,0,gated_point_emulation,common_exact_state,1,1,0.368489444256
11007,2,0,1,neuron_shared_k1,own_state,0.999539554119,0.999079227448,0.340018182993
11007,2,0,1,neuron_shared_k1,common_exact_state,0.99955290556,0.999105989933,0.34001749754
11007,2,0,1,correct_path,own_state,1,1,0.340321749449
11007,2,0,1,correct_path,common_exact_state,1,1,0.340321749449
11007,2,0,1,within_neuron_deranged,own_state,0.998102366924,0.998102366924,0.339695960283
11007,2,0,1,within_neuron_deranged,common_exact_state,0.998212039471,0.998211979866,0.33971324563
11007,2,0,1,backpropagation,own_state,1,1,0.340321749449
11007,2,0,1,backpropagation,common_exact_state,1,1,0.340321749449
11007,2,0,1,gated_point_emulation,own_state,1,1,0.340321749449
11007,2,0,1,gated_point_emulation,common_exact_state,1,1,0.340321749449
11007,2,0,10,neuron_shared_k1,own_state,0.999071419239,0.998143792152,0.175280630589
11007,2,0,10,neuron_shared_k1,common_exact_state,0.999315500259,0.998631417751,0.175278052688
11007,2,0,10,correct_path,own_state,1,1,0.175518259406
11007,2,0,10,correct_path,common_exact_state,1,1,0.175518259406
11007,2,0,10,within_neuron_deranged,own_state,0.993673503399,0.993673503399,0.174719184637
11007,2,0,10,within_neuron_deranged,common_exact_state,0.997262716293,0.997262716293,0.175037816167
11007,2,0,10,backpropagation,own_state,1,1,0.175518259406
