seed,branches,conflict_probability,condition,train_loss_new,train_accuracy_new,test_loss_new,test_accuracy_new,initial_gradient_cosine_new,initial_gradient_capture_new,initial_signed_utility_new,theoretical_shared_relative_signal_new,theoretical_deranged_relative_signal_new,feedback_rank_new,feedback_nonzeros_per_example_new,forward_parameters_new,active_forward_branches_per_example_new,simultaneously_driven_branches_per_example_new,train_loss_historical,train_accuracy_historical,test_loss_historical,test_accuracy_historical,initial_gradient_cosine_historical,initial_gradient_capture_historical,initial_signed_utility_historical,theoretical_shared_relative_signal_historical,theoretical_deranged_relative_signal_historical,feedback_rank_historical,feedback_nonzeros_per_example_historical,forward_parameters_historical,active_forward_branches_per_example_historical,simultaneously_driven_branches_per_example_historical,test_accuracy_replay_error,test_loss_replay_error
11017,2,0,neuron_shared_k1,0.415396213531,0.814697265625,0.423555880785,0.801500022411,0.998978972435,0.997958958149,0.99795883894,1,1,1,2,100,1,2,0.4153962135,0.8146972656,0.4235558808,0.8015000224,0.9989789724,0.9979589581,0.9979588389,1,1,1,2,100,1,2,1.13464793117e-11,1.50116030717e-11
11017,2,0,correct_path,0.414716750383,0.816650390625,0.422759592533,0.801500022411,1,1,1,1,1,2,1,100,1,2,0.4147167504,0.8166503906,0.4227595925,0.8015000224,1,1,1,1,1,2,1,100,1,2,1.13464793117e-11,3.31115690422e-11
11017,2,0,within_neuron_deranged,11.3107004166,0.542846679688,11.0092849731,0.564999997616,0.995917618275,0.99185192585,0.995917618275,1,1,2,1,100,1,2,11.31070042,0.5428466797,11.00928497,0.5649999976,0.9959176183,0.9918519258,0.9959176183,1,1,2,1,100,1,2,1.58142388074e-11,3.1445317461e-09
11017,2,0,backpropagation,0.414716750383,0.816650390625,0.422759592533,0.801500022411,1,1,1,1,1,2,1,100,1,2,0.4147167504,0.8166503906,0.4227595925,0.8015000224,1,1,1,1,1,2,1,100,1,2,1.13464793117e-11,3.31115690422e-11
11017,2,0,gated_point_emulation,0.414716750383,0.816650390625,0.422759592533,0.801500022411,1,1,1,1,1,2,1,100,1,2,0.4147167504,0.8166503906,0.4227595925,0.8015000224,1,1,1,1,1,2,1,100,1,2,1.13464793117e-11,3.31115690422e-11
11017,2,0.25,neuron_shared_k1,0.42613735795,0.815185546875,0.432599931955,0.803000032902,0.99868118763,0.997364103794,0.750542461872,0.75,0.5,1,2,100,1,2,0.426137358,0.8151855469,0.432599932,0.8030000329,0.9986811876,0.9973641038,0.7505424619,0.75,0.5,1,2,100,1,2,1.76392234152e-12,4.46624959238e-11
11017,2,0.25,correct_path,0.414716750383,0.816650390625,0.422759592533,0.801500022411,1,1,1,0.75,0.5,2,1,100,1,2,0.4147167504,0.8166503906,0.4227595925,0.8015000224,1,1,1,0.75,0.5,2,1,100,1,2,1.13464793117e-11,3.31115690422e-11
11017,2,0.25,within_neuron_deranged,9.13183403015,0.529541015625,8.81492042542,0.557500004768,0.988347768784,0.976831316948,0.501084923744,0.75,0.5,2,1,100,1,2,9.13183403,0.5295410156,8.814920425,0.5575000048,0.9883477688,0.9768313169,0.5010849237,0.75,0.5,2,1,100,1,2,3.16283665924e-11,4.15038670099e-10
11017,2,0.25,backpropagation,0.414716750383,0.816650390625,0.422759592533,0.801500022411,1,1,1,0.75,0.5,2,1,100,1,2,0.4147167504,0.8166503906,0.4227595925,0.8015000224,1,1,1,0.75,0.5,2,1,100,1,2,1.13464793117e-11,3.31115690422e-11
11017,2,0.25,gated_point_emulation,0.414716750383,0.816650390625,0.422759592533,0.801500022411,1,1,1,0.75,0.5,2,1,100,1,2,0.4147167504,0.8166503906,0.4227595925,0.8015000224,1,1,1,0.75,0.5,2,1,100,1,2,1.13464793117e-11,3.31115690422e-11
11017,2,0.5,neuron_shared_k1,0.449730932713,0.816040039062,0.456130415201,0.798500061035,0.998914897442,0.997830986977,0.511516869068,0.5,0,1,2,100,1,2,0.4497309327,0.8160400391,0.4561304152,0.798500061,0.9989148974,0.997830987,0.5115168691,0.5,0,1,2,100,1,2,3.51562112755e-11,1.18716148023e-12
11017,2,0.5,correct_path,0.414716750383,0.816650390625,0.422759592533,0.801500022411,1,1,1,0.5,0,2,1,100,1,2,0.4147167504,0.8166503906,0.4227595925,0.8015000224,1,1,1,0.5,0,2,1,100,1,2,1.13464793117e-11,3.31115690422e-11
11017,2,0.5,within_neuron_deranged,6.22674560547,0.50146484375,5.93062400818,0.525499999523,0.434860229492,0.189103424549,0.0230336729437,0.5,0,2,1,100,1,2,6.226745605,0.5014648438,5.930624008,0.5254999995,0.4348602295,0.1891034245,0.02303367294,0.5,0,2,1,100,1,2,2.31628050074e-11,1.78711268006e-10
11017,2,0.5,backpropagation,0.414716750383,0.816650390625,0.422759592533,0.801500022411,1,1,1,0.5,0,2,1,100,1,2,0.4147167504,0.8166503906,0.4227595925,0.8015000224,1,1,1,0.5,0,2,1,100,1,2,1.13464793117e-11,3.31115690422e-11
11017,2,0.5,gated_point_emulation,0.414716750383,0.816650390625,0.422759592533,0.801500022411,1,1,1,0.5,0,2,1,100,1,2,0.4147167504,0.8166503906,0.4227595925,0.8015000224,1,1,1,0.5,0,2,1,100,1,2,1.13464793117e-11,3.31115690422e-11
11017,2,0.5714285714,neuron_shared_k1,0.462142914534,0.814086914062,0.468215584755,0.800000011921,0.998484194279,0.996970713139,0.437346547842,0.428571428571,-0.142857142857,1,2,100,1,2,0.4621429145,0.8140869141,0.4682155848,0.8000000119,0.9984841943,0.9969707131,0.4373465478,0.4285714286,-0.1428571429,1,2,100,1,2,2.09289252595e-11,4.50561254972e-11
11017,2,0.5714285714,correct_path,0.414716750383,0.816650390625,0.422759592533,0.801500022411,1,1,1,0.428571428571,-0.142857142857,2,1,100,1,2,0.4147167504,0.8166503906,0.4227595925,0.8015000224,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2,1.13464793117e-11,3.31115690422e-11
11017,2,0.5714285714,within_neuron_deranged,4.3391327858,0.479125976562,4.4234085083,0.456000030041,-0.933294475079,0.871038556099,-0.125306919217,0.428571428571,-0.142857142857,2,1,100,1,2,4.339132786,0.4791259766,4.423408508,0.45600003,-0.9332944751,0.8710385561,-0.1253069192,0.4285714286,-0.1428571429,2,1,100,1,2,4.07409661562e-11,3.00781621831e-10
