seed,branches,conflict_probability,epoch,condition,state_comparison,gradient_cosine,signed_signal_ratio,gradient_inner_product
11013,2,0,0,neuron_shared_k1,own_state,0.999377310276,0.998755037785,0.423965424299
11013,2,0,0,neuron_shared_k1,common_exact_state,0.999377310276,0.998755037785,0.423965424299
11013,2,0,0,correct_path,own_state,1,1,0.424493908882
11013,2,0,0,correct_path,common_exact_state,1,1,0.424493908882
11013,2,0,0,within_neuron_deranged,own_state,0.997510135174,0.997510135174,0.423436969519
11013,2,0,0,within_neuron_deranged,common_exact_state,0.997510135174,0.997510135174,0.423436969519
11013,2,0,0,backpropagation,own_state,1,1,0.424493908882
11013,2,0,0,backpropagation,common_exact_state,1,1,0.424493908882
11013,2,0,0,gated_point_emulation,own_state,1,1,0.424493908882
11013,2,0,0,gated_point_emulation,common_exact_state,1,1,0.424493908882
11013,2,0,1,neuron_shared_k1,own_state,0.999335110188,0.998670637608,0.389657139778
11013,2,0,1,neuron_shared_k1,common_exact_state,0.99941265583,0.998825550079,0.389646828175
11013,2,0,1,correct_path,own_state,1,1,0.390104979277
11013,2,0,1,correct_path,common_exact_state,1,1,0.390104979277
11013,2,0,1,within_neuron_deranged,own_state,0.997000873089,0.997000873089,0.389082282782
11013,2,0,1,within_neuron_deranged,common_exact_state,0.997651278973,0.997651219368,0.389188706875
11013,2,0,1,backpropagation,own_state,1,1,0.390104979277
11013,2,0,1,backpropagation,common_exact_state,1,1,0.390104979277
11013,2,0,1,gated_point_emulation,own_state,1,1,0.390104979277
11013,2,0,1,gated_point_emulation,common_exact_state,1,1,0.390104979277
11013,2,0,10,neuron_shared_k1,own_state,0.998888731003,0.997778713703,0.193187743425
11013,2,0,10,neuron_shared_k1,common_exact_state,0.999558866024,0.999117851257,0.193126112223
11013,2,0,10,correct_path,own_state,1,1,0.19329662621
11013,2,0,10,correct_path,common_exact_state,1,1,0.19329662621
11013,2,0,10,within_neuron_deranged,own_state,0.980266809464,0.980266809464,0.191421598196
11013,2,0,10,within_neuron_deranged,common_exact_state,0.998235821724,0.998235702515,0.192955598235
11013,2,0,10,backpropagation,own_state,1,1,0.19329662621
11013,2,0,10,backpropagation,common_exact_state,1,1,0.19329662621
11013,2,0,10,gated_point_emulation,own_state,1,1,0.19329662621
11013,2,0,10,gated_point_emulation,common_exact_state,1,1,0.19329662621
11013,2,0,50,neuron_shared_k1,own_state,0.995185911655,0.990395009518,0.0271092317998
11013,2,0,50,neuron_shared_k1,common_exact_state,0.998631834984,0.997265577316,0.0271014347672
11013,2,0,50,correct_path,own_state,1,1,0.0271757449955
11013,2,0,50,correct_path,common_exact_state,1,1,0.0271757449955
11013,2,0,50,within_neuron_deranged,own_state,-0.77199947834,-0.771999418736,-0.346985161304
11013,2,0,50,within_neuron_deranged,common_exact_state,0.994531095028,0.994531095028,0.0270271226764
11013,2,0,50,backpropagation,own_state,1,1,0.0271757449955
11013,2,0,50,backpropagation,common_exact_state,1,1,0.0271757449955
11013,2,0,50,gated_point_emulation,own_state,1,1,0.0271757449955
11013,2,0,50,gated_point_emulation,common_exact_state,1,1,0.0271757449955
11013,2,0,100,neuron_shared_k1,own_state,0.985671460629,0.971548318863,0.00769640412182
11013,2,0,100,neuron_shared_k1,common_exact_state,0.996150195599,0.992315113544,0.00769975874573
11013,2,0,100,correct_path,own_state,1,1,0.00775938853621
11013,2,0,100,correct_path,common_exact_state,1,1,0.00775938853621
11013,2,0,100,within_neuron_deranged,own_state,-0.753553986549,-0.753553926945,-1.31991398335
