seed,branches,conflict_probability,epoch,condition,state_comparison,gradient_cosine,signed_signal_ratio,gradient_inner_product
11017,2,0,0,neuron_shared_k1,own_state,0.998978853226,0.99795871973,0.405755609274
11017,2,0,0,neuron_shared_k1,common_exact_state,0.998978853226,0.99795871973,0.405755609274
11017,2,0,0,correct_path,own_state,1,1,0.40658557415
11017,2,0,0,correct_path,common_exact_state,1,1,0.40658557415
11017,2,0,0,within_neuron_deranged,own_state,0.995917618275,0.995917618275,0.404925733805
11017,2,0,0,within_neuron_deranged,common_exact_state,0.995917618275,0.995917618275,0.404925733805
11017,2,0,0,backpropagation,own_state,1,1,0.40658557415
11017,2,0,0,backpropagation,common_exact_state,1,1,0.40658557415
11017,2,0,0,gated_point_emulation,own_state,1,1,0.40658557415
11017,2,0,0,gated_point_emulation,common_exact_state,1,1,0.40658557415
11017,2,0,1,neuron_shared_k1,own_state,0.998928785324,0.997858643532,0.373580098152
11017,2,0,1,neuron_shared_k1,common_exact_state,0.999067187309,0.998135149479,0.373551785946
11017,2,0,1,correct_path,own_state,1,1,0.374249696732
11017,2,0,1,correct_path,common_exact_state,1,1,0.374249696732
11017,2,0,1,within_neuron_deranged,own_state,0.995113551617,0.995113551617,0.37269359827
11017,2,0,1,within_neuron_deranged,common_exact_state,0.996270000935,0.996270000935,0.372853755951
11017,2,0,1,backpropagation,own_state,1,1,0.374249696732
11017,2,0,1,backpropagation,common_exact_state,1,1,0.374249696732
11017,2,0,1,gated_point_emulation,own_state,1,1,0.374249696732
11017,2,0,1,gated_point_emulation,common_exact_state,1,1,0.374249696732
11017,2,0,10,neuron_shared_k1,own_state,0.998423337936,0.996849119663,0.186843752861
11017,2,0,10,neuron_shared_k1,common_exact_state,0.999466359615,0.998932898045,0.186735734344
11017,2,0,10,correct_path,own_state,1,1,0.186935216188
11017,2,0,10,correct_path,common_exact_state,1,1,0.186935216188
11017,2,0,10,within_neuron_deranged,own_state,0.970983922482,0.970983922482,0.184408158064
11017,2,0,10,within_neuron_deranged,common_exact_state,0.997865617275,0.997865617275,0.186536222696
11017,2,0,10,backpropagation,own_state,1,1,0.186935216188
11017,2,0,10,backpropagation,common_exact_state,1,1,0.186935216188
11017,2,0,10,gated_point_emulation,own_state,1,1,0.186935216188
11017,2,0,10,gated_point_emulation,common_exact_state,1,1,0.186935216188
11017,2,0,50,neuron_shared_k1,own_state,0.993037641048,0.986123800278,0.0260565429926
11017,2,0,50,neuron_shared_k1,common_exact_state,0.99851334095,0.997028946877,0.0260558836162
11017,2,0,50,correct_path,own_state,1,1,0.0261335279793
