seed,branches,conflict_probability,epoch,condition,state_comparison,gradient_cosine,signed_signal_ratio,gradient_inner_product
11011,2,0,0,neuron_shared_k1,own_state,0.999320745468,0.998642027378,0.390093535185
11011,2,0,0,neuron_shared_k1,common_exact_state,0.999320745468,0.998642027378,0.390093535185
11011,2,0,0,correct_path,own_state,1,1,0.390623986721
11011,2,0,0,correct_path,common_exact_state,1,1,0.390623986721
11011,2,0,0,within_neuron_deranged,own_state,0.997284173965,0.997284054756,0.389563083649
11011,2,0,0,within_neuron_deranged,common_exact_state,0.997284173965,0.997284054756,0.389563083649
11011,2,0,0,backpropagation,own_state,1,1,0.390623986721
11011,2,0,0,backpropagation,common_exact_state,1,1,0.390623986721
11011,2,0,0,gated_point_emulation,own_state,1,1,0.390623986721
11011,2,0,0,gated_point_emulation,common_exact_state,1,1,0.390623986721
11011,2,0,1,neuron_shared_k1,own_state,0.999285936356,0.998572289944,0.360538989305
11011,2,0,1,neuron_shared_k1,common_exact_state,0.999298989773,0.998598575592,0.360523611307
11011,2,0,1,correct_path,own_state,1,1,0.361029565334
11011,2,0,1,correct_path,common_exact_state,1,1,0.361029565334
11011,2,0,1,within_neuron_deranged,own_state,0.997091412544,0.99709135294,0.360029280186
11011,2,0,1,within_neuron_deranged,common_exact_state,0.997197091579,0.99719697237,0.360017597675
11011,2,0,1,backpropagation,own_state,1,1,0.361029565334
11011,2,0,1,backpropagation,common_exact_state,1,1,0.361029565334
11011,2,0,1,gated_point_emulation,own_state,1,1,0.361029565334
11011,2,0,1,gated_point_emulation,common_exact_state,1,1,0.361029565334
11011,2,0,10,neuron_shared_k1,own_state,0.99881207943,0.997625529766,0.185718297958
11011,2,0,10,neuron_shared_k1,common_exact_state,0.999016582966,0.998034119606,0.185658931732
11011,2,0,10,correct_path,own_state,1,1,0.18602463603
11011,2,0,10,correct_path,common_exact_state,1,1,0.18602463603
11011,2,0,10,within_neuron_deranged,own_state,0.994162917137,0.994162917137,0.185243993998
11011,2,0,10,within_neuron_deranged,common_exact_state,0.996068239212,0.996068239212,0.185293227434
11011,2,0,10,backpropagation,own_state,1,1,0.18602463603
