seed,branches,conflict_probability,epoch,condition,state_comparison,gradient_cosine,signed_signal_ratio,gradient_inner_product
11019,2,0,0,neuron_shared_k1,own_state,0.999116957188,0.998234689236,0.420259535313
11019,2,0,0,neuron_shared_k1,common_exact_state,0.999116957188,0.998234689236,0.420259535313
11019,2,0,0,correct_path,own_state,1,1,0.421002745628
11019,2,0,0,correct_path,common_exact_state,1,1,0.421002745628
11019,2,0,0,within_neuron_deranged,own_state,0.996469199657,0.996469199657,0.419516265392
11019,2,0,0,within_neuron_deranged,common_exact_state,0.996469199657,0.996469199657,0.419516265392
11019,2,0,0,backpropagation,own_state,1,1,0.421002745628
11019,2,0,0,backpropagation,common_exact_state,1,1,0.421002745628
11019,2,0,0,gated_point_emulation,own_state,1,1,0.421002745628
11019,2,0,0,gated_point_emulation,common_exact_state,1,1,0.421002745628
11019,2,0,1,neuron_shared_k1,own_state,0.999058783054,0.998118460178,0.385559022427
11019,2,0,1,neuron_shared_k1,common_exact_state,0.999134600163,0.998269915581,0.385543018579
11019,2,0,1,correct_path,own_state,1,1,0.386211186647
11019,2,0,1,correct_path,common_exact_state,1,1,0.386211186647
11019,2,0,1,within_neuron_deranged,own_state,0.995913684368,0.995913684368,0.384785741568
11019,2,0,1,within_neuron_deranged,common_exact_state,0.996539831161,0.996539831161,0.384874820709
11019,2,0,1,backpropagation,own_state,1,1,0.386211186647
11019,2,0,1,backpropagation,common_exact_state,1,1,0.386211186647
11019,2,0,1,gated_point_emulation,own_state,1,1,0.386211186647
11019,2,0,1,gated_point_emulation,common_exact_state,1,1,0.386211186647
11019,2,0,10,neuron_shared_k1,own_state,0.998412191868,0.99682700634,0.190725624561
11019,2,0,10,neuron_shared_k1,common_exact_state,0.999232828617,0.998466134071,0.190644025803
11019,2,0,10,correct_path,own_state,1,1,0.190936893225
11019,2,0,10,correct_path,common_exact_state,1,1,0.190936893225
11019,2,0,10,within_neuron_deranged,own_state,0.98228007555,0.98228007555,0.189188584685
11019,2,0,10,within_neuron_deranged,common_exact_state,0.996932148933,0.996932148933,0.190351128578
11019,2,0,10,backpropagation,own_state,1,1,0.190936893225
11019,2,0,10,backpropagation,common_exact_state,1,1,0.190936893225
