seed,branches,conflict_probability,condition,train_loss_new,train_accuracy_new,test_loss_new,test_accuracy_new,initial_gradient_cosine_new,initial_gradient_capture_new,initial_signed_utility_new,theoretical_shared_relative_signal_new,theoretical_deranged_relative_signal_new,feedback_rank_new,feedback_nonzeros_per_example_new,forward_parameters_new,active_forward_branches_per_example_new,simultaneously_driven_branches_per_example_new,train_loss_historical,train_accuracy_historical,test_loss_historical,test_accuracy_historical,initial_gradient_cosine_historical,initial_gradient_capture_historical,initial_signed_utility_historical,theoretical_shared_relative_signal_historical,theoretical_deranged_relative_signal_historical,feedback_rank_historical,feedback_nonzeros_per_example_historical,forward_parameters_historical,active_forward_branches_per_example_historical,simultaneously_driven_branches_per_example_historical,test_accuracy_replay_error,test_loss_replay_error
11018,2,0,neuron_shared_k1,0.406078845263,0.815795898438,0.435723930597,0.787500023842,0.996474325657,0.992961108685,0.99296104908,1,1,1,2,100,1,2,0.4060788453,0.8157958984,0.4357239306,0.7875000238,0.9964743257,0.9929611087,0.9929610491,1,1,1,2,100,1,2,4.18579615413e-11,2.69467781422e-12
11018,2,0,correct_path,0.404785990715,0.818115234375,0.435372710228,0.790500044823,1,1,1,1,1,2,1,100,1,2,0.4047859907,0.8181152344,0.4353727102,0.7905000448,1,1,1,1,1,2,1,100,1,2,2.2692847601e-11,2.79662959457e-11
11018,2,0,within_neuron_deranged,12.4003858566,0.541259765625,12.3969936371,0.548500001431,0.98592209816,0.972042381763,0.98592209816,1,1,2,1,100,1,2,12.40038586,0.5412597656,12.39699364,0.5485000014,0.9859220982,0.9720423818,0.9859220982,1,1,2,1,100,1,2,3.05114822297e-11,2.91503887695e-09
11018,2,0,backpropagation,0.404785990715,0.818115234375,0.435372710228,0.790500044823,1,1,1,1,1,2,1,100,1,2,0.4047859907,0.8181152344,0.4353727102,0.7905000448,1,1,1,1,1,2,1,100,1,2,2.2692847601e-11,2.79662959457e-11
11018,2,0,gated_point_emulation,0.404785990715,0.818115234375,0.435372710228,0.790500044823,1,1,1,1,1,2,1,100,1,2,0.4047859907,0.8181152344,0.4353727102,0.7905000448,1,1,1,1,1,2,1,100,1,2,2.2692847601e-11,2.79662959457e-11
11018,2,0.25,neuron_shared_k1,0.416603684425,0.816772460938,0.442233592272,0.788000047207,0.996860265732,0.99373036623,0.738196313381,0.75,0.5,1,2,100,1,2,0.4166036844,0.8167724609,0.4422335923,0.7880000472,0.9968602657,0.9937303662,0.7381963134,0.75,0.5,1,2,100,1,2,6.87860879367e-12,2.81951684222e-11
11018,2,0.25,correct_path,0.404785990715,0.818115234375,0.435372710228,0.790500044823,1,1,1,0.75,0.5,2,1,100,1,2,0.4047859907,0.8181152344,0.4353727102,0.7905000448,1,1,1,0.75,0.5,2,1,100,1,2,2.2692847601e-11,2.79662959457e-11
11018,2,0.25,within_neuron_deranged,9.61126804352,0.524291992188,9.59798717499,0.534000039101,0.971013426781,0.942867100239,0.476392656565,0.75,0.5,2,1,100,1,2,9.611268044,0.5242919922,9.597987175,0.5340000391,0.9710134268,0.9428671002,0.4763926566,0.75,0.5,2,1,100,1,2,6.46926956449e-13,1.22071242004e-11
11018,2,0.25,backpropagation,0.404785990715,0.818115234375,0.435372710228,0.790500044823,1,1,1,0.75,0.5,2,1,100,1,2,0.4047859907,0.8181152344,0.4353727102,0.7905000448,1,1,1,0.75,0.5,2,1,100,1,2,2.2692847601e-11,2.79662959457e-11
11018,2,0.25,gated_point_emulation,0.404785990715,0.818115234375,0.435372710228,0.790500044823,1,1,1,0.75,0.5,2,1,100,1,2,0.4047859907,0.8181152344,0.4353727102,0.7905000448,1,1,1,0.75,0.5,2,1,100,1,2,2.2692847601e-11,2.79662959457e-11
11018,2,0.5,neuron_shared_k1,0.441911697388,0.81689453125,0.463503062725,0.786000013351,0.994047164917,0.988129794598,0.493446946144,0.5,0,1,2,100,1,2,0.4419116974,0.8168945312,0.4635030627,0.7860000134,0.9940471649,0.9881297946,0.4934469461,0.5,0,1,2,100,1,2,4.85596007849e-11,2.50671150503e-11
11018,2,0.5,correct_path,0.404785990715,0.818115234375,0.435372710228,0.790500044823,1,1,1,0.5,0,2,1,100,1,2,0.4047859907,0.8181152344,0.4353727102,0.7905000448,1,1,1,0.5,0,2,1,100,1,2,2.2692847601e-11,2.79662959457e-11
11018,2,0.5,within_neuron_deranged,7.68057727814,0.492797851562,7.66596794128,0.497500032187,-0.120286092162,0.0144687443972,-0.0131061999127,0.5,0,2,1,100,1,2,7.680577278,0.4927978516,7.665967941,0.4975000322,-0.1202860922,0.0144687444,-0.01310619991,0.5,0,2,1,100,1,2,1.34918187733e-11,2.8417979081e-10
11018,2,0.5,backpropagation,0.404785990715,0.818115234375,0.435372710228,0.790500044823,1,1,1,0.5,0,2,1,100,1,2,0.4047859907,0.8181152344,0.4353727102,0.7905000448,1,1,1,0.5,0,2,1,100,1,2,2.2692847601e-11,2.79662959457e-11
11018,2,0.5,gated_point_emulation,0.404785990715,0.818115234375,0.435372710228,0.790500044823,1,1,1,0.5,0,2,1,100,1,2,0.4047859907,0.8181152344,0.4353727102,0.7905000448,1,1,1,0.5,0,2,1,100,1,2,2.2692847601e-11,2.79662959457e-11
11018,2,0.5714285714,neuron_shared_k1,0.454421967268,0.8173828125,0.474330931902,0.788000047207,0.99182933569,0.983725428581,0.419011563063,0.428571428571,-0.142857142857,1,2,100,1,2,0.4544219673,0.8173828125,0.4743309319,0.7880000472,0.9918293357,0.9837254286,0.4190115631,0.4285714286,-0.1428571429,1,2,100,1,2,6.87860879367e-12,1.93178806285e-12
