seed,branches,conflict_probability,epoch,condition,state_comparison,gradient_cosine,signed_signal_ratio,gradient_inner_product
11018,2,0,0,neuron_shared_k1,own_state,0.996474325657,0.99296104908,0.397847115993
11018,2,0,0,neuron_shared_k1,common_exact_state,0.996474325657,0.99296104908,0.397847115993
11018,2,0,0,correct_path,own_state,1,1,0.400667399168
11018,2,0,0,correct_path,common_exact_state,1,1,0.400667399168
11018,2,0,0,within_neuron_deranged,own_state,0.98592209816,0.985921978951,0.395026803017
11018,2,0,0,within_neuron_deranged,common_exact_state,0.98592209816,0.985921978951,0.395026803017
11018,2,0,0,backpropagation,own_state,1,1,0.400667399168
11018,2,0,0,backpropagation,common_exact_state,1,1,0.400667399168
11018,2,0,0,gated_point_emulation,own_state,1,1,0.400667399168
11018,2,0,0,gated_point_emulation,common_exact_state,1,1,0.400667399168
11018,2,0,1,neuron_shared_k1,own_state,0.996191382408,0.99239730835,0.367230474949
11018,2,0,1,neuron_shared_k1,common_exact_state,0.996852874756,0.993715703487,0.367220968008
11018,2,0,1,correct_path,own_state,1,1,0.369543284178
11018,2,0,1,correct_path,common_exact_state,1,1,0.369543284178
11018,2,0,1,within_neuron_deranged,own_state,0.981898188591,0.981898188591,0.363886773586
11018,2,0,1,within_neuron_deranged,common_exact_state,0.987431287766,0.987431287766,0.364898592234
11018,2,0,1,backpropagation,own_state,1,1,0.369543284178
11018,2,0,1,backpropagation,common_exact_state,1,1,0.369543284178
11018,2,0,1,gated_point_emulation,own_state,1,1,0.369543284178
11018,2,0,1,gated_point_emulation,common_exact_state,1,1,0.369543284178
11018,2,0,10,neuron_shared_k1,own_state,0.993013679981,0.986076235771,0.18741825223
11018,2,0,10,neuron_shared_k1,common_exact_state,0.998742282391,0.997486174107,0.187314689159
11018,2,0,10,correct_path,own_state,1,1,0.187786757946
11018,2,0,10,correct_path,common_exact_state,1,1,0.187786757946
11018,2,0,10,within_neuron_deranged,own_state,0.847894370556,0.847894370556,0.172674313188
11018,2,0,10,within_neuron_deranged,common_exact_state,0.994972229004,0.994972229004,0.186842605472
11018,2,0,10,backpropagation,own_state,1,1,0.187786757946
11018,2,0,10,backpropagation,common_exact_state,1,1,0.187786757946
11018,2,0,10,gated_point_emulation,own_state,1,1,0.187786757946
11018,2,0,10,gated_point_emulation,common_exact_state,1,1,0.187786757946
11018,2,0,50,neuron_shared_k1,own_state,0.966141521931,0.93342936039,0.027380283922
11018,2,0,50,neuron_shared_k1,common_exact_state,0.998221278191,0.996445715427,0.0273674484342
11018,2,0,50,correct_path,own_state,1,1,0.0274650678039
11018,2,0,50,correct_path,common_exact_state,1,1,0.0274650678039
11018,2,0,50,within_neuron_deranged,own_state,-0.793723464012,-0.793723464012,-0.982499301434
11018,2,0,50,within_neuron_deranged,common_exact_state,0.992891311646,0.992891311646,0.027269827202
11018,2,0,50,backpropagation,own_state,1,1,0.0274650678039
11018,2,0,50,backpropagation,common_exact_state,1,1,0.0274650678039
11018,2,0,50,gated_point_emulation,own_state,1,1,0.0274650678039
11018,2,0,50,gated_point_emulation,common_exact_state,1,1,0.0274650678039
11018,2,0,100,neuron_shared_k1,own_state,0.905848562717,0.820561647415,0.00765119213611
11018,2,0,100,neuron_shared_k1,common_exact_state,0.994764328003,0.989556074142,0.00765866599977
11018,2,0,100,correct_path,own_state,1,1,0.007739496883
11018,2,0,100,correct_path,common_exact_state,1,1,0.007739496883
11018,2,0,100,within_neuron_deranged,own_state,-0.753475427628,-0.753475427628,-1.4273314476
11018,2,0,100,within_neuron_deranged,common_exact_state,0.979111969471,0.979112029076,0.00757783465087
11018,2,0,100,backpropagation,own_state,1,1,0.007739496883
11018,2,0,100,backpropagation,common_exact_state,1,1,0.007739496883
11018,2,0,100,gated_point_emulation,own_state,1,1,0.007739496883
11018,2,0,100,gated_point_emulation,common_exact_state,1,1,0.007739496883
11018,2,0,250,neuron_shared_k1,own_state,0.708973646164,0.50264364481,0.00149661058094
