seed,branches,conflict_probability,condition,train_loss_new,train_accuracy_new,test_loss_new,test_accuracy_new,initial_gradient_cosine_new,initial_gradient_capture_new,initial_signed_utility_new,theoretical_shared_relative_signal_new,theoretical_deranged_relative_signal_new,feedback_rank_new,feedback_nonzeros_per_example_new,forward_parameters_new,active_forward_branches_per_example_new,simultaneously_driven_branches_per_example_new,train_loss_historical,train_accuracy_historical,test_loss_historical,test_accuracy_historical,initial_gradient_cosine_historical,initial_gradient_capture_historical,initial_signed_utility_historical,theoretical_shared_relative_signal_historical,theoretical_deranged_relative_signal_historical,feedback_rank_historical,feedback_nonzeros_per_example_historical,forward_parameters_historical,active_forward_branches_per_example_historical,simultaneously_driven_branches_per_example_historical,test_accuracy_replay_error,test_loss_replay_error
11005,2,0,neuron_shared_k1,0.404442220926,0.819213867188,0.424348860979,0.798500061035,0.999252855778,0.998506247997,0.998506188393,1,1,1,2,100,1,2,0.4044422209,0.8192138672,0.424348861,0.798500061,0.9992528558,0.998506248,0.9985061884,1,1,1,2,100,1,2,3.51562112755e-11,2.09198214307e-11
11005,2,0,correct_path,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,1,1,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,1,1,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0,within_neuron_deranged,10.8680992126,0.545532226562,11.0413379669,0.547000050545,0.997012376785,0.994033694267,0.997012376785,1,1,2,1,100,1,2,10.86809921,0.5455322266,11.04133797,0.5470000505,0.9970123768,0.9940336943,0.9970123768,1,1,2,1,100,1,2,4.47387682456e-11,3.0810554108e-09
11005,2,0,backpropagation,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,1,1,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,1,1,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0,gated_point_emulation,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,1,1,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,1,1,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0.25,neuron_shared_k1,0.414499044418,0.817749023438,0.434133321047,0.794000029564,0.999325573444,0.998651623726,0.756519794464,0.75,0.5,1,2,100,1,2,0.4144990444,0.8177490234,0.434133321,0.7940000296,0.9993255734,0.9986516237,0.7565197945,0.75,0.5,1,2,100,1,2,3.60962371104e-11,4.68292071787e-11
11005,2,0.25,correct_path,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,0.75,0.5,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.75,0.5,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0.25,within_neuron_deranged,6.83281326294,0.53076171875,6.91780185699,0.535000026226,0.994179010391,0.988391876221,0.513039529324,0.75,0.5,2,1,100,1,2,6.832813263,0.5307617188,6.917801857,0.5350000262,0.9941790104,0.9883918762,0.5130395293,0.75,0.5,2,1,100,1,2,2.6043722734e-11,5.37081490393e-12
11005,2,0.25,backpropagation,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,0.75,0.5,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.75,0.5,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0.25,gated_point_emulation,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,0.75,0.5,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.75,0.5,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0.5,neuron_shared_k1,0.438400566578,0.81787109375,0.454580008984,0.795500040054,0.998711764812,0.997425198555,0.513365089893,0.5,0,1,2,100,1,2,0.4384005666,0.8178710938,0.454580009,0.7955000401,0.9987117648,0.9974251986,0.5133650899,0.5,0,1,2,100,1,2,4.56786830583e-11,1.63879465553e-11
11005,2,0.5,correct_path,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,0.5,0,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.5,0,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0.5,within_neuron_deranged,5.3545331955,0.504272460938,5.58109092712,0.495500028133,0.456020206213,0.207954421639,0.0267302002758,0.5,0,2,1,100,1,2,5.354533195,0.5042724609,5.581090927,0.4955000281,0.4560202062,0.2079544216,0.02673020028,0.5,0,2,1,100,1,2,3.33923444451e-11,1.2402345817e-10
11005,2,0.5,backpropagation,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,0.5,0,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.5,0,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0.5,gated_point_emulation,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,0.5,0,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.5,0,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0.5714285714,neuron_shared_k1,0.449010968208,0.81640625,0.465039521456,0.794500052929,0.998242735863,0.996488571167,0.444367527962,0.428571428571,-0.142857142857,1,2,100,1,2,0.4490109682,0.81640625,0.4650395215,0.7945000529,0.9982427359,0.9964885712,0.444367528,0.4285714286,-0.1428571429,1,2,100,1,2,2.89245294383e-11,4.42352265928e-11
11005,2,0.5714285714,correct_path,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,0.428571428571,-0.142857142857,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0.5714285714,within_neuron_deranged,5.28053045273,0.489868164062,5.47459363937,0.479000031948,-0.903574049473,0.816446065903,-0.111264936626,0.428571428571,-0.142857142857,2,1,100,1,2,5.280530453,0.4898681641,5.474593639,0.4790000319,-0.9035740495,0.8164460659,-0.1112649366,0.4285714286,-0.1428571429,2,1,100,1,2,4.80895878674e-11,3.7377922979e-10
11005,2,0.5714285714,backpropagation,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,0.428571428571,-0.142857142857,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0.5714285714,gated_point_emulation,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,0.428571428571,-0.142857142857,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0.6,neuron_shared_k1,0.454217195511,0.81787109375,0.469881176949,0.794000029564,0.998001694679,0.99600738287,0.415316343307,0.4,-0.2,1,2,100,1,2,0.4542171955,0.8178710938,0.4698811769,0.7940000296,0.9980016947,0.9960073829,0.4153163433,0.4,-0.2,1,2,100,1,2,3.60962371104e-11,4.85473883316e-11
11005,2,0.6,correct_path,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,0.4,-0.2,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.4,-0.2,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0.6,within_neuron_deranged,4.24038600922,0.472412109375,4.3853187561,0.471500009298,-0.95502102375,0.912065148354,-0.169367283583,0.4,-0.2,2,1,100,1,2,4.240386009,0.4724121094,4.385318756,0.4715000093,-0.9550210238,0.9120651484,-0.1693672836,0.4,-0.2,2,1,100,1,2,1.67543756646e-12,1.03515418459e-10
11005,2,0.6,backpropagation,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,0.4,-0.2,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.4,-0.2,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
11005,2,0.6,gated_point_emulation,0.402838945389,0.82177734375,0.426988810301,0.79650002718,1,1,1,0.4,-0.2,2,1,100,1,2,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.4,-0.2,2,1,100,1,2,2.02819983031e-11,8.27005131043e-13
