seed,branches,conflict_probability,condition,train_loss_new,train_accuracy_new,test_loss_new,test_accuracy_new,initial_gradient_cosine_new,initial_gradient_capture_new,initial_signed_utility_new,theoretical_shared_relative_signal_new,theoretical_deranged_relative_signal_new,feedback_rank_new,feedback_nonzeros_per_example_new,forward_parameters_new,active_forward_branches_per_example_new,simultaneously_driven_branches_per_example_new,train_loss_historical,train_accuracy_historical,test_loss_historical,test_accuracy_historical,initial_gradient_cosine_historical,initial_gradient_capture_historical,initial_signed_utility_historical,theoretical_shared_relative_signal_historical,theoretical_deranged_relative_signal_historical,feedback_rank_historical,feedback_nonzeros_per_example_historical,forward_parameters_historical,active_forward_branches_per_example_historical,simultaneously_driven_branches_per_example_historical,test_accuracy_replay_error,test_loss_replay_error
11009,2,0,neuron_shared_k1,0.407746195793,0.819458007812,0.420502990484,0.79800003767,0.996343076229,0.992699503899,0.992699503899,1,1,1,2,100,1,2,0.4077461958,0.8194580078,0.4205029905,0.7980000377,0.9963430762,0.9926995039,0.9926995039,1,1,1,2,100,1,2,2.98645552732e-11,1.5762335881e-11
11009,2,0,correct_path,0.406246989965,0.82080078125,0.420448005199,0.799500048161,1,1,1,1,1,2,1,100,1,2,0.40624699,0.8208007812,0.4204480052,0.7995000482,1,1,1,1,1,2,1,100,1,2,3.9447001221e-11,5.6760152134e-13
11009,2,0,within_neuron_deranged,12.4999580383,0.543823242188,12.0006313324,0.549500048161,0.985398888588,0.97101098299,0.985398888588,1,1,2,1,100,1,2,12.49995804,0.5438232422,12.00063133,0.5495000482,0.9853988886,0.971010983,0.9853988886,1,1,2,1,100,1,2,3.9447001221e-11,2.39746178465e-09
11009,2,0,backpropagation,0.406246989965,0.82080078125,0.420448005199,0.799500048161,1,1,1,1,1,2,1,100,1,2,0.40624699,0.8208007812,0.4204480052,0.7995000482,1,1,1,1,1,2,1,100,1,2,3.9447001221e-11,5.6760152134e-13
11009,2,0,gated_point_emulation,0.406246989965,0.82080078125,0.420448005199,0.799500048161,1,1,1,1,1,2,1,100,1,2,0.40624699,0.8208007812,0.4204480052,0.7995000482,1,1,1,1,1,2,1,100,1,2,3.9447001221e-11,5.6760152134e-13
11009,2,0.25,neuron_shared_k1,0.419422984123,0.818725585938,0.430914163589,0.796000063419,0.996480286121,0.992972970009,0.733696639538,0.75,0.5,1,2,100,1,2,0.4194229841,0.8187255859,0.4309141636,0.7960000634,0.9964802861,0.99297297,0.7336966395,0.75,0.5,1,2,100,1,2,1.93420834904e-11,1.05224717828e-11
11009,2,0.25,correct_path,0.406246989965,0.82080078125,0.420448005199,0.799500048161,1,1,1,0.75,0.5,2,1,100,1,2,0.40624699,0.8208007812,0.4204480052,0.7995000482,1,1,1,0.75,0.5,2,1,100,1,2,3.9447001221e-11,5.6760152134e-13
11009,2,0.25,within_neuron_deranged,9.97600078583,0.525756835938,9.58498477936,0.539000034332,0.96684807539,0.934795200825,0.467393130064,0.75,0.5,2,1,100,1,2,9.976000786,0.5257568359,9.584984779,0.5390000343,0.9668480754,0.9347952008,0.4673931301,0.75,0.5,2,1,100,1,2,3.22754045712e-11,3.57911034143e-10
11009,2,0.25,backpropagation,0.406246989965,0.82080078125,0.420448005199,0.799500048161,1,1,1,0.75,0.5,2,1,100,1,2,0.40624699,0.8208007812,0.4204480052,0.7995000482,1,1,1,0.75,0.5,2,1,100,1,2,3.9447001221e-11,5.6760152134e-13
11009,2,0.25,gated_point_emulation,0.406246989965,0.82080078125,0.420448005199,0.799500048161,1,1,1,0.75,0.5,2,1,100,1,2,0.40624699,0.8208007812,0.4204480052,0.7995000482,1,1,1,0.75,0.5,2,1,100,1,2,3.9447001221e-11,5.6760152134e-13
