seed,branches,conflict_probability,condition,train_loss_new,train_accuracy_new,test_loss_new,test_accuracy_new,initial_gradient_cosine_new,initial_gradient_capture_new,initial_signed_utility_new,theoretical_shared_relative_signal_new,theoretical_deranged_relative_signal_new,feedback_rank_new,feedback_nonzeros_per_example_new,forward_parameters_new,active_forward_branches_per_example_new,simultaneously_driven_branches_per_example_new,train_loss_historical,train_accuracy_historical,test_loss_historical,test_accuracy_historical,initial_gradient_cosine_historical,initial_gradient_capture_historical,initial_signed_utility_historical,theoretical_shared_relative_signal_historical,theoretical_deranged_relative_signal_historical,feedback_rank_historical,feedback_nonzeros_per_example_historical,forward_parameters_historical,active_forward_branches_per_example_historical,simultaneously_driven_branches_per_example_historical,test_accuracy_replay_error,test_loss_replay_error
11006,2,0,neuron_shared_k1,0.405159652233,0.818359375,0.426873058081,0.793000042439,0.999143838882,0.998288393021,0.99828851223,1,1,1,2,100,1,2,0.4051596522,0.818359375,0.4268730581,0.7930000424,0.9991438389,0.998288393,0.9982885122,1,1,1,2,100,1,2,3.85070864084e-11,1.93267624127e-11
11006,2,0,correct_path,0.403997004032,0.819702148438,0.426598846912,0.794500052929,1,1,1,1,1,2,1,100,1,2,0.403997004,0.8197021484,0.4265988469,0.7945000529,1,1,1,1,1,2,1,100,1,2,2.89245294383e-11,1.23840382393e-11
11006,2,0,within_neuron_deranged,10.9538755417,0.553466796875,10.3649110794,0.566500008106,0.996577203274,0.993166148663,0.996577143669,1,1,2,1,100,1,2,10.95387554,0.5534667969,10.36491108,0.5665000081,0.9965772033,0.9931661487,0.9965771437,1,1,2,1,100,1,2,6.23168183722e-12,5.93262328152e-10
11006,2,0,backpropagation,0.403997004032,0.819702148438,0.426598846912,0.794500052929,1,1,1,1,1,2,1,100,1,2,0.403997004,0.8197021484,0.4265988469,0.7945000529,1,1,1,1,1,2,1,100,1,2,2.89245294383e-11,1.23840382393e-11
11006,2,0,gated_point_emulation,0.403997004032,0.819702148438,0.426598846912,0.794500052929,1,1,1,1,1,2,1,100,1,2,0.403997004,0.8197021484,0.4265988469,0.7945000529,1,1,1,1,1,2,1,100,1,2,2.89245294383e-11,1.23840382393e-11
11006,2,0.25,neuron_shared_k1,0.415288448334,0.816284179688,0.43547269702,0.79650002718,0.99866938591,0.997340559959,0.75861120224,0.75,0.5,1,2,100,1,2,0.4152884483,0.8162841797,0.435472697,0.7965000272,0.9986693859,0.99734056,0.7586112022,0.75,0.5,1,2,100,1,2,2.02819983031e-11,1.95770066824e-11
11006,2,0.25,correct_path,0.403997004032,0.819702148438,0.426598846912,0.794500052929,1,1,1,0.75,0.5,2,1,100,1,2,0.403997004,0.8197021484,0.4265988469,0.7945000529,1,1,1,0.75,0.5,2,1,100,1,2,2.89245294383e-11,1.23840382393e-11
11006,2,0.25,within_neuron_deranged,8.78571891785,0.5400390625,8.28081321716,0.557000041008,0.988721489906,0.977570176125,0.517222523689,0.75,0.5,2,1,100,1,2,8.785718918,0.5400390625,8.280813217,0.557000041,0.9887214899,0.9775701761,0.5172225237,0.75,0.5,2,1,100,1,2,7.99560417875e-12,1.63085545068e-10
11006,2,0.25,backpropagation,0.403997004032,0.819702148438,0.426598846912,0.794500052929,1,1,1,0.75,0.5,2,1,100,1,2,0.403997004,0.8197021484,0.4265988469,0.7945000529,1,1,1,0.75,0.5,2,1,100,1,2,2.89245294383e-11,1.23840382393e-11
11006,2,0.25,gated_point_emulation,0.403997004032,0.819702148438,0.426598846912,0.794500052929,1,1,1,0.75,0.5,2,1,100,1,2,0.403997004,0.8197021484,0.4265988469,0.7945000529,1,1,1,0.75,0.5,2,1,100,1,2,2.89245294383e-11,1.23840382393e-11
