seed,branches,conflict_probability,condition,train_loss_new,train_accuracy_new,test_loss_new,test_accuracy_new,initial_gradient_cosine_new,initial_gradient_capture_new,initial_signed_utility_new,theoretical_shared_relative_signal_new,theoretical_deranged_relative_signal_new,feedback_rank_new,feedback_nonzeros_per_example_new,forward_parameters_new,active_forward_branches_per_example_new,simultaneously_driven_branches_per_example_new,train_loss_historical,train_accuracy_historical,test_loss_historical,test_accuracy_historical,initial_gradient_cosine_historical,initial_gradient_capture_historical,initial_signed_utility_historical,theoretical_shared_relative_signal_historical,theoretical_deranged_relative_signal_historical,feedback_rank_historical,feedback_nonzeros_per_example_historical,forward_parameters_historical,active_forward_branches_per_example_historical,simultaneously_driven_branches_per_example_historical,test_accuracy_replay_error,test_loss_replay_error
11002,2,0,neuron_shared_k1,0.415664106607,0.811401367188,0.422961503267,0.79650002718,0.998872637749,0.997746527195,0.997746527195,1,1,1,2,100,1,2,0.4156641066,0.8114013672,0.4229615033,0.7965000272,0.9988726377,0.9977465272,0.9977465272,1,1,1,2,100,1,2,2.02819983031e-11,3.2711777731e-11
11002,2,0,correct_path,0.414504885674,0.811401367188,0.422836214304,0.796000063419,1,1,1,1,1,2,1,100,1,2,0.4145048857,0.8114013672,0.4228362143,0.7960000634,1,1,1,1,1,2,1,100,1,2,1.93420834904e-11,3.97032406951e-12
11002,2,0,within_neuron_deranged,11.7917194366,0.546264648438,11.6160087585,0.540000021458,0.99549305439,0.991006433964,0.995493113995,1,1,2,1,100,1,2,11.79171944,0.5462646484,11.61600876,0.5400000215,0.9954930544,0.991006434,0.995493114,1,1,2,1,100,1,2,4.23279189476e-11,1.455077836e-09
11002,2,0,backpropagation,0.414504885674,0.811401367188,0.422836214304,0.796000063419,1,1,1,1,1,2,1,100,1,2,0.4145048857,0.8114013672,0.4228362143,0.7960000634,1,1,1,1,1,2,1,100,1,2,1.93420834904e-11,3.97032406951e-12
11002,2,0,gated_point_emulation,0.414504885674,0.811401367188,0.422836214304,0.796000063419,1,1,1,1,1,2,1,100,1,2,0.4145048857,0.8114013672,0.4228362143,0.7960000634,1,1,1,1,1,2,1,100,1,2,1.93420834904e-11,3.97032406951e-12
11002,2,0.25,neuron_shared_k1,0.425568044186,0.810791015625,0.431109935045,0.790500044823,0.999157071114,0.998314857483,0.756591796875,0.75,0.5,1,2,100,1,2,0.4255680442,0.8107910156,0.431109935,0.7905000448,0.9991570711,0.9983148575,0.7565917969,0.75,0.5,1,2,100,1,2,2.2692847601e-11,4.52423098984e-11
11002,2,0.25,correct_path,0.414504885674,0.811401367188,0.422836214304,0.796000063419,1,1,1,0.75,0.5,2,1,100,1,2,0.4145048857,0.8114013672,0.4228362143,0.7960000634,1,1,1,0.75,0.5,2,1,100,1,2,1.93420834904e-11,3.97032406951e-12
11002,2,0.25,within_neuron_deranged,8.32097053528,0.533569335938,8.20001220703,0.53100001812,0.992742419243,0.985537528992,0.51318359375,0.75,0.5,2,1,100,1,2,8.320970535,0.5335693359,8.200012207,0.5310000181,0.9927424192,0.985537529,0.5131835938,0.75,0.5,2,1,100,1,2,1.98120408967e-11,3.12496695187e-11
11002,2,0.25,backpropagation,0.414504885674,0.811401367188,0.422836214304,0.796000063419,1,1,1,0.75,0.5,2,1,100,1,2,0.4145048857,0.8114013672,0.4228362143,0.7960000634,1,1,1,0.75,0.5,2,1,100,1,2,1.93420834904e-11,3.97032406951e-12
11002,2,0.25,gated_point_emulation,0.414504885674,0.811401367188,0.422836214304,0.796000063419,1,1,1,0.75,0.5,2,1,100,1,2,0.4145048857,0.8114013672,0.4228362143,0.7960000634,1,1,1,0.75,0.5,2,1,100,1,2,1.93420834904e-11,3.97032406951e-12
11002,2,0.5,neuron_shared_k1,0.451810419559,0.809204101562,0.456213027239,0.788000047207,0.999155580997,0.998311877251,0.50199341774,0.5,0,1,2,100,1,2,0.4518104196,0.8092041016,0.4562130272,0.7880000472,0.999155581,0.9983118773,0.5019934177,0.5,0,1,2,100,1,2,6.87860879367e-12,3.88458154532e-11
11002,2,0.5,correct_path,0.414504885674,0.811401367188,0.422836214304,0.796000063419,1,1,1,0.5,0,2,1,100,1,2,0.4145048857,0.8114013672,0.4228362143,0.7960000634,1,1,1,0.5,0,2,1,100,1,2,1.93420834904e-11,3.97032406951e-12
11002,2,0.5,within_neuron_deranged,6.71221828461,0.5,6.46032953262,0.50100004673,0.0961186215281,0.00923878978938,0.00398680334911,0.5,0,2,1,100,1,2,6.712218285,0.5,6.460329533,0.5010000467,0.09611862153,0.009238789789,0.003986803349,0.5,0,2,1,100,1,2,3.00415248233e-11,3.76709330396e-10
11002,2,0.5,backpropagation,0.414504885674,0.811401367188,0.422836214304,0.796000063419,1,1,1,0.5,0,2,1,100,1,2,0.4145048857,0.8114013672,0.4228362143,0.7960000634,1,1,1,0.5,0,2,1,100,1,2,1.93420834904e-11,3.97032406951e-12
11002,2,0.5,gated_point_emulation,0.414504885674,0.811401367188,0.422836214304,0.796000063419,1,1,1,0.5,0,2,1,100,1,2,0.4145048857,0.8114013672,0.4228362143,0.7960000634,1,1,1,0.5,0,2,1,100,1,2,1.93420834904e-11,3.97032406951e-12
11002,2,0.5714285714,neuron_shared_k1,0.463508307934,0.808471679688,0.46765255928,0.789000034332,0.998720943928,0.997443497181,0.434942275286,0.428571428571,-0.142857142857,1,2,100,1,2,0.4635083079,0.8084716797,0.4676525593,0.7890000343,0.9987209439,0.9974434972,0.4349422753,0.4285714286,-0.1428571429,1,2,100,1,2,3.22754045712e-11,1.96044847023e-11
11002,2,0.5714285714,correct_path,0.414504885674,0.811401367188,0.422836214304,0.796000063419,1,1,1,0.428571428571,-0.142857142857,2,1,100,1,2,0.4145048857,0.8114013672,0.4228362143,0.7960000634,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2,1.93420834904e-11,3.97032406951e-12
11002,2,0.5714285714,within_neuron_deranged,5.95639705658,0.479736328125,5.74617528915,0.479000031948,-0.947214484215,0.897215306759,-0.130115479231,0.428571428571,-0.142857142857,2,1,100,1,2,5.956397057,0.4797363281,5.746175289,0.4790000319,-0.9472144842,0.8972153068,-0.1301154792,0.4285714286,-0.1428571429,2,1,100,1,2,4.80895878674e-11,1.5405277054e-10
11002,2,0.5714285714,backpropagation,0.414504885674,0.811401367188,0.422836214304,0.796000063419,1,1,1,0.428571428571,-0.142857142857,2,1,100,1,2,0.4145048857,0.8114013672,0.4228362143,0.7960000634,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2,1.93420834904e-11,3.97032406951e-12
11002,2,0.5714285714,gated_point_emulation,0.414504885674,0.811401367188,0.422836214304,0.796000063419,1,1,1,0.428571428571,-0.142857142857,2,1,100,1,2,0.4145048857,0.8114013672,0.4228362143,0.7960000634,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2,1.93420834904e-11,3.97032406951e-12
11002,2,0.6,neuron_shared_k1,0.469087481499,0.809204101562,0.473233431578,0.787000060081,0.99872636795,0.997454345226,0.408249497414,0.4,-0.2,1,2,100,1,2,0.4690874815,0.8092041016,0.4732334316,0.7870000601,0.998726368,0.9974543452,0.4082494974,0.4,-0.2,1,2,100,1,2,1.85180759615e-11,2.23174811964e-11
