root_id,focal_segment_id,dose,perturbation,category,n_sites,median_abs_log_gradient_change,mean_abs_log_gradient_change,synapse_weighted_median_abs_log_gradient_change,median_signed_log_gradient_change,gradient_sign_flip_fraction
864691134941194851,9393,0.25,matched additive,descendant,4,0.0013707999241733791,0.0014196364984221757,0.0014338223636220805,0.0013707999241733791,0.0
864691134941194851,9393,0.25,matched additive,depth-matched unrelated,4,0.0,0.0,0.0,0.0,0.0
864691134941194851,9393,0.25,matched additive,sister,2,6.204580026671899e-05,6.204580026671899e-05,5.38612081354379e-05,6.204580026671899e-05,0.0
864691134941194851,9393,0.25,matched additive,ancestor,1,0.0,0.0,0.0,0.0,0.0
864691134941194851,9393,0.25,matched additive,unrelated,43,0.0,2.840105411831796e-17,0.0,0.0,0.0
864691134941194851,9393,0.25,focal shunt,descendant,4,0.07345175690522648,0.07340635053392848,0.07339316359399563,-0.07345175690522648,0.0
864691134941194851,9393,0.25,focal shunt,depth-matched unrelated,4,0.001759460894763608,0.0017594608947636358,0.0017594608947628851,-0.001759460894763608,0.0
864691134941194851,9393,0.25,focal shunt,sister,2,0.0051127913720011905,0.0051127913720011905,0.005120400062246091,-0.0051127913720011905,0.0
864691134941194851,9393,0.25,focal shunt,ancestor,1,0.0017594608947647757,0.0017594608947647757,0.0017594608947647757,-0.0017594608947647757,0.0
864691134941194851,9393,0.25,focal shunt,unrelated,43,0.0017594608947635525,0.0017594608947631278,0.0017594608947631076,-0.0017594608947635525,0.0
864691134941194851,9393,0.5,matched additive,descendant,4,0.0027397193724124583,0.0028371990885599856,0.002865591823821154,0.0027397193724124583,0.0
864691134941194851,9393,0.5,matched additive,depth-matched unrelated,4,0.0,0.0,0.0,0.0,0.0
864691134941194851,9393,0.5,matched additive,sister,2,0.00012408768411575557,0.00012408768411575557,0.00010771951539759986,0.00012408768411575557,0.0
864691134941194851,9393,0.5,matched additive,ancestor,1,0.0,0.0,0.0,0.0,0.0
864691134941194851,9393,0.5,matched additive,unrelated,43,0.0,2.581914010756178e-17,0.0,0.0,0.0
864691134941194851,9393,0.5,focal shunt,descendant,4,0.14187456199204967,0.1417898551923512,0.14176520042772134,-0.14187456199204967,0.0
864691134941194851,9393,0.5,focal shunt,depth-matched unrelated,4,0.0032850727402345473,0.0032850727402347147,0.0032850727402347142,-0.0032850727402345473,0.0
864691134941194851,9393,0.5,focal shunt,sister,2,0.009560297055321477,0.009560297055321477,0.009574513301721429,-0.009560297055321477,0.0
864691134941194851,9393,0.5,focal shunt,ancestor,1,0.0032850727402371645,0.0032850727402371645,0.0032850727402371645,-0.0032850727402371645,0.0
864691134941194851,9393,0.5,focal shunt,unrelated,43,0.0032850727402346028,0.003285072740233763,0.003285072740234269,-0.0032850727402346028,0.0
864691134941194851,9393,1.0,matched additive,descendant,4,0.00547193747182568,0.005666127453503155,0.005722995489473282,0.00547193747182568,0.0
864691134941194851,9393,1.0,matched additive,depth-matched unrelated,4,0.0,0.0,0.0,0.0,0.0
864691134941194851,9393,1.0,matched additive,sister,2,0.00024815970457156024,0.00024815970457156024,0.00021542742855120114,0.00024815970457156024,0.0
864691134941194851,9393,1.0,matched additive,ancestor,1,0.0,0.0,0.0,0.0,0.0
864691134941194851,9393,1.0,matched additive,unrelated,43,0.0,2.581914010756178e-17,0.0,0.0,0.0
864691134941194851,9393,1.0,focal shunt,descendant,4,0.266096041871014,0.26594670959487615,0.2659030875344157,-0.266096041871014,0.0
864691134941194851,9393,1.0,focal shunt,depth-matched unrelated,4,0.005799360939937248,0.0057993609399378905,0.005799360939936913,-0.005799360939937248,0.0
864691134941194851,9393,1.0,focal shunt,sister,2,0.016919182072958186,0.016919182072958186,0.016944308489270636,-0.016919182072958186,0.0
864691134941194851,9393,1.0,focal shunt,ancestor,1,0.005799360939942273,0.005799360939942273,0.005799360939942273,-0.005799360939942273,0.0
864691134941194851,9393,1.0,focal shunt,unrelated,43,0.0057993609399374715,0.005799360939935781,0.005799360939936913,-0.0057993609399374715,0.0
864691134941194851,9393,2.0,matched additive,descendant,4,0.010914033712524255,0.011299369681176613,0.011413424590487869,0.010914033712524255,0.0
864691134941194851,9393,2.0,matched additive,depth-matched unrelated,4,0.0,0.0,0.0,0.0,0.0
864691134941194851,9393,2.0,matched additive,sister,2,0.0004962567705781643,0.0004962567705781643,0.0004308084581210859,0.0004962567705781643,0.0
864691134941194851,9393,2.0,matched additive,ancestor,1,0.0,0.0,0.0,0.0,0.0
864691134941194851,9393,2.0,matched additive,unrelated,43,0.0,2.840105411831796e-17,0.0,0.0,0.0
864691134941194851,9393,2.0,focal shunt,descendant,4,0.47605399591084696,0.47581256704048885,0.4757416784001238,-0.47605399591084696,0.0
864691134941194851,9393,2.0,focal shunt,depth-matched unrelated,4,0.009394491021834903,0.00939449102183577,0.009394491021834117,-0.009394491021834903,0.0
864691134941194851,9393,2.0,focal shunt,sister,2,0.027505363912487937,0.027505363912487937,0.027546135142166982,-0.027505363912487937,0.0
864691134941194851,9393,2.0,focal shunt,ancestor,1,0.009394491021843195,0.009394491021843195,0.009394491021843195,-0.009394491021843195,0.0
864691134941194851,9393,2.0,focal shunt,unrelated,43,0.009394491021835127,0.009394491021832395,0.009394491021832997,-0.009394491021835127,0.0
864691134941194851,9206,0.25,matched additive,descendant,3,0.0005750078480577346,0.001075947649356287,0.0005750078480577346,0.0005750078480577346,0.0
