seed,family,optimizer,rule,reference,population_nmse,accuracy,balanced_accuracy
2026215,or4,sgd,exact,constant_mean_predictor,1.0,0.9375,0.5
2026215,or4,sgd,exact,uniform_random_candidate_expectation,0.0011588154922400748,1.0,1.0
2026215,or_of_ands,adam,broadcast,constant_mean_predictor,1.0,0.5625,0.5
2026215,or_of_ands,adam,broadcast,uniform_random_candidate_expectation,0.22062485418662617,0.96875,0.9722222222222222
2026215,or_of_ands,adam,exact,constant_mean_predictor,1.0,0.5625,0.5
2026215,or_of_ands,adam,exact,uniform_random_candidate_expectation,0.21157706699860807,0.9375,0.9444444444444444
2026215,or_of_ands,sgd,broadcast,constant_mean_predictor,1.0,0.5625,0.5
2026215,or_of_ands,sgd,broadcast,uniform_random_candidate_expectation,0.21863926781145443,0.96875,0.9722222222222222
2026215,or_of_ands,sgd,exact,constant_mean_predictor,1.0,0.5625,0.5
2026215,or_of_ands,sgd,exact,uniform_random_candidate_expectation,0.21233280954873723,0.9375,0.9444444444444444
2026215,parity4,adam,broadcast,constant_mean_predictor,1.0,0.5,0.5
2026215,parity4,adam,broadcast,uniform_random_candidate_expectation,1.0058265284624093,0.546875,0.546875
2026215,parity4,adam,exact,constant_mean_predictor,1.0,0.5,0.5
2026215,parity4,adam,exact,uniform_random_candidate_expectation,0.00032386947987192503,1.0,1.0
2026215,parity4,sgd,broadcast,constant_mean_predictor,1.0,0.5,0.5
2026215,parity4,sgd,broadcast,uniform_random_candidate_expectation,1.0032981914360026,0.515625,0.515625
2026215,parity4,sgd,exact,constant_mean_predictor,1.0,0.5,0.5
2026215,parity4,sgd,exact,uniform_random_candidate_expectation,0.000408014883421125,1.0,1.0
2026215,xor_of_ands,adam,broadcast,constant_mean_predictor,1.0,0.625,0.5
2026215,xor_of_ands,adam,broadcast,uniform_random_candidate_expectation,0.3854102953008827,0.875,0.8916666666666667
2026215,xor_of_ands,adam,exact,constant_mean_predictor,1.0,0.625,0.5
2026215,xor_of_ands,adam,exact,uniform_random_candidate_expectation,0.3689717338251289,0.875,0.8833333333333333
2026215,xor_of_ands,sgd,broadcast,constant_mean_predictor,1.0,0.625,0.5
2026215,xor_of_ands,sgd,broadcast,uniform_random_candidate_expectation,0.3868754820232633,0.875,0.8916666666666667
2026215,xor_of_ands,sgd,exact,constant_mean_predictor,1.0,0.625,0.5
2026215,xor_of_ands,sgd,exact,uniform_random_candidate_expectation,0.37127707448453995,0.875,0.8833333333333333
2026216,and4,adam,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026216,and4,adam,broadcast,uniform_random_candidate_expectation,0.0033702431011425503,1.0,1.0
2026216,and4,adam,exact,constant_mean_predictor,1.0,0.9375,0.5
2026216,and4,adam,exact,uniform_random_candidate_expectation,0.001138752781980275,1.0,1.0
2026216,and4,sgd,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026216,and4,sgd,broadcast,uniform_random_candidate_expectation,0.0021189717119025,1.0,1.0
2026216,and4,sgd,exact,constant_mean_predictor,1.0,0.9375,0.5
2026216,and4,sgd,exact,uniform_random_candidate_expectation,0.000905090367483075,1.0,1.0
2026216,and_of_xors,adam,broadcast,constant_mean_predictor,1.0,0.75,0.5
2026216,and_of_xors,adam,broadcast,uniform_random_candidate_expectation,0.6477664846593553,0.796875,0.6979166666666666
2026216,and_of_xors,adam,exact,constant_mean_predictor,1.0,0.75,0.5
2026216,and_of_xors,adam,exact,uniform_random_candidate_expectation,0.43076097805453073,0.875,0.8333333333333334
2026216,and_of_xors,sgd,broadcast,constant_mean_predictor,1.0,0.75,0.5
2026216,and_of_xors,sgd,broadcast,uniform_random_candidate_expectation,0.6648608130270077,0.8125,0.7083333333333333
2026216,and_of_xors,sgd,exact,constant_mean_predictor,1.0,0.75,0.5
2026216,and_of_xors,sgd,exact,uniform_random_candidate_expectation,0.4263869161816213,0.859375,0.8229166666666667
2026216,nested,adam,broadcast,constant_mean_predictor,1.0,0.6875,0.5
2026216,nested,adam,broadcast,uniform_random_candidate_expectation,0.12064185266435824,0.984375,0.9886363636363636
2026216,nested,adam,exact,constant_mean_predictor,1.0,0.6875,0.5
2026216,nested,adam,exact,uniform_random_candidate_expectation,0.1252499430307984,0.984375,0.9886363636363636
2026216,nested,sgd,broadcast,constant_mean_predictor,1.0,0.6875,0.5
2026216,nested,sgd,broadcast,uniform_random_candidate_expectation,0.11849807155343464,1.0,1.0
2026216,nested,sgd,exact,constant_mean_predictor,1.0,0.6875,0.5
2026216,nested,sgd,exact,uniform_random_candidate_expectation,0.1209361636627747,0.984375,0.9886363636363636
2026216,or4,adam,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026216,or4,adam,broadcast,uniform_random_candidate_expectation,0.00521820152728585,1.0,1.0
2026216,or4,adam,exact,constant_mean_predictor,1.0,0.9375,0.5
2026216,or4,adam,exact,uniform_random_candidate_expectation,0.0009240191388359,1.0,1.0
2026216,or4,sgd,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026216,or4,sgd,broadcast,uniform_random_candidate_expectation,0.002724185948784025,1.0,1.0
2026216,or4,sgd,exact,constant_mean_predictor,1.0,0.9375,0.5
2026216,or4,sgd,exact,uniform_random_candidate_expectation,0.0008537689007565,1.0,1.0
2026216,or_of_ands,adam,broadcast,constant_mean_predictor,1.0,0.5625,0.5
2026216,or_of_ands,adam,broadcast,uniform_random_candidate_expectation,0.21545099170095286,0.9375,0.9444444444444444
2026216,or_of_ands,adam,exact,constant_mean_predictor,1.0,0.5625,0.5
2026216,or_of_ands,adam,exact,uniform_random_candidate_expectation,0.21134564305627765,0.9375,0.9444444444444444
2026216,or_of_ands,sgd,broadcast,constant_mean_predictor,1.0,0.5625,0.5
2026216,or_of_ands,sgd,broadcast,uniform_random_candidate_expectation,0.21074616720049097,0.9375,0.9444444444444444
2026216,or_of_ands,sgd,exact,constant_mean_predictor,1.0,0.5625,0.5
2026216,or_of_ands,sgd,exact,uniform_random_candidate_expectation,0.21043247168648493,0.9375,0.9444444444444444
2026216,parity4,adam,broadcast,constant_mean_predictor,1.0,0.5,0.5
2026216,parity4,adam,broadcast,uniform_random_candidate_expectation,1.0055114722814618,0.59375,0.59375
2026216,parity4,adam,exact,constant_mean_predictor,1.0,0.5,0.5
2026216,parity4,adam,exact,uniform_random_candidate_expectation,0.001192928642259675,1.0,1.0
2026216,parity4,sgd,broadcast,constant_mean_predictor,1.0,0.5,0.5
2026216,parity4,sgd,broadcast,uniform_random_candidate_expectation,1.0000986107116152,0.515625,0.515625
2026216,parity4,sgd,exact,constant_mean_predictor,1.0,0.5,0.5
2026216,parity4,sgd,exact,uniform_random_candidate_expectation,0.00116831021966065,1.0,1.0
2026216,xor_of_ands,adam,broadcast,constant_mean_predictor,1.0,0.625,0.5
2026216,xor_of_ands,adam,broadcast,uniform_random_candidate_expectation,0.3912714604167922,0.859375,0.8708333333333333
2026216,xor_of_ands,adam,exact,constant_mean_predictor,1.0,0.625,0.5
2026216,xor_of_ands,adam,exact,uniform_random_candidate_expectation,0.38285091075521366,0.84375,0.8333333333333333
2026216,xor_of_ands,sgd,broadcast,constant_mean_predictor,1.0,0.625,0.5
2026216,xor_of_ands,sgd,broadcast,uniform_random_candidate_expectation,0.39291763719871986,0.859375,0.8708333333333333
2026216,xor_of_ands,sgd,exact,constant_mean_predictor,1.0,0.625,0.5
2026216,xor_of_ands,sgd,exact,uniform_random_candidate_expectation,0.381122514074818,0.828125,0.8208333333333333
2026217,and4,adam,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026217,and4,adam,broadcast,uniform_random_candidate_expectation,0.002069393755905125,1.0,1.0
2026217,and4,adam,exact,constant_mean_predictor,1.0,0.9375,0.5
2026217,and4,adam,exact,uniform_random_candidate_expectation,0.0007392332840316,1.0,1.0
2026217,and4,sgd,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026217,and4,sgd,broadcast,uniform_random_candidate_expectation,0.017257672531314976,1.0,1.0
2026217,and4,sgd,exact,constant_mean_predictor,1.0,0.9375,0.5
2026217,and4,sgd,exact,uniform_random_candidate_expectation,0.000647642352111475,1.0,1.0
2026217,and_of_xors,adam,broadcast,constant_mean_predictor,1.0,0.75,0.5
2026217,and_of_xors,adam,broadcast,uniform_random_candidate_expectation,0.6772363349502841,0.8125,0.6666666666666667
2026217,and_of_xors,adam,exact,constant_mean_predictor,1.0,0.75,0.5
2026217,and_of_xors,adam,exact,uniform_random_candidate_expectation,0.42270048521452575,0.84375,0.8125
2026217,and_of_xors,sgd,broadcast,constant_mean_predictor,1.0,0.75,0.5
2026217,and_of_xors,sgd,broadcast,uniform_random_candidate_expectation,0.6664585996069904,0.796875,0.6354166666666667
2026217,and_of_xors,sgd,exact,constant_mean_predictor,1.0,0.75,0.5
2026217,and_of_xors,sgd,exact,uniform_random_candidate_expectation,0.42441862754145987,0.890625,0.8645833333333333
2026217,nested,adam,broadcast,constant_mean_predictor,1.0,0.6875,0.5
2026217,nested,adam,broadcast,uniform_random_candidate_expectation,0.11225620395446699,0.984375,0.975
2026217,nested,adam,exact,constant_mean_predictor,1.0,0.6875,0.5
2026217,nested,adam,exact,uniform_random_candidate_expectation,0.10781346455514089,0.984375,0.975
2026217,nested,sgd,broadcast,constant_mean_predictor,1.0,0.6875,0.5
2026217,nested,sgd,broadcast,uniform_random_candidate_expectation,0.11541910256443849,0.984375,0.975
2026217,nested,sgd,exact,constant_mean_predictor,1.0,0.6875,0.5
2026217,nested,sgd,exact,uniform_random_candidate_expectation,0.10873623115837099,0.984375,0.975
2026217,or4,adam,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026217,or4,adam,broadcast,uniform_random_candidate_expectation,0.002304005229167175,1.0,1.0
2026217,or4,adam,exact,constant_mean_predictor,1.0,0.9375,0.5
2026217,or4,adam,exact,uniform_random_candidate_expectation,0.00024846913532655,1.0,1.0
2026217,or4,sgd,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026217,or4,sgd,broadcast,uniform_random_candidate_expectation,0.001212215936479475,1.0,1.0
2026217,or4,sgd,exact,constant_mean_predictor,1.0,0.9375,0.5
2026217,or4,sgd,exact,uniform_random_candidate_expectation,0.00020201416861027497,1.0,1.0
2026217,or_of_ands,adam,broadcast,constant_mean_predictor,1.0,0.5625,0.5
2026217,or_of_ands,adam,broadcast,uniform_random_candidate_expectation,0.22534583628546248,0.953125,0.9583333333333333
2026217,or_of_ands,adam,exact,constant_mean_predictor,1.0,0.5625,0.5
2026217,or_of_ands,adam,exact,uniform_random_candidate_expectation,0.22115516257144732,0.9375,0.9444444444444444
2026217,or_of_ands,sgd,broadcast,constant_mean_predictor,1.0,0.5625,0.5
2026217,or_of_ands,sgd,broadcast,uniform_random_candidate_expectation,0.22563266059251524,0.953125,0.9583333333333333
2026217,or_of_ands,sgd,exact,constant_mean_predictor,1.0,0.5625,0.5
2026217,or_of_ands,sgd,exact,uniform_random_candidate_expectation,0.22222487184864192,0.9375,0.9444444444444444
2026217,parity4,adam,broadcast,constant_mean_predictor,1.0,0.5,0.5
2026217,parity4,adam,broadcast,uniform_random_candidate_expectation,0.5552769066508775,0.75,0.75
2026217,parity4,adam,exact,constant_mean_predictor,1.0,0.5,0.5
2026217,parity4,adam,exact,uniform_random_candidate_expectation,0.0007181076511099749,1.0,1.0
2026217,parity4,sgd,broadcast,constant_mean_predictor,1.0,0.5,0.5
2026217,parity4,sgd,broadcast,uniform_random_candidate_expectation,0.62414004557458,0.75,0.75
2026217,parity4,sgd,exact,constant_mean_predictor,1.0,0.5,0.5
2026217,parity4,sgd,exact,uniform_random_candidate_expectation,0.000822509928168125,1.0,1.0
2026217,xor_of_ands,adam,broadcast,constant_mean_predictor,1.0,0.625,0.5
2026217,xor_of_ands,adam,broadcast,uniform_random_candidate_expectation,0.40895013836248306,0.875,0.8916666666666667
2026217,xor_of_ands,adam,exact,constant_mean_predictor,1.0,0.625,0.5
2026217,xor_of_ands,adam,exact,uniform_random_candidate_expectation,0.382768272515956,0.875,0.8833333333333333
2026217,xor_of_ands,sgd,broadcast,constant_mean_predictor,1.0,0.625,0.5
2026217,xor_of_ands,sgd,broadcast,uniform_random_candidate_expectation,0.4116888839132292,0.875,0.8916666666666667
2026217,xor_of_ands,sgd,exact,constant_mean_predictor,1.0,0.625,0.5
2026217,xor_of_ands,sgd,exact,uniform_random_candidate_expectation,0.38318691535563265,0.875,0.8833333333333333
2026218,and4,adam,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026218,and4,adam,broadcast,uniform_random_candidate_expectation,0.0024104196550448253,1.0,1.0
2026218,and4,adam,exact,constant_mean_predictor,1.0,0.9375,0.5
2026218,and4,adam,exact,uniform_random_candidate_expectation,0.000752006417808525,1.0,1.0
2026218,and4,sgd,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026218,and4,sgd,broadcast,uniform_random_candidate_expectation,0.0019184355028614999,1.0,1.0
2026218,and4,sgd,exact,constant_mean_predictor,1.0,0.9375,0.5
2026218,and4,sgd,exact,uniform_random_candidate_expectation,0.000534786504874075,1.0,1.0
2026218,and_of_xors,adam,broadcast,constant_mean_predictor,1.0,0.75,0.5
2026218,and_of_xors,adam,broadcast,uniform_random_candidate_expectation,0.6723748341248051,0.84375,0.6875
2026218,and_of_xors,adam,exact,constant_mean_predictor,1.0,0.75,0.5
2026218,and_of_xors,adam,exact,uniform_random_candidate_expectation,0.421290990211916,0.90625,0.8125
2026218,and_of_xors,sgd,broadcast,constant_mean_predictor,1.0,0.75,0.5
2026218,and_of_xors,sgd,broadcast,uniform_random_candidate_expectation,0.660464365122645,0.84375,0.6875
2026218,and_of_xors,sgd,exact,constant_mean_predictor,1.0,0.75,0.5
2026218,and_of_xors,sgd,exact,uniform_random_candidate_expectation,0.42267392005268833,0.921875,0.84375
2026218,nested,adam,broadcast,constant_mean_predictor,1.0,0.6875,0.5
2026218,nested,adam,broadcast,uniform_random_candidate_expectation,0.12363975144637615,0.984375,0.9886363636363636
2026218,nested,adam,exact,constant_mean_predictor,1.0,0.6875,0.5
2026218,nested,adam,exact,uniform_random_candidate_expectation,0.11631073419351386,0.984375,0.9886363636363636
2026218,nested,sgd,broadcast,constant_mean_predictor,1.0,0.6875,0.5
2026218,nested,sgd,broadcast,uniform_random_candidate_expectation,0.12339409329576535,1.0,1.0
2026218,nested,sgd,exact,constant_mean_predictor,1.0,0.6875,0.5
2026218,nested,sgd,exact,uniform_random_candidate_expectation,0.1147625945197577,0.984375,0.9886363636363636
2026218,or4,adam,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026218,or4,adam,broadcast,uniform_random_candidate_expectation,0.0013435476944444252,1.0,1.0
2026218,or4,adam,exact,constant_mean_predictor,1.0,0.9375,0.5
2026218,or4,adam,exact,uniform_random_candidate_expectation,0.0009728542275032,1.0,1.0
2026218,or4,sgd,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026218,or4,sgd,broadcast,uniform_random_candidate_expectation,0.0009557939437364501,1.0,1.0
2026218,or4,sgd,exact,constant_mean_predictor,1.0,0.9375,0.5
2026218,or4,sgd,exact,uniform_random_candidate_expectation,0.0007791254158674,1.0,1.0
2026218,or_of_ands,adam,broadcast,constant_mean_predictor,1.0,0.5625,0.5
2026218,or_of_ands,adam,broadcast,uniform_random_candidate_expectation,0.2149844659638682,0.9375,0.9444444444444444
2026218,or_of_ands,adam,exact,constant_mean_predictor,1.0,0.5625,0.5
2026218,or_of_ands,adam,exact,uniform_random_candidate_expectation,0.21209642045822172,0.9375,0.9444444444444444
2026218,or_of_ands,sgd,broadcast,constant_mean_predictor,1.0,0.5625,0.5
2026218,or_of_ands,sgd,broadcast,uniform_random_candidate_expectation,0.21361269784432896,0.9375,0.9444444444444444
2026218,or_of_ands,sgd,exact,constant_mean_predictor,1.0,0.5625,0.5
2026218,or_of_ands,sgd,exact,uniform_random_candidate_expectation,0.2114563008641835,0.9375,0.9444444444444444
2026218,parity4,adam,broadcast,constant_mean_predictor,1.0,0.5,0.5
2026218,parity4,adam,broadcast,uniform_random_candidate_expectation,0.8937121363298692,0.59375,0.59375
2026218,parity4,adam,exact,constant_mean_predictor,1.0,0.5,0.5
2026218,parity4,adam,exact,uniform_random_candidate_expectation,0.0009227443808359249,1.0,1.0
2026218,parity4,sgd,broadcast,constant_mean_predictor,1.0,0.5,0.5
2026218,parity4,sgd,broadcast,uniform_random_candidate_expectation,0.9495129346454022,0.59375,0.59375
2026218,parity4,sgd,exact,constant_mean_predictor,1.0,0.5,0.5
2026218,parity4,sgd,exact,uniform_random_candidate_expectation,0.00056161122021575,1.0,1.0
2026218,xor_of_ands,adam,broadcast,constant_mean_predictor,1.0,0.625,0.5
2026218,xor_of_ands,adam,broadcast,uniform_random_candidate_expectation,0.39876437293949674,0.890625,0.9125000000000001
2026218,xor_of_ands,adam,exact,constant_mean_predictor,1.0,0.625,0.5
2026218,xor_of_ands,adam,exact,uniform_random_candidate_expectation,0.3993988978632287,0.875,0.8916666666666667
2026218,xor_of_ands,sgd,broadcast,constant_mean_predictor,1.0,0.625,0.5
2026218,xor_of_ands,sgd,broadcast,uniform_random_candidate_expectation,0.3929141867417526,0.890625,0.9125000000000001
2026218,xor_of_ands,sgd,exact,constant_mean_predictor,1.0,0.625,0.5
2026218,xor_of_ands,sgd,exact,uniform_random_candidate_expectation,0.40158865494076107,0.84375,0.8500000000000001
2026219,and4,adam,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026219,and4,adam,broadcast,uniform_random_candidate_expectation,0.0010812980907672501,1.0,1.0
2026219,and4,adam,exact,constant_mean_predictor,1.0,0.9375,0.5
2026219,and4,adam,exact,uniform_random_candidate_expectation,0.00062123593905605,1.0,1.0
2026219,and4,sgd,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026219,and4,sgd,broadcast,uniform_random_candidate_expectation,0.000984561143562075,1.0,1.0
2026219,and4,sgd,exact,constant_mean_predictor,1.0,0.9375,0.5
2026219,and4,sgd,exact,uniform_random_candidate_expectation,0.00048371401909025,1.0,1.0
2026219,and_of_xors,adam,broadcast,constant_mean_predictor,1.0,0.75,0.5
2026219,and_of_xors,adam,broadcast,uniform_random_candidate_expectation,0.5779265264520136,0.875,0.75
2026219,and_of_xors,adam,exact,constant_mean_predictor,1.0,0.75,0.5
2026219,and_of_xors,adam,exact,uniform_random_candidate_expectation,0.42249162518207783,0.90625,0.8125
2026219,and_of_xors,sgd,broadcast,constant_mean_predictor,1.0,0.75,0.5
2026219,and_of_xors,sgd,broadcast,uniform_random_candidate_expectation,0.5901325276989791,0.8125,0.625
2026219,and_of_xors,sgd,exact,constant_mean_predictor,1.0,0.75,0.5
2026219,and_of_xors,sgd,exact,uniform_random_candidate_expectation,0.42162718854863096,0.90625,0.8125
2026219,nested,adam,broadcast,constant_mean_predictor,1.0,0.6875,0.5
2026219,nested,adam,broadcast,uniform_random_candidate_expectation,0.1108141323265978,0.984375,0.975
2026219,nested,adam,exact,constant_mean_predictor,1.0,0.6875,0.5
2026219,nested,adam,exact,uniform_random_candidate_expectation,0.10806157496744181,0.96875,0.95
2026219,nested,sgd,broadcast,constant_mean_predictor,1.0,0.6875,0.5
2026219,nested,sgd,broadcast,uniform_random_candidate_expectation,0.11047593291920865,0.984375,0.975
2026219,nested,sgd,exact,constant_mean_predictor,1.0,0.6875,0.5
2026219,nested,sgd,exact,uniform_random_candidate_expectation,0.10775277909022984,0.96875,0.95
2026219,or4,adam,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026219,or4,adam,broadcast,uniform_random_candidate_expectation,0.00303196579831775,1.0,1.0
2026219,or4,adam,exact,constant_mean_predictor,1.0,0.9375,0.5
2026219,or4,adam,exact,uniform_random_candidate_expectation,0.0017456826056902997,1.0,1.0
2026219,or4,sgd,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026219,or4,sgd,broadcast,uniform_random_candidate_expectation,0.00207113421569525,1.0,1.0
2026219,or4,sgd,exact,constant_mean_predictor,1.0,0.9375,0.5
2026219,or4,sgd,exact,uniform_random_candidate_expectation,0.001374109791281,1.0,1.0
2026219,or_of_ands,adam,broadcast,constant_mean_predictor,1.0,0.5625,0.5
2026219,or_of_ands,adam,broadcast,uniform_random_candidate_expectation,0.21712879153328735,0.9375,0.9404761904761905
2026219,or_of_ands,adam,exact,constant_mean_predictor,1.0,0.5625,0.5
2026219,or_of_ands,adam,exact,uniform_random_candidate_expectation,0.2125506888899076,0.9375,0.9444444444444444
2026219,or_of_ands,sgd,broadcast,constant_mean_predictor,1.0,0.5625,0.5
2026219,or_of_ands,sgd,broadcast,uniform_random_candidate_expectation,0.21664053809284883,0.9375,0.9365079365079365
2026219,or_of_ands,sgd,exact,constant_mean_predictor,1.0,0.5625,0.5
2026219,or_of_ands,sgd,exact,uniform_random_candidate_expectation,0.2111328313786336,0.9375,0.9444444444444444
2026219,parity4,adam,broadcast,constant_mean_predictor,1.0,0.5,0.5
2026219,parity4,adam,broadcast,uniform_random_candidate_expectation,1.0368234166001202,0.53125,0.53125
2026219,parity4,adam,exact,constant_mean_predictor,1.0,0.5,0.5
2026219,parity4,adam,exact,uniform_random_candidate_expectation,0.000275728424927225,1.0,1.0
2026219,parity4,sgd,broadcast,constant_mean_predictor,1.0,0.5,0.5
2026219,parity4,sgd,broadcast,uniform_random_candidate_expectation,1.0495518794959042,0.515625,0.515625
2026219,parity4,sgd,exact,constant_mean_predictor,1.0,0.5,0.5
2026219,parity4,sgd,exact,uniform_random_candidate_expectation,0.00021335815895144998,1.0,1.0
2026219,xor_of_ands,adam,broadcast,constant_mean_predictor,1.0,0.625,0.5
2026219,xor_of_ands,adam,broadcast,uniform_random_candidate_expectation,0.39432044317503306,0.921875,0.9291666666666667
2026219,xor_of_ands,adam,exact,constant_mean_predictor,1.0,0.625,0.5
2026219,xor_of_ands,adam,exact,uniform_random_candidate_expectation,0.3791439912561865,0.875,0.8833333333333333
2026219,xor_of_ands,sgd,broadcast,constant_mean_predictor,1.0,0.625,0.5
2026219,xor_of_ands,sgd,broadcast,uniform_random_candidate_expectation,0.3903511402907911,0.890625,0.9041666666666668
2026219,xor_of_ands,sgd,exact,constant_mean_predictor,1.0,0.625,0.5
2026219,xor_of_ands,sgd,exact,uniform_random_candidate_expectation,0.37927718817469486,0.875,0.8833333333333333
2026220,and4,adam,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026220,and4,adam,broadcast,uniform_random_candidate_expectation,0.0051159420046082,1.0,1.0
2026220,and4,adam,exact,constant_mean_predictor,1.0,0.9375,0.5
2026220,and4,adam,exact,uniform_random_candidate_expectation,0.0007257811411510001,1.0,1.0
2026220,and4,sgd,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026220,and4,sgd,broadcast,uniform_random_candidate_expectation,0.08330023898584014,1.0,1.0
2026220,and4,sgd,exact,constant_mean_predictor,1.0,0.9375,0.5
2026220,and4,sgd,exact,uniform_random_candidate_expectation,0.00041812500917090003,1.0,1.0
2026220,and_of_xors,adam,broadcast,constant_mean_predictor,1.0,0.75,0.5
2026220,and_of_xors,adam,broadcast,uniform_random_candidate_expectation,0.657958290301402,0.8125,0.6875
2026220,and_of_xors,adam,exact,constant_mean_predictor,1.0,0.75,0.5
2026220,and_of_xors,adam,exact,uniform_random_candidate_expectation,0.42330945785392504,0.9375,0.875
2026220,and_of_xors,sgd,broadcast,constant_mean_predictor,1.0,0.75,0.5
2026220,and_of_xors,sgd,broadcast,uniform_random_candidate_expectation,0.6754887152037246,0.796875,0.65625
2026220,and_of_xors,sgd,exact,constant_mean_predictor,1.0,0.75,0.5
2026220,and_of_xors,sgd,exact,uniform_random_candidate_expectation,0.42383067147433773,0.9375,0.875
2026220,nested,adam,broadcast,constant_mean_predictor,1.0,0.6875,0.5
2026220,nested,adam,broadcast,uniform_random_candidate_expectation,0.12153101149885781,0.984375,0.975
2026220,nested,adam,exact,constant_mean_predictor,1.0,0.6875,0.5
2026220,nested,adam,exact,uniform_random_candidate_expectation,0.10963228801007667,0.984375,0.975
2026220,nested,sgd,broadcast,constant_mean_predictor,1.0,0.6875,0.5
2026220,nested,sgd,broadcast,uniform_random_candidate_expectation,0.11981678723404265,0.984375,0.975
2026220,nested,sgd,exact,constant_mean_predictor,1.0,0.6875,0.5
2026220,nested,sgd,exact,uniform_random_candidate_expectation,0.1095999147341122,0.984375,0.975
2026220,or4,adam,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026220,or4,adam,broadcast,uniform_random_candidate_expectation,0.001675117813145525,1.0,1.0
2026220,or4,adam,exact,constant_mean_predictor,1.0,0.9375,0.5
2026220,or4,adam,exact,uniform_random_candidate_expectation,0.000728098800837925,1.0,1.0
2026220,or4,sgd,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026220,or4,sgd,broadcast,uniform_random_candidate_expectation,0.0008991170527047751,1.0,1.0
2026220,or4,sgd,exact,constant_mean_predictor,1.0,0.9375,0.5
2026220,or4,sgd,exact,uniform_random_candidate_expectation,0.0005506238773055499,1.0,1.0
2026220,or_of_ands,adam,broadcast,constant_mean_predictor,1.0,0.5625,0.5
2026220,or_of_ands,adam,broadcast,uniform_random_candidate_expectation,0.22812738960840595,0.9375,0.9444444444444444
2026220,or_of_ands,adam,exact,constant_mean_predictor,1.0,0.5625,0.5
2026220,or_of_ands,adam,exact,uniform_random_candidate_expectation,0.21805596082313308,0.9375,0.9444444444444444
2026220,or_of_ands,sgd,broadcast,constant_mean_predictor,1.0,0.5625,0.5
2026220,or_of_ands,sgd,broadcast,uniform_random_candidate_expectation,0.22499720835417664,0.953125,0.9583333333333333
2026220,or_of_ands,sgd,exact,constant_mean_predictor,1.0,0.5625,0.5
2026220,or_of_ands,sgd,exact,uniform_random_candidate_expectation,0.21698753910114815,0.9375,0.9444444444444444
2026220,parity4,adam,broadcast,constant_mean_predictor,1.0,0.5,0.5
2026220,parity4,adam,broadcast,uniform_random_candidate_expectation,1.0446517484298814,0.515625,0.515625
2026220,parity4,adam,exact,constant_mean_predictor,1.0,0.5,0.5
2026220,parity4,adam,exact,uniform_random_candidate_expectation,0.000828431240107625,1.0,1.0
2026220,parity4,sgd,broadcast,constant_mean_predictor,1.0,0.5,0.5
2026220,parity4,sgd,broadcast,uniform_random_candidate_expectation,0.9875366763648866,0.59375,0.59375
2026220,parity4,sgd,exact,constant_mean_predictor,1.0,0.5,0.5
2026220,parity4,sgd,exact,uniform_random_candidate_expectation,0.0005235724054700249,1.0,1.0
2026220,xor_of_ands,adam,broadcast,constant_mean_predictor,1.0,0.625,0.5
2026220,xor_of_ands,adam,broadcast,uniform_random_candidate_expectation,0.39898406954682525,0.890625,0.9125000000000001
2026220,xor_of_ands,adam,exact,constant_mean_predictor,1.0,0.625,0.5
2026220,xor_of_ands,adam,exact,uniform_random_candidate_expectation,0.4048231019647252,0.859375,0.8708333333333333
2026220,xor_of_ands,sgd,broadcast,constant_mean_predictor,1.0,0.625,0.5
2026220,xor_of_ands,sgd,broadcast,uniform_random_candidate_expectation,0.39906165582785375,0.890625,0.9125000000000001
2026220,xor_of_ands,sgd,exact,constant_mean_predictor,1.0,0.625,0.5
2026220,xor_of_ands,sgd,exact,uniform_random_candidate_expectation,0.4034479349190019,0.859375,0.8708333333333333
2026221,and4,adam,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026221,and4,adam,broadcast,uniform_random_candidate_expectation,0.0026861002038572,1.0,1.0
2026221,and4,adam,exact,constant_mean_predictor,1.0,0.9375,0.5
2026221,and4,adam,exact,uniform_random_candidate_expectation,0.000603635146354325,1.0,1.0
2026221,and4,sgd,broadcast,constant_mean_predictor,1.0,0.9375,0.5
2026221,and4,sgd,broadcast,uniform_random_candidate_expectation,0.000820019756039575,1.0,1.0
