seed,split,condition_id,family,tree,optimizer,rule,rate,step,population_nmse,test_noisy_nmse,accuracy,balanced_accuracy,gradient_cosine,gradient_clipped_steps,parameter_clipped_steps,parameter_clipped_coefficients,max_abs_parameter,parameter_norm,failed,failure_step,elapsed_seconds
2026210,fresh,2,and4,balanced_ab_cd,sgd,exact,0.03,0,1.755736938125967,1.7254038286434787,0.875,0.4666666666666667,1.0000000000000002,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0402164220577105
2026210,fresh,4,and4,balanced_ab_cd,sgd,broadcast,0.01,0,1.755736938125967,1.7254038286434787,0.875,0.4666666666666667,-0.1295004423324928,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0402486879611387
2026210,fresh,6,and4,balanced_ab_cd,adam,exact,0.003,0,1.755736938125967,1.7254038286434787,0.875,0.4666666666666667,1.0000000000000002,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0402710180496797
2026210,fresh,10,and4,balanced_ab_cd,adam,broadcast,0.01,0,1.755736938125967,1.7254038286434787,0.875,0.4666666666666667,-0.1295004423324928,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0403140790294855
2026210,fresh,14,and4,balanced_ac_bd,sgd,exact,0.03,0,1.755736938125967,1.6345013144945368,0.875,0.4666666666666667,1.0000000000000002,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0403567639878019
2026210,fresh,16,and4,balanced_ac_bd,sgd,broadcast,0.01,0,1.755736938125967,1.6345013144945368,0.875,0.4666666666666667,-0.1295004423324926,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0403861430240795
2026210,fresh,18,and4,balanced_ac_bd,adam,exact,0.003,0,1.755736938125967,1.6345013144945368,0.875,0.4666666666666667,1.0000000000000002,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0404068320058286
2026210,fresh,22,and4,balanced_ac_bd,adam,broadcast,0.01,0,1.755736938125967,1.6345013144945368,0.875,0.4666666666666667,-0.1295004423324926,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0404475269606336
2026210,fresh,26,and4,balanced_ad_bc,sgd,exact,0.03,0,1.755736938125967,1.6792661703201377,0.875,0.4666666666666667,1.0000000000000002,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0404880519490689
2026210,fresh,28,and4,balanced_ad_bc,sgd,broadcast,0.01,0,1.755736938125967,1.6792661703201377,0.875,0.4666666666666667,-0.1295004423324928,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0405077650211751
2026210,fresh,30,and4,balanced_ad_bc,adam,exact,0.003,0,1.755736938125967,1.6792661703201377,0.875,0.4666666666666667,1.0000000000000002,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0405276919482275
2026210,fresh,34,and4,balanced_ad_bc,adam,broadcast,0.01,0,1.755736938125967,1.6792661703201377,0.875,0.4666666666666667,-0.1295004423324928,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0405684319557622
2026210,fresh,38,and4,comb_a_b_cd,sgd,exact,0.03,0,1.464270961471374,1.4375818067935384,0.875,0.4666666666666667,1.0,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0406081969849765
2026210,fresh,40,and4,comb_a_b_cd,sgd,broadcast,0.01,0,1.464270961471374,1.4375818067935384,0.875,0.4666666666666667,0.1194919109816832,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0406278149457648
2026210,fresh,42,and4,comb_a_b_cd,adam,exact,0.003,0,1.464270961471374,1.4375818067935384,0.875,0.4666666666666667,1.0,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0406478970544412
2026210,fresh,46,and4,comb_a_b_cd,adam,broadcast,0.01,0,1.464270961471374,1.4375818067935384,0.875,0.4666666666666667,0.1194919109816832,0,0,0,0.653305422638795,1.4191032413880813,False,-1,0.0406885560369119
2026210,fresh,50,or4,balanced_ab_cd,sgd,exact,0.03,0,2.7075047453098318,2.6855841188362617,0.875,0.4666666666666667,1.0000000000000002,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0407289019785821
2026210,fresh,52,or4,balanced_ab_cd,sgd,broadcast,0.01,0,2.7075047453098318,2.6855841188362617,0.875,0.4666666666666667,0.4536926500351282,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0407491100486367
2026210,fresh,54,or4,balanced_ab_cd,adam,exact,0.003,0,2.7075047453098318,2.6855841188362617,0.875,0.4666666666666667,1.0000000000000002,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0407747379504144
2026210,fresh,58,or4,balanced_ab_cd,adam,broadcast,0.01,0,2.7075047453098318,2.6855841188362617,0.875,0.4666666666666667,0.4536926500351282,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0408185250125825
2026210,fresh,62,or4,balanced_ac_bd,sgd,exact,0.03,0,2.7075047453098318,2.6258651223381744,0.875,0.4666666666666667,1.0,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0408587879501283
2026210,fresh,64,or4,balanced_ac_bd,sgd,broadcast,0.01,0,2.7075047453098318,2.6258651223381744,0.875,0.4666666666666667,0.4536926500351281,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.040879225009121
2026210,fresh,66,or4,balanced_ac_bd,adam,exact,0.003,0,2.7075047453098318,2.6258651223381744,0.875,0.4666666666666667,1.0,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0408999680075794
2026210,fresh,70,or4,balanced_ac_bd,adam,broadcast,0.01,0,2.7075047453098318,2.6258651223381744,0.875,0.4666666666666667,0.4536926500351281,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0409405359532684
2026210,fresh,74,or4,balanced_ad_bc,sgd,exact,0.03,0,2.707504745309831,2.6366241615962105,0.875,0.4666666666666667,1.0,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0409817170584574
2026210,fresh,76,or4,balanced_ad_bc,sgd,broadcast,0.01,0,2.707504745309831,2.6366241615962105,0.875,0.4666666666666667,0.4536926500351281,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0410018799593672
2026210,fresh,78,or4,balanced_ad_bc,adam,exact,0.003,0,2.707504745309831,2.6366241615962105,0.875,0.4666666666666667,1.0,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0410232399590313
2026210,fresh,82,or4,balanced_ad_bc,adam,broadcast,0.01,0,2.707504745309831,2.6366241615962105,0.875,0.4666666666666667,0.4536926500351281,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0410666980314999
2026210,fresh,86,or4,comb_a_b_cd,sgd,exact,0.03,0,1.494660382177981,1.5392188007507308,0.875,0.4666666666666667,1.0000000000000002,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0411073670256882
2026210,fresh,88,or4,comb_a_b_cd,sgd,broadcast,0.01,0,1.494660382177981,1.5392188007507308,0.875,0.4666666666666667,0.0304186465908223,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0411279130494222
2026210,fresh,90,or4,comb_a_b_cd,adam,exact,0.003,0,1.494660382177981,1.5392188007507308,0.875,0.4666666666666667,1.0000000000000002,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0411478449823334
2026210,fresh,94,or4,comb_a_b_cd,adam,broadcast,0.01,0,1.494660382177981,1.5392188007507308,0.875,0.4666666666666667,0.0304186465908223,0,0,0,1.028018974282517,1.89749266024392,False,-1,0.0411888390081003
2026210,fresh,98,parity4,balanced_ab_cd,sgd,exact,0.03,0,1.8944171668192185,1.9870999849757005,0.5625,0.5625,1.0,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.0412289559608325
2026210,fresh,100,parity4,balanced_ab_cd,sgd,broadcast,0.01,0,1.8944171668192185,1.9870999849757005,0.5625,0.5625,0.3912732851144838,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.0412562049459666
2026210,fresh,102,parity4,balanced_ab_cd,adam,exact,0.003,0,1.8944171668192185,1.9870999849757005,0.5625,0.5625,1.0,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.0412761239567771
2026210,fresh,106,parity4,balanced_ab_cd,adam,broadcast,0.01,0,1.8944171668192185,1.9870999849757005,0.5625,0.5625,0.3912732851144838,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.0413168000523
2026210,fresh,110,parity4,balanced_ac_bd,sgd,exact,0.03,0,1.8944171668192185,2.003911847413279,0.5625,0.5625,1.0000000000000002,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.041357517009601
2026210,fresh,112,parity4,balanced_ac_bd,sgd,broadcast,0.01,0,1.8944171668192185,2.003911847413279,0.5625,0.5625,0.3912732851144838,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.0413778160000219
2026210,fresh,114,parity4,balanced_ac_bd,adam,exact,0.003,0,1.8944171668192185,2.003911847413279,0.5625,0.5625,1.0000000000000002,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.0413975500268861
2026210,fresh,118,parity4,balanced_ac_bd,adam,broadcast,0.01,0,1.8944171668192185,2.003911847413279,0.5625,0.5625,0.3912732851144838,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.0414372140076011
2026210,fresh,122,parity4,balanced_ad_bc,sgd,exact,0.03,0,1.8944171668192185,1.9091208106711344,0.5625,0.5625,1.0,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.041477637947537
2026210,fresh,124,parity4,balanced_ad_bc,sgd,broadcast,0.01,0,1.8944171668192185,1.9091208106711344,0.5625,0.5625,0.3912732851144838,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.041497507947497
2026210,fresh,126,parity4,balanced_ad_bc,adam,exact,0.003,0,1.8944171668192185,1.9091208106711344,0.5625,0.5625,1.0,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.0415177040267735
2026210,fresh,130,parity4,balanced_ad_bc,adam,broadcast,0.01,0,1.8944171668192185,1.9091208106711344,0.5625,0.5625,0.3912732851144838,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.0415582320420071
2026210,fresh,134,parity4,comb_a_b_cd,sgd,exact,0.03,0,1.7357479078152669,1.7606592617707786,0.5,0.5,1.0,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.041598277981393
2026210,fresh,136,parity4,comb_a_b_cd,sgd,broadcast,0.01,0,1.7357479078152669,1.7606592617707786,0.5,0.5,0.8353363019348358,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.0416220920160412
2026210,fresh,138,parity4,comb_a_b_cd,adam,exact,0.003,0,1.7357479078152669,1.7606592617707786,0.5,0.5,1.0,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.0416423670249059
2026210,fresh,142,parity4,comb_a_b_cd,adam,broadcast,0.01,0,1.7357479078152669,1.7606592617707786,0.5,0.5,0.8353363019348358,0,0,0,1.0670479870303693,1.8234847203012985,False,-1,0.0416822909610345
2026210,fresh,146,or_of_ands,balanced_ab_cd,sgd,exact,0.03,0,1.0552944501595702,1.0673978026312927,0.6875,0.6587301587301587,1.0,0,0,0,0.7126727207883403,1.5392626760910322,False,-1,0.0417251680046319
2026210,fresh,148,or_of_ands,balanced_ab_cd,sgd,broadcast,0.01,0,1.0552944501595702,1.0673978026312927,0.6875,0.6587301587301587,0.0102699324471569,0,0,0,0.7126727207883403,1.5392626760910322,False,-1,0.0417452399851754
2026210,fresh,150,or_of_ands,balanced_ab_cd,adam,exact,0.003,0,1.0552944501595702,1.0673978026312927,0.6875,0.6587301587301587,1.0,0,0,0,0.7126727207883403,1.5392626760910322,False,-1,0.0417659200029447
2026210,fresh,154,or_of_ands,balanced_ab_cd,adam,broadcast,0.01,0,1.0552944501595702,1.0673978026312927,0.6875,0.6587301587301587,0.0102699324471569,0,0,0,0.7126727207883403,1.5392626760910322,False,-1,0.041808997048065
2026210,fresh,158,or_of_ands,balanced_ac_bd,sgd,exact,0.03,0,0.7612966213962034,0.7929639253179614,0.8125,0.7857142857142857,0.9999999999999998,0,0,0,0.7126727207883403,1.5392626760910322,False,-1,0.0418489959556609
2026210,fresh,160,or_of_ands,balanced_ac_bd,sgd,broadcast,0.01,0,0.7612966213962034,0.7929639253179614,0.8125,0.7857142857142857,-0.6551824877358562,0,0,0,0.7126727207883403,1.5392626760910322,False,-1,0.0418690310325473
