seed,feedback,selected_final_tensors_equal,source,config_sha256,final_sha256
22016,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_56,448566e0ab1b517053883a06f4a0f06f65548ca888e1684c866b24794dbb079b,12f6cb380fd05bcc65901881132dcbeeb7ac8f7ff67a6a9fe6666f4e954ae27b
22016,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_36,96b471fe9ed46b1288f63ac8a902409c11c5fc36dbafa32f0d3116108eb459cb,f313b692030fa25ca36bcb259d2f5c6fff4b63b533337a183d5e67f2f05fff2e
22016,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_16,26b01515ff8aa89f17f7b82f83e89ebc833c495cd5ef5590247b37f25e839ad4,2d06da67cc6148d86d33f0073649e5f4011cc4c6efdd11ffda79b1130d024019
22017,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_77,081f4566aa055224c6497c210ebdff3e0ac558811ab69f5518b428bdb9681f63,b596dd4f51339fa6b877b70f6a2d17b6d57be04527105c80e28be4230f9de7e9
22017,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_57,e35bf07cac8d2bb65fd8b6f3cda89d5d7de94ccb03791359f28365b7086c2465,431073ae1648467865164a2da190396af99a6fb13550e5604fb3af402acfa2e4
22017,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_37,e3a73cf05cb891ead2921277be947d59215c3260771dab3443e96ea3154931a5,9b77dcdb013cfcd8c2a47191b5b7a4d6dad57c257d9e3453d909849a5444e4e1
22017,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_17,b38ecdf110363f9bf4e33ce967dab56d9cba7b78da299b022f75dda6ff7ab0aa,dd8fc57d5aaf8734e4abd9b588eb333f54f9d628060f8e946f36dc9587bcae0b
22018,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_78,7f5a35aef3e0a03c65005bb7624f5a86ece1c10ef8a5dac207d9de1a797c6200,1ac9df63018a76b83e3fefd5e8eecd5f896cab628d238164f9a9ddf54a6d2856
22018,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_58,e240874cea4ad104f9714d6dc1bd9cfe3e61a1287ae5929b0b7180fa1f8c48e1,3c2d1d017b74f09dbd3afffa599ca55b4e6fbc15d3946068feb5924d4b3d3571
22018,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_38,a41247bc8432c16fd4a8a44c4a5400c0ae9fcb50d6450da2270c0bdb17599a3c,176f7f769de0550a568a4f457337ee7dab4daf0e0456fc4b197c8a053049c3dd
22018,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_18,125d9964e0202d6830fbe69b887c277c578fcef28779f906db0b9cda0cabec88,2ae16ce2fb7443ac4611081de9936429197084aaf142fb4ab92a2617938d0c36
22019,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_79,a9950bb2a4320c7b1e96840ba2dd20116b155680d9e8f61b94959b4deb83a908,ebadfe0ebbf75be7491f909346bf54e41c15e6e4d70a85365b78e8f45d4cc656
22019,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_59,45f71efd58f1ed5acff3c64af13550dd1142e1022cd0d192afd21d0289f8c0bd,ea6b038e3aa8ef027655dab48783b000b2a5f5cbdfb98c5a77c65190f0b7eace
22019,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_39,81d1da9ba209b4aade649b9d5cc668395c340f72e76c0169d1027344552ec071,7ca4f883cadbc8f18b4d41c8fc48a0e639c257d4c3dd9eba1732a9152320105d
22019,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_19,cb929bd539f00f85c0010cd4c848b5f9ebd818ce12982af26de13c5a842c847c,dbe1db2ab026781a7d67e16017e2f70c400f42eeb49dbe5aba5f4069a7c90177
