seed,task_group,task_group_name,compatible,phase,step,optimizer,learning_rate,student_group,student_group_name,credit_rule,rule_id,train_nmse,validation_nmse,test_nmse,test_mse,test_target_variance,conductance_sum,min_conductance,max_conductance,min_total_conductance,max_voltage,bound_events,training_seconds
15400,0,01_23,True,fresh,0,sgd,0.3,0,01_23,exact_path,0,1.4203232573453368,1.5332210288074393,1.5482867034679917,0.006486173337063,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,True,fresh,0,sgd,0.3,0,01_23,calibrated_broadcast,1,1.4203232573453368,1.5332210288074393,1.5482867034679917,0.006486173337063,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,True,fresh,0,sgd,0.3,0,01_23,subtree_projection,2,1.4203232573453368,1.5332210288074393,1.5482867034679917,0.006486173337063,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,True,fresh,0,sgd,0.3,0,01_23,broadcast_projection,3,1.4203232573453368,1.5332210288074393,1.5482867034679917,0.006486173337063,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,sgd,0.3,1,02_13,exact_path,0,1.6641132133614502,1.795001096514478,1.8115965818554935,0.0075892465009395,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,sgd,0.3,1,02_13,calibrated_broadcast,1,1.6641132133614502,1.795001096514478,1.8115965818554935,0.0075892465009395,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,sgd,0.3,1,02_13,subtree_projection,2,1.6641132133614502,1.795001096514478,1.8115965818554935,0.0075892465009395,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,sgd,0.3,1,02_13,broadcast_projection,3,1.6641132133614502,1.795001096514478,1.8115965818554935,0.0075892465009395,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,sgd,0.3,2,03_12,exact_path,0,0.9561867515324376,1.1013500911370022,1.07884814930007,0.0045195738522174,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,sgd,0.3,2,03_12,calibrated_broadcast,1,0.9561867515324376,1.1013500911370022,1.07884814930007,0.0045195738522174,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,sgd,0.3,2,03_12,subtree_projection,2,0.9561867515324376,1.1013500911370022,1.07884814930007,0.0045195738522174,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,sgd,0.3,2,03_12,broadcast_projection,3,0.9561867515324376,1.1013500911370022,1.07884814930007,0.0045195738522174,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,True,fresh,0,adam,0.01,0,01_23,exact_path,0,1.4203232573453368,1.5332210288074393,1.5482867034679917,0.006486173337063,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,True,fresh,0,adam,0.01,0,01_23,calibrated_broadcast,1,1.4203232573453368,1.5332210288074393,1.5482867034679917,0.006486173337063,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,True,fresh,0,adam,0.01,0,01_23,subtree_projection,2,1.4203232573453368,1.5332210288074393,1.5482867034679917,0.006486173337063,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,True,fresh,0,adam,0.01,0,01_23,broadcast_projection,3,1.4203232573453368,1.5332210288074393,1.5482867034679917,0.006486173337063,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,adam,0.01,1,02_13,exact_path,0,1.6641132133614502,1.795001096514478,1.8115965818554935,0.0075892465009395,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,adam,0.01,1,02_13,calibrated_broadcast,1,1.6641132133614502,1.795001096514478,1.8115965818554935,0.0075892465009395,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,adam,0.01,1,02_13,subtree_projection,2,1.6641132133614502,1.795001096514478,1.8115965818554935,0.0075892465009395,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,adam,0.01,1,02_13,broadcast_projection,3,1.6641132133614502,1.795001096514478,1.8115965818554935,0.0075892465009395,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,adam,0.01,2,03_12,exact_path,0,0.9561867515324376,1.1013500911370022,1.07884814930007,0.0045195738522174,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,adam,0.01,2,03_12,calibrated_broadcast,1,0.9561867515324376,1.1013500911370022,1.07884814930007,0.0045195738522174,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,adam,0.01,2,03_12,subtree_projection,2,0.9561867515324376,1.1013500911370022,1.07884814930007,0.0045195738522174,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,False,fresh,0,adam,0.01,2,03_12,broadcast_projection,3,0.9561867515324376,1.1013500911370022,1.07884814930007,0.0045195738522174,0.0041892585672503,36.71537053704594,0.6637950158094319,7.425592366537338,1.26350722927359,0.962248570293732,0,0.0
15400,0,01_23,True,fresh,10,sgd,0.3,0,01_23,exact_path,0,0.0853425634685556,0.0929219253453296,0.0890955174629364,0.0003732441598352,0.0041892585672503,37.51545750112574,0.6263695389085897,5.375571168544628,1.3047175977392127,0.9680573452512012,0,0.027567293960601
15400,0,01_23,True,fresh,10,sgd,0.3,0,01_23,calibrated_broadcast,1,0.0914593843246425,0.0997550492022759,0.0956337423645248,0.0004006344745187,0.0041892585672503,37.45533284404114,0.6355395642489821,5.348584128954845,1.297567927947008,0.9666828842958786,0,0.027567293960601
15400,0,01_23,True,fresh,10,sgd,0.3,0,01_23,subtree_projection,2,0.0860733132521813,0.0942768474564347,0.0900471056107841,0.000377230608636,0.0041892585672503,37.480891828922296,0.6332119391309144,5.350835023306538,1.301986655405168,0.9670047308212786,0,0.027567293960601
15400,0,01_23,True,fresh,10,sgd,0.3,0,01_23,broadcast_projection,3,0.093331602101925,0.1018492279357688,0.0977774209793544,0.0004096148985214,0.0041892585672503,37.495658535149055,0.6356612120112215,5.372161558551461,1.297120338605805,0.9666707425696504,0,0.027567293960601
15400,0,01_23,False,fresh,10,sgd,0.3,1,02_13,exact_path,0,0.1010463202179164,0.1109743323976422,0.1126264258999656,0.0004718212196002,0.0041892585672503,37.6387760550427,0.6313377257437303,5.809411733789443,1.3063412701995123,0.9675752295208502,0,0.027567293960601
15400,0,01_23,False,fresh,10,sgd,0.3,1,02_13,calibrated_broadcast,1,0.0979003655630707,0.1069578627771435,0.1092306398081145,0.0004575953936223,0.0041892585672503,37.64892840887908,0.6350231390657156,5.810940494286191,1.302045181424972,0.9669319995499834,0,0.027567293960601
15400,0,01_23,False,fresh,10,sgd,0.3,1,02_13,subtree_projection,2,0.0990764493016299,0.108940987672018,0.1104939624691231,0.0004628877789032,0.0041892585672503,37.66680594981002,0.6328420263053495,5.814007217022969,1.3068464775557294,0.967281118041039,0,0.027567293960601
15400,0,01_23,False,fresh,10,sgd,0.3,1,02_13,broadcast_projection,3,0.1013538387703878,0.1107019483404359,0.1129416518549386,0.0004731417826327,0.0041892585672503,37.69051654275147,0.6350454525774496,5.814358167399144,1.3018714789784147,0.9669255216074384,0,0.027567293960601
15400,0,01_23,False,fresh,10,sgd,0.3,2,03_12,exact_path,0,0.1910916442888848,0.2298455981348153,0.2186880133235003,0.0009161406333704,0.0041892585672503,36.76285697967207,0.6167689663007306,5.919694726060351,1.2944436192802231,0.9684470109718212,0,0.027567293960601
15400,0,01_23,False,fresh,10,sgd,0.3,2,03_12,calibrated_broadcast,1,0.1961576052924697,0.2342583352678547,0.223712285566147,0.0009371886089071,0.0041892585672503,36.740504507526495,0.610111583263178,5.765519875601656,1.286549102638762,0.9697700306351036,0,0.027567293960601
