optimizer,learning_rate,contrast,seed,difference
sgd,0.3,incompatible_minus_compatible__subtree_projection,15412,0.026055357420537884
sgd,0.3,incompatible_minus_compatible__subtree_projection,15413,0.028335906294422782
sgd,0.3,incompatible_minus_compatible__subtree_projection,15414,0.03052560771506388
sgd,0.3,incompatible_minus_compatible__subtree_projection,15415,0.030292231728581785
sgd,0.3,incompatible_minus_compatible__subtree_projection,15416,0.02693069338258795
sgd,0.3,incompatible_minus_compatible__subtree_projection,15417,0.0216483336419199
sgd,0.3,incompatible_minus_compatible__subtree_projection,15418,0.02371536285846267
sgd,0.3,incompatible_minus_compatible__subtree_projection,15419,0.029771033589403216
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15400,0.031337284675640856
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15401,0.031696429760851616
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15402,0.023825526561108035
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15403,0.025829904093371648
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15404,0.04869266741175325
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15405,0.03266222346797052
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15406,0.03577784584629015
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15407,0.031536513001227465
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15408,0.04116251804926808
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15409,0.03344119648541578
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15410,0.030948908706344456
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15411,0.028280859091148615
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15412,0.026388713638057518
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15413,0.029769224746453084
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15414,0.03192676992608593
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15415,0.03079401353711783
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15416,0.026707804047130364
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15417,0.0215622956174826
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15418,0.02393637042972568
sgd,0.3,incompatible_minus_compatible__broadcast_projection,15419,0.02987776608612855
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15400,0.0015968739122033666
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15401,-3.647713225896662e-05
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15402,0.00036782233185399997
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15403,0.0008728047678248001
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15404,0.00038952273617213324
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15405,0.00018791073315836668
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15406,0.00013004286021206664
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15407,0.00019257484944156666
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15408,0.0006830778378889666
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15409,5.746492911633331e-05
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15410,0.0007940130410979665
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15411,0.0010176102881359669
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15412,0.00013002680789940004
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15413,7.712348637189991e-05
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15414,0.00044953915414630005
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15415,0.00024870010640092364
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15416,0.0004470690396858333
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15417,0.00030762041227370003
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15418,-5.629767458641255e-05
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_True,15419,-7.5114818778332934e-06
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15400,0.002482955409046233
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15401,-7.465480954893327e-05
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15402,0.00040638648018323335
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15403,0.0009089988364656668
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15404,0.00027077650260416675
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15405,0.00020696108900753333
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15406,0.00011647470785503336
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15407,0.00030781558967683326
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15408,0.0007281299235878667
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15409,8.208862759839997e-05
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15410,0.0010405273648222667
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15411,0.0010004534005939002
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15412,0.0001826109360426333
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15413,0.00021877868288206663
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15414,0.0005431738683225999
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15415,0.0002750094100213236
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15416,0.0008287839651937667
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15417,0.0003453734947668
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15418,-5.526024009281795e-05
sgd,0.3,broadcast_projection_minus_exact_path__compatible_True,15419,3.441554705886673e-05
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15400,0.0006950699848371334
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15401,-0.00010537182887429986
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15402,0.00013154978462513332
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15403,0.0009584755734105002
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15404,0.00029920936407753346
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15405,0.0002220174907962333
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15406,7.708613786366674e-05
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15407,0.00021300899736829997
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15408,0.0005252678196038666
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15409,6.180559417993335e-05
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15410,0.0005110624232970667
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15411,0.0007929179791751668
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15412,9.720494927733338e-05
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15413,5.432437151593332e-05
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15414,0.0006674464682492668
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15415,0.00013232903580875693
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15416,-4.369594071303336e-05
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15417,0.00010834351834940008
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15418,-5.579099282156948e-05
sgd,0.3,subtree_projection_minus_exact_path__compatible_True,15419,-3.994392384759984e-05
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15400,0.0009018039273662331
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15401,6.889469661533324e-05
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15402,0.00023627254722886665
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15403,-8.567080558570007e-05
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15404,9.031337209459978e-05
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15405,-3.410675763786662e-05
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15406,5.29567223483999e-05
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15407,-2.043414792673331e-05
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15408,0.00015781001828509998
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15409,-4.340665063600033e-06
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15410,0.00028295061780089976
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15411,0.00022469230896079995
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15412,3.2821858622066665e-05
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15413,2.2799114855966585e-05
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15414,-0.00021790731410296666
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15415,0.0001163710705921667
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15416,0.0004907649803988667
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15417,0.00019927689392429995
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15418,-5.066817648430647e-07
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_True,15419,3.243244196976655e-05
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15400,0.0017878854242090994
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15401,3.0717019325366595e-05
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15402,0.00027483669555810003
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15403,-4.94767369448334e-05
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15404,-2.843286147336671e-05
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15405,-1.5056401788699967e-05
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15406,3.9388569991366616e-05
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15407,9.480659230853329e-05
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15408,0.00020286210398400006
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15409,2.0283033418466625e-05
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15410,0.0005294649415251999
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15411,0.00020753542141873325
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15412,8.540598676529994e-05
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15413,0.0001644543113661333
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15414,-0.00012427259992666675
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15415,0.00014268037421256665
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15416,0.0008724799059068001
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15417,0.00023702997641739993
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15418,5.307527287515322e-07
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_True,15419,7.435947090646657e-05
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15400,0.002311537482612619
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15401,0.000344521416900119
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15402,0.0023039130377870143
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15403,0.0036431503627142175
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15404,0.010342688802931044
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15405,0.0007633521003732185
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15406,0.003464025748953825
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15407,0.001496141666015232
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15408,0.007094073534509422
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15409,0.003438608053177236
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15410,0.004969053990448915
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15411,0.0016180177294059864
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15412,0.001025890961716628
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15413,0.0034603494547872336
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15414,0.003332363862662349
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15415,0.0015674985989221554
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15416,0.00165464642075017
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15417,0.00014909084117916901
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15418,0.0002477921517023765
sgd,0.3,calibrated_broadcast_minus_exact_path__compatible_False,15419,0.0003191673386244362
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15400,0.0028033903655033873
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15401,0.00029620326402046704
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15402,0.002180599311161085
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15403,0.003351359154823947
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15404,0.009586217034330616
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15405,0.0006982321718826817
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15406,0.003443969198872382
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15407,0.0014904424651091992
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15408,0.006622727192222996
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15409,0.003222347082420203
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15410,0.004986342584216773
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15411,0.0015456630835418844
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15412,0.0009758567799091969
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15413,0.003427477254644099
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15414,0.003316476060867664
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15415,0.0014286727383710299
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15416,0.0016526051946323984
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15417,0.0002328293923919006
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15418,0.00023210182395051043
sgd,0.3,broadcast_projection_minus_exact_path__compatible_False,15419,0.00032050240839909955
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15400,0.0009245699073586397
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15401,0.00018914067483553204
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15402,0.0010403881112712315
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15403,0.002078415073469831
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15404,0.006366599220932349
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15405,0.0003967637154150827
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15406,0.0017134632102797642
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15407,0.0007320482483936831
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15408,0.0030296173369872004
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15409,0.002257693726794116
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15410,0.0031651116503584806
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15411,0.0011938099804010838
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15412,0.0005570945756242646
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15413,0.0018297044912476655
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15414,0.002039586449772278
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15415,0.0007842105556224166
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15416,0.0010030146241831843
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15417,8.183744041180205e-05
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15418,1.056349995874617e-05
sgd,0.3,subtree_projection_minus_exact_path__compatible_False,15419,0.00013941044076730066
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15400,0.0013869675752539792
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15401,0.00015538074206458696
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15402,0.0012635249265157827
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15403,0.0015647352892443865
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15404,0.003976089581998694
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15405,0.00036658838495813584
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15406,0.0017505625386740609
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15407,0.0007640934176215489
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15408,0.004064456197522222
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15409,0.00118091432638312
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15410,0.0018039423400904343
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15411,0.0004242077490049026
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15412,0.00046879638609236343
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15413,0.0016306449635395681
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15414,0.0012927774128900713
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15415,0.0007832880432997388
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15416,0.0006516317965669857
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15417,6.725340076736697e-05
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15418,0.00023722865174363034
sgd,0.3,calibrated_broadcast_minus_subtree_projection__compatible_False,15419,0.00017975689785713553
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15400,0.0018788204581447476
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15401,0.000107062589184935
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15402,0.0011402111998898533
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15403,0.001272944081354116
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15404,0.0032196178133982664
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15405,0.000301468456467599
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15406,0.0017305059885926177
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15407,0.0007583942167155161
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15408,0.003593109855235796
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15409,0.000964653355626087
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15410,0.0018212309338582928
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15411,0.00035185310314080065
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15412,0.0004187622042849323
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15413,0.0015977727633964336
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15414,0.001276889611095386
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15415,0.0006444621827486133
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15416,0.0006495905704492141
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15417,0.00015099195198009854
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15418,0.00022153832399176426
sgd,0.3,broadcast_projection_minus_subtree_projection__compatible_False,15419,0.00018109196763179888
