cohort,seed,family,step,structure,optimizer,rate,rule,field,dimensions,total_energy,effective_rank,rank95,rank99,leading_fraction
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,exact,path_q,6,2.3904890081097894,1.1979894989459166,2,3,0.9110830130574361
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,exact,loss_credit,6,7.721841416580966,1.1815521340287454,2,3,0.917424738845445
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,exact,parameter_jacobian_nonroot,24,8.301910099811685,5.749497089453958,8,11,0.2752334763336396
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,exact,parameter_gradient_nonroot,24,28.72790046381238,2.79327096370876,8,12,0.5718291919147365
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,broadcast,path_q,6,2.3904890081097894,1.1979894989459166,2,3,0.9110830130574361
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,broadcast,loss_credit,6,7.721841416580966,1.1815521340287454,2,3,0.917424738845445
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,broadcast,parameter_jacobian_nonroot,24,8.301910099811685,5.749497089453958,8,11,0.2752334763336396
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,broadcast,parameter_gradient_nonroot,24,28.72790046381238,2.79327096370876,8,12,0.5718291919147365
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,global_projection,path_q,6,2.3904890081097894,1.1979894989459166,2,3,0.9110830130574361
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,global_projection,loss_credit,6,7.721841416580966,1.1815521340287454,2,3,0.917424738845445
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,global_projection,parameter_jacobian_nonroot,24,8.301910099811685,5.749497089453958,8,11,0.2752334763336396
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,global_projection,parameter_gradient_nonroot,24,28.72790046381238,2.79327096370876,8,12,0.5718291919147365
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,subtree_projection,path_q,6,2.3904890081097894,1.1979894989459166,2,3,0.9110830130574361
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,subtree_projection,loss_credit,6,7.721841416580966,1.1815521340287454,2,3,0.917424738845445
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,subtree_projection,parameter_jacobian_nonroot,24,8.301910099811685,5.749497089453958,8,11,0.2752334763336396
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,subtree_projection,parameter_gradient_nonroot,24,28.72790046381238,2.79327096370876,8,12,0.5718291919147365
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,shuffled_projection,path_q,6,2.3904890081097894,1.1979894989459166,2,3,0.9110830130574361
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,shuffled_projection,loss_credit,6,7.721841416580966,1.1815521340287454,2,3,0.917424738845445
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,shuffled_projection,parameter_jacobian_nonroot,24,8.301910099811685,5.749497089453958,8,11,0.2752334763336396
frozen_algebraic_replay,127216,matching,0,compatible,sgd,0.03,shuffled_projection,parameter_gradient_nonroot,24,28.72790046381238,2.79327096370876,8,12,0.5718291919147365
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.003,broadcast,path_q,6,2.3904890081097894,1.1979894989459166,2,3,0.9110830130574361
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.003,broadcast,loss_credit,6,7.721841416580966,1.1815521340287454,2,3,0.917424738845445
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.003,broadcast,parameter_jacobian_nonroot,24,8.301910099811685,5.749497089453958,8,11,0.2752334763336396
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.003,broadcast,parameter_gradient_nonroot,24,28.72790046381238,2.79327096370876,8,12,0.5718291919147365
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.01,exact,path_q,6,2.3904890081097894,1.1979894989459166,2,3,0.9110830130574361
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.01,exact,loss_credit,6,7.721841416580966,1.1815521340287454,2,3,0.917424738845445
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.01,exact,parameter_jacobian_nonroot,24,8.301910099811685,5.749497089453958,8,11,0.2752334763336396
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.01,exact,parameter_gradient_nonroot,24,28.72790046381238,2.79327096370876,8,12,0.5718291919147365
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.01,global_projection,path_q,6,2.3904890081097894,1.1979894989459166,2,3,0.9110830130574361
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.01,global_projection,loss_credit,6,7.721841416580966,1.1815521340287454,2,3,0.917424738845445
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.01,global_projection,parameter_jacobian_nonroot,24,8.301910099811685,5.749497089453958,8,11,0.2752334763336396
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.01,global_projection,parameter_gradient_nonroot,24,28.72790046381238,2.79327096370876,8,12,0.5718291919147365
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.01,shuffled_projection,path_q,6,2.3904890081097894,1.1979894989459166,2,3,0.9110830130574361
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.01,shuffled_projection,loss_credit,6,7.721841416580966,1.1815521340287454,2,3,0.917424738845445
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.01,shuffled_projection,parameter_jacobian_nonroot,24,8.301910099811685,5.749497089453958,8,11,0.2752334763336396
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.01,shuffled_projection,parameter_gradient_nonroot,24,28.72790046381238,2.79327096370876,8,12,0.5718291919147365
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.03,subtree_projection,path_q,6,2.3904890081097894,1.1979894989459166,2,3,0.9110830130574361
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.03,subtree_projection,loss_credit,6,7.721841416580966,1.1815521340287454,2,3,0.917424738845445
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.03,subtree_projection,parameter_jacobian_nonroot,24,8.301910099811685,5.749497089453958,8,11,0.2752334763336396
frozen_algebraic_replay,127216,matching,0,compatible,adam,0.03,subtree_projection,parameter_gradient_nonroot,24,28.72790046381238,2.79327096370876,8,12,0.5718291919147365
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,exact,path_q,6,2.113627463672144,1.1899083076313732,2,3,0.9144563955275782
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,exact,loss_credit,6,6.045845773568851,1.1730241384445517,2,3,0.9210685932325474
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,exact,parameter_jacobian_nonroot,24,7.167665060518827,5.728841676891871,8,12,0.2799724511396683
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,exact,parameter_gradient_nonroot,24,21.90173036008096,2.8455059390680155,8,12,0.5662607119147658
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,broadcast,path_q,6,2.2790361358877154,1.1831052097049917,2,3,0.9171426567531855
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,broadcast,loss_credit,6,7.030518573284823,1.167045632659688,2,3,0.9234975028991498
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,broadcast,parameter_jacobian_nonroot,24,7.77881956578422,5.6731209837051,8,12,0.28085597363149406
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,broadcast,parameter_gradient_nonroot,24,25.582873388306368,2.801300641392971,8,12,0.5714672156113028
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,global_projection,path_q,6,2.220329532516054,1.2019727740521005,2,3,0.9094729122914316
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,global_projection,loss_credit,6,6.933812467918948,1.183675050519798,2,3,0.9165568305715914
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,global_projection,parameter_jacobian_nonroot,24,7.703063816661757,5.776337461418091,8,12,0.2751161926600401
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,global_projection,parameter_gradient_nonroot,24,25.694423811174353,2.82622305120332,8,12,0.568441776695621
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,subtree_projection,path_q,6,2.222566830752009,1.2027457055331785,2,3,0.9091644019785944
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,subtree_projection,loss_credit,6,6.917145004826931,1.184531308946782,2,3,0.9162042163534723
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,subtree_projection,parameter_jacobian_nonroot,24,7.699966601352546,5.7783899321297705,8,12,0.27479822286905164
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,subtree_projection,parameter_gradient_nonroot,24,25.560884664491915,2.8396587475393544,8,12,0.5666353722730235
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,shuffled_projection,path_q,6,2.2165164233956887,1.2026823972441225,2,3,0.9091792960677298
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,shuffled_projection,loss_credit,6,6.918100025931866,1.1842573842110653,2,3,0.9163108976219437
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,shuffled_projection,parameter_jacobian_nonroot,24,7.685912699117177,5.772283678181827,8,12,0.27524888101638056
frozen_algebraic_replay,127216,matching,1,compatible,sgd,0.03,shuffled_projection,parameter_gradient_nonroot,24,25.6362985121031,2.8230997034192935,8,12,0.5688487421190138
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.003,broadcast,path_q,6,2.3864050786414053,1.1962753165298257,2,3,0.9117749173519878
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.003,broadcast,loss_credit,6,7.701108691461225,1.1781258646198325,2,3,0.9188548771253092
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.003,broadcast,parameter_jacobian_nonroot,24,8.268885996082286,5.7415231814262055,8,12,0.27621956886345317
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.003,broadcast,parameter_gradient_nonroot,24,28.60647593764347,2.777513497461503,8,12,0.574099786422153
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.01,exact,path_q,6,2.282301447213964,1.1827985230458176,2,3,0.9172946795093139
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.01,exact,loss_credit,6,7.011176709136583,1.1668824852254045,2,3,0.9235855160841329
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.01,exact,parameter_jacobian_nonroot,24,7.826093115038949,5.71362576070454,8,12,0.27920815159026874
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.01,exact,parameter_gradient_nonroot,24,25.82061007597025,2.789288432826497,8,12,0.5728851970595534
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.01,global_projection,path_q,6,2.368730619125431,1.198156047494293,2,3,0.9110673586724573
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.01,global_projection,loss_credit,6,7.484722337920224,1.1790132931748445,2,3,0.91852321102778
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.01,global_projection,parameter_jacobian_nonroot,24,8.230093271614694,5.779539101749137,8,12,0.27305090213329647
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.01,global_projection,parameter_gradient_nonroot,24,27.70128217428767,2.814592102635272,8,12,0.5691069029668601
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.01,shuffled_projection,path_q,6,2.332145815425827,1.2085378792003971,2,3,0.9068057996562966
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.01,shuffled_projection,loss_credit,6,7.5134579107402155,1.1864941925473145,2,3,0.9153894830704251
frozen_algebraic_replay,127216,matching,1,compatible,adam,0.01,shuffled_projection,parameter_jacobian_nonroot,24,8.090195938658747,5.768143335676776,8,12,0.274060526265761
