cohort,seed,family,step,structure,optimizer,rate,rule,field,dimensions,total_energy,effective_rank,rank95,rank99,leading_fraction
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,exact,path_q,6,3.361833036203283,1.3617325676721341,3,5,0.8522702536336227
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,exact,loss_credit,6,4.955973041585544,1.3400573885100489,3,5,0.8588405111871029
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,exact,parameter_jacobian_nonroot,24,12.191247908629972,6.29602968372684,11,14,0.2776406876278585
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,exact,parameter_gradient_nonroot,24,17.75132218801654,5.087573028811341,10,14,0.3425038400167528
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,broadcast,path_q,6,3.361833036203283,1.3617325676721341,3,5,0.8522702536336227
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,broadcast,loss_credit,6,4.955973041585544,1.3400573885100489,3,5,0.8588405111871029
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,broadcast,parameter_jacobian_nonroot,24,12.191247908629972,6.29602968372684,11,14,0.2776406876278585
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,broadcast,parameter_gradient_nonroot,24,17.75132218801654,5.087573028811341,10,14,0.3425038400167528
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,global_projection,path_q,6,3.361833036203283,1.3617325676721341,3,5,0.8522702536336227
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,global_projection,loss_credit,6,4.955973041585544,1.3400573885100489,3,5,0.8588405111871029
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,global_projection,parameter_jacobian_nonroot,24,12.191247908629972,6.29602968372684,11,14,0.2776406876278585
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,global_projection,parameter_gradient_nonroot,24,17.75132218801654,5.087573028811341,10,14,0.3425038400167528
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,subtree_projection,path_q,6,3.361833036203283,1.3617325676721341,3,5,0.8522702536336227
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,subtree_projection,loss_credit,6,4.955973041585544,1.3400573885100489,3,5,0.8588405111871029
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,subtree_projection,parameter_jacobian_nonroot,24,12.191247908629972,6.29602968372684,11,14,0.2776406876278585
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,subtree_projection,parameter_gradient_nonroot,24,17.75132218801654,5.087573028811341,10,14,0.3425038400167528
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,shuffled_projection,path_q,6,3.361833036203283,1.3617325676721341,3,5,0.8522702536336227
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,shuffled_projection,loss_credit,6,4.955973041585544,1.3400573885100489,3,5,0.8588405111871029
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,shuffled_projection,parameter_jacobian_nonroot,24,12.191247908629972,6.29602968372684,11,14,0.2776406876278585
frozen_algebraic_replay,127207,matching,0,compatible,sgd,0.03,shuffled_projection,parameter_gradient_nonroot,24,17.75132218801654,5.087573028811341,10,14,0.3425038400167528
frozen_algebraic_replay,127207,matching,0,compatible,adam,0.003,broadcast,path_q,6,3.361833036203283,1.3617325676721341,3,5,0.8522702536336227
frozen_algebraic_replay,127207,matching,0,compatible,adam,0.003,broadcast,loss_credit,6,4.955973041585544,1.3400573885100489,3,5,0.8588405111871029
