cohort,seed,family,step,structure,optimizer,rate,rule,field,dimensions,total_energy,effective_rank,rank95,rank99,leading_fraction
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,exact,path_q,6,1.017296771268361,2.1701925420438566,3,3,0.6263542770495888
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,exact,loss_credit,6,1.4068681109595447,2.3785233925657336,3,3,0.5693636068878285
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,exact,parameter_jacobian_nonroot,24,5.806030858685126,4.89488383162271,7,8,0.33547650281123154
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,exact,parameter_gradient_nonroot,24,8.46563097290177,4.441119174714011,7,8,0.3535289847225356
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,broadcast,path_q,6,1.017296771268361,2.1701925420438566,3,3,0.6263542770495888
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,broadcast,loss_credit,6,1.4068681109595447,2.3785233925657336,3,3,0.5693636068878285
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,broadcast,parameter_jacobian_nonroot,24,5.806030858685126,4.89488383162271,7,8,0.33547650281123154
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,broadcast,parameter_gradient_nonroot,24,8.46563097290177,4.441119174714011,7,8,0.3535289847225356
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,global_projection,path_q,6,1.017296771268361,2.1701925420438566,3,3,0.6263542770495888
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,global_projection,loss_credit,6,1.4068681109595447,2.3785233925657336,3,3,0.5693636068878285
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,global_projection,parameter_jacobian_nonroot,24,5.806030858685126,4.89488383162271,7,8,0.33547650281123154
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,global_projection,parameter_gradient_nonroot,24,8.46563097290177,4.441119174714011,7,8,0.3535289847225356
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,subtree_projection,path_q,6,1.017296771268361,2.1701925420438566,3,3,0.6263542770495888
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,subtree_projection,loss_credit,6,1.4068681109595447,2.3785233925657336,3,3,0.5693636068878285
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,subtree_projection,parameter_jacobian_nonroot,24,5.806030858685126,4.89488383162271,7,8,0.33547650281123154
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,subtree_projection,parameter_gradient_nonroot,24,8.46563097290177,4.441119174714011,7,8,0.3535289847225356
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,shuffled_projection,path_q,6,1.017296771268361,2.1701925420438566,3,3,0.6263542770495888
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,shuffled_projection,loss_credit,6,1.4068681109595447,2.3785233925657336,3,3,0.5693636068878285
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,shuffled_projection,parameter_jacobian_nonroot,24,5.806030858685126,4.89488383162271,7,8,0.33547650281123154
frozen_algebraic_replay,127212,matching,0,compatible,sgd,0.03,shuffled_projection,parameter_gradient_nonroot,24,8.46563097290177,4.441119174714011,7,8,0.3535289847225356
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.003,broadcast,path_q,6,1.017296771268361,2.1701925420438566,3,3,0.6263542770495888
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.003,broadcast,loss_credit,6,1.4068681109595447,2.3785233925657336,3,3,0.5693636068878285
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.003,broadcast,parameter_jacobian_nonroot,24,5.806030858685126,4.89488383162271,7,8,0.33547650281123154
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.003,broadcast,parameter_gradient_nonroot,24,8.46563097290177,4.441119174714011,7,8,0.3535289847225356
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.01,exact,path_q,6,1.017296771268361,2.1701925420438566,3,3,0.6263542770495888
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.01,exact,loss_credit,6,1.4068681109595447,2.3785233925657336,3,3,0.5693636068878285
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.01,exact,parameter_jacobian_nonroot,24,5.806030858685126,4.89488383162271,7,8,0.33547650281123154
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.01,exact,parameter_gradient_nonroot,24,8.46563097290177,4.441119174714011,7,8,0.3535289847225356
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.01,global_projection,path_q,6,1.017296771268361,2.1701925420438566,3,3,0.6263542770495888
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.01,global_projection,loss_credit,6,1.4068681109595447,2.3785233925657336,3,3,0.5693636068878285
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.01,global_projection,parameter_jacobian_nonroot,24,5.806030858685126,4.89488383162271,7,8,0.33547650281123154
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.01,global_projection,parameter_gradient_nonroot,24,8.46563097290177,4.441119174714011,7,8,0.3535289847225356
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.01,shuffled_projection,path_q,6,1.017296771268361,2.1701925420438566,3,3,0.6263542770495888
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.01,shuffled_projection,loss_credit,6,1.4068681109595447,2.3785233925657336,3,3,0.5693636068878285
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.01,shuffled_projection,parameter_jacobian_nonroot,24,5.806030858685126,4.89488383162271,7,8,0.33547650281123154
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.01,shuffled_projection,parameter_gradient_nonroot,24,8.46563097290177,4.441119174714011,7,8,0.3535289847225356
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.03,subtree_projection,path_q,6,1.017296771268361,2.1701925420438566,3,3,0.6263542770495888
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.03,subtree_projection,loss_credit,6,1.4068681109595447,2.3785233925657336,3,3,0.5693636068878285
frozen_algebraic_replay,127212,matching,0,compatible,adam,0.03,subtree_projection,parameter_jacobian_nonroot,24,5.806030858685126,4.89488383162271,7,8,0.33547650281123154
