cohort,seed,family,step,structure,optimizer,rate,rule,field,dimensions,total_energy,effective_rank,rank95,rank99,leading_fraction
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,exact,path_q,6,0.3240422094294646,2.8130523243466206,4,5,0.5166270592251706
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,exact,loss_credit,6,0.3172059437364899,2.6331414872382966,4,5,0.5273346058443391
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,exact,parameter_jacobian_nonroot,24,1.1405702549560008,8.200434914198244,13,14,0.2480782616827688
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,exact,parameter_gradient_nonroot,24,1.0945854462825886,6.759903930438942,12,14,0.27629002965780447
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,broadcast,path_q,6,0.3240422094294646,2.8130523243466206,4,5,0.5166270592251706
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,broadcast,loss_credit,6,0.3172059437364899,2.6331414872382966,4,5,0.5273346058443391
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,broadcast,parameter_jacobian_nonroot,24,1.1405702549560008,8.200434914198244,13,14,0.2480782616827688
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,broadcast,parameter_gradient_nonroot,24,1.0945854462825886,6.759903930438942,12,14,0.27629002965780447
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,global_projection,path_q,6,0.3240422094294646,2.8130523243466206,4,5,0.5166270592251706
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,global_projection,loss_credit,6,0.3172059437364899,2.6331414872382966,4,5,0.5273346058443391
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,global_projection,parameter_jacobian_nonroot,24,1.1405702549560008,8.200434914198244,13,14,0.2480782616827688
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,global_projection,parameter_gradient_nonroot,24,1.0945854462825886,6.759903930438942,12,14,0.27629002965780447
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,subtree_projection,path_q,6,0.3240422094294646,2.8130523243466206,4,5,0.5166270592251706
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,subtree_projection,loss_credit,6,0.3172059437364899,2.6331414872382966,4,5,0.5273346058443391
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,subtree_projection,parameter_jacobian_nonroot,24,1.1405702549560008,8.200434914198244,13,14,0.2480782616827688
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,subtree_projection,parameter_gradient_nonroot,24,1.0945854462825886,6.759903930438942,12,14,0.27629002965780447
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,shuffled_projection,path_q,6,0.3240422094294646,2.8130523243466206,4,5,0.5166270592251706
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,shuffled_projection,loss_credit,6,0.3172059437364899,2.6331414872382966,4,5,0.5273346058443391
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,shuffled_projection,parameter_jacobian_nonroot,24,1.1405702549560008,8.200434914198244,13,14,0.2480782616827688
frozen_algebraic_replay,127215,matching,0,compatible,sgd,0.03,shuffled_projection,parameter_gradient_nonroot,24,1.0945854462825886,6.759903930438942,12,14,0.27629002965780447
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.003,broadcast,path_q,6,0.3240422094294646,2.8130523243466206,4,5,0.5166270592251706
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.003,broadcast,loss_credit,6,0.3172059437364899,2.6331414872382966,4,5,0.5273346058443391
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.003,broadcast,parameter_jacobian_nonroot,24,1.1405702549560008,8.200434914198244,13,14,0.2480782616827688
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.003,broadcast,parameter_gradient_nonroot,24,1.0945854462825886,6.759903930438942,12,14,0.27629002965780447
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.01,exact,path_q,6,0.3240422094294646,2.8130523243466206,4,5,0.5166270592251706
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.01,exact,loss_credit,6,0.3172059437364899,2.6331414872382966,4,5,0.5273346058443391
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.01,exact,parameter_jacobian_nonroot,24,1.1405702549560008,8.200434914198244,13,14,0.2480782616827688
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.01,exact,parameter_gradient_nonroot,24,1.0945854462825886,6.759903930438942,12,14,0.27629002965780447
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.01,global_projection,path_q,6,0.3240422094294646,2.8130523243466206,4,5,0.5166270592251706
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.01,global_projection,loss_credit,6,0.3172059437364899,2.6331414872382966,4,5,0.5273346058443391
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.01,global_projection,parameter_jacobian_nonroot,24,1.1405702549560008,8.200434914198244,13,14,0.2480782616827688
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.01,global_projection,parameter_gradient_nonroot,24,1.0945854462825886,6.759903930438942,12,14,0.27629002965780447
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.01,shuffled_projection,path_q,6,0.3240422094294646,2.8130523243466206,4,5,0.5166270592251706
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.01,shuffled_projection,loss_credit,6,0.3172059437364899,2.6331414872382966,4,5,0.5273346058443391
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.01,shuffled_projection,parameter_jacobian_nonroot,24,1.1405702549560008,8.200434914198244,13,14,0.2480782616827688
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.01,shuffled_projection,parameter_gradient_nonroot,24,1.0945854462825886,6.759903930438942,12,14,0.27629002965780447
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.03,subtree_projection,path_q,6,0.3240422094294646,2.8130523243466206,4,5,0.5166270592251706
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.03,subtree_projection,loss_credit,6,0.3172059437364899,2.6331414872382966,4,5,0.5273346058443391
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.03,subtree_projection,parameter_jacobian_nonroot,24,1.1405702549560008,8.200434914198244,13,14,0.2480782616827688
frozen_algebraic_replay,127215,matching,0,compatible,adam,0.03,subtree_projection,parameter_gradient_nonroot,24,1.0945854462825886,6.759903930438942,12,14,0.27629002965780447
