cohort,seed,family,step,structure,optimizer,rate,rule,field,index,eigenvalue,fraction
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,path_q,1,0.40678709956323134,0.6638938487555802
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,path_q,2,0.09298294258125292,0.15175211722586016
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,path_q,3,0.07839922112557578,0.12795086350669238
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,path_q,4,0.019422635778935635,0.031698567712939656
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,path_q,5,0.01083558711975133,0.017684139059920976
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,path_q,6,0.004301642630568782,0.007020463739006732
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,loss_credit,1,0.40076588380817424,0.6662664229389642
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,loss_credit,2,0.09808529436055129,0.1630651231974625
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,loss_credit,3,0.06682578376294016,0.11109672181861185
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,loss_credit,4,0.020962150261375274,0.034849216053631345
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,loss_credit,5,0.011636982684869943,0.01934628455290889
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,loss_credit,6,0.0032338567122622555,0.005376231438421121
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,parameter_jacobian_nonroot,1,0.4115020630478523,0.21048745110136124
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,parameter_jacobian_nonroot,2,0.28001442472186516,0.14323019936953632
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,parameter_jacobian_nonroot,3,0.21177469662875006,0.10832489093977166
frozen_algebraic_replay,127201,matching,0,compatible,sgd,0.03,exact,parameter_jacobian_nonroot,4,0.1827456141324119,0.09347622277706838
