cohort,seed,family,step,structure,optimizer,rate,rule,dictionary,channels,is_projection,population_nmse,sites,field_energy_fidelity,mean_per_example_fidelity,error_weighted_energy_fidelity,nonzero_field_examples,eligibility_weighted_update_fidelity,population_gradient_cosine_nonroot,population_gradient_cosine_full,population_gradient_relative_error_nonroot,population_gradient_norm_nonroot
frozen_algebraic_replay,127218,matching,0,compatible,sgd,0.03,exact,unit_broadcast_fixed,1,False,1.6705172744458796,6,-1.6177909322044952,-2.1889112923330445,-1.2812217853601777,256,-1.2390936860040926,-0.1448554782232674,-0.05475919334533831,1.5781265121630008,1.5481743126728298
frozen_algebraic_replay,127218,matching,0,compatible,sgd,0.03,exact,initial_mean_fixed,1,False,1.6705172744458796,6,0.8358321481958829,0.8197276221869781,0.7785791677787215,256,0.8014212787119684,0.9334915125377312,0.9392495974023258,0.3603419860449104,1.5481743126728298
frozen_algebraic_replay,127218,matching,0,compatible,sgd,0.03,exact,initial_mean_projection,1,True,1.6705172744458796,6,0.892685203404219,0.8876187356787182,0.8457572744034536,256,0.875201084680155,0.949092597245302,0.9534555665487153,0.3172019363904938,1.5481743126728298
frozen_algebraic_replay,127218,matching,0,compatible,sgd,0.03,exact,best_fixed_rank1_q,1,True,1.6705172744458796,6,0.8975548405876697,0.8750077326391984,0.8672548659529615,256,0.8945301688601954,0.9553652884443312,0.9591953558277863,0.2968222866869803,1.5481743126728298
frozen_algebraic_replay,127218,matching,0,compatible,sgd,0.03,exact,best_fixed_rank1_error,1,True,1.6705172744458796,6,0.8795035728322289,0.8263372761079081,0.8846000372805607,256,0.9119785637589469,0.9618997708120907,0.9651859479804026,0.2734930761196823,1.5481743126728298
frozen_algebraic_replay,127218,matching,0,compatible,sgd,0.03,exact,uniform_projection,1,True,1.6705172744458796,6,0.0272325568212215,0.019046812931633073,0.03420836528914728,256,0.021194350281042662,-0.07743879245092934,0.2205926326078364,1.0260794296726625,1.5481743126728298
frozen_algebraic_replay,127218,matching,0,compatible,sgd,0.03,exact,ancestry_K2,2,True,1.6705172744458796,6,0.05610772278013021,0.04038795164919302,0.07971323648181994,256,0.013809475272796967,-0.0572187571752798,0.17193465262855098,1.0578914400485289,1.5481743126728298
frozen_algebraic_replay,127218,matching,0,compatible,sgd,0.03,exact,ancestry_K3,3,True,1.6705172744458796,6,0.6233612016000084,0.5393094079302129,0.6656155226065092,256,0.6768231774784654,0.7717514935964188,0.7933107022523341,0.6389138494641703,1.5481743126728298
frozen_algebraic_replay,127218,matching,0,compatible,sgd,0.03,exact,ancestry_K4,4,True,1.6705172744458796,6,0.9266028158419969,0.8877431820137347,0.9306237337983077,256,0.9560696408256945,0.977695107596714,0.9796056856042054,0.2100303397710726,1.5481743126728298
frozen_algebraic_replay,127218,matching,0,compatible,sgd,0.03,exact,ancestry_K5,5,True,1.6705172744458796,6,0.951397247438698,0.9256942612581608,0.9554186080923768,256,0.9680411212088842,0.9860732810267956,0.9872614807752464,0.1663157226168055,1.5481743126728298
frozen_algebraic_replay,127218,matching,0,compatible,sgd,0.03,exact,ancestry_K6,6,True,1.6705172744458796,6,1.0,1.0,1.0,256,1.0,0.9999999999999997,0.9999999999999997,4.352038105555314e-15,1.5481743126728298
frozen_algebraic_replay,127218,matching,0,compatible,sgd,0.03,broadcast,unit_broadcast_fixed,1,False,1.6705172744458796,6,-1.6177909322044952,-2.1889112923330445,-1.2812217853601777,256,-1.2390936860040926,-0.1448554782232674,-0.05475919334533831,1.5781265121630008,1.5481743126728298
frozen_algebraic_replay,127218,matching,0,compatible,sgd,0.03,broadcast,initial_mean_fixed,1,False,1.6705172744458796,6,0.8358321481958829,0.8197276221869781,0.7785791677787215,256,0.8014212787119684,0.9334915125377312,0.9392495974023258,0.3603419860449104,1.5481743126728298
