cohort,seed,family,step,structure,optimizer,rate,rule,field,dimensions,total_energy,effective_rank,rank95,rank99,leading_fraction
frozen_algebraic_replay,127204,matching,0,compatible,sgd,0.03,exact,path_q,6,2.3704135864411815,1.038512264003175,1,2,0.9811570834253511
frozen_algebraic_replay,127204,matching,0,compatible,sgd,0.03,exact,loss_credit,6,5.3369952899181285,1.0477889875712427,1,2,0.976709588070446
frozen_algebraic_replay,127204,matching,0,compatible,sgd,0.03,exact,parameter_jacobian_nonroot,24,8.177082241494734,5.410722535274713,7,9,0.28694515156102635
frozen_algebraic_replay,127204,matching,0,compatible,sgd,0.03,exact,parameter_gradient_nonroot,24,19.289151812099483,4.269313454517685,6,8,0.3747854154178976
frozen_algebraic_replay,127204,matching,0,compatible,sgd,0.03,broadcast,path_q,6,2.3704135864411815,1.038512264003175,1,2,0.9811570834253511
frozen_algebraic_replay,127204,matching,0,compatible,sgd,0.03,broadcast,loss_credit,6,5.3369952899181285,1.0477889875712427,1,2,0.976709588070446
frozen_algebraic_replay,127204,matching,0,compatible,sgd,0.03,broadcast,parameter_jacobian_nonroot,24,8.177082241494734,5.410722535274713,7,9,0.28694515156102635
frozen_algebraic_replay,127204,matching,0,compatible,sgd,0.03,broadcast,parameter_gradient_nonroot,24,19.289151812099483,4.269313454517685,6,8,0.3747854154178976
frozen_algebraic_replay,127204,matching,0,compatible,sgd,0.03,global_projection,path_q,6,2.3704135864411815,1.038512264003175,1,2,0.9811570834253511
frozen_algebraic_replay,127204,matching,0,compatible,sgd,0.03,global_projection,loss_credit,6,5.3369952899181285,1.0477889875712427,1,2,0.976709588070446
frozen_algebraic_replay,127204,matching,0,compatible,sgd,0.03,global_projection,parameter_jacobian_nonroot,24,8.177082241494734,5.410722535274713,7,9,0.28694515156102635
frozen_algebraic_replay,127204,matching,0,compatible,sgd,0.03,global_projection,parameter_gradient_nonroot,24,19.289151812099483,4.269313454517685,6,8,0.3747854154178976
frozen_algebraic_replay,127204,matching,0,compatible,sgd,0.03,subtree_projection,path_q,6,2.3704135864411815,1.038512264003175,1,2,0.9811570834253511
