left,right,functional_similarity,tree_distance_um,shared_path_um,shared_path_fraction,lca_depth,euclidean_distance_um,path_depth_difference_um,same_major_branch
0,1,0.16919421049946504,204.36381932464786,0.0,0.0,0.0,124.67668317692767,58.31424632085856,False
0,2,0.1087795227623186,242.4742245764226,0.0,0.0,0.0,114.4892689469192,20.203841069083808,False
0,3,0.09440733006032932,252.90394237989383,0.0,0.0,0.0,77.30897220892277,9.774123265612587,False
0,4,-0.05422210204835401,240.94815802473363,0.0,0.0,0.0,126.6675532881251,21.729907620772806,False
0,5,0.5175214691499131,246.5721425617984,0.0,0.0,0.0,123.31349836899449,16.105923083708035,False
0,6,-0.12113977239515654,219.82074859806175,0.0,0.0,0.0,44.02692194555515,42.85731704744468,False
0,7,0.18232100346299435,258.3915033312491,0.0,0.0,0.0,94.23975891310414,4.286562314257324,False
1,2,-0.017433834288738462,150.88856186720457,16.635708194179742,0.22780906307405804,1.0,35.15633200434883,38.11040525177475,True
1,3,0.12916530769920523,194.58969605903528,0.0,0.0,0.0,79.69118837111175,48.54012305524597,False
1,4,0.1658681303175495,182.63391170387507,0.0,0.0,0.0,104.05609871602908,36.58433870008575,False
1,5,0.21325967179957817,188.25789624093983,0.0,0.0,0.0,39.6945586195387,42.20832323715052,False
1,6,0.2534258027316906,161.5065022772032,0.0,0.0,0.0,108.24299389798865,15.456929273413877,False
1,7,0.09537472700628202,200.07725701039055,0.0,0.0,0.0,30.876321024370803,54.027684006601234,False
2,3,0.24083948952568515,232.70010131081003,0.0,0.0,0.0,52.645126802012804,10.42971780347122,False
2,4,0.4091530709759629,220.74431695564982,0.0,0.0,0.0,129.46183771289512,1.5260665516889986,False
2,5,-0.008042347311088468,226.36830149271458,0.0,0.0,0.0,70.75553993858004,4.097917985375773,False
2,6,-0.11223920401126546,199.61690752897795,0.0,0.0,0.0,110.37998775140362,22.653475978360873,False
2,7,-0.09481303649238676,238.1876622621653,0.0,0.0,0.0,38.94313310456675,15.917278754826484,False
3,4,0.4801611872524998,231.174034759121,0.0,0.0,0.0,140.80620418149198,11.955784355160219,False
3,5,0.2748359702351518,236.7980192961858,0.0,0.0,0.0,103.24216471965323,6.331799818095448,False
3,6,0.05364485728371638,210.04662533244914,0.0,0.0,0.0,89.15494682854123,33.083193781832094,False
3,7,0.1382664341730962,214.42430970487635,17.096535180380066,0.14063709044544614,1.0,60.49953811393941,5.487560951355263,True
4,5,0.11489471746489897,224.8422349410256,0.0,0.0,0.0,71.7448626174725,5.623984537064771,False
4,6,-0.05948338877817539,198.09084097728893,0.0,0.0,0.0,83.94094724268962,21.127409426671875,False
4,7,0.0024654285670211444,236.6615957104763,0.0,0.0,0.0,92.00434424525828,17.443345306515482,False
5,6,0.09035338548676332,203.71482551435372,0.0,0.0,0.0,96.64345523624459,26.751393963736646,False
5,7,0.3612511436534513,242.28558024754108,0.0,0.0,0.0,42.89479893879909,11.81936076945071,False
6,7,-0.14150584763586527,215.53418628380442,0.0,0.0,0.0,78.36843977010133,38.57075473318736,False
