phase,task,optimizer,rule,seed,rate,selected_rate,common_rate,best_step,validation_nmse,test_nmse,path_ancestry_three_oracle_capture,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_ancestry_three_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
extension,aligned_strong,adam,ancestry_three_oracle,2110.5,0.03,1.0,1.0,13926.4,3.6701028481724616e-07,3.7959553729323947e-07,0.9490974105080117,0.9036989482232363,1.2113726210269604,0.5444576054979928,0.825808927669358,0.9500248863451853,0.9262438491872119,1.1594410370416968,0.5466348785203244,0.825407135966436,0.7159467530440331,0.7270374097432771
extension,aligned_strong,adam,calibrated_broadcast,2110.5,0.03,1.0,1.0,8396.8,0.00047637796258987765,0.00046168974241095936,0.9352293263662876,0.9158826913508751,1.1848433152497537,0.5685818669671046,0.8185447787322498,0.9356156034658021,0.9209117296215961,1.1730749735327959,0.5691395017037453,0.8212978979750204,0.7130211273164281,0.7187994645129997
extension,aligned_strong,adam,exact,2110.5,0.03,1.0,1.0,11878.4,3.949201978320462e-07,3.789745716078419e-07,0.9486226675630116,0.9067367372111095,1.2041278363282937,0.5496121624971727,0.8283953800141948,0.9471924813173007,0.9265436108629789,1.1590776633274873,0.558103148590758,0.8383852718242316,0.7256077661629644,0.7595092506521491
extension,aligned_strong,adam,unit_broadcast,2110.5,0.03,1.0,1.0,8396.8,0.0004762796960301609,0.00046160800932004074,0.9352133146836307,0.9158874204737577,1.1848305090876081,0.568579416480375,0.8185184124844576,0.9358236508067976,0.9218565516599095,1.1707917455486976,0.5677992021846352,0.817791648668995,0.7129966020906776,0.7044614479213064
extension,aligned_strong,sgd,ancestry_three_oracle,2110.5,0.3,1.0,1.0,16384.0,0.00012716012007278678,0.00012528161972748673,0.9574554959163486,0.9049329107372787,1.2084043293555091,0.5507337466624629,0.8450439431071686,0.9578282681703257,0.90965815020205,1.19723871604484,0.5524021000867104,0.843971102307116,0.7509797278819882,0.7557059012533651
extension,aligned_strong,sgd,calibrated_broadcast,2110.5,0.3,1.0,1.0,12902.4,0.0012730517754275736,0.0012364527193732275,0.9681732995013317,0.9184229851135676,1.1771163886636091,0.5637478412162235,0.8708131047307267,0.9679881508870187,0.919448166936179,1.1747037897977084,0.5654087039531075,0.8720934056666291,0.792339139575541,0.7912384060886142
extension,aligned_strong,sgd,exact,2110.5,0.3,1.0,1.0,16384.0,0.00013275160752830473,0.00013074850035170948,0.9528575624465899,0.9070483431177261,1.2034705001351844,0.5501567591644755,0.8381238799832211,0.9532016646919843,0.9115959626710625,1.1927191162153203,0.5513934487911372,0.8368624160571982,0.7488821231021207,0.7535822656020578
extension,aligned_strong,sgd,unit_broadcast,2110.5,0.3,1.0,1.0,12953.6,0.000889523880659702,0.0008732313755901611,0.9584121242278911,0.9060546967758005,1.2058994489963992,0.5601077852265257,0.8486134367044359,0.9586018362192752,0.9079567492811129,1.201395553804357,0.5597411297993679,0.8492687383108513,0.7462938648575088,0.734887263022944
extension,opposed_strong,adam,ancestry_three_oracle,2110.5,0.03,1.0,1.0,12902.4,8.639513170082967e-07,9.025040124622714e-07,0.9613312411755922,0.8794388540988873,1.269146389828431,0.5335177482651359,0.8287492499731153,0.9608675206060472,0.8988816363448402,1.2230259788785574,0.5341529872213707,0.8341106697708579,0.6519359193932449,0.6662944452472715
extension,opposed_strong,adam,calibrated_broadcast,2110.5,0.03,1.0,1.0,7424.0,0.6246375675624207,0.6282257114236832,0.808711955984803,0.8896490411698899,1.2512794580038513,0.5006230158369479,0.6369991420032755,0.8074366980359017,0.888522040244933,1.2541056496587477,0.5003623154138286,0.6371899239254638,0.5321352209291029,0.5372037584655284
extension,opposed_strong,adam,exact,2110.5,0.03,1.0,1.0,12902.4,2.519828142198689e-07,2.475047674831068e-07,0.9621632121584002,0.8808865732369291,1.2656119070735024,0.5365105051206095,0.8310988879699064,0.9619453253483918,0.9036812970017996,1.2114982898873803,0.5364678116278324,0.8389303170808213,0.6517956635455587,0.6804902994042287
extension,opposed_strong,adam,unit_broadcast,2110.5,0.03,1.0,1.0,7424.0,0.6246377176113136,0.6282258221457225,0.8087117148403887,0.8896489445958654,1.2512797030276528,0.5006231755577228,0.6369984767121104,0.8074364623731917,0.8885216414680167,1.254106659191082,0.5003623156369023,0.6371900723606035,0.5321330917772702,0.5372071988823028
extension,opposed_strong,sgd,ancestry_three_oracle,2110.5,0.3,1.0,1.0,16384.0,0.00013244175447152412,0.0001325263486767622,0.9604242722656459,0.8733892238760017,1.283978789794227,0.5274467049293755,0.8227395136211728,0.9605719982564285,0.8917250124966187,1.2402258445666476,0.5271128738880606,0.8175784637499778,0.6201327170313643,0.6037002842304224
extension,opposed_strong,sgd,calibrated_broadcast,2110.5,0.3,1.0,1.0,12851.2,0.713244700127006,0.7174317957349565,0.8805700642254933,0.912924221444985,1.198764333476294,0.5022255793207672,0.7127656355455461,0.8808976491196081,0.9131297339613326,1.1982520349884342,0.502238845219174,0.7134295515730644,0.6110002327517122,0.6271479435817826
extension,opposed_strong,sgd,exact,2110.5,0.3,1.0,1.0,16384.0,0.00013491979491849827,0.0001348744300502986,0.9614767043903502,0.8729903502207605,1.2849607460561883,0.5272586886584985,0.8236571141622463,0.9615945940882542,0.8908654541294398,1.242290862898146,0.5270037170504476,0.8194436432326931,0.6191189508843501,0.60527190264683
extension,opposed_strong,sgd,unit_broadcast,2110.5,0.3,1.0,1.0,9472.0,0.6218125596162432,0.6263588024142877,0.8735306046162414,0.9072406751339388,1.2109681947121087,0.49524741840447595,0.7017806358772882,0.873106173103982,0.9072287225768921,1.2110339005441717,0.4952476337686843,0.701999087072976,0.6370358852197394,0.6500533767240974
fresh,aligned_strong,adam,ancestry_three_oracle,2110.5,0.03,1.0,1.0,4096.0,1.2321502417013601e-05,1.2047820008165223e-05,0.9429422210164106,0.9123189496057735,1.191385307249586,0.5485251215840583,0.8201511026579252,0.9411399824914415,0.938511295900341,1.1321399681131838,0.5578611794886015,0.8347456412639286,0.7320425409588521,0.7740551285810443
fresh,aligned_strong,adam,calibrated_broadcast,2110.5,0.03,1.0,1.0,3686.4,0.0006658498014537396,0.0006542329218689795,0.9219755138964683,0.9405725909771346,1.126844779962279,0.5973710307081201,0.822163665102069,0.9221133239286061,0.9420619901644223,1.1234398955100868,0.5992657692157501,0.8264187524760374,0.7696084142545877,0.7762992954581778
fresh,aligned_strong,adam,exact,2110.5,0.03,1.0,1.0,4096.0,9.31332807775647e-06,9.108524915060454e-06,0.9437886231010552,0.9120869802562253,1.1918633545548567,0.5510054271693227,0.822300162301221,0.9418116535912897,0.9405017379735419,1.1277420766950013,0.5624838848201801,0.8372811622957375,0.7327244263067666,0.7729989278041646
fresh,aligned_strong,adam,unit_broadcast,2110.5,0.03,1.0,1.0,3686.4,0.0006658715418849222,0.0006542550319326939,0.9219735365741807,0.9405732238559755,1.1268434497246338,0.597370258340369,0.8221611624755123,0.9221102764526423,0.9420627864380686,1.1234381647780356,0.599266306103042,0.8264160315875451,0.769607532016958,0.7763001279629211
fresh,aligned_strong,sgd,ancestry_three_oracle,2110.5,0.3,1.0,1.0,4096.0,0.00020285002380129053,0.0001994971220322852,0.9580546300551778,0.90714389827639,1.2031997581422176,0.5532036319969713,0.8473955951612441,0.9568623466236081,0.9164863147073671,1.1815505839702554,0.5608552027424318,0.8570407921802176,0.7590462982573205,0.7840589409705476
fresh,aligned_strong,sgd,calibrated_broadcast,2110.5,0.3,1.0,1.0,3584.0,0.001803684168159595,0.001778328604286145,0.9577033708526702,0.9125653502682953,1.1904807939651723,0.5602499185024056,0.8541611173963425,0.9579724112479099,0.9184387824973381,1.1770073423941292,0.5658941375811801,0.8508336296919079,0.7755551352859793,0.7685045774121264
fresh,aligned_strong,sgd,exact,2110.5,0.3,1.0,1.0,4096.0,0.00021370556831521245,0.00021023588747904131,0.9529668399312612,0.9095669390427682,1.1975637287487102,0.5526834303777309,0.8395803392287513,0.951351751417226,0.9187809583155382,1.176330959694004,0.5614039700254392,0.8525062117989964,0.7566934488186339,0.7880728587799088
fresh,aligned_strong,sgd,unit_broadcast,2110.5,0.3,1.0,1.0,3046.4,0.0012126607778515442,0.0011911708717430726,0.954981113087044,0.9020570720408921,1.2149775560597635,0.5542609927632582,0.8410449645122439,0.954943929788176,0.9047197114097676,1.2086555462262059,0.5545679975936314,0.8431509991652876,0.738902460597042,0.7321305321588305
fresh,opposed_strong,adam,ancestry_three_oracle,2110.5,0.03,1.0,1.0,4096.0,2.0334174163799938e-05,2.022160344313787e-05,0.9610025400199126,0.8748841871527354,1.280317717861982,0.529409112713043,0.8239495499253076,0.9614525429201042,0.8888587728659575,1.24662915310604,0.527821656326891,0.8217055870399055,0.632042876107374,0.628706019385414
fresh,opposed_strong,adam,calibrated_broadcast,2110.5,0.03,1.0,1.0,2560.0,0.6605705769664807,0.6644816387842936,0.8281645035788843,0.8982703744478607,1.2320359386762259,0.5016868238029824,0.6607935971685264,0.8271940235715881,0.8979844520747939,1.2327836668681917,0.5016080514246402,0.661945394011008,0.4615953148715327,0.479177616699299
fresh,opposed_strong,adam,exact,2110.5,0.03,1.0,1.0,4096.0,1.9872958367148223e-05,1.9819503151723005e-05,0.9615457842903596,0.8753662155084955,1.279134612274282,0.53086073706268,0.8250751919040991,0.961952248144617,0.8885303762363147,1.247452525182572,0.5295054662621189,0.8241075335425518,0.6299075151639635,0.6347942880696953
fresh,opposed_strong,adam,unit_broadcast,2110.5,0.03,1.0,1.0,2560.0,0.6605706059776392,0.6644816485323165,0.828164343676684,0.8982702376609366,1.2320362377374579,0.5016866674315847,0.6607934374050018,0.8271938962468435,0.8979843096888164,1.2327839804722103,0.5016078984319888,0.6619452735217604,0.4615964316894944,0.479178342416635
fresh,opposed_strong,sgd,ancestry_three_oracle,2110.5,0.3,1.0,1.0,4096.0,0.00016500803323267504,0.0001649390930058083,0.960131663382441,0.8727090641542021,1.2856535604287465,0.5267757923099843,0.8216798866654749,0.9603404432122726,0.8934186532383557,1.2363308351060007,0.5264225409427395,0.8157765814666066,0.6166490454969351,0.6001446006321166
fresh,opposed_strong,sgd,calibrated_broadcast,2110.5,0.3,1.0,1.0,3228.8,0.7461679983454497,0.7502429387866172,0.8930025043295124,0.9213445352544488,1.1778278451941513,0.5061712028107499,0.7309932321485713,0.893493695876957,0.9218930087031104,1.1765220053197094,0.5060393191397777,0.7306826554578001,0.6310366358667486,0.6410024130330364
fresh,opposed_strong,sgd,exact,2110.5,0.3,1.0,1.0,4096.0,0.00016754185641889595,0.00016728619842576632,0.9613306970727405,0.8722782411279377,1.2867147584358123,0.5265761962712365,0.8227529828866442,0.9615035452782837,0.893159469259551,1.2369541851470485,0.5262999141985774,0.8179518513294012,0.6156491453448344,0.6019169797232818
fresh,opposed_strong,sgd,unit_broadcast,2110.5,0.3,1.0,1.0,3072.0,0.6619879196007126,0.6646825070406789,0.8699501185487637,0.9153325113011878,1.1926901390848272,0.4904992760873868,0.6974138605865483,0.8695876397081953,0.9150295998506499,1.1934815486825407,0.4904670977285031,0.6983918038900507,0.6172141512330602,0.6322013132279565
