seed,family,structure,optimizer,rate,rule,step,test_nmse,population_nmse,variance,gradient_cosine,field_relative_squared_error,gradient_clipped_steps,parameter_projected_steps,parameter_norm,max_abs_parameter,centered_cut_bound,parameters,edges,depth,elapsed_seconds,selected_rate
127200,matching,compatible,sgd,0.03,exact,0,1.4095481325515862,1.388945270707679,1.0,0.9999999999999998,0.0,0,0,2.1703673825032297,1.1628645270735287,0.0,28,14,3,0.0415748170344159,0.03
127200,matching,compatible,sgd,0.03,broadcast,0,1.4095481325515862,1.388945270707679,1.0,0.160397261330395,3.8692441233864514,0,0,2.1703673825032297,1.1628645270735287,0.0,28,14,3,0.0415841690264642,0.03
127200,matching,compatible,sgd,0.03,global_projection,0,1.4095481325515862,1.388945270707679,1.0,0.6162597959682312,0.4278441250606696,0,0,2.1703673825032297,1.1628645270735287,0.0,28,14,3,0.0415976590011268,0.03
127200,matching,compatible,sgd,0.03,subtree_projection,0,1.4095481325515862,1.388945270707679,1.0,0.6069730158235208,0.378054578650611,0,0,2.1703673825032297,1.1628645270735287,0.0,28,14,3,0.0416067619808018,0.03
127200,matching,compatible,sgd,0.03,shuffled_projection,0,1.4095481325515862,1.388945270707679,1.0,0.6707913698659712,0.3484821262299363,0,0,2.1703673825032297,1.1628645270735287,0.0,28,14,3,0.0416157620493322,0.03
127200,matching,compatible,adam,0.003,broadcast,0,1.4095481325515862,1.388945270707679,1.0,0.160397261330395,3.8692441233864514,0,0,2.1703673825032297,1.1628645270735287,0.0,28,14,3,0.0416337590431794,0.003
127200,matching,compatible,adam,0.01,exact,0,1.4095481325515862,1.388945270707679,1.0,0.9999999999999998,0.0,0,0,2.1703673825032297,1.1628645270735287,0.0,28,14,3,0.0416769810253754,0.01
127200,matching,compatible,adam,0.01,global_projection,0,1.4095481325515862,1.388945270707679,1.0,0.6162597959682312,0.4278441250606696,0,0,2.1703673825032297,1.1628645270735287,0.0,28,14,3,0.0416947860503569,0.01
127200,matching,compatible,adam,0.01,shuffled_projection,0,1.4095481325515862,1.388945270707679,1.0,0.6707913698659712,0.3484821262299363,0,0,2.1703673825032297,1.1628645270735287,0.0,28,14,3,0.041712571051903,0.01
127200,matching,compatible,adam,0.03,subtree_projection,0,1.4095481325515862,1.388945270707679,1.0,0.6069730158235208,0.378054578650611,0,0,2.1703673825032297,1.1628645270735287,0.0,28,14,3,0.0417481119511649,0.03
127200,matching,assignment_shuffled,sgd,0.03,exact,0,1.2745400143873118,1.2532563278678897,1.0,1.0000000000000002,0.0,0,0,2.1703673825032297,1.1628645270735287,0.5,28,14,3,0.041860842029564,0.03
127200,matching,assignment_shuffled,sgd,0.03,broadcast,0,1.2745400143873118,1.2532563278678897,1.0,0.1563892930506158,3.869244123386451,0,0,2.1703673825032297,1.1628645270735287,0.5,28,14,3,0.0418700480367988,0.03
127200,matching,assignment_shuffled,sgd,0.03,global_projection,0,1.2745400143873118,1.2532563278678897,1.0,0.6099407002493432,0.4278441250606696,0,0,2.1703673825032297,1.1628645270735287,0.5,28,14,3,0.0418789519462734,0.03
127200,matching,assignment_shuffled,sgd,0.03,subtree_projection,0,1.2745400143873118,1.2532563278678897,1.0,0.5997674399065608,0.378054578650611,0,0,2.1703673825032297,1.1628645270735287,0.5,28,14,3,0.041887782048434,0.03
127200,matching,assignment_shuffled,sgd,0.03,shuffled_projection,0,1.2745400143873118,1.2532563278678897,1.0,0.67788625755253,0.3484821262299363,0,0,2.1703673825032297,1.1628645270735287,0.5,28,14,3,0.0418966639554128,0.03
127200,matching,assignment_shuffled,adam,0.003,broadcast,0,1.2745400143873118,1.2532563278678897,1.0,0.1563892930506158,3.869244123386451,0,0,2.1703673825032297,1.1628645270735287,0.5,28,14,3,0.0419142469763755,0.003
127200,matching,assignment_shuffled,adam,0.01,exact,0,1.2745400143873118,1.2532563278678897,1.0,1.0000000000000002,0.0,0,0,2.1703673825032297,1.1628645270735287,0.5,28,14,3,0.0419528989586979,0.01
127200,matching,assignment_shuffled,adam,0.01,global_projection,0,1.2745400143873118,1.2532563278678897,1.0,0.6099407002493432,0.4278441250606696,0,0,2.1703673825032297,1.1628645270735287,0.5,28,14,3,0.0419704699888825,0.01
127200,matching,assignment_shuffled,adam,0.01,shuffled_projection,0,1.2745400143873118,1.2532563278678897,1.0,0.67788625755253,0.3484821262299363,0,0,2.1703673825032297,1.1628645270735287,0.5,28,14,3,0.0419881390407681,0.01
127200,matching,assignment_shuffled,adam,0.03,subtree_projection,0,1.2745400143873118,1.2532563278678897,1.0,0.5997674399065608,0.378054578650611,0,0,2.1703673825032297,1.1628645270735287,0.5,28,14,3,0.0420231380267068,0.03
127200,matching,compatible,sgd,0.03,exact,1,1.3863306987156598,1.3654608858752804,1.0,1.0,0.0,0,0,2.1616942281764224,1.1601077687587882,0.0,28,14,3,0.0855603589443489,0.03
127200,matching,compatible,sgd,0.03,broadcast,1,1.39849248955748,1.3786634841719951,1.0,0.1711792335067525,3.890377416489693,0,0,2.166853301351294,1.1527052116312324,0.0,28,14,3,0.0855694180354476,0.03
127200,matching,compatible,sgd,0.03,global_projection,1,1.4000527483023315,1.379468955186447,1.0,0.6218633154572848,0.4216057088017359,0,0,2.167794842677891,1.1628282930567988,0.0,28,14,3,0.0855784190353006,0.03
127200,matching,compatible,sgd,0.03,subtree_projection,1,1.400031725617838,1.379419398336371,1.0,0.612374388175725,0.3723011556195411,0,0,2.1682596977719144,1.1633008184447884,0.0,28,14,3,0.0855874139815568,0.03
127200,matching,compatible,sgd,0.03,shuffled_projection,1,1.3983695648622576,1.3776075158621617,1.0,0.67253874109701,0.3438853920690831,0,0,2.166706763123645,1.1642722615543215,0.0,28,14,3,0.0855964970542118,0.03
127200,matching,compatible,adam,0.003,broadcast,1,1.404202583435442,1.383687676626435,1.0,0.1608188278520444,3.884296705975271,0,0,2.167521824873297,1.1598645271621173,0.0,28,14,3,0.085614169947803,0.003
127200,matching,compatible,adam,0.01,exact,1,1.3652041696835144,1.3449722926556238,1.0,1.0000000000000002,0.0,0,0,2.139503296982715,1.152864528161763,0.0,28,14,3,0.0856976340292021,0.01
127200,matching,compatible,adam,0.01,global_projection,1,1.410093792869712,1.389167427632961,1.0,0.6293668896349119,0.4222956591099172,0,0,2.167017787957223,1.1528646098679698,0.0,28,14,3,0.0857161389430984,0.01
127200,matching,compatible,adam,0.01,shuffled_projection,1,1.3890777489480597,1.3682166996164882,1.0,0.6658821072747889,0.3437436755352648,0,0,2.166963144169734,1.1728645249424454,0.0,28,14,3,0.085733940009959,0.01
127200,matching,compatible,adam,0.03,subtree_projection,1,1.3768359800290442,1.3550616799910775,1.0,0.6323490618345446,0.3501091034443073,0,0,2.189165915966953,1.1928645064451266,0.0,28,14,3,0.0857754569733515,0.03
127200,matching,assignment_shuffled,sgd,0.03,exact,1,1.2598340873401583,1.2385224050161567,1.0,1.0,0.0,0,0,2.1611486700141507,1.158483858748628,0.5,28,14,3,0.08588124695234,0.03
127200,matching,assignment_shuffled,sgd,0.03,broadcast,1,1.2693564040032306,1.24789239692015,1.0,0.1686639205473545,3.879176747104643,0,0,2.166681525424231,1.159186188279591,0.5,28,14,3,0.0858900139573961,0.03
127200,matching,assignment_shuffled,sgd,0.03,global_projection,1,1.2682285497550547,1.2468826425357065,1.0,0.6151734507615398,0.4221456203111722,0,0,2.167768434381314,1.1624000832112804,0.5,28,14,3,0.0858989210100844,0.03
127200,matching,assignment_shuffled,sgd,0.03,subtree_projection,1,1.2680188572249491,1.2466854392245803,1.0,0.605239601746713,0.3729557720180013,0,0,2.167154483591745,1.1620465495267984,0.5,28,14,3,0.0859103889670223,0.03
127200,matching,assignment_shuffled,sgd,0.03,shuffled_projection,1,1.267162917700345,1.2458106188869775,1.0,0.6815242041547417,0.3432663185186386,0,0,2.1668578344855054,1.162239194599391,0.5,28,14,3,0.0859194350196048,0.03
127200,matching,assignment_shuffled,adam,0.003,broadcast,1,1.271924766145935,1.250661176724824,1.0,0.1603558507764273,3.879860185202052,0,0,2.167082454197581,1.1598645273182044,0.5,28,14,3,0.0859370250254869,0.003
127200,matching,assignment_shuffled,adam,0.01,exact,1,1.24836430301949,1.2272766541705933,1.0,0.9999999999999998,0.0,0,0,2.158827534635103,1.1528645277583556,0.5,28,14,3,0.0859722889726981,0.01
127200,matching,assignment_shuffled,adam,0.01,global_projection,1,1.2685224360393257,1.2471753941872,1.0,0.6192112784905868,0.4221243995941516,0,0,2.1610883824306817,1.152864533532863,0.5,28,14,3,0.0859897170448675,0.01
127200,matching,assignment_shuffled,adam,0.01,shuffled_projection,1,1.2561070066344424,1.234389382526471,1.0,0.6781041462668475,0.34162887227963,0,0,2.15017228330968,1.1528645318709745,0.5,28,14,3,0.0860070949420332,0.01
127200,matching,assignment_shuffled,adam,0.03,subtree_projection,1,1.252406060323455,1.23099494979299,1.0,0.6326053990881464,0.3612425398001655,0,0,2.139534810456447,1.1328645380762716,0.5,28,14,3,0.0860415779752656,0.03
127200,matching,compatible,sgd,0.03,exact,16,1.1435851818644631,1.12031696202401,1.0,1.0000000000000002,0.0,0,0,2.015050725043042,1.1118271491966123,0.0,28,14,3,0.1524899599608034,0.03
127200,matching,compatible,sgd,0.03,broadcast,16,1.1801841211427,1.167716224702568,1.0,0.2866073945219327,4.492053465911982,0,0,2.2243471047992163,1.228507071850316,0.0,28,14,3,0.152498970972374,0.03
127200,matching,compatible,sgd,0.03,global_projection,16,1.217518581626578,1.1963132734320516,1.0,0.7624558478594053,0.2641203646922057,0,0,2.1109964914955355,1.1552514843892416,0.0,28,14,3,0.1525080989813432,0.03
127200,matching,compatible,sgd,0.03,subtree_projection,16,1.2174901354287715,1.1963076670729516,1.0,0.7446217020539961,0.2342953368650409,0,0,2.1108245025085037,1.1520073996796163,0.0,28,14,3,0.1525169759988784,0.03
127200,matching,compatible,sgd,0.03,shuffled_projection,16,1.2129378004531093,1.190019842830313,1.0,0.757628518629751,0.223814439472725,0,0,2.0925915642125315,1.165459546819768,0.0,28,14,3,0.1525262600043788,0.03
127200,matching,compatible,adam,0.003,broadcast,16,1.3502143484675528,1.3314040622707828,1.0,0.1855249478580197,4.06041020051787,0,0,2.1455688689728056,1.1187271843184945,0.0,28,14,3,0.1525446570012718,0.003
127200,matching,compatible,adam,0.01,exact,16,1.0532284269485173,1.0298577395802588,1.0,1.0,0.0,0,0,1.8174642055337604,1.0246477815198665,0.0,28,14,3,0.1525831749895587,0.01
127200,matching,compatible,adam,0.01,global_projection,16,1.2545583193259993,1.2333883618364971,1.0,0.7660418349639978,0.308852759093935,0,0,2.130785280243732,1.030779285973927,0.0,28,14,3,0.152600890956819,0.01
127200,matching,compatible,adam,0.01,shuffled_projection,16,1.1485479503333904,1.119216092128415,1.0,0.6675140142274993,0.2355184267976035,0,0,2.041727675650247,1.2030463213251383,0.0,28,14,3,0.1526187229901552,0.01
127200,matching,compatible,adam,0.03,subtree_projection,16,0.9960045446398884,0.965541873349652,1.0,0.7911523966635807,0.1215796751042032,0,0,2.4583565699177656,1.1575696784156568,0.0,28,14,3,0.1526540060294792,0.03
127200,matching,assignment_shuffled,sgd,0.03,exact,16,1.124436347403777,1.1014514484688769,1.0,1.0,0.0,0,0,2.052910094489224,1.1104170884887097,0.5,28,14,3,0.1527711990056559,0.03
127200,matching,assignment_shuffled,sgd,0.03,broadcast,16,1.1795465783018582,1.155150517818473,1.0,0.2966080778978046,4.205565770719195,0,0,2.120884362356361,1.0438905376322232,0.5,28,14,3,0.1527803839417174,0.03
127200,matching,assignment_shuffled,sgd,0.03,global_projection,16,1.1747579238096422,1.15216495627146,1.0,0.7104052748425723,0.3161177767402764,0,0,2.130852449442938,1.157614896308049,0.5,28,14,3,0.1527894350001588,0.03
127200,matching,assignment_shuffled,sgd,0.03,subtree_projection,16,1.172350949994296,1.1499731707034624,1.0,0.7014855326596298,0.2783220456536532,0,0,2.126129721486512,1.1565383502673234,0.5,28,14,3,0.1527983309933915,0.03
127200,matching,assignment_shuffled,sgd,0.03,shuffled_projection,16,1.1678911754738337,1.1450810233373927,1.0,0.7500935652125486,0.2506529709431633,0,0,2.1279745903022924,1.1642466828718965,0.5,28,14,3,0.1528073230292648,0.03
