run_dir,factorization_weighted_cosine,factorization_weighted_relative_l2,factorization_weighted_scaled_relative_l2,factorization_weighted_scale_mismatch,factorization_weighted_r2,path_factor_scalar_weighted_cosine,path_factor_scalar_weighted_relative_l2,path_factor_scalar_weighted_scaled_relative_l2,path_factor_scalar_weighted_scale_mismatch,path_factor_scalar_weighted_r2,path_transport_weighted_cosine,path_transport_weighted_relative_l2,path_transport_weighted_scaled_relative_l2,path_transport_weighted_scale_mismatch,path_transport_weighted_r2,per_soma_weighted_cosine,per_soma_weighted_relative_l2,per_soma_weighted_scaled_relative_l2,per_soma_weighted_scale_mismatch,per_soma_weighted_r2,scalar_weighted_cosine,scalar_weighted_relative_l2,scalar_weighted_scaled_relative_l2,scalar_weighted_scale_mismatch,scalar_weighted_r2,path_gain_cv_mean,path_gain_mean
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_0,1.0000011608099482,1.116806251842294e-07,1.2030550250615167e-07,0.0,0.9999999999999875,0.019684977363795042,2.9804927887478083,0.9997362975202452,0.4446138187854953,-8.090192334419102,0.31558394317443555,75.81238589870534,0.9324986081552881,1.875435606648333,-5911.706883635336,0.06752018759456965,25.000613027704755,0.9799257745005572,1.360339247109762,-724.9937040713331,0.015324224108973375,21.203527816707485,0.9998247306745279,1.2504212384635178,-520.9039030270856,0.16186673818773029,0.21950572327925608
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_1,1.000000208426433,1.2592527093093263e-07,1.258768307165679e-07,3.8853394975945596e-11,0.999999999999984,0.010242275105646024,2.571307514286914,0.9998957301170095,0.3639966210026355,-5.8857494000883355,0.15721865112964922,24.581387394577238,0.9814722420636944,1.3817383055162025,-639.1229389498037,0.04354133458736424,17.66292822376874,0.9912249885506651,1.2310418795756932,-329.730145633019,0.009780259820847558,15.939577380257571,0.9999049540904077,1.1527631578237298,-282.08704205063407,0.24597428979876124,0.22161370057326096
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_10,1.0000001563244827,9.280924658127292e-08,1.8038520252110634e-07,1.628327517329532e-08,0.9999999999999913,0.06331963951771076,5.716598739508301,0.997372614841839,0.7361571838885991,-34.686777067578234,0.16937623688807854,31.180867087232443,0.9802464513512548,1.4773136298070875,-1067.686886061861,0.08059993013739586,38.25887833809095,0.9907411994645025,1.575379234016959,-1509.45043247408,0.05647958098695828,35.96110751010581,0.9978264959603073,1.5185255888224036,-1410.0303684076944,0.24856028286132462,0.22336872151264778
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_11,1.0000005063165747,8.883754897744679e-08,2.931410088250549e-07,1.844119868864105e-08,0.9999999999999919,0.057437474911029525,7.909509835577018,0.9973427504355439,0.8326848930925047,-84.41939239363256,0.1503021109562654,36.57043233400317,0.9826615839189805,1.5003057719489807,-1844.4524653035317,0.0732046370036327,46.7853715277286,0.9934313421722385,1.6696439384441228,-2197.7865223917665,0.05402799222904902,44.568683169618836,0.997618263836337,1.6183080896998399,-2098.6150767602917,0.22374111393895385,0.2232443203146641
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_12,1.0000002978332792,1.1273040916726733e-07,2.3692499631047365e-07,3.425975341828235e-09,0.9999999999999875,0.04725355339738039,4.328085023661615,0.9983690781475265,0.5371782475434246,-25.78354277689288,0.15620126403295076,30.41738457381465,0.9797361688086094,1.3979595608326427,-1371.3969348878602,0.06903469190001488,24.802843524059952,0.9905615989323302,1.3863322142185124,-646.2274850875435,0.04164619600543609,21.983738217326273,0.9985938249875574,1.320375656191281,-509.283724805832,0.25576308223999733,0.2230577004643587
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_13,1.0000003574189296,7.609145972578452e-08,2.9925043257394864e-07,0.0,0.9999999999999938,0.05101494061259123,5.614225493843926,0.9983282400149844,0.7312698883060805,-32.779588404623865,0.16729979102428144,33.81659827647151,0.9783038418883273,1.5164039289863547,-1230.8680000697311,0.07637337566568302,38.694433202829075,0.9888621124008169,1.577640397631062,-1557.0029862387973,0.044585599635656066,36.2662699219927,0.9986673551399718,1.5173540204921125,-1449.7060032171626,0.23019263544762997,0.22319876574552977
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_14,1.0000002234319427,8.697442891325527e-08,1.7696082541176605e-07,1.9872377662684397e-08,0.9999999999999922,0.05041331941118607,5.031783764454842,0.9977112098721048,0.6627608512861577,-28.421834494181514,0.17751209151286346,29.1660104445991,0.9768673608619227,1.4333592989983752,-1003.6148205247905,0.07761599696599521,32.297921024986245,0.9893197579580058,1.5061296040063334,-1059.3733401549985,0.050709604643858396,29.75964507210642,0.9978107432903653,1.4468872179796528,-941.1766892282577,0.2457706423802048,0.22296714496154052
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_15,1.0000021592722796,1.0385609662796992e-07,4.6442239276935973e-07,6.263994847120135e-09,0.999999999999989,0.2958541695888226,17.12621911505683,0.9526916221827442,1.2208296719548464,-327.6290309878956,0.4512309798827538,71.80728409913182,0.8848751564934011,1.8392514234123531,-5776.444560888178,0.310988194667376,119.81636707023682,0.9404704919267556,2.06175813872747,-15249.75539922385,0.2931070648706876,111.29656130144342,0.9534607529815735,2.014165991358062,-13713.943817276846,0.06751822376831058,0.22399639968688673
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_16,1.0000017720415304,1.1012263706336068e-07,4.1938080604951956e-07,4.2713909606707965e-09,0.9999999999999878,0.31051260232925415,17.753058660136034,0.9481088310888889,1.2374710499379327,-350.47186602757995,0.46279677977928746,70.86395245714064,0.8789754070375155,1.8344276048924497,-5600.411886359586,0.32586851716041565,124.19292064075641,0.9357013660280529,2.0769735994688947,-16394.687782404184,0.30785544789754427,115.97607102741705,0.9489085417391826,2.0310056637177887,-14929.849283816562,0.06802910126157256,0.22394274519040033
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_17,1.0000017423056888,1.1406632082981022e-07,3.3733997178504266e-07,0.0,0.9999999999999867,0.31669662778194135,17.76707230766779,0.9452660663400448,1.235549941912201,-355.9999800945444,0.4462736455293802,70.13849247564008,0.8868663269174777,1.827399090878004,-5566.347039477374,0.3295902357651637,123.35670222737403,0.934391258908462,2.07529589440133,-16124.573684481058,0.3141506062104152,115.00255783053136,0.9460464052203391,2.0296921875322287,-14601.577959954318,0.06947699844756249,0.22365294969998872
