model,epoch,heldout_loss,heldout_accuracy,gradient_cosine_own_state,seed,calibration_samples,cue_noise_sd,cue_delay_trials,method,coefficient_group_accuracy,coefficient_target_mse,maximum_route_norm_error
0,0,0.684944882534,0.57666015625,0.97133964405,52002,16,0,0,oracle_context,1,0,0
1,0,0.684944882534,0.57666015625,0.97133964405,52002,16,0,0,learned_local_cue,1,0,0
2,0,0.684944882534,0.57666015625,-0.93916772444,52002,16,0,0,frozen_profile,0.25,0.1875,0
3,0,0.684944882534,0.57666015625,-0.911872566854,52002,16,0,0,mismatched_encoder,0,0.5,0
4,0,0.684944882534,0.57666015625,0.97133964405,52002,16,0,1,oracle_context,1,0,0
5,0,0.684944882534,0.57666015625,-0.902366463436,52002,16,0,1,learned_local_cue,0.24365234375,0.378173828125,0
6,0,0.684944882534,0.57666015625,-0.93916772444,52002,16,0,1,frozen_profile,0.25,0.1875,0
7,0,0.684944882534,0.57666015625,-0.920335066732,52002,16,0,1,mismatched_encoder,0.2490234375,0.37548828125,0
8,0,0.684944882534,0.57666015625,0.97133964405,52002,16,0,4,oracle_context,1,0,0
9,0,0.684944882534,0.57666015625,-0.899267008388,52002,16,0,4,learned_local_cue,0.24658203125,0.376708984375,0
10,0,0.684944882534,0.57666015625,-0.93916772444,52002,16,0,4,frozen_profile,0.25,0.1875,0
11,0,0.684944882534,0.57666015625,-0.883111563769,52002,16,0,4,mismatched_encoder,0.24462890625,0.377685546875,0
12,0,0.684944882534,0.57666015625,0.97133964405,52002,64,0,0,oracle_context,1,0,0
13,0,0.684944882534,0.57666015625,0.97133964405,52002,64,0,0,learned_local_cue,1,0,0
14,0,0.684944882534,0.57666015625,-0.93916772444,52002,64,0,0,frozen_profile,0.25,0.1875,0
15,0,0.684944882534,0.57666015625,-0.911872566854,52002,64,0,0,mismatched_encoder,0,0.5,0
16,0,0.684944882534,0.57666015625,0.97133964405,52002,64,0,1,oracle_context,1,0,0
17,0,0.684944882534,0.57666015625,-0.902366463436,52002,64,0,1,learned_local_cue,0.24365234375,0.378173828125,0
18,0,0.684944882534,0.57666015625,-0.93916772444,52002,64,0,1,frozen_profile,0.25,0.1875,0
19,0,0.684944882534,0.57666015625,-0.920335066732,52002,64,0,1,mismatched_encoder,0.2490234375,0.37548828125,0
20,0,0.684944882534,0.57666015625,0.97133964405,52002,64,0,4,oracle_context,1,0,0
