model,epoch,heldout_loss,heldout_accuracy,gradient_cosine_own_state,seed,calibration_samples,cue_noise_sd,cue_delay_trials,method,coefficient_group_accuracy,coefficient_target_mse,maximum_route_norm_error
0,0,0.685397593539,0.56494140625,0.98052286419,52006,16,0,0,oracle_context,1,0,0
1,0,0.685397593539,0.56494140625,0.98052286419,52006,16,0,0,learned_local_cue,1,0,0
2,0,0.685397593539,0.56494140625,-0.951456586976,52006,16,0,0,frozen_profile,0.25,0.1875,0
3,0,0.685397593539,0.56494140625,-0.932839371644,52006,16,0,0,mismatched_encoder,0,0.5,0
4,0,0.685397593539,0.56494140625,0.98052286419,52006,16,0,1,oracle_context,1,0,0
5,0,0.685397593539,0.56494140625,-0.913762401604,52006,16,0,1,learned_local_cue,0.23095703125,0.384521484375,0
6,0,0.685397593539,0.56494140625,-0.951456586976,52006,16,0,1,frozen_profile,0.25,0.1875,0
7,0,0.685397593539,0.56494140625,-0.927239436151,52006,16,0,1,mismatched_encoder,0.2568359375,0.37158203125,0
8,0,0.685397593539,0.56494140625,0.98052286419,52006,16,0,4,oracle_context,1,0,0
9,0,0.685397593539,0.56494140625,-0.913158534141,52006,16,0,4,learned_local_cue,0.2255859375,0.38720703125,0
10,0,0.685397593539,0.56494140625,-0.951456586976,52006,16,0,4,frozen_profile,0.25,0.1875,0
11,0,0.685397593539,0.56494140625,-0.933310131481,52006,16,0,4,mismatched_encoder,0.2529296875,0.37353515625,0
12,0,0.685397593539,0.56494140625,0.98052286419,52006,64,0,0,oracle_context,1,0,0
13,0,0.685397593539,0.56494140625,0.98052286419,52006,64,0,0,learned_local_cue,1,0,0
14,0,0.685397593539,0.56494140625,-0.951456586976,52006,64,0,0,frozen_profile,0.25,0.1875,0
15,0,0.685397593539,0.56494140625,-0.932839371644,52006,64,0,0,mismatched_encoder,0,0.5,0
16,0,0.685397593539,0.56494140625,0.98052286419,52006,64,0,1,oracle_context,1,0,0
17,0,0.685397593539,0.56494140625,-0.913762401604,52006,64,0,1,learned_local_cue,0.23095703125,0.384521484375,0
18,0,0.685397593539,0.56494140625,-0.951456586976,52006,64,0,1,frozen_profile,0.25,0.1875,0
19,0,0.685397593539,0.56494140625,-0.927239436151,52006,64,0,1,mismatched_encoder,0.2568359375,0.37158203125,0
20,0,0.685397593539,0.56494140625,0.98052286419,52006,64,0,4,oracle_context,1,0,0
21,0,0.685397593539,0.56494140625,-0.913158534141,52006,64,0,4,learned_local_cue,0.2255859375,0.38720703125,0
22,0,0.685397593539,0.56494140625,-0.951456586976,52006,64,0,4,frozen_profile,0.25,0.1875,0
23,0,0.685397593539,0.56494140625,-0.933310131481,52006,64,0,4,mismatched_encoder,0.2529296875,0.37353515625,0
24,0,0.685397593539,0.56494140625,0.98052286419,52006,256,0,0,oracle_context,1,0,0
25,0,0.685397593539,0.56494140625,0.98052286419,52006,256,0,0,learned_local_cue,1,0,0
26,0,0.685397593539,0.56494140625,-0.951456586976,52006,256,0,0,frozen_profile,0.25,0.1875,0
27,0,0.685397593539,0.56494140625,-0.932839371644,52006,256,0,0,mismatched_encoder,0,0.5,0
28,0,0.685397593539,0.56494140625,0.98052286419,52006,256,0,1,oracle_context,1,0,0
29,0,0.685397593539,0.56494140625,-0.913762401604,52006,256,0,1,learned_local_cue,0.23095703125,0.384521484375,0
