model,epoch,heldout_loss,heldout_accuracy,gradient_cosine_own_state,seed,calibration_samples,cue_noise_sd,cue_delay_trials,method,coefficient_group_accuracy,coefficient_target_mse,maximum_route_norm_error
0,0,0.688405430041,0.54248046875,0.971162182773,52010,16,0,0,oracle_context,1,0,0
1,0,0.688405430041,0.54248046875,0.971162182773,52010,16,0,0,learned_local_cue,1,0,0
2,0,0.688405430041,0.54248046875,-0.951130398251,52010,16,0,0,frozen_profile,0.25,0.1875,0
3,0,0.688405430041,0.54248046875,-0.936385441407,52010,16,0,0,mismatched_encoder,0,0.5,0
4,0,0.688405430041,0.54248046875,0.971162182773,52010,16,0,1,oracle_context,1,0,0
5,0,0.688405430041,0.54248046875,-0.888693398786,52010,16,0,1,learned_local_cue,0.251953125,0.3740234375,0
6,0,0.688405430041,0.54248046875,-0.951130398251,52010,16,0,1,frozen_profile,0.25,0.1875,0
7,0,0.688405430041,0.54248046875,-0.898234444975,52010,16,0,1,mismatched_encoder,0.24853515625,0.375732421875,0
8,0,0.688405430041,0.54248046875,0.971162182773,52010,16,0,4,oracle_context,1,0,0
9,0,0.688405430041,0.54248046875,-0.874955373004,52010,16,0,4,learned_local_cue,0.24658203125,0.376708984375,0
10,0,0.688405430041,0.54248046875,-0.951130398251,52010,16,0,4,frozen_profile,0.25,0.1875,0
11,0,0.688405430041,0.54248046875,-0.901824792844,52010,16,0,4,mismatched_encoder,0.248046875,0.3759765625,0
12,0,0.688405430041,0.54248046875,0.971162182773,52010,64,0,0,oracle_context,1,0,0
13,0,0.688405430041,0.54248046875,0.971162182773,52010,64,0,0,learned_local_cue,1,0,0
14,0,0.688405430041,0.54248046875,-0.951130398251,52010,64,0,0,frozen_profile,0.25,0.1875,0
15,0,0.688405430041,0.54248046875,-0.936385441407,52010,64,0,0,mismatched_encoder,0,0.5,0
16,0,0.688405430041,0.54248046875,0.971162182773,52010,64,0,1,oracle_context,1,0,0
17,0,0.688405430041,0.54248046875,-0.888693398786,52010,64,0,1,learned_local_cue,0.251953125,0.3740234375,0
18,0,0.688405430041,0.54248046875,-0.951130398251,52010,64,0,1,frozen_profile,0.25,0.1875,0
19,0,0.688405430041,0.54248046875,-0.898234444975,52010,64,0,1,mismatched_encoder,0.24853515625,0.375732421875,0
20,0,0.688405430041,0.54248046875,0.971162182773,52010,64,0,4,oracle_context,1,0,0
21,0,0.688405430041,0.54248046875,-0.874955373004,52010,64,0,4,learned_local_cue,0.24658203125,0.376708984375,0
22,0,0.688405430041,0.54248046875,-0.951130398251,52010,64,0,4,frozen_profile,0.25,0.1875,0
23,0,0.688405430041,0.54248046875,-0.901824792844,52010,64,0,4,mismatched_encoder,0.248046875,0.3759765625,0
24,0,0.688405430041,0.54248046875,0.971162182773,52010,256,0,0,oracle_context,1,0,0
25,0,0.688405430041,0.54248046875,0.971162182773,52010,256,0,0,learned_local_cue,1,0,0
26,0,0.688405430041,0.54248046875,-0.951130398251,52010,256,0,0,frozen_profile,0.25,0.1875,0
27,0,0.688405430041,0.54248046875,-0.936385441407,52010,256,0,0,mismatched_encoder,0,0.5,0
28,0,0.688405430041,0.54248046875,0.971162182773,52010,256,0,1,oracle_context,1,0,0
29,0,0.688405430041,0.54248046875,-0.888693398786,52010,256,0,1,learned_local_cue,0.251953125,0.3740234375,0
30,0,0.688405430041,0.54248046875,-0.951130398251,52010,256,0,1,frozen_profile,0.25,0.1875,0
31,0,0.688405430041,0.54248046875,-0.898234444975,52010,256,0,1,mismatched_encoder,0.24853515625,0.375732421875,0
32,0,0.688405430041,0.54248046875,0.971162182773,52010,256,0,4,oracle_context,1,0,0
33,0,0.688405430041,0.54248046875,-0.874955373004,52010,256,0,4,learned_local_cue,0.24658203125,0.376708984375,0
34,0,0.688405430041,0.54248046875,-0.951130398251,52010,256,0,4,frozen_profile,0.25,0.1875,0
35,0,0.688405430041,0.54248046875,-0.901824792844,52010,256,0,4,mismatched_encoder,0.248046875,0.3759765625,0
36,0,0.688405430041,0.54248046875,0.971162182773,52010,16,0.5,0,oracle_context,1,0,0
37,0,0.688405430041,0.54248046875,-0.126196392665,52010,16,0.5,0,learned_local_cue,0.55615234375,0.221923828125,0
38,0,0.688405430041,0.54248046875,-0.951130398251,52010,16,0.5,0,frozen_profile,0.25,0.1875,0
39,0,0.688405430041,0.54248046875,-0.930840349192,52010,16,0.5,0,mismatched_encoder,0.1572265625,0.42138671875,0
40,0,0.688405430041,0.54248046875,0.971162182773,52010,16,0.5,1,oracle_context,1,0,0
41,0,0.688405430041,0.54248046875,-0.911019693731,52010,16,0.5,1,learned_local_cue,0.240234375,0.3798828125,0
42,0,0.688405430041,0.54248046875,-0.951130398251,52010,16,0.5,1,frozen_profile,0.25,0.1875,0
43,0,0.688405430041,0.54248046875,-0.916550028495,52010,16,0.5,1,mismatched_encoder,0.24951171875,0.375244140625,0
44,0,0.688405430041,0.54248046875,0.971162182773,52010,16,0.5,4,oracle_context,1,0,0
45,0,0.688405430041,0.54248046875,-0.898614449279,52010,16,0.5,4,learned_local_cue,0.232421875,0.3837890625,0
46,0,0.688405430041,0.54248046875,-0.951130398251,52010,16,0.5,4,frozen_profile,0.25,0.1875,0
47,0,0.688405430041,0.54248046875,-0.906250271788,52010,16,0.5,4,mismatched_encoder,0.2578125,0.37109375,0
48,0,0.688405430041,0.54248046875,0.971162182773,52010,64,0.5,0,oracle_context,1,0,0
49,0,0.688405430041,0.54248046875,-0.0541016574431,52010,64,0.5,0,learned_local_cue,0.6103515625,0.19482421875,0
50,0,0.688405430041,0.54248046875,-0.951130398251,52010,64,0.5,0,frozen_profile,0.25,0.1875,0
51,0,0.688405430041,0.54248046875,-0.91486085319,52010,64,0.5,0,mismatched_encoder,0.1337890625,0.43310546875,0
52,0,0.688405430041,0.54248046875,0.971162182773,52010,64,0.5,1,oracle_context,1,0,0
53,0,0.688405430041,0.54248046875,-0.873350879773,52010,64,0.5,1,learned_local_cue,0.2509765625,0.37451171875,0
54,0,0.688405430041,0.54248046875,-0.951130398251,52010,64,0.5,1,frozen_profile,0.25,0.1875,0
55,0,0.688405430041,0.54248046875,-0.911653040861,52010,64,0.5,1,mismatched_encoder,0.244140625,0.3779296875,0
56,0,0.688405430041,0.54248046875,0.971162182773,52010,64,0.5,4,oracle_context,1,0,0
57,0,0.688405430041,0.54248046875,-0.890605178627,52010,64,0.5,4,learned_local_cue,0.2373046875,0.38134765625,0
58,0,0.688405430041,0.54248046875,-0.951130398251,52010,64,0.5,4,frozen_profile,0.25,0.1875,0
59,0,0.688405430041,0.54248046875,-0.866356332969,52010,64,0.5,4,mismatched_encoder,0.23876953125,0.380615234375,0
60,0,0.688405430041,0.54248046875,0.971162182773,52010,256,0.5,0,oracle_context,1,0,0
