model,epoch,heldout_loss,heldout_accuracy,gradient_cosine_own_state,seed,calibration_samples,cue_noise_sd,cue_delay_trials,method,coefficient_group_accuracy,coefficient_target_mse,maximum_route_norm_error
0,0,0.693481189274,0.51806640625,0.976202498538,52004,16,0,0,oracle_context,1,0,0
1,0,0.693481189274,0.51806640625,0.976202498538,52004,16,0,0,learned_local_cue,1,0,0
2,0,0.693481189274,0.51806640625,-0.944731522618,52004,16,0,0,frozen_profile,0.25,0.1875,0
3,0,0.693481189274,0.51806640625,-0.938765466743,52004,16,0,0,mismatched_encoder,0,0.5,0
4,0,0.693481189274,0.51806640625,0.976202498538,52004,16,0,1,oracle_context,1,0,0
5,0,0.693481189274,0.51806640625,-0.898248527404,52004,16,0,1,learned_local_cue,0.25341796875,0.373291015625,0
6,0,0.693481189274,0.51806640625,-0.944731522618,52004,16,0,1,frozen_profile,0.25,0.1875,0
7,0,0.693481189274,0.51806640625,-0.911167082655,52004,16,0,1,mismatched_encoder,0.2607421875,0.36962890625,0
8,0,0.693481189274,0.51806640625,0.976202498538,52004,16,0,4,oracle_context,1,0,0
9,0,0.693481189274,0.51806640625,-0.910108197308,52004,16,0,4,learned_local_cue,0.2470703125,0.37646484375,0
10,0,0.693481189274,0.51806640625,-0.944731522618,52004,16,0,4,frozen_profile,0.25,0.1875,0
11,0,0.693481189274,0.51806640625,-0.897220341897,52004,16,0,4,mismatched_encoder,0.2392578125,0.38037109375,0
12,0,0.693481189274,0.51806640625,0.976202498538,52004,64,0,0,oracle_context,1,0,0
13,0,0.693481189274,0.51806640625,0.976202498538,52004,64,0,0,learned_local_cue,1,0,0
14,0,0.693481189274,0.51806640625,-0.944731522618,52004,64,0,0,frozen_profile,0.25,0.1875,0
15,0,0.693481189274,0.51806640625,-0.938765466743,52004,64,0,0,mismatched_encoder,0,0.5,0
16,0,0.693481189274,0.51806640625,0.976202498538,52004,64,0,1,oracle_context,1,0,0
17,0,0.693481189274,0.51806640625,-0.898248527404,52004,64,0,1,learned_local_cue,0.25341796875,0.373291015625,0
18,0,0.693481189274,0.51806640625,-0.944731522618,52004,64,0,1,frozen_profile,0.25,0.1875,0
19,0,0.693481189274,0.51806640625,-0.911167082655,52004,64,0,1,mismatched_encoder,0.2607421875,0.36962890625,0
20,0,0.693481189274,0.51806640625,0.976202498538,52004,64,0,4,oracle_context,1,0,0
21,0,0.693481189274,0.51806640625,-0.910108197308,52004,64,0,4,learned_local_cue,0.2470703125,0.37646484375,0
22,0,0.693481189274,0.51806640625,-0.944731522618,52004,64,0,4,frozen_profile,0.25,0.1875,0
23,0,0.693481189274,0.51806640625,-0.897220341897,52004,64,0,4,mismatched_encoder,0.2392578125,0.38037109375,0
24,0,0.693481189274,0.51806640625,0.976202498538,52004,256,0,0,oracle_context,1,0,0
25,0,0.693481189274,0.51806640625,0.976202498538,52004,256,0,0,learned_local_cue,1,0,0
26,0,0.693481189274,0.51806640625,-0.944731522618,52004,256,0,0,frozen_profile,0.25,0.1875,0
27,0,0.693481189274,0.51806640625,-0.938765466743,52004,256,0,0,mismatched_encoder,0,0.5,0
28,0,0.693481189274,0.51806640625,0.976202498538,52004,256,0,1,oracle_context,1,0,0
29,0,0.693481189274,0.51806640625,-0.898248527404,52004,256,0,1,learned_local_cue,0.25341796875,0.373291015625,0
30,0,0.693481189274,0.51806640625,-0.944731522618,52004,256,0,1,frozen_profile,0.25,0.1875,0
31,0,0.693481189274,0.51806640625,-0.911167082655,52004,256,0,1,mismatched_encoder,0.2607421875,0.36962890625,0
32,0,0.693481189274,0.51806640625,0.976202498538,52004,256,0,4,oracle_context,1,0,0
33,0,0.693481189274,0.51806640625,-0.910108197308,52004,256,0,4,learned_local_cue,0.2470703125,0.37646484375,0
