seed,branches,conflict_probability,condition,train_loss,train_accuracy,test_loss,test_accuracy,initial_gradient_cosine,initial_gradient_capture,initial_signed_utility,theoretical_shared_relative_signal,theoretical_deranged_relative_signal,feedback_rank,feedback_nonzeros_per_example,forward_parameters,active_forward_branches_per_example,simultaneously_driven_branches_per_example
11003,4,1,correct_path,0.4142103493,0.8170166016,0.4547508955,0.7725000381,1,1,1,-0.5,-1,4,1,200,1,4
11003,4,1,within_neuron_deranged,7.104088783,0.2080078125,6.890070915,0.2505000234,-0.991106391,0.9822918773,-0.9847531319,-0.5,-1,4,1,200,1,4
11003,4,1,backpropagation,0.4142103493,0.8170166016,0.4547508955,0.7725000381,1,1,1,-0.5,-1,4,1,200,1,4
11003,4,1,gated_point_emulation,0.4142103493,0.8170166016,0.4547508955,0.7725000381,1,1,1,-0.5,-1,4,1,200,1,4
11003,8,0,neuron_shared_k1,0.4427806139,0.8128662109,0.4709234834,0.7810000181,0.995113492,0.9902508855,0.9902508855,1,1,1,8,400,1,8
11003,8,0,correct_path,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,1,1,8,1,400,1,8
11003,8,0,within_neuron_deranged,0.626527667,0.7052001953,0.6296964288,0.7040000558,0.990146637,0.9803903699,0.990146637,1,1,8,1,400,1,8
11003,8,0,backpropagation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,1,1,8,1,400,1,8
11003,8,0,gated_point_emulation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,1,1,8,1,400,1,8
11003,8,0.25,neuron_shared_k1,0.4877310097,0.8137207031,0.5080558062,0.77700001,0.9946039319,0.9892370105,0.5605036616,0.5625,0.5,1,8,400,1,8
11003,8,0.25,correct_path,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,0.5625,0.5,8,1,400,1,8
11003,8,0.25,within_neuron_deranged,0.5405467749,0.7397460938,0.5474390388,0.7320000529,0.9706346989,0.9421316981,0.4925921261,0.5625,0.5,8,1,400,1,8
11003,8,0.25,backpropagation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,0.5625,0.5,8,1,400,1,8
11003,8,0.25,gated_point_emulation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,0.5625,0.5,8,1,400,1,8
11003,8,0.5,neuron_shared_k1,0.6151726842,0.7976074219,0.6218844652,0.7730000615,0.9626105428,0.9266190529,0.1258036345,0.125,0,1,8,400,1,8
11003,8,0.5,correct_path,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,0.125,0,8,1,400,1,8
11003,8,0.5,within_neuron_deranged,0.750331223,0.5018310547,0.7423868179,0.5130000114,-0.02328305878,0.00054210081,-0.002844039118,0.125,0,8,1,400,1,8
11003,8,0.5,backpropagation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,0.125,0,8,1,400,1,8
11003,8,0.5,gated_point_emulation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,0.125,0,8,1,400,1,8
11003,8,0.5714285714,neuron_shared_k1,0.6900464892,0.5295410156,0.6917042732,0.5095000267,0.1035037935,0.01071303524,0.003805108834,0,-0.1428571429,1,8,400,1,8
11003,8,0.5714285714,correct_path,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,0,-0.1428571429,8,1,400,1,8
11003,8,0.5714285714,within_neuron_deranged,0.8704848289,0.3464355469,0.8608981967,0.3525000215,-0.7477955818,0.5591982603,-0.1354740858,0,-0.1428571429,8,1,400,1,8
11003,8,0.5714285714,backpropagation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,0,-0.1428571429,8,1,400,1,8
11003,8,0.5714285714,gated_point_emulation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,0,-0.1428571429,8,1,400,1,8
11003,8,0.6,neuron_shared_k1,0.7309100628,0.2766113281,0.729778707,0.2870000005,-0.7683373094,0.5903422236,-0.04681132361,-0.05,-0.2,1,8,400,1,8
11003,8,0.6,correct_path,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,-0.05,-0.2,8,1,400,1,8
11003,8,0.6,within_neuron_deranged,0.9308764935,0.2592773438,0.9201002717,0.2765000165,-0.8556172252,0.7320808172,-0.1991936266,-0.05,-0.2,8,1,400,1,8
11003,8,0.6,backpropagation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,-0.05,-0.2,8,1,400,1,8
11003,8,0.6,gated_point_emulation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,-0.05,-0.2,8,1,400,1,8
11003,8,0.6666666667,neuron_shared_k1,0.8533434868,0.1978759766,0.8456602097,0.2325000167,-0.9689174294,0.9388009906,-0.162462607,-0.1666666667,-0.3333333333,1,8,400,1,8
11003,8,0.6666666667,correct_path,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,-0.1666666667,-0.3333333333,8,1,400,1,8
11003,8,0.6666666667,within_neuron_deranged,1.136736155,0.2227783203,1.127196193,0.2480000108,-0.9396595955,0.8829601407,-0.3231980503,-0.1666666667,-0.3333333333,8,1,400,1,8
11003,8,0.6666666667,backpropagation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,-0.1666666667,-0.3333333333,8,1,400,1,8
11003,8,0.6666666667,gated_point_emulation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,-0.1666666667,-0.3333333333,8,1,400,1,8
11003,8,0.75,neuron_shared_k1,1.082655191,0.1943359375,1.066347361,0.2375000119,-0.9867383838,0.9736526608,-0.3062411249,-0.3125,-0.5,1,8,400,1,8
11003,8,0.75,correct_path,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,-0.3125,-0.5,8,1,400,1,8
11003,8,0.75,within_neuron_deranged,1.544417858,0.2080078125,1.524654627,0.2360000163,-0.9670600295,0.935205102,-0.4905283153,-0.3125,-0.5,8,1,400,1,8
11003,8,0.75,backpropagation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,-0.3125,-0.5,8,1,400,1,8
11003,8,0.75,gated_point_emulation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,-0.3125,-0.5,8,1,400,1,8
11003,8,1,neuron_shared_k1,2.385753155,0.2045898438,2.334792614,0.239500016,-0.9930707216,0.9861894846,-0.7414494753,-0.75,-1,1,8,400,1,8
11003,8,1,correct_path,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,-0.75,-1,8,1,400,1,8
11003,8,1,within_neuron_deranged,3.41006422,0.2139892578,3.348635912,0.240500018,-0.989289403,0.9786935449,-0.9926816225,-0.75,-1,8,1,400,1,8
11003,8,1,backpropagation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,-0.75,-1,8,1,400,1,8
11003,8,1,gated_point_emulation,0.4394611418,0.8172607422,0.470801115,0.7750000358,1,1,1,-0.75,-1,8,1,400,1,8
11004,2,0,neuron_shared_k1,0.4139027894,0.8125,0.4181157053,0.8025000095,0.9993165731,0.9986336231,0.9986336827,1,1,1,2,100,1,2
11004,2,0,correct_path,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,1,1,2,1,100,1,2
11004,2,0,within_neuron_deranged,11.0688839,0.5445556641,10.21872711,0.5530000329,0.9972675443,0.9945425391,0.9972675443,1,1,2,1,100,1,2
11004,2,0,backpropagation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,1,1,2,1,100,1,2
11004,2,0,gated_point_emulation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,1,1,2,1,100,1,2
11004,2,0.25,neuron_shared_k1,0.4247619212,0.8106689453,0.4288578928,0.8010000587,0.9992021918,0.9984050393,0.7418193221,0.75,0.5,1,2,100,1,2
11004,2,0.25,correct_path,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.75,0.5,2,1,100,1,2
11004,2,0.25,within_neuron_deranged,9.023544312,0.5284423828,8.401471138,0.5310000181,0.9925671816,0.9851896167,0.4836387038,0.75,0.5,2,1,100,1,2
11004,2,0.25,backpropagation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.75,0.5,2,1,100,1,2
11004,2,0.25,gated_point_emulation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.75,0.5,2,1,100,1,2
11004,2,0.5,neuron_shared_k1,0.4492658973,0.8125,0.4529916644,0.8000000119,0.9994017482,0.998803854,0.497076273,0.5,0,1,2,100,1,2
11004,2,0.5,correct_path,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.5,0,2,1,100,1,2
11004,2,0.5,within_neuron_deranged,4.348471642,0.5030517578,4.259307861,0.503000021,-0.1675618738,0.02807698213,-0.005847434979,0.5,0,2,1,100,1,2
11004,2,0.5,backpropagation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.5,0,2,1,100,1,2
11004,2,0.5,gated_point_emulation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.5,0,2,1,100,1,2
11004,2,0.5714285714,neuron_shared_k1,0.4609753788,0.8129882812,0.4646619558,0.7980000377,0.999053061,0.9981070161,0.4236694872,0.4285714286,-0.1428571429,1,2,100,1,2
11004,2,0.5714285714,correct_path,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2
11004,2,0.5714285714,within_neuron_deranged,2.983103752,0.4600830078,2.870778561,0.4620000124,-0.9720051289,0.9447939992,-0.1526610553,0.4285714286,-0.1428571429,2,1,100,1,2
11004,2,0.5714285714,backpropagation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2
11004,2,0.5714285714,gated_point_emulation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2
11004,2,0.6,neuron_shared_k1,0.4671475887,0.8131103516,0.4705605209,0.798500061,0.9988039732,0.9976093769,0.3919177055,0.4,-0.2,1,2,100,1,2
11004,2,0.6,correct_path,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.4,-0.2,2,1,100,1,2
11004,2,0.6,within_neuron_deranged,4.010894299,0.4575195312,3.928747654,0.4495000243,-0.9846097231,0.969456315,-0.2161644846,0.4,-0.2,2,1,100,1,2
11004,2,0.6,backpropagation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.4,-0.2,2,1,100,1,2
11004,2,0.6,gated_point_emulation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.4,-0.2,2,1,100,1,2
11004,2,0.6666666667,neuron_shared_k1,0.4833759069,0.8126220703,0.4869909883,0.7975000143,0.9964709282,0.9929543138,0.3243732154,0.3333333333,-0.3333333333,1,2,100,1,2
11004,2,0.6666666667,correct_path,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.3333333333,-0.3333333333,2,1,100,1,2
11004,2,0.6666666667,within_neuron_deranged,4.41981411,0.3818359375,4.344442368,0.3655000031,-0.9881130457,0.976367414,-0.3512535095,0.3333333333,-0.3333333333,2,1,100,1,2
11004,2,0.6666666667,backpropagation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.3333333333,-0.3333333333,2,1,100,1,2
11004,2,0.6666666667,gated_point_emulation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.3333333333,-0.3333333333,2,1,100,1,2
11004,2,0.75,neuron_shared_k1,0.5108784437,0.8115234375,0.5141872764,0.7945000529,0.9926345944,0.9853234291,0.2387842238,0.25,-0.5,1,2,100,1,2
11004,2,0.75,correct_path,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.25,-0.5,2,1,100,1,2
11004,2,0.75,within_neuron_deranged,5.814525604,0.1999511719,5.841053963,0.200000003,-0.9938340187,0.9877060652,-0.5224315524,0.25,-0.5,2,1,100,1,2
11004,2,0.75,backpropagation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.25,-0.5,2,1,100,1,2
11004,2,0.75,gated_point_emulation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0.25,-0.5,2,1,100,1,2
11004,2,1,neuron_shared_k1,0.695830822,0.4774169922,0.6987969875,0.4430000186,-0.1398940831,0.01957035437,-0.006482828874,0,-1,1,2,100,1,2
11004,2,1,correct_path,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0,-1,2,1,100,1,2
11004,2,1,within_neuron_deranged,14.49632454,0.2152099609,14.59558868,0.2220000178,-0.9959212542,0.991859138,-1.01296556,0,-1,2,1,100,1,2
11004,2,1,backpropagation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0,-1,2,1,100,1,2
11004,2,1,gated_point_emulation,0.4125738144,0.8149414062,0.4190376401,0.8055000305,1,1,1,0,-1,2,1,100,1,2
11004,4,0,neuron_shared_k1,0.409850359,0.8218994141,0.4418756366,0.7970000505,0.9951674342,0.9903582335,0.9903581738,1,1,1,4,200,1,4
11004,4,0,correct_path,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,1,1,4,1,200,1,4
11004,4,0,within_neuron_deranged,4.763661385,0.5545654297,4.464794159,0.5695000291,0.9875032306,0.9751626253,0.9875032306,1,1,4,1,200,1,4
11004,4,0,backpropagation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,1,1,4,1,200,1,4
11004,4,0,gated_point_emulation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,1,1,4,1,200,1,4
11004,4,0.25,neuron_shared_k1,0.4357756376,0.8208007812,0.4619190395,0.7945000529,0.995755136,0.9915282726,0.630880177,0.625,0.5,1,4,200,1,4
11004,4,0.25,correct_path,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0.625,0.5,4,1,200,1,4
11004,4,0.25,within_neuron_deranged,3.720308542,0.5374755859,3.498988628,0.5485000014,0.9749258757,0.9504804611,0.5094885826,0.625,0.5,4,1,200,1,4
11004,4,0.25,backpropagation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0.625,0.5,4,1,200,1,4
11004,4,0.25,gated_point_emulation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0.625,0.5,4,1,200,1,4
11004,4,0.5,neuron_shared_k1,0.5185103416,0.8160400391,0.5335928202,0.7850000262,0.9902521372,0.9805992842,0.2541487515,0.25,0,1,4,200,1,4
11004,4,0.5,correct_path,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0.25,0,4,1,200,1,4
11004,4,0.5,within_neuron_deranged,2.487059593,0.5017089844,2.344487906,0.5100000501,0.08525055647,0.007267657202,0.008107256144,0.25,0,4,1,200,1,4
11004,4,0.5,backpropagation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0.25,0,4,1,200,1,4
11004,4,0.5,gated_point_emulation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0.25,0,4,1,200,1,4
11004,4,0.5714285714,neuron_shared_k1,0.5669831038,0.8116455078,0.5790946484,0.77700001,0.9644500613,0.9301639199,0.154034853,0.1428571429,-0.1428571429,1,4,200,1,4
11004,4,0.5714285714,correct_path,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0.1428571429,-0.1428571429,4,1,200,1,4
11004,4,0.5714285714,within_neuron_deranged,1.361948967,0.4466552734,1.308839798,0.4625000358,-0.7928088903,0.6285459399,-0.1223246455,0.1428571429,-0.1428571429,4,1,200,1,4
11004,4,0.5714285714,backpropagation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0.1428571429,-0.1428571429,4,1,200,1,4
11004,4,0.5714285714,gated_point_emulation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0.1428571429,-0.1428571429,4,1,200,1,4
11004,4,0.6,neuron_shared_k1,0.5968631506,0.8081054688,0.6069571972,0.7720000148,0.9267386794,0.8588445783,0.1070449501,0.1,-0.2,1,4,200,1,4
11004,4,0.6,correct_path,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0.1,-0.2,4,1,200,1,4
11004,4,0.6,within_neuron_deranged,1.378324032,0.3853759766,1.329572678,0.4070000052,-0.8779214025,0.7707459927,-0.182523191,0.1,-0.2,4,1,200,1,4
11004,4,0.6,backpropagation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0.1,-0.2,4,1,200,1,4
11004,4,0.6,gated_point_emulation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0.1,-0.2,4,1,200,1,4
11004,4,0.6666666667,neuron_shared_k1,0.6882365942,0.5526123047,0.6919342279,0.5290000439,0.1460443288,0.02132894658,0.006972569041,0,-0.3333333333,1,4,200,1,4
11004,4,0.6666666667,correct_path,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0,-0.3333333333,4,1,200,1,4
11004,4,0.6666666667,within_neuron_deranged,1.67740798,0.1961669922,1.656845927,0.2090000063,-0.9446465373,0.8923570514,-0.3092359006,0,-0.3333333333,4,1,200,1,4
11004,4,0.6666666667,backpropagation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0,-0.3333333333,4,1,200,1,4
11004,4,0.6666666667,gated_point_emulation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,0,-0.3333333333,4,1,200,1,4
11004,4,0.75,neuron_shared_k1,0.8802882433,0.1949462891,0.8730757833,0.2215000093,-0.8768315911,0.7688336372,-0.10887108,-0.125,-0.5,1,4,200,1,4
11004,4,0.75,correct_path,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,-0.125,-0.5,4,1,200,1,4
11004,4,0.75,within_neuron_deranged,2.78888917,0.1953125,2.731914759,0.2210000157,-0.9677522779,0.9365444779,-0.470300734,-0.125,-0.5,4,1,200,1,4
11004,4,0.75,backpropagation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,-0.125,-0.5,4,1,200,1,4
11004,4,0.75,gated_point_emulation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,-0.125,-0.5,4,1,200,1,4
11004,4,1,neuron_shared_k1,2.825636148,0.1864013672,2.750104189,0.2195000052,-0.9800053239,0.9604104161,-0.4740236998,-0.5,-1,1,4,200,1,4
11004,4,1,correct_path,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,-0.5,-1,4,1,200,1,4
11004,4,1,within_neuron_deranged,7.214344978,0.1928710938,7.026444435,0.226000011,-0.9867461324,0.9736679196,-0.9705682397,-0.5,-1,4,1,200,1,4
11004,4,1,backpropagation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,-0.5,-1,4,1,200,1,4
11004,4,1,gated_point_emulation,0.4071269929,0.8227539062,0.441652596,0.798500061,1,1,1,-0.5,-1,4,1,200,1,4
11004,8,0,neuron_shared_k1,0.4429611564,0.8111572266,0.4456760585,0.7960000634,0.993716538,0.9874725342,0.9874724746,1,1,1,8,400,1,8
11004,8,0,correct_path,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,1,1,8,1,400,1,8
11004,8,0,within_neuron_deranged,1.20676446,0.5922851562,1.132205844,0.6005000472,0.9872818589,0.9747254848,0.9872818589,1,1,8,1,400,1,8
11004,8,0,backpropagation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,1,1,8,1,400,1,8
11004,8,0,gated_point_emulation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,1,1,8,1,400,1,8
11004,8,0.25,neuron_shared_k1,0.4899834991,0.8081054688,0.4904447496,0.7930000424,0.9934677482,0.9869781733,0.5493084192,0.5625,0.5,1,8,400,1,8
11004,8,0.25,correct_path,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,0.5625,0.5,8,1,400,1,8
11004,8,0.25,within_neuron_deranged,0.7322276831,0.6630859375,0.6993919015,0.6715000272,0.958491087,0.9187051654,0.4592883587,0.5625,0.5,8,1,400,1,8
11004,8,0.25,backpropagation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,0.5625,0.5,8,1,400,1,8
11004,8,0.25,gated_point_emulation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,0.5625,0.5,8,1,400,1,8
11004,8,0.5,neuron_shared_k1,0.618021369,0.7862548828,0.6195827723,0.7730000615,0.954575479,0.9112143517,0.116343677,0.125,0,1,8,400,1,8
11004,8,0.5,correct_path,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,0.125,0,8,1,400,1,8
11004,8,0.5,within_neuron_deranged,0.7837865949,0.4300537109,0.7831550837,0.4385000169,-0.3813402057,0.1454203576,-0.05026904121,0.125,0,8,1,400,1,8
11004,8,0.5,backpropagation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,0.125,0,8,1,400,1,8
11004,8,0.5,gated_point_emulation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,0.125,0,8,1,400,1,8
11004,8,0.5714285714,neuron_shared_k1,0.694254756,0.4847412109,0.6976599693,0.4750000238,-0.1967093647,0.03869457543,-0.008117865771,0,-0.1428571429,1,8,400,1,8
11004,8,0.5714285714,correct_path,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,0,-0.1428571429,8,1,400,1,8
11004,8,0.5714285714,within_neuron_deranged,0.9231854677,0.3157958984,0.9241883755,0.3050000072,-0.7777832747,0.6049468517,-0.1755258888,0,-0.1428571429,8,1,400,1,8
11004,8,0.5714285714,backpropagation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,0,-0.1428571429,8,1,400,1,8
11004,8,0.5714285714,gated_point_emulation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,0,-0.1428571429,8,1,400,1,8
11004,8,0.6,neuron_shared_k1,0.7364968061,0.2807617188,0.7414392233,0.266500026,-0.8123867512,0.6599722505,-0.06043881923,-0.05,-0.2,1,8,400,1,8
11004,8,0.6,correct_path,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,-0.05,-0.2,8,1,400,1,8
11004,8,0.6,within_neuron_deranged,0.9976354837,0.2658691406,1.001372457,0.2620000243,-0.852009356,0.7259199619,-0.2375354171,-0.05,-0.2,8,1,400,1,8
11004,8,0.6,backpropagation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,-0.05,-0.2,8,1,400,1,8
11004,8,0.6,gated_point_emulation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,-0.05,-0.2,8,1,400,1,8
11004,8,0.6666666667,neuron_shared_k1,0.8545548916,0.2099609375,0.8633791804,0.2150000036,-0.9567983747,0.9154631495,-0.1719909161,-0.1666666667,-0.3333333333,1,8,400,1,8
11004,8,0.6666666667,correct_path,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,-0.1666666667,-0.3333333333,8,1,400,1,8
11004,8,0.6666666667,within_neuron_deranged,1.194007874,0.2243652344,1.206137776,0.2345000058,-0.9260145426,0.8575029373,-0.3534069955,-0.1666666667,-0.3333333333,8,1,400,1,8
11004,8,0.6666666667,backpropagation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,-0.1666666667,-0.3333333333,8,1,400,1,8
11004,8,0.6666666667,gated_point_emulation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,-0.1666666667,-0.3333333333,8,1,400,1,8
11004,8,0.75,neuron_shared_k1,1.082118034,0.2061767578,1.101189137,0.213500008,-0.9780731201,0.9566270113,-0.3161545694,-0.3125,-0.5,1,8,400,1,8
11004,8,0.75,correct_path,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,-0.3125,-0.5,8,1,400,1,8
11004,8,0.75,within_neuron_deranged,1.627757907,0.2158203125,1.654481888,0.2310000062,-0.9640229344,0.9293402433,-0.5248131752,-0.3125,-0.5,8,1,400,1,8
11004,8,0.75,backpropagation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,-0.3125,-0.5,8,1,400,1,8
11004,8,0.75,gated_point_emulation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,-0.3125,-0.5,8,1,400,1,8
11004,8,1,neuron_shared_k1,2.382756948,0.2093505859,2.447920561,0.2160000056,-0.9897728562,0.9796503186,-0.7562687993,-0.75,-1,1,8,400,1,8
11004,8,1,correct_path,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,-0.75,-1,8,1,400,1,8
11004,8,1,within_neuron_deranged,3.421843529,0.2211914062,3.498284817,0.2340000123,-0.9898580909,0.9798190594,-1.008342505,-0.75,-1,8,1,400,1,8
11004,8,1,backpropagation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,-0.75,-1,8,1,400,1,8
11004,8,1,gated_point_emulation,0.4397247434,0.8134765625,0.4457320869,0.7970000505,1,1,1,-0.75,-1,8,1,400,1,8
11005,2,0,neuron_shared_k1,0.4044422209,0.8192138672,0.424348861,0.798500061,0.9992528558,0.998506248,0.9985061884,1,1,1,2,100,1,2
11005,2,0,correct_path,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,1,1,2,1,100,1,2
11005,2,0,within_neuron_deranged,10.86809921,0.5455322266,11.04133797,0.5470000505,0.9970123768,0.9940336943,0.9970123768,1,1,2,1,100,1,2
11005,2,0,backpropagation,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,1,1,2,1,100,1,2
11005,2,0,gated_point_emulation,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,1,1,2,1,100,1,2
11005,2,0.25,neuron_shared_k1,0.4144990444,0.8177490234,0.434133321,0.7940000296,0.9993255734,0.9986516237,0.7565197945,0.75,0.5,1,2,100,1,2
11005,2,0.25,correct_path,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.75,0.5,2,1,100,1,2
11005,2,0.25,within_neuron_deranged,6.832813263,0.5307617188,6.917801857,0.5350000262,0.9941790104,0.9883918762,0.5130395293,0.75,0.5,2,1,100,1,2
11005,2,0.25,backpropagation,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.75,0.5,2,1,100,1,2
11005,2,0.25,gated_point_emulation,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.75,0.5,2,1,100,1,2
11005,2,0.5,neuron_shared_k1,0.4384005666,0.8178710938,0.454580009,0.7955000401,0.9987117648,0.9974251986,0.5133650899,0.5,0,1,2,100,1,2
11005,2,0.5,correct_path,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.5,0,2,1,100,1,2
11005,2,0.5,within_neuron_deranged,5.354533195,0.5042724609,5.581090927,0.4955000281,0.4560202062,0.2079544216,0.02673020028,0.5,0,2,1,100,1,2
11005,2,0.5,backpropagation,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.5,0,2,1,100,1,2
11005,2,0.5,gated_point_emulation,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.5,0,2,1,100,1,2
11005,2,0.5714285714,neuron_shared_k1,0.4490109682,0.81640625,0.4650395215,0.7945000529,0.9982427359,0.9964885712,0.444367528,0.4285714286,-0.1428571429,1,2,100,1,2
11005,2,0.5714285714,correct_path,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2
11005,2,0.5714285714,within_neuron_deranged,5.280530453,0.4898681641,5.474593639,0.4790000319,-0.9035740495,0.8164460659,-0.1112649366,0.4285714286,-0.1428571429,2,1,100,1,2
11005,2,0.5714285714,backpropagation,0.4028389454,0.8217773438,0.4269888103,0.7965000272,1,1,1,0.4285714286,-0.1428571429,2,1,100,1,2
