seed,branches,conflict_probability,train_context_label_count_min,train_context_label_count_max,train_context_label_count_range,train_context_label_correlation,train_selected_label_mismatch_rate,train_opposite_label_match_rate,train_target_conflict_probability,train_realized_inactive_conflict_probability,train_conflict_probability_abs_error,test_context_label_count_min,test_context_label_count_max,test_context_label_count_range,test_context_label_correlation,test_selected_label_mismatch_rate,test_opposite_label_match_rate,test_target_conflict_probability,test_realized_inactive_conflict_probability,test_conflict_probability_abs_error,exact_autograd_gradient_max_abs_difference,fallback_count
11002,4,0.5714285714,1024,1024,0,0,0,0,0.5714285714,0.5677490234,0.003679547991,250,250,0,0,0,0,0.5714285714,0.5686666667,0.002761904762,8.940696716e-08,0
11002,4,0.6,1024,1024,0,0,0,0,0.6,0.5981445312,0.00185546875,250,250,0,0,0,0,0.6,0.5986666667,0.001333333333,8.940696716e-08,0
11002,4,0.6666666667,1024,1024,0,0,0,0,0.6666666667,0.6641031901,0.002563476562,250,250,0,0,0,0,0.6666666667,0.6626666667,0.004,8.940696716e-08,0
11002,4,0.75,1024,1024,0,0,0,0,0.75,0.7465820312,0.00341796875,250,250,0,0,0,0,0.75,0.7448333333,0.005166666667,8.940696716e-08,0
11002,4,1,1024,1024,0,0,0,0,1,1,0,250,250,0,0,0,0,1,1,0,8.940696716e-08,0
11002,8,0,512,512,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0,3.725290298e-08,0
11002,8,0.25,512,512,0,0,0,0,0.25,0.2489362444,0.00106375558,125,125,0,0,0,0,0.25,0.2458571429,0.004142857143,3.725290298e-08,0
11002,8,0.5,512,512,0,0,0,0,0.5,0.4988839286,0.001116071429,125,125,0,0,0,0,0.5,0.49,0.01,3.725290298e-08,0
11002,8,0.5714285714,512,512,0,0,0,0,0.5714285714,0.5695452009,0.001883370536,125,125,0,0,0,0,0.5714285714,0.5632857143,0.008142857143,3.725290298e-08,0
11002,8,0.6,512,512,0,0,0,0,0.6,0.5978306362,0.002169363839,125,125,0,0,0,0,0.6,0.5927857143,0.007214285714,3.725290298e-08,0
11002,8,0.6666666667,512,512,0,0,0,0,0.6666666667,0.6657540458,0.0009126209077,125,125,0,0,0,0,0.6666666667,0.6583571429,0.00830952381,3.725290298e-08,0
11002,8,0.75,512,512,0,0,0,0,0.75,0.7492327009,0.0007672991071,125,125,0,0,0,0,0.75,0.7417142857,0.008285714286,3.725290298e-08,0
11002,8,1,512,512,0,0,0,0,1,1,0,125,125,0,0,0,0,1,1,0,3.725290298e-08,0
11003,2,0,2048,2048,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,1.937150955e-07,0
11003,2,0.25,2048,2048,0,0,0,0,0.25,0.2435302734,0.006469726562,500,500,0,0,0,0,0.25,0.242,0.008,1.937150955e-07,0
11003,2,0.5,2048,2048,0,0,0,0,0.5,0.4953613281,0.004638671875,500,500,0,0,0,0,0.5,0.4825,0.0175,1.937150955e-07,0
11003,2,0.5714285714,2048,2048,0,0,0,0,0.5714285714,0.5659179688,0.005510602679,500,500,0,0,0,0,0.5714285714,0.5735,0.002071428571,1.937150955e-07,0
11003,2,0.6,2048,2048,0,0,0,0,0.6,0.5906982422,0.009301757812,500,500,0,0,0,0,0.6,0.6035,0.0035,1.937150955e-07,0
11003,2,0.6666666667,2048,2048,0,0,0,0,0.6666666667,0.6561279297,0.01053873698,500,500,0,0,0,0,0.6666666667,0.66,0.006666666667,1.937150955e-07,0
11003,2,0.75,2048,2048,0,0,0,0,0.75,0.7395019531,0.01049804688,500,500,0,0,0,0,0.75,0.741,0.009,1.937150955e-07,0
11003,2,1,2048,2048,0,0,0,0,1,1,0,500,500,0,0,0,0,1,1,0,1.937150955e-07,0
11003,4,0,1024,1024,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,8.940696716e-08,0
11003,4,0.25,1024,1024,0,0,0,0,0.25,0.2513427734,0.001342773438,250,250,0,0,0,0,0.25,0.25,0,8.940696716e-08,0
11003,4,0.5,1024,1024,0,0,0,0,0.5,0.5002441406,0.000244140625,250,250,0,0,0,0,0.5,0.4983333333,0.001666666667,8.940696716e-08,0
11003,4,0.5714285714,1024,1024,0,0,0,0,0.5714285714,0.5714111328,1.743861607e-05,250,250,0,0,0,0,0.5714285714,0.5698333333,0.001595238095,8.940696716e-08,0
11003,4,0.6,1024,1024,0,0,0,0,0.6,0.6003417969,0.000341796875,250,250,0,0,0,0,0.6,0.5998333333,0.0001666666667,8.940696716e-08,0
11003,4,0.6666666667,1024,1024,0,0,0,0,0.6666666667,0.6673990885,0.000732421875,250,250,0,0,0,0,0.6666666667,0.6636666667,0.003,8.940696716e-08,0
11003,4,0.75,1024,1024,0,0,0,0,0.75,0.7504882812,0.00048828125,250,250,0,0,0,0,0.75,0.7486666667,0.001333333333,8.940696716e-08,0
11003,4,1,1024,1024,0,0,0,0,1,1,0,250,250,0,0,0,0,1,1,0,8.940696716e-08,0
11003,8,0,512,512,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0,5.960464478e-08,0
11003,8,0.25,512,512,0,0,0,0,0.25,0.249180385,0.0008196149554,125,125,0,0,0,0,0.25,0.252,0.002,5.960464478e-08,0
11003,8,0.5,512,512,0,0,0,0,0.5,0.5023542132,0.00235421317,125,125,0,0,0,0,0.5,0.5019285714,0.001928571429,5.960464478e-08,0
11003,8,0.5714285714,512,512,0,0,0,0,0.5714285714,0.5729980469,0.001569475446,125,125,0,0,0,0,0.5714285714,0.5781428571,0.006714285714,5.960464478e-08,0
11003,8,0.6,512,512,0,0,0,0,0.6,0.6012486049,0.001248604911,125,125,0,0,0,0,0.6,0.6086428571,0.008642857143,5.960464478e-08,0
11003,8,0.6666666667,512,512,0,0,0,0,0.6666666667,0.6678118025,0.001145135789,125,125,0,0,0,0,0.6666666667,0.6718571429,0.00519047619,5.960464478e-08,0
11003,8,0.75,512,512,0,0,0,0,0.75,0.750226702,0.0002267020089,125,125,0,0,0,0,0.75,0.7527142857,0.002714285714,5.960464478e-08,0
11003,8,1,512,512,0,0,0,0,1,1,0,125,125,0,0,0,0,1,1,0,5.960464478e-08,0
11004,2,0,2048,2048,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,2.533197403e-07,0
11004,2,0.25,2048,2048,0,0,0,0,0.25,0.2551269531,0.005126953125,500,500,0,0,0,0,0.25,0.241,0.009,2.533197403e-07,0
11004,2,0.5,2048,2048,0,0,0,0,0.5,0.5043945312,0.00439453125,500,500,0,0,0,0,0.5,0.4885,0.0115,2.533197403e-07,0
11004,2,0.5714285714,2048,2048,0,0,0,0,0.5714285714,0.5743408203,0.002912248884,500,500,0,0,0,0,0.5714285714,0.5565,0.01492857143,2.533197403e-07,0
11004,2,0.6,2048,2048,0,0,0,0,0.6,0.6015625,0.0015625,500,500,0,0,0,0,0.6,0.586,0.014,2.533197403e-07,0
11004,2,0.6666666667,2048,2048,0,0,0,0,0.6666666667,0.66796875,0.001302083333,500,500,0,0,0,0,0.6666666667,0.6625,0.004166666667,2.533197403e-07,0
11004,2,0.75,2048,2048,0,0,0,0,0.75,0.7528076172,0.002807617188,500,500,0,0,0,0,0.75,0.748,0.002,2.533197403e-07,0
11004,2,1,2048,2048,0,0,0,0,1,1,0,500,500,0,0,0,0,1,1,0,2.533197403e-07,0
11004,4,0,1024,1024,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,1.043081284e-07,0
11004,4,0.25,1024,1024,0,0,0,0,0.25,0.2483317057,0.001668294271,250,250,0,0,0,0,0.25,0.2403333333,0.009666666667,1.043081284e-07,0
11004,4,0.5,1024,1024,0,0,0,0,0.5,0.5037027995,0.003702799479,250,250,0,0,0,0,0.5,0.4941666667,0.005833333333,1.043081284e-07,0
11004,4,0.5714285714,1024,1024,0,0,0,0,0.5714285714,0.5733235677,0.00189499628,250,250,0,0,0,0,0.5714285714,0.5566666667,0.01476190476,1.043081284e-07,0
11004,4,0.6,1024,1024,0,0,0,0,0.6,0.6028238932,0.002823893229,250,250,0,0,0,0,0.6,0.5893333333,0.01066666667,1.043081284e-07,0
11004,4,0.6666666667,1024,1024,0,0,0,0,0.6666666667,0.6694742839,0.002807617188,250,250,0,0,0,0,0.6666666667,0.6525,0.01416666667,1.043081284e-07,0
11004,4,0.75,1024,1024,0,0,0,0,0.75,0.751953125,0.001953125,250,250,0,0,0,0,0.75,0.7406666667,0.009333333333,1.043081284e-07,0
11004,4,1,1024,1024,0,0,0,0,1,1,0,250,250,0,0,0,0,1,1,0,1.043081284e-07,0
11004,8,0,512,512,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0,3.539025784e-08,0
11004,8,0.25,512,512,0,0,0,0,0.25,0.2522844587,0.002284458705,125,125,0,0,0,0,0.25,0.2484285714,0.001571428571,3.539025784e-08,0
11004,8,0.5,512,512,0,0,0,0,0.5,0.5017089844,0.001708984375,125,125,0,0,0,0,0.5,0.4975,0.0025,3.539025784e-08,0
11004,8,0.5714285714,512,512,0,0,0,0,0.5714285714,0.5733468192,0.001918247768,125,125,0,0,0,0,0.5714285714,0.5709285714,0.0005,3.539025784e-08,0
11004,8,0.6,512,512,0,0,0,0,0.6,0.6023995536,0.002399553571,125,125,0,0,0,0,0.6,0.5982857143,0.001714285714,3.539025784e-08,0
11004,8,0.6666666667,512,512,0,0,0,0,0.6666666667,0.6659633092,0.0007033575149,125,125,0,0,0,0,0.6666666667,0.6632857143,0.003380952381,3.539025784e-08,0
11004,8,0.75,512,512,0,0,0,0,0.75,0.7486049107,0.001395089286,125,125,0,0,0,0,0.75,0.7462857143,0.003714285714,3.539025784e-08,0
11004,8,1,512,512,0,0,0,0,1,1,0,125,125,0,0,0,0,1,1,0,3.539025784e-08,0
11005,2,0,2048,2048,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,2.235174179e-07,0
11005,2,0.25,2048,2048,0,0,0,0,0.25,0.2487792969,0.001220703125,500,500,0,0,0,0,0.25,0.252,0.002,2.235174179e-07,0
11005,2,0.5,2048,2048,0,0,0,0,0.5,0.4987792969,0.001220703125,500,500,0,0,0,0,0.5,0.4875,0.0125,2.235174179e-07,0
11005,2,0.5714285714,2048,2048,0,0,0,0,0.5714285714,0.5693359375,0.002092633929,500,500,0,0,0,0,0.5714285714,0.554,0.01742857143,2.235174179e-07,0
11005,2,0.6,2048,2048,0,0,0,0,0.6,0.5997314453,0.0002685546875,500,500,0,0,0,0,0.6,0.5795,0.0205,2.235174179e-07,0
11005,2,0.6666666667,2048,2048,0,0,0,0,0.6666666667,0.6663818359,0.0002848307292,500,500,0,0,0,0,0.6666666667,0.655,0.01166666667,2.235174179e-07,0
11005,2,0.75,2048,2048,0,0,0,0,0.75,0.7503662109,0.0003662109375,500,500,0,0,0,0,0.75,0.744,0.006,2.235174179e-07,0
11005,2,1,2048,2048,0,0,0,0,1,1,0,500,500,0,0,0,0,1,1,0,2.235174179e-07,0
11005,4,0,1024,1024,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,7.450580597e-08,0
11005,4,0.25,1024,1024,0,0,0,0,0.25,0.2515869141,0.001586914062,250,250,0,0,0,0,0.25,0.2508333333,0.0008333333333,7.450580597e-08,0
11005,4,0.5,1024,1024,0,0,0,0,0.5,0.4996744792,0.0003255208333,250,250,0,0,0,0,0.5,0.5063333333,0.006333333333,7.450580597e-08,0
11005,4,0.5714285714,1024,1024,0,0,0,0,0.5714285714,0.5743408203,0.002912248884,250,250,0,0,0,0,0.5714285714,0.5783333333,0.006904761905,7.450580597e-08,0
11005,4,0.6,1024,1024,0,0,0,0,0.6,0.6022949219,0.002294921875,250,250,0,0,0,0,0.6,0.6073333333,0.007333333333,7.450580597e-08,0
11005,4,0.6666666667,1024,1024,0,0,0,0,0.6666666667,0.6674397786,0.0007731119792,250,250,0,0,0,0,0.6666666667,0.6713333333,0.004666666667,7.450580597e-08,0
11005,4,0.75,1024,1024,0,0,0,0,0.75,0.7476806641,0.002319335938,250,250,0,0,0,0,0.75,0.751,0.001,7.450580597e-08,0
11005,4,1,1024,1024,0,0,0,0,1,1,0,250,250,0,0,0,0,1,1,0,7.450580597e-08,0
11005,8,0,512,512,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0,5.587935448e-08,0
11005,8,0.25,512,512,0,0,0,0,0.25,0.249773298,0.0002267020089,125,125,0,0,0,0,0.25,0.2548571429,0.004857142857,5.587935448e-08,0
11005,8,0.5,512,512,0,0,0,0,0.5,0.5019008092,0.001900809152,125,125,0,0,0,0,0.5,0.5065,0.0065,5.587935448e-08,0
11005,8,0.5714285714,512,512,0,0,0,0,0.5714285714,0.57535226,0.003923688616,125,125,0,0,0,0,0.5714285714,0.5772142857,0.005785714286,5.587935448e-08,0
11005,8,0.6,512,512,0,0,0,0,0.6,0.6042654855,0.004265485491,125,125,0,0,0,0,0.6,0.6042857143,0.004285714286,5.587935448e-08,0
11005,8,0.6666666667,512,512,0,0,0,0,0.6666666667,0.6714913504,0.00482468378,125,125,0,0,0,0,0.6666666667,0.6715,0.004833333333,5.587935448e-08,0
11005,8,0.75,512,512,0,0,0,0,0.75,0.7535226004,0.003522600446,125,125,0,0,0,0,0.75,0.7532857143,0.003285714286,5.587935448e-08,0
11005,8,1,512,512,0,0,0,0,1,1,0,125,125,0,0,0,0,1,1,0,5.587935448e-08,0
11006,2,0,2048,2048,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,1.639127731e-07,0
11006,2,0.25,2048,2048,0,0,0,0,0.25,0.2506103516,0.0006103515625,500,500,0,0,0,0,0.25,0.2325,0.0175,1.639127731e-07,0
11006,2,0.5,2048,2048,0,0,0,0,0.5,0.50390625,0.00390625,500,500,0,0,0,0,0.5,0.481,0.019,1.639127731e-07,0
11006,2,0.5714285714,2048,2048,0,0,0,0,0.5714285714,0.5718994141,0.0004708426339,500,500,0,0,0,0,0.5714285714,0.558,0.01342857143,1.639127731e-07,0
11006,2,0.6,2048,2048,0,0,0,0,0.6,0.5985107422,0.001489257812,500,500,0,0,0,0,0.6,0.585,0.015,1.639127731e-07,0
11006,2,0.6666666667,2048,2048,0,0,0,0,0.6666666667,0.6643066406,0.002360026042,500,500,0,0,0,0,0.6666666667,0.638,0.02866666667,1.639127731e-07,0
11006,2,0.75,2048,2048,0,0,0,0,0.75,0.7459716797,0.004028320312,500,500,0,0,0,0,0.75,0.7315,0.0185,1.639127731e-07,0
11006,2,1,2048,2048,0,0,0,0,1,1,0,500,500,0,0,0,0,1,1,0,1.639127731e-07,0
11006,4,0,1024,1024,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,1.043081284e-07,0
11006,4,0.25,1024,1024,0,0,0,0,0.25,0.2498372396,0.0001627604167,250,250,0,0,0,0,0.25,0.239,0.011,1.043081284e-07,0
11006,4,0.5,1024,1024,0,0,0,0,0.5,0.5029703776,0.002970377604,250,250,0,0,0,0,0.5,0.4915,0.0085,1.043081284e-07,0
11006,4,0.5714285714,1024,1024,0,0,0,0,0.5714285714,0.5721028646,0.0006742931548,250,250,0,0,0,0,0.5714285714,0.5625,0.008928571429,1.043081284e-07,0
11006,4,0.6,1024,1024,0,0,0,0,0.6,0.600789388,0.0007893880208,250,250,0,0,0,0,0.6,0.591,0.009,1.043081284e-07,0
11006,4,0.6666666667,1024,1024,0,0,0,0,0.6666666667,0.6677652995,0.001098632812,250,250,0,0,0,0,0.6666666667,0.6591666667,0.0075,1.043081284e-07,0
11006,4,0.75,1024,1024,0,0,0,0,0.75,0.7528483073,0.002848307292,250,250,0,0,0,0,0.75,0.746,0.004,1.043081284e-07,0
11006,4,1,1024,1024,0,0,0,0,1,1,0,250,250,0,0,0,0,1,1,0,1.043081284e-07,0
11006,8,0,512,512,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0,4.470348358e-08,0
11006,8,0.25,512,512,0,0,0,0,0.25,0.2477678571,0.002232142857,125,125,0,0,0,0,0.25,0.2513571429,0.001357142857,4.470348358e-08,0
11006,8,0.5,512,512,0,0,0,0,0.5,0.4996337891,0.0003662109375,125,125,0,0,0,0,0.5,0.5053571429,0.005357142857,4.470348358e-08,0
11006,8,0.5714285714,512,512,0,0,0,0,0.5714285714,0.5716203962,0.0001918247768,125,125,0,0,0,0,0.5714285714,0.5735,0.002071428571,4.470348358e-08,0
11006,8,0.6,512,512,0,0,0,0,0.6,0.6003941127,0.0003941127232,125,125,0,0,0,0,0.6,0.6009285714,0.0009285714286,4.470348358e-08,0
11006,8,0.6666666667,512,512,0,0,0,0,0.6666666667,0.6672363281,0.0005696614583,125,125,0,0,0,0,0.6666666667,0.6682857143,0.001619047619,4.470348358e-08,0
11006,8,0.75,512,512,0,0,0,0,0.75,0.7508021763,0.0008021763393,125,125,0,0,0,0,0.75,0.7519285714,0.001928571429,4.470348358e-08,0
11006,8,1,512,512,0,0,0,0,1,1,0,125,125,0,0,0,0,1,1,0,4.470348358e-08,0
11007,2,0,2048,2048,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,1.490116119e-07,0
11007,2,0.25,2048,2048,0,0,0,0,0.25,0.2578125,0.0078125,500,500,0,0,0,0,0.25,0.237,0.013,1.490116119e-07,0
11007,2,0.5,2048,2048,0,0,0,0,0.5,0.4971923828,0.002807617188,500,500,0,0,0,0,0.5,0.49,0.01,1.490116119e-07,0
11007,2,0.5714285714,2048,2048,0,0,0,0,0.5714285714,0.5684814453,0.002947126116,500,500,0,0,0,0,0.5714285714,0.556,0.01542857143,1.490116119e-07,0
11007,2,0.6,2048,2048,0,0,0,0,0.6,0.6000976562,9.765625e-05,500,500,0,0,0,0,0.6,0.585,0.015,1.490116119e-07,0
11007,2,0.6666666667,2048,2048,0,0,0,0,0.6666666667,0.6663818359,0.0002848307292,500,500,0,0,0,0,0.6666666667,0.6535,0.01316666667,1.490116119e-07,0
11007,2,0.75,2048,2048,0,0,0,0,0.75,0.75390625,0.00390625,500,500,0,0,0,0,0.75,0.7315,0.0185,1.490116119e-07,0
11007,2,1,2048,2048,0,0,0,0,1,1,0,500,500,0,0,0,0,1,1,0,1.490116119e-07,0
11007,4,0,1024,1024,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,8.940696716e-08,0
11007,4,0.25,1024,1024,0,0,0,0,0.25,0.2508951823,0.0008951822917,250,250,0,0,0,0,0.25,0.2471666667,0.002833333333,8.940696716e-08,0
