epoch,rule_variant,error_broadcast_mode,parameter_name,component,numel,cosine_similarity,local_grad_norm,backprop_grad_norm,norm_ratio
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_excitation.pre_w,excitatory_synapse,141120,0.3045634854204309,0.004902923945337534,2.5943338641809532e-06,1889.8577870692172
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_inhibition.pre_w,inhibitory_synapse,141120,-0.2880575728266402,0.012492525391280651,1.3905506420996971e-05,898.3868774480857
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.b,reactivation,180,0.4487814199829847,0.012071912176907063,3.296587965451181e-05,366.19413579217894
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.log_m,reactivation,180,0.33774786496009024,0.006336298771202564,2.3760578187648207e-05,266.67274064162757
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_excitation.pre_w,excitatory_synapse,47040,-0.1571026758640333,0.0002757069014478475,3.090181417064741e-05,8.922029334695267
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_inhibition.pre_w,inhibitory_synapse,47040,0.1767288496645534,0.002724916208535433,0.00015938622527755797,17.09630921175219
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branches_to_output.log_weight,dendritic_conductance,180,-0.4275703694507554,0.010734318755567074,0.0001986367569770664,54.039941372816834
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.b,reactivation,60,0.44795798162018424,0.006961946375668049,0.0003829108318313956,18.181638592433224
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.log_m,reactivation,60,0.5403233174092605,0.00413401797413826,0.0002549893979448825,16.21250919153644
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.branches_to_output.log_weight,dendritic_conductance,60,-0.9991230999369722,0.025681210681796074,0.0025396556593477726,10.112083729602684
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.reactivation.b,reactivation,20,0.9999999196088764,0.008883369155228138,0.004441684577614069,1.9999999995497202
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.reactivation.log_m,reactivation,20,0.9999999568331306,0.009475717321038246,0.004737858660519123,1.9999999995778681
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_excitation.pre_w,excitatory_synapse,141120,0.30456264203727706,0.004735177382826805,2.5943338641809532e-06,1825.198993469846
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_inhibition.pre_w,inhibitory_synapse,141120,-0.28805753287165003,0.012065112590789795,1.3905506420996971e-05,867.6499336206729
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.b,reactivation,180,0.4487813903744966,0.01165888924151659,3.296587965451181e-05,353.66533549349964
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.log_m,reactivation,180,0.3377477690572957,0.006119511555880308,2.3760578187648207e-05,257.54892200024733
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_excitation.pre_w,excitatory_synapse,47040,-0.15709503414465162,0.00019494732259772718,3.090181417064741e-05,6.308604252571578
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_inhibition.pre_w,inhibitory_synapse,47040,0.17672867197421863,0.0019267385359853506,0.00015938622527755797,12.088488327906669
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branches_to_output.log_weight,dendritic_conductance,180,-0.4275702929925415,0.007590041030198336,0.0001986367569770664,38.210657017844824
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.b,reactivation,60,0.447957900076222,0.0049226656556129456,0.0003829108318313956,12.855905953907833
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.log_m,reactivation,60,0.5403231133064766,0.0029230888467282057,0.0002549893979448825,11.463570088888476
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.branches_to_output.log_weight,dendritic_conductance,60,-0.9991232111726999,0.014823597855865955,0.0025396556593477726,5.83685343147506
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.reactivation.b,reactivation,20,1.0000000081233789,0.005127619951963425,0.004441684577614069,1.1544313562138144
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.reactivation.log_m,reactivation,20,0.9999999453667386,0.005469532683491707,0.004737858660519123,1.154431373800835
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_excitation.pre_w,excitatory_synapse,141120,0.30456285246750897,0.004779141396284103,2.5943338641809532e-06,1842.1451533755287
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_inhibition.pre_w,inhibitory_synapse,141120,-0.28805758117966357,0.01217712927609682,1.3905506420996971e-05,875.7054962057449
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.b,reactivation,180,0.44878145552541215,0.011767135933041573,3.296587965451181e-05,356.9489332429251
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.log_m,reactivation,180,0.3377478179684982,0.0061763278208673,2.3760578187648207e-05,259.9401206548882
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_excitation.pre_w,excitatory_synapse,47040,-0.1570845234478071,0.00013893992581870407,3.090181417064741e-05,4.496173608295942
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_inhibition.pre_w,inhibitory_synapse,47040,0.17672844811926575,0.001373196137137711,0.00015938622527755797,8.615525752811308
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branches_to_output.log_weight,dendritic_conductance,180,-0.42757017026802335,0.005409460049122572,0.0001986367569770664,27.23292558846093
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.b,reactivation,60,0.44795784729537336,0.003508408088237047,0.0003829108318313956,9.162467570568523
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.log_m,reactivation,60,0.5403228253119094,0.0020832999143749475,0.0002549893979448825,8.170143241230454
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.branches_to_output.log_weight,dendritic_conductance,60,-0.9991231384790236,0.009474288672208786,0.0025396556593477726,3.7305406477472642
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.reactivation.b,reactivation,20,0.9999998734533068,0.0032772442791610956,0.004441684577614069,0.7378381380209776
