dataset,network_type,error_broadcast_mode,dynamics_mode,ie_value,valid_accuracy_mean,valid_accuracy_std,test_accuracy_mean,test_accuracy_std,valid_categorical_loglikelihood_mean,valid_categorical_loglikelihood_std
info_shunting,dendritic_additive,per_soma,auto,10,0.5080000162124634,0.006572651363151376,0.49000000953674316,0.015336230043097844,-0.6929518977801005,0.00020617556509894492
info_shunting,dendritic_additive,per_soma,auto,30,0.5080000162124634,0.006572651363151376,0.49000000953674316,0.015336230043097844,-0.6929518977801005,0.0002061755650989449
info_shunting,dendritic_additive,per_soma,auto,40,0.5080000162124634,0.006572651363151376,0.49000000953674316,0.015336230043097844,-0.6929518977801005,0.0002061755650989449
info_shunting,dendritic_additive,per_soma,auto,20,0.5080000162124634,0.006572651363151376,0.49000000953674316,0.015336230043097844,-0.6929518977801005,0.00020617556509894492
info_shunting,dendritic_additive,per_soma,auto,0,0.5080000162124634,0.006572651363151376,0.49000000953674316,0.015336230043097844,-0.6929480830828348,0.00021074608941961756
info_shunting,dendritic_additive,local_mismatch,,0,0.5068000197410584,0.006220916508710097,0.5004000186920166,0.01637986786246684,-0.6930709481239319,0.00019668211043627918
info_shunting,dendritic_additive,scalar,,0,0.5068000197410584,0.006220916508710097,0.5004000186920166,0.01637986786246684,-0.6930711150169373,0.00019684702359187416
info_shunting,dendritic_shunting,per_soma,,5,0.5068000197410584,0.006220916508710097,0.5004000186920166,0.01637986786246684,-0.6930864453315735,0.00025634184137731536
info_shunting,dendritic_shunting,local_mismatch,,0,0.5068000197410584,0.006220916508710097,0.5004000186920166,0.01637986786246684,-0.7003277778625489,0.004666538161209721
info_shunting,dendritic_shunting,scalar,,0,0.5068000197410584,0.006220916508710097,0.5004000186920166,0.01637986786246684,-0.6930896997451782,0.0002328127996282616
info_shunting,dendritic_additive,per_soma,,0,0.5068000197410584,0.006220916508710097,0.5004000186920166,0.01637986786246684,-0.6930707693099976,0.00019656413572697774
info_shunting,dendritic_additive,local_mismatch,,30,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930892825126648,0.00018414597492899607
info_shunting,dendritic_additive,local_mismatch,,40,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930892825126648,0.00018414597492899607
info_shunting,dendritic_additive,local_mismatch,,10,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930892825126648,0.00018414597492899607
info_shunting,dendritic_additive,local_mismatch,,5,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930892705917359,0.0001839991165353359
info_shunting,dendritic_additive,local_mismatch,,2,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.693088972568512,0.00018471663864324777
info_shunting,dendritic_additive,local_mismatch,,20,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930892825126648,0.00018414597492899607
info_shunting,dendritic_additive,scalar,,40,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930892586708068,0.00018484425474025098
info_shunting,dendritic_additive,scalar,,10,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930892586708068,0.00018484425474025098
info_shunting,dendritic_additive,scalar,,20,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930892586708068,0.00018484425474025098
info_shunting,dendritic_shunting,per_soma,,2,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930893421173095,0.00019514341595636752
info_shunting,dendritic_additive,scalar,,2,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930894374847412,0.00018488997355768787
info_shunting,dendritic_additive,per_soma,,40,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930893540382386,0.00018421583484816962
info_shunting,dendritic_additive,per_soma,,30,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930893540382386,0.00018421583484816962
info_shunting,dendritic_additive,scalar,,5,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930890798568725,0.00018505909640641684
info_shunting,dendritic_additive,per_soma,,20,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930893540382386,0.00018421583484816962
info_shunting,dendritic_additive,per_soma,,5,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930892944335938,0.00018414933572509233
info_shunting,dendritic_additive,per_soma,,2,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930891752243042,0.00018479829872057504
info_shunting,dendritic_additive,per_soma,,10,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930893540382386,0.00018421583484816962
info_shunting,dendritic_additive,scalar,,30,0.5064000129699707,0.006730520075317548,0.49360001683235166,0.01474110260061269,-0.6930892586708068,0.00018484425474025098
info_shunting,dendritic_shunting,scalar,,5,0.5056000113487243,0.007569669049365782,0.5032000243663788,0.01599063341112676,-0.6931132316589356,0.0001934431376990297
info_shunting,dendritic_shunting,scalar,,10,0.5056000113487243,0.007569669049365782,0.5032000243663788,0.01599063341112676,-0.6931574940681458,0.00014162853789681466
info_shunting,dendritic_shunting,scalar,,2,0.5056000113487243,0.007569669049365782,0.5032000243663788,0.01599063341112676,-0.6931254982948303,0.000204212404127589
info_shunting,dendritic_shunting,scalar,,30,0.5056000113487243,0.007569669049365782,0.5032000243663788,0.01599063341112676,-0.6931574940681458,0.00014162853789681466
info_shunting,dendritic_shunting,scalar,,20,0.5056000113487243,0.007569669049365782,0.5032000243663788,0.01599063341112676,-0.6931574940681458,0.00014162853789681466
info_shunting,dendritic_shunting,scalar,,40,0.5056000113487243,0.007569669049365782,0.5032000243663788,0.01599063341112676,-0.6931574940681458,0.00014162853789681466
info_shunting,dendritic_shunting,local_mismatch,,20,0.5008000195026397,0.00978262978351201,0.5052000284194946,0.015319924218431391,-0.7049568891525269,0.0028802055777001523
info_shunting,dendritic_shunting,local_mismatch,,30,0.5008000195026397,0.00978262978351201,0.5052000284194946,0.015319924218431391,-0.7049568891525269,0.0028802055777001523
info_shunting,dendritic_shunting,local_mismatch,,10,0.5008000195026397,0.00978262978351201,0.5052000284194946,0.015319924218431391,-0.7049568891525269,0.0028802055777001523
info_shunting,dendritic_shunting,local_mismatch,,40,0.5008000195026397,0.00978262978351201,0.5052000284194946,0.015319924218431391,-0.7049568891525269,0.0028802055777001523
info_shunting,dendritic_shunting,local_mismatch,,5,0.5008000195026397,0.00978262978351201,0.5052000284194946,0.015319924218431391,-0.7064640283584595,0.0020919626170556736
info_shunting,dendritic_shunting,local_mismatch,,2,0.5004000127315521,0.009813248287515688,0.49840002655982973,0.01628804163893094,-0.7052844524383545,0.002817739840181033
info_shunting,dendritic_shunting,per_soma,,0,0.4964000105857849,0.025598821125045794,0.47800002098083494,0.04604888169026415,-0.6930892586708068,0.00018646448082771278
noise_resilience,dendritic_shunting,per_soma,,5,0.41960002183914186,0.16819126411168153,0.4180000126361847,0.1616987964936554,-0.9704501807689667,0.28247141484413374
noise_resilience,dendritic_shunting,per_soma,,2,0.41320002675056455,0.1476489186776491,0.4070000171661377,0.14912244404179617,-0.9746151268482208,0.274113874472837
noise_resilience,dendritic_shunting,scalar,,30,0.40920001864433286,0.13871624985779574,0.40460001230239867,0.14377169428061215,-1.0069033980369568,0.2025324380911269
noise_resilience,dendritic_shunting,scalar,,20,0.407200026512146,0.13887836645545756,0.4004000127315521,0.14947675115347836,-0.9986702680587769,0.22104047713717612
noise_resilience,dendritic_additive,per_soma,auto,30,0.3530000150203705,0.006572684009959851,0.3360000103712082,0.02190889772965346,-1.096083660920461,0.0010993921999093864
noise_resilience,dendritic_additive,per_soma,auto,40,0.3530000150203705,0.006572684009959851,0.3360000103712082,0.02190889772965346,-1.096083641052246,0.0010994139351489353
noise_resilience,dendritic_additive,per_soma,auto,10,0.3530000150203705,0.006572684009959851,0.3360000103712082,0.02190889772965346,-1.0960837006568909,0.001099958249299263
noise_resilience,dendritic_additive,per_soma,auto,5,0.3530000150203705,0.006572684009959851,0.3360000103712082,0.02190889772965346,-1.0960832834243774,0.001100023948550086
noise_resilience,dendritic_additive,per_soma,auto,2,0.3530000150203705,0.006572684009959851,0.3360000103712082,0.02190889772965346,-1.0960840185483296,0.0011006981212592208
noise_resilience,dendritic_additive,per_soma,auto,20,0.3530000150203705,0.006572684009959851,0.3360000103712082,0.02190889772965346,-1.0960836211840312,0.001099348676865502
noise_resilience,dendritic_additive,per_soma,auto,0,0.34700000286102295,0.0,0.31850001215934753,0.0027386101757811525,-1.0962812304496765,0.0009575312101887369
noise_resilience,dendritic_shunting,local_mismatch,,10,0.3464000165462494,0.007668120657016942,0.3346000134944916,0.0151756349558027,-1.09748215675354,0.0015302376026200585
noise_resilience,dendritic_shunting,local_mismatch,,5,0.3460000157356262,0.008000005967922382,0.3358000159263611,0.01583350754299243,-1.0976789236068725,0.0011981044154651985
noise_resilience,dendritic_shunting,local_mismatch,,40,0.3460000157356262,0.008000005967922382,0.3358000159263611,0.01583350754299243,-1.0975193500518798,0.0014931312469394587
noise_resilience,dendritic_shunting,local_mismatch,,2,0.3460000157356262,0.008000005967922382,0.3358000159263611,0.01583350754299243,-1.0975659370422364,0.0014410062327491508
noise_resilience,dendritic_additive,per_soma,,2,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977032899856567,0.0013100577610600358
noise_resilience,dendritic_additive,scalar,,20,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977034091949462,0.0013083045101306508
noise_resilience,dendritic_shunting,scalar,,10,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977731227874756,0.0013452062257644632
noise_resilience,dendritic_shunting,scalar,,5,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977256298065186,0.001277344272898202
noise_resilience,dendritic_shunting,scalar,,0,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.097726535797119,0.0014497214315039246
noise_resilience,dendritic_additive,per_soma,,0,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977442979812622,0.0014385291821825007
noise_resilience,dendritic_additive,local_mismatch,,2,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977031946182252,0.0013102982953611456
noise_resilience,dendritic_additive,scalar,,2,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.097703719139099,0.0013098402744485024
noise_resilience,dendritic_additive,scalar,,5,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977033615112304,0.0013095221505111893
noise_resilience,dendritic_additive,per_soma,,5,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.097703456878662,0.0013099813012928362
noise_resilience,dendritic_additive,per_soma,,40,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977039337158203,0.001309209006410326
noise_resilience,dendritic_additive,per_soma,,10,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977036952972412,0.001309438128304411
noise_resilience,dendritic_additive,per_soma,,20,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977038860321044,0.0013091831712771338
noise_resilience,dendritic_additive,per_soma,,30,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.097703719139099,0.0013090200761128093
noise_resilience,dendritic_additive,local_mismatch,,30,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977034091949462,0.0013094424465610044
noise_resilience,dendritic_additive,local_mismatch,,20,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.097703504562378,0.001309597458633171
noise_resilience,dendritic_additive,scalar,,30,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.097703218460083,0.0013081973120769737
noise_resilience,dendritic_additive,scalar,,40,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.097703504562378,0.0013083837517369546
noise_resilience,dendritic_additive,scalar,,10,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977030754089356,0.0013082418504146269
noise_resilience,dendritic_additive,scalar,,0,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977410078048706,0.0014447164899194806
noise_resilience,dendritic_additive,local_mismatch,,0,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977442979812622,0.0014380179752584781
noise_resilience,dendritic_shunting,local_mismatch,,20,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.098073387145996,0.0005891881323004831
noise_resilience,dendritic_shunting,per_soma,,0,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.097739815711975,0.0014191998973184287
noise_resilience,dendritic_additive,local_mismatch,,40,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.097703456878662,0.001309410128205456
noise_resilience,dendritic_additive,local_mismatch,,5,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977033853530884,0.0013099488042149167
noise_resilience,dendritic_additive,local_mismatch,,10,0.34580001831054685,0.00798123444158269,0.3414000153541565,0.01141489982588911,-1.0977038145065308,0.001309932860759985
noise_resilience,dendritic_shunting,local_mismatch,,0,0.3454000174999237,0.008648703756952812,0.33180001378059387,0.015449914910876099,-1.09876606464386,0.003411682790776981
noise_resilience,dendritic_shunting,scalar,,40,0.34420002102851865,0.010183320723473274,0.33620001673698424,0.01796384951367631,-1.097811770439148,0.0014048345378508379
noise_resilience,dendritic_shunting,scalar,,2,0.34420002102851865,0.010183320723473274,0.33620001673698424,0.01796384951367631,-1.0977320909500121,0.0013311111005224192
noise_resilience,dendritic_shunting,local_mismatch,,30,0.3434000134468079,0.003646917358926347,0.3344000160694122,0.010945322027756308,-1.0975937604904176,0.0013292304499021173
