left,right,functional_similarity,tree_distance_um,shared_path_um,shared_path_fraction,lca_depth,euclidean_distance_um,path_depth_difference_um,same_major_branch
0,1,0.12952613659222573,223.06325570852948,0.0,0.0,0.0,149.68663929689922,0.7928722011906615,False
0,2,0.19896517220547716,245.89060839519155,0.0,0.0,0.0,58.52829469581365,23.620224887852743,False
0,3,-0.03227440983082243,227.29237351269438,0.0,0.0,0.0,134.67991731509196,5.021990005355562,False
0,4,0.1507341345256742,156.2340778726869,0.0,0.0,0.0,72.71387036872677,66.03630563465191,False
0,5,0.349606708126719,222.33963105459225,0.0,0.0,0.0,48.82077475829326,0.06924754725343973,False
0,6,-0.018263027871131862,238.1876622621653,0.0,0.0,0.0,27.95466272377479,15.917278754826484,False
0,7,0.03770122906680355,128.23172693404948,0.0,0.0,0.0,61.72612999370686,94.03865657328933,False
0,8,0.011194760177637104,241.14047327255537,0.0,0.0,0.0,151.55505676815937,18.870089765216562,False
0,9,0.09687893155658384,262.6549848723706,0.0,0.0,0.0,170.5905338522627,40.38460136503181,False
1,2,-0.04409537822598825,246.6834805963822,0.0,0.0,0.0,119.30700888045088,22.82735268666208,False
1,3,0.0006634402086587707,228.08524571388503,0.0,0.0,0.0,85.61258262662093,4.2291178041649005,False
1,4,-0.07210109635897807,157.02695007387757,0.0,0.0,0.0,99.95371312762731,66.82917783584257,False
1,5,-0.012286392540881591,223.13250325578292,0.0,0.0,0.0,111.17385944546494,0.7236246539372218,False
1,6,0.0949002058831438,238.98053446335595,0.0,0.0,0.0,121.78652693955927,15.124406553635822,False
1,7,0.14435436374618363,129.02459913524012,0.0,0.0,0.0,89.68592837229268,94.83152877448,False
1,8,-0.020597627316103557,241.93334547374604,0.0,0.0,0.0,107.69141484816701,18.0772175640259,False
1,9,0.10314153941315196,263.4478570735613,0.0,0.0,0.0,160.3934817628198,39.59172916384115,False
2,3,0.10508320747942848,250.9125984005471,0.0,0.0,0.0,79.45920654021151,18.59823488249718,False
2,4,0.10347510818573458,179.85430276053964,0.0,0.0,0.0,59.83243160694707,89.65653052250465,False
2,5,0.27765067932974224,211.76678558168487,17.096535180380066,0.15373968240706906,1.0,68.23517274837076,23.550977340599303,True
2,6,-0.04119044267786163,227.61481678925787,17.096535180380066,0.13456279214371386,1.0,45.40686186029597,7.702946133026259,True
2,7,0.34978150002394626,117.65888146114209,17.096535180380066,1.0,1.0,44.62052931106932,117.65888146114207,True
2,8,0.13255692887303894,264.7606981604081,0.0,0.0,0.0,114.37251977638684,4.7501351226361805,False
2,9,0.30523839979544876,286.27520976022333,0.0,0.0,0.0,136.777129082314,16.76437647717907,False
3,4,-0.12138586239905017,137.82589614172184,11.715085868160315,0.2597644171797016,1.0,92.80627220182912,71.05829564000747,True
3,5,0.3098367093490767,227.36162105994782,0.0,0.0,0.0,122.71274691734348,4.952742458102122,False
3,6,0.3419184919545566,243.20965226752085,0.0,0.0,0.0,112.82315365207619,10.895288749470922,False
3,7,0.07830124820344667,133.25371693940502,0.0,0.0,0.0,85.89592169596881,99.0606465786449,False
3,8,0.28863439126610846,217.36537063663945,14.398546320635749,0.12395743511155768,2.0,81.47649005694831,13.848099759861,True
3,9,0.08394911235218315,238.8798822364547,14.398546320635749,0.12395743511155768,2.0,116.67417469174568,35.36261135967625,True
4,5,0.03353448662499551,156.30332541994034,0.0,0.0,0.0,62.60240621573583,66.10555318190535,False
4,6,-0.0831176468254327,172.1513566275134,0.0,0.0,0.0,51.37786916562421,81.9535843894784,False
4,7,-0.027713000674247774,62.19542129939756,0.0,0.0,0.0,32.54401997295357,28.002350938637427,False
4,8,0.20932864408094745,151.67399590158283,11.715085868160315,0.2597644171797016,1.0,83.65395770673378,84.90639539986847,True
4,9,0.019970049200647714,173.18850750139808,11.715085868160315,0.2597644171797016,1.0,113.63135201166968,106.42090699968372,True
5,6,0.2526014734816718,161.5303267822524,38.36329151358318,0.3449798565124802,3.0,29.500188745158887,15.848031207573044,True
5,7,0.062041708459339824,94.10790412054278,17.096535180380066,1.0,1.0,40.4458089299744,94.10790412054277,True
5,8,0.27883312308483554,241.2097208198088,0.0,0.0,0.0,142.207728903882,18.800842217963122,False
5,9,0.21581500686441835,262.72423241962406,0.0,0.0,0.0,175.19954415465807,40.31535381777837,False
6,7,0.036684097208084625,109.95593532811581,17.096535180380066,1.0,1.0,34.29835803650074,109.95593532811583,True
6,8,0.34113462811274126,257.05775202738187,0.0,0.0,0.0,131.15528335526557,2.9528110103900786,False
6,9,0.3376942445281425,278.5722636271971,0.0,0.0,0.0,157.23902823408693,24.46732261020533,False
7,8,0.1675661086881882,147.10181669926604,0.0,0.0,0.0,104.00761074075305,112.90874633850589,False
7,9,0.4035073120924762,168.6163282990813,0.0,0.0,0.0,138.41554590435277,134.42325793832114,False
8,9,0.4926844745705016,219.96358710555054,30.78074376601832,0.23676533296492863,4.0,53.53850621748798,21.51451159981525,True
