stage,index,architecture,arm,multiplier,seed,test_accuracy,test_cross_entropy,validation_cross_entropy,selection_validation_loss,best_epoch,final_epoch_valid_loss,epochs,initialized_model_sha256,initialized_core_sha256,final_core_sha256,final_model_sha256,decoder_only_core_unchanged,total_parameters,active_synapses,runtime_commit,elapsed_seconds,execution_stage,rate_policy
fresh,20,shunting,neuron_shared,1.0,50300,0.9726999998092651,0.09143790602684021,0.09837068617343903,0.09837069388230642,97,0.13787038803100585,180,18e643254f01cad3414b508b3b80152de051aec9cc36a1929818663ae8cf00f7,efc6ac1240c12dd1c6d735684ffe203b045c62528ca8db863b0a37a508533077,5b776d6977f0c610da236b053996c2111d11d10119c2de28af203b929ebd2e1f,67099a86e081588ba8cfaab9ebb116eda070532a414e94e59cef42b65f6f57c8,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,478.9692936569918,,selected
fresh,21,shunting,neuron_shared,1.0,50301,0.971299946308136,0.09662698954343796,0.10647106170654297,0.10647105242311955,91,0.14447933286925158,180,df80e605c54913f9a4292defd442f450fcaa737305d521f5d2db8640a5c07892,6d1b2f33d89285822ca4f8bd12e31254ad64365844216d5560887d5c8516e21e,6f80f69488feb20bf8f231903abf1ae66a8c77b3ffa2ecd310938d58ecaafcc1,21c41c139e8d83f1e507e9374cdf4bc172ae66cc3f6ac807a50203d065424be0,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,295.9588716230355,,selected
fresh,22,shunting,neuron_shared,1.0,50302,0.9710999727249146,0.09705085307359695,0.10473445802927017,0.10473446122805277,96,0.1408881849447886,180,008284e706b586d5b411e3141773a5cc7c7bcb35f0c5c3ac3ba604ea90fb2119,51c88895cad28c6fbd3e8741d8ff295d4b1465a898e7f2038239a0afec6de6eb,03e922a14653b0066d55eff75685c3c306272e6fbaf04ec5594e1f116f013741,fa0db649848882b233949b9d7104725df809f912a80e4719b3ed311881813f0e,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,290.31380789296236,,selected
fresh,23,shunting,neuron_shared,1.0,50303,0.9711999893188477,0.09346743673086166,0.09857648611068726,0.09857648361722628,87,0.13350866047541302,180,a24678286959651fb8682a48ff022b088727eb4f398e423411d740c3c49c05f9,5118ad459713239569287c9e6fe0d21750baec6f4c122be4c464a9084e23cbc9,e42edffc471ef125dcb9e8061ab9a88c0450a7f3cbdbc4d0000b9a964f260aa7,5e7eb8a616a379a1a5947fefc59267c5e3bed090b30a6014b1fe96769ffd88c3,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,286.72807702305727,,selected
fresh,24,shunting,neuron_shared,1.0,50304,0.9718999862670898,0.09725569933652878,0.09609416872262955,0.09609417001406352,90,0.1253108423948288,180,65b226df48a5fefdf60578d18274473764a03d56a75e0db564e9a13aba8a583f,782200c8f1bd856e5b3330f928a574670f9a14bd9fe611859cff39f34e020518,78aa0edbad92611f9f48a32b921ee5930f4a13695bceb2796402b4e3eb037e0f,800138885e21c0dc63b8994e8266613176479ef631ce4107c7de4b1938e6393f,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,260.2467806970235,,selected
fresh,25,shunting,neuron_shared,1.0,50305,0.9711999893188477,0.09652508795261383,0.10232541710138321,0.10232541771729788,95,0.14816636284192403,180,90f62c5bd1b18f546c4bf9b9029244de91ea71ae1f7c98022eaddf0915613f81,d35efa6aecdb7bcad8cecc1f7134ebb30a6ffde79a745cd42a8a50fe97f24712,e3e8c2b8ac741d818664cfc6c4022da3e8efc0fa519b7d05fdcbbd31cccba9aa,226b1fc94ca0b513704a12ae1847fbfbe126980e3a6a03aedc3476b2ff2d13b2,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,261.4971794770099,,selected
fresh,26,shunting,neuron_shared,1.0,50306,0.971299946308136,0.09673571586608887,0.1021646186709404,0.10216461449861526,88,0.14819684076309203,180,4cc0e29dc0113a548bb932848af5f13fd4b9e9a70a010f6f144c1bc02426b6b0,3db71d78500557117db228d48c7ef0f00f78b846484000e629bf005b113f67e4,debfcd1c9a366d049bc68a9dbe6a6a9d1a9b149deb1f076cc97deb949c5dd85c,83ac05a6a048d884823e33d392533d476c12738d0879c940343872c2c79f8d1c,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,261.81171708297916,,selected
fresh,27,shunting,neuron_shared,1.0,50307,0.9720999598503113,0.0971960797905922,0.1041359230875969,0.10413592720031738,88,0.14804264958699545,180,47f2e4599e79a253ef09924d823903706f4fbc20f32e9e12a6aba9bcc06cd223,f962b9e618459200f10d2c96c91a8ec71ebc51fa226952b2fa71dadd79fea773,68d0dcfda428c614654f4efed179abebd66e60ce622e674b1ba1d74b9a0266ed,3ed0d33f3f23c88966d9b1ceb70e76310e998136073464adcdc17c524877a992,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,260.4520195730729,,selected
fresh,28,shunting,neuron_shared,1.0,50308,0.9709999561309814,0.09938892722129822,0.09469787776470184,0.0946978807648023,105,0.12626697373390197,180,de9c7ea5b8e0a5bacb070f2e388bf2bdaad9068f73bd9ebc5c5765c4950947ad,8d44514ef8822f5846b8f9b7c00d1285ab895ae2b8948a5806a4ee05f745ce54,98e9d993159b20d4536af499a657399b91cf6751b40f15420e14cecf67ea1018,e657f3bf3687f0311cdbc1440ecfe85f37256df7ff5c3ff02ec5b0b7949d1340,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,261.4673235719092,,selected
fresh,29,shunting,neuron_shared,1.0,50309,0.9685999751091003,0.10050424933433533,0.1068907231092453,0.10689073115090529,82,0.15377885241309802,180,4c05196f3955a0101a16d21941617a82efeb56f2eff4afa71bba95e3da480eb3,3d7370bfb3014bd67e0f63fa2f18c25ee7153e135dae2b29f3341ee28cb5dcbc,9e52586abf407536b902b35705a4cf8debf0c6ed74da9371a0e8932d0d07785f,57735eda5b69accf790ba3591cae0675daaa7242c563dd3524be8ea3964759d8,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,234.07097021699883,,selected
fresh,40,shunting,subtree_k3,3.0,50300,0.9718999862670898,0.09095396846532822,0.0995200052857399,0.09952000792821249,26,0.232870578289032,180,18e643254f01cad3414b508b3b80152de051aec9cc36a1929818663ae8cf00f7,efc6ac1240c12dd1c6d735684ffe203b045c62528ca8db863b0a37a508533077,7cd5e89edd249cb88caf6491f3a0b298115a05f9134c9a38b7e007a97858761b,2732c543a2508ebded1377717c5ddd19313ba5923f5ee629c734c5b0aaa9a294,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,245.24721454805695,,selected
fresh,41,shunting,subtree_k3,3.0,50301,0.9714999794960022,0.09701594710350037,0.10449077188968658,0.10449078171451887,28,0.23029495797554653,180,df80e605c54913f9a4292defd442f450fcaa737305d521f5d2db8640a5c07892,6d1b2f33d89285822ca4f8bd12e31254ad64365844216d5560887d5c8516e21e,392973a59c567ae0b3c4d9e5b0f2b9b5e54d83e3b33ca9d9dd63cefa30283691,996fa4976c87992316e42e141cbee97169d72154bf003dd746d6349f31cbc74d,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,246.32844052300788,,selected
fresh,42,shunting,subtree_k3,3.0,50302,0.9720999598503113,0.09537992626428604,0.10693196207284927,0.10693196574846904,26,0.24024844106038412,180,008284e706b586d5b411e3141773a5cc7c7bcb35f0c5c3ac3ba604ea90fb2119,51c88895cad28c6fbd3e8741d8ff295d4b1465a898e7f2038239a0afec6de6eb,0c5dd778b05505a198802073449e40030d3868b37cc5fdad8a24e8f0dedc4325,836e87042bd00e39091f22fa16404ed19bfc800d4ff7c95f114bad955727e962,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,243.6892207749188,,selected
fresh,43,shunting,subtree_k3,3.0,50303,0.9704999923706055,0.09621352702379227,0.097224660217762,0.09722465644280116,24,0.21221909449497858,180,a24678286959651fb8682a48ff022b088727eb4f398e423411d740c3c49c05f9,5118ad459713239569287c9e6fe0d21750baec6f4c122be4c464a9084e23cbc9,99added734120f00369f915f800f8d52523556814c8383cf4aae312d94caf6ef,73551dea42c188fe24cc683f0c3f7923f296402805fb3c2b306197e80aa779c3,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,241.37991026800591,,selected
fresh,44,shunting,subtree_k3,3.0,50304,0.9732999801635742,0.09172851592302322,0.096473827958107,0.09647382728258769,30,0.21084804089864095,180,65b226df48a5fefdf60578d18274473764a03d56a75e0db564e9a13aba8a583f,782200c8f1bd856e5b3330f928a574670f9a14bd9fe611859cff39f34e020518,863346a0f244da3206079c8ab23a72f1e5ac00a4a5ce03a4ae14e612f7fc870b,8932ed11d9beac193422c8aa91385e41f28945808f0320da6bb26b225e9e1318,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,241.63221709092613,,selected
fresh,45,shunting,subtree_k3,3.0,50305,0.9727999567985535,0.09568172693252563,0.10607421398162842,0.10607422773043315,23,0.24735054485003152,180,90f62c5bd1b18f546c4bf9b9029244de91ea71ae1f7c98022eaddf0915613f81,d35efa6aecdb7bcad8cecc1f7134ebb30a6ffde79a745cd42a8a50fe97f24712,448b9e8d96857a062aaa8c97e385a5e277f78fe12a979ed5078ee388613e897c,e9876984cfc9355c8de8d25b8bf067a31878506135efc5edaf805bbcf2984088,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,243.30494427203666,,selected
fresh,46,shunting,subtree_k3,3.0,50306,0.974299967288971,0.09205593913793564,0.1035844087600708,0.10358441438277563,28,0.22009157196680704,180,4cc0e29dc0113a548bb932848af5f13fd4b9e9a70a010f6f144c1bc02426b6b0,3db71d78500557117db228d48c7ef0f00f78b846484000e629bf005b113f67e4,5612c5e4838cc0ccdbdaa7e616e611baaa0cc7be659d26af51af529b81754e41,7682714e1d43027e39f2fbf7343717aea607b450b91fe1cd7a592da46a4732e9,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,245.52546769101173,,selected
fresh,47,shunting,subtree_k3,3.0,50307,0.9711999893188477,0.09612289071083069,0.0990544855594635,0.09905447997649511,29,0.22653204925855,180,47f2e4599e79a253ef09924d823903706f4fbc20f32e9e12a6aba9bcc06cd223,f962b9e618459200f10d2c96c91a8ec71ebc51fa226952b2fa71dadd79fea773,f711fe8356b1bfff55c1ae763710e65e78ad0cb39abd54bc9bf5339d4f880d4e,546c126dadbd3672a34a97dad9f30fd1d2e29e2464f552f7134e0ff26ee1fc78,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,241.0843759130221,,selected
fresh,48,shunting,subtree_k3,3.0,50308,0.9724999666213989,0.09150200337171555,0.09687778353691101,0.09687777858972549,27,0.20851435738801957,180,de9c7ea5b8e0a5bacb070f2e388bf2bdaad9068f73bd9ebc5c5765c4950947ad,8d44514ef8822f5846b8f9b7c00d1285ab895ae2b8948a5806a4ee05f745ce54,786c3d24433db76f2c91d52d01e220c69ba9a40600817f45390cefec2580d191,d933fdd344420b040d5f83b73b22de9c4f068a8ddbaf930c4e594a5c897e43d0,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,243.58470100001432,,selected
fresh,49,shunting,subtree_k3,3.0,50309,0.972599983215332,0.0968572124838829,0.10800886899232864,0.10800887056688467,29,0.23200994689265886,180,4c05196f3955a0101a16d21941617a82efeb56f2eff4afa71bba95e3da480eb3,3d7370bfb3014bd67e0f63fa2f18c25ee7153e135dae2b29f3341ee28cb5dcbc,0698cb39b9fb8c7ad5829a2e5835fa2d7f2503984f619342edc79ec9736fd05c,a3c44da1be81f83275d6db421bb8abeb89f25d76e78d5fd4140c7abeb61a02d5,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,242.9357625299599,,selected
fresh,50,shunting,exact_path,1.0,50300,0.9722999930381775,0.0902673602104187,0.09592340141534805,0.09592340873678526,76,0.18169490909576416,180,18e643254f01cad3414b508b3b80152de051aec9cc36a1929818663ae8cf00f7,efc6ac1240c12dd1c6d735684ffe203b045c62528ca8db863b0a37a508533077,0b05443488940368a0aecf45aef0746db80e736b7ae03932f8ffc80c71146910,d17602db06825344f7ba35564243ace2a8ebcc313e3e8ecde5a94f5483d91e67,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,388.7949870309094,,selected
fresh,51,shunting,exact_path,1.0,50301,0.9690999984741211,0.09806416928768158,0.10458768904209137,0.10458768263459206,64,0.20218128510316213,180,df80e605c54913f9a4292defd442f450fcaa737305d521f5d2db8640a5c07892,6d1b2f33d89285822ca4f8bd12e31254ad64365844216d5560887d5c8516e21e,c71b87e94d202ce08e6fc37ec5bf9acfbd68e5a656af214658037afdada1b828,748773e0b1465dbc8b89f6b6c1ebcacb8d4590b40280b14354c1480c012b50dd,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,241.3188912619371,,selected
fresh,52,shunting,exact_path,1.0,50302,0.972000002861023,0.09782237559556961,0.10069584846496582,0.10069584635893504,76,0.18858094346523285,180,008284e706b586d5b411e3141773a5cc7c7bcb35f0c5c3ac3ba604ea90fb2119,51c88895cad28c6fbd3e8741d8ff295d4b1465a898e7f2038239a0afec6de6eb,dcd51c512209bb7db1e48e06c16de320980a13704ac55a328439ed7b80a880b7,01ea5ce4a8ec412fdbb07981efb1b6341eb4f9c9dc3152e95b36a04acb489fe1,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,241.83681158197578,,selected
fresh,53,shunting,exact_path,1.0,50303,0.9726999998092651,0.09251642972230911,0.09626682102680206,0.09626682283480963,69,0.1886723461151123,180,a24678286959651fb8682a48ff022b088727eb4f398e423411d740c3c49c05f9,5118ad459713239569287c9e6fe0d21750baec6f4c122be4c464a9084e23cbc9,2ace7f8cd247560df4399d8d4e0a5e031f378fea6310c0ffc5d611f0bc6c076c,18f2bfe88efc3d819075e4b6fd3894258421a4d359c0fdaf43f4fe89fcbb3107,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,240.38138276804239,,selected
fresh,54,shunting,exact_path,1.0,50304,0.9727999567985535,0.08869445323944092,0.09494258463382721,0.09494258371988933,72,0.1738481957912445,180,65b226df48a5fefdf60578d18274473764a03d56a75e0db564e9a13aba8a583f,782200c8f1bd856e5b3330f928a574670f9a14bd9fe611859cff39f34e020518,0474116a0a85c265cb331781881e0b34e4b7cb1fdaf440d458e0b5175e900845,449bd334866ab281f7ef29bdf2725c58666e87db26bf29159a448b627cce8a4a,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,242.94492044404615,,selected
fresh,55,shunting,exact_path,1.0,50305,0.9717999696731567,0.09437084197998047,0.10256465524435043,0.10256466861565908,69,0.189323526819547,180,90f62c5bd1b18f546c4bf9b9029244de91ea71ae1f7c98022eaddf0915613f81,d35efa6aecdb7bcad8cecc1f7134ebb30a6ffde79a745cd42a8a50fe97f24712,df4f356868bed6487f822758a6cc0171ca2c71fb0f2df76aa9f2c757a56fdb76,ded68c3503d3411ef2d078a10c14f65deddb250b32cfe627b6c68133b0918e01,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,240.02194790309295,,selected
fresh,56,shunting,exact_path,1.0,50306,0.9704999923706055,0.09791427105665207,0.1029539555311203,0.10295396246512731,73,0.19716028527418772,180,4cc0e29dc0113a548bb932848af5f13fd4b9e9a70a010f6f144c1bc02426b6b0,3db71d78500557117db228d48c7ef0f00f78b846484000e629bf005b113f67e4,02c174f71e67e59924824b21ccf04b2af65173781543b8d7ef5b44c7fd3c56a6,00831e4e49b30cb8ef2327b19c02462e65ceef8b5513ca6646182a7a785272bb,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,242.43560384807643,,selected
fresh,57,shunting,exact_path,1.0,50307,0.971299946308136,0.09467284381389618,0.09750553220510483,0.09750554092725118,69,0.18524934522310893,180,47f2e4599e79a253ef09924d823903706f4fbc20f32e9e12a6aba9bcc06cd223,f962b9e618459200f10d2c96c91a8ec71ebc51fa226952b2fa71dadd79fea773,1b0b5049a7502d18541e489cfe84e78a2813cbd3e9f7333942805a50668a1452,34521444c6dbe3bf59dbacfa4cfffdde781ce3d04314aff8f20a03024390a400,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,242.4199046069989,,selected
fresh,58,shunting,exact_path,1.0,50308,0.9709999561309814,0.0956726148724556,0.09271802008152008,0.09271801362435023,73,0.16464755801359812,180,de9c7ea5b8e0a5bacb070f2e388bf2bdaad9068f73bd9ebc5c5765c4950947ad,8d44514ef8822f5846b8f9b7c00d1285ab895ae2b8948a5806a4ee05f745ce54,60819dc237d09b1eac777c6c619778cec4a377e83e9b0eb2bdb77ead684bea3b,e208333e459f570ed95afe9d3958b204ec668b5192fd4a8266a74750bb6269b2,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,242.1959560540272,,selected
fresh,59,shunting,exact_path,1.0,50309,0.9698999524116516,0.10089000314474106,0.10425782203674316,0.10425782241423925,70,0.19949101675550143,180,4c05196f3955a0101a16d21941617a82efeb56f2eff4afa71bba95e3da480eb3,3d7370bfb3014bd67e0f63fa2f18c25ee7153e135dae2b29f3341ee28cb5dcbc,8e92278058d78dd1779f7df89f7acc23082b668feae90910f542abec9176bc8e,d48c3d9443dc328ddd3174abf0355730f9179118155dcbe4f4d003e3768a583c,False,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,243.4001782690175,,selected
fresh,70,shunting,decoder_only,3.0,50300,0.8162999749183655,0.9146291613578796,0.9352909922599792,0.9352910342216492,180,0.9352910342216492,180,18e643254f01cad3414b508b3b80152de051aec9cc36a1929818663ae8cf00f7,efc6ac1240c12dd1c6d735684ffe203b045c62528ca8db863b0a37a508533077,efc6ac1240c12dd1c6d735684ffe203b045c62528ca8db863b0a37a508533077,4a601e7d531b2478a2d90f4031b22feec3ec878a5671a40ed1cb568d7ced9dde,True,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,256.4139472739771,,selected
fresh,71,shunting,decoder_only,3.0,50301,0.7994999885559082,0.9336085915565491,0.9614845514297485,0.9614845779736837,180,0.9614845779736837,180,df80e605c54913f9a4292defd442f450fcaa737305d521f5d2db8640a5c07892,6d1b2f33d89285822ca4f8bd12e31254ad64365844216d5560887d5c8516e21e,6d1b2f33d89285822ca4f8bd12e31254ad64365844216d5560887d5c8516e21e,bea2aa6b642379a3b118fd4c1cd09cd9728e83c6fb670fd2ded7cfade88d901e,True,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,163.25542908604257,,selected
fresh,72,shunting,decoder_only,3.0,50302,0.8193999528884888,0.8853704929351807,0.9016585350036621,0.9016585728327433,180,0.9016585728327433,180,008284e706b586d5b411e3141773a5cc7c7bcb35f0c5c3ac3ba604ea90fb2119,51c88895cad28c6fbd3e8741d8ff295d4b1465a898e7f2038239a0afec6de6eb,51c88895cad28c6fbd3e8741d8ff295d4b1465a898e7f2038239a0afec6de6eb,c878347d5d2c7809bdb85434c4665dd1ccda3196bda5c3af19cc05c2989b846b,True,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,163.24236382404342,,selected
fresh,73,shunting,decoder_only,3.0,50303,0.7998999953269958,0.9058325886726379,0.9129440188407898,0.912943974494934,179,0.913433082262675,180,a24678286959651fb8682a48ff022b088727eb4f398e423411d740c3c49c05f9,5118ad459713239569287c9e6fe0d21750baec6f4c122be4c464a9084e23cbc9,5118ad459713239569287c9e6fe0d21750baec6f4c122be4c464a9084e23cbc9,50ee2989e32bd9ae7062d49d31ff31dabb4636c136e6cb8c6c58807f9db2e0e9,True,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,162.2702733790502,,selected
fresh,74,shunting,decoder_only,3.0,50304,0.8064999580383301,0.9501176476478577,0.965810239315033,0.9658102941513061,180,0.9658102941513061,180,65b226df48a5fefdf60578d18274473764a03d56a75e0db564e9a13aba8a583f,782200c8f1bd856e5b3330f928a574670f9a14bd9fe611859cff39f34e020518,782200c8f1bd856e5b3330f928a574670f9a14bd9fe611859cff39f34e020518,1c39ca456e5bad9652f4cea77a8bc4393fd6258b046264d44cc6e21ca316e6be,True,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,162.22039016894996,,selected
fresh,75,shunting,decoder_only,3.0,50305,0.8091999888420105,0.9069042801856995,0.917309582233429,0.9173095237414042,180,0.9173095237414042,180,90f62c5bd1b18f546c4bf9b9029244de91ea71ae1f7c98022eaddf0915613f81,d35efa6aecdb7bcad8cecc1f7134ebb30a6ffde79a745cd42a8a50fe97f24712,d35efa6aecdb7bcad8cecc1f7134ebb30a6ffde79a745cd42a8a50fe97f24712,e7760f2052441a42f8036caceb22deb7c5d072715bfebddaecb926f0f2f7538e,True,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,162.84520820702892,,selected
fresh,76,shunting,decoder_only,3.0,50306,0.8035999536514282,0.942079484462738,0.965717613697052,0.9657176354726156,180,0.9657176354726156,180,4cc0e29dc0113a548bb932848af5f13fd4b9e9a70a010f6f144c1bc02426b6b0,3db71d78500557117db228d48c7ef0f00f78b846484000e629bf005b113f67e4,3db71d78500557117db228d48c7ef0f00f78b846484000e629bf005b113f67e4,1fb2b43eff59a57a322467c37ac6acc2b5043afe25df95c187e8fd78db4a6882,True,2414602,92160,6c1aaa25abd056c417842e1c46378b65d036f6a7,162.89783994597383,,selected
