control,cued_stream,b1,b2,b3,b4,b5,b6,b7,b8
random_rank_k,b3,0.057708817690270156,0.05604980208596022,0.9700403666235242,-0.1459776500384827,-0.028214117755305728,-0.09471217502182472,0.14613961049956126,0.010821578536350606
random_sparse_matched,b3,0.0,0.0,0.7071067811865475,0.0,0.7071067811865475,0.0,0.0,0.0
depth_interleaved_bins,b3,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.7071067811865475,0.0
within_neuron_route_derangement,b3,0.7071067811865475,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0
