scan,partner_index,measured_split_half_spearman,clipped_measured_spearman,pearson_signal_fraction,simulated_mean_split_half_spearman,simulated_se,n_simulated,pre_pt_root_id,repeat_reliability
target256456_ses6_scan6_automatic_conservative,2,0.1487142788989074,0.1487142788989074,0.1555759025249127,0.1455972234149134,0.0026848430994056,1000,864691135502842205,0.1487142788989074
target256456_ses6_scan6_automatic_conservative,3,0.2644244072324793,0.2644244072324793,0.2760207734690147,0.2601736129001479,0.0025858627680432,1000,864691135463493438,0.2644244072324793
target256456_ses6_scan6_automatic_conservative,4,0.1535470635942941,0.1535470635942941,0.160620944514411,0.1557570726587471,0.0026443335943287,1000,864691136034433723,0.1535470635942941
target256456_ses6_scan6_automatic_conservative,5,0.0367444301321501,0.0367444301321501,0.0384763034709111,0.0366981918801583,0.0027285218449305,1000,864691136389679223,0.0367444301321501
target256456_ses6_scan6_automatic_conservative,6,0.2177186202948332,0.2177186202948332,0.2275009151352284,0.2220064643862411,0.0026127280227609,1000,864691136197033548,0.2177186202948332
target256456_ses6_scan6_automatic_conservative,7,0.1372310481370163,0.1372310481370163,0.1435843887612681,0.1387871141644005,0.0026968610873486,1000,864691135892048777,0.1372310481370163
target256456_ses6_scan6_automatic_conservative,8,0.2311912599589714,0.2311912599589714,0.2415120802573312,0.2317794666285005,0.0026263226474877,1000,864691135720773937,0.2311912599589714
target256456_ses6_scan6_automatic_conservative,9,0.2886694337102237,0.2886694337102237,0.3011442336526412,0.2896059968512952,0.0024388892645412,1000,864691136446104451,0.2886694337102237
target256456_ses7_scan4_automatic_conservative,0,0.2908449024378607,0.2908449024378607,0.303396210250651,0.2890264825151472,0.002469334918199,1000,864691136524348561,0.2908449024378607
target256456_ses7_scan4_automatic_conservative,1,0.1527837412337197,0.1527837412337197,0.1598241643804767,0.1523974190162683,0.0026176059911817,1000,864691136275334078,0.1527837412337197
target256456_ses7_scan4_automatic_conservative,2,0.324063737417108,0.324063737417108,0.3377326767434594,0.3298209198034445,0.0025615450383322,1000,864691136380816597,0.3240637374171079
target256456_ses7_scan4_automatic_conservative,3,0.1210295310338247,0.1210295310338247,0.1266570157096727,0.1185897094604265,0.0025730194877066,1000,864691135738969220,0.1210295310338247
target256456_ses7_scan4_automatic_conservative,4,0.087095081341539,0.087095081341539,0.0911741469323693,0.0917672725537903,0.0027648646433426,1000,864691135295414796,0.087095081341539
target256456_ses7_scan4_automatic_conservative,5,0.1281331997519202,0.1281331997519202,0.1340801350330799,0.1297860359715662,0.0026725852576745,1000,864691136335276211,0.1281331997519202
target256456_ses7_scan4_automatic_conservative,6,0.1079910309622632,0.1079910309622632,0.1130276916216558,0.110525032202662,0.0027184326952297,1000,864691135464671550,0.1079910309622632
target256456_ses7_scan4_automatic_conservative,7,0.0575115691045274,0.0575115691045274,0.0602168726724973,0.0563192261819569,0.0027638916406996,1000,864691135469339474,0.0575115691045274
target256456_ses7_scan4_automatic_conservative,8,0.1484805114259816,0.1484805114259816,0.1553318423990717,0.1484710605410047,0.0026696755069651,1000,864691135839950227,0.1484805114259815
target256456_ses7_scan4_automatic_conservative,9,0.1842946424311817,0.1842946424311817,0.1926935266912062,0.1817506321263298,0.0026503596417289,1000,864691136034487739,0.1842946424311817
