panel,method,common,spatial,uncaptured
E,common + ancestry,0.20263350669249258,0.4164181338457352,0.3809483594617722
E,common-constrained SVD,0.2026335066924927,0.5395334654020885,0.25783302790541884
E,common + surrogate ancestry,0.20263350669249258,0.3756131588342152,0.4217533344732922
E,common + depth bins,0.20263350669249258,0.3088311396820683,0.4885353536254391
E,common + shuffled routes,0.2026335066924925,0.2331862829940077,0.5641802103134999
E,common + random routes,0.20263350669249258,0.2013895001783847,0.5959769931291228
