site_block,field_t,weight_W,projection
1,-0.1763926240763581,0.5229193285750084,-0.7153191736861797
2,-1.0,0.989933579729574,-0.7153191736861797
3,-0.024440593869212837,0.8256332126125148,-0.016042975164266077
4,-0.006051399092235725,0.6939198440443285,-0.016042975164266077
5,-0.006062861805494179,0.9468104263912669,-0.005739767685445796
6,-0.005433858803878722,1.0,-0.005739767685445796
7,-0.005115989799986451,0.6760537345799877,-0.0050834528663932415
8,-0.005055101901407375,0.775871843465021,-0.0050834528663932415
