dynamics,seed,checkpoint_sha256,probe_accuracy,n_fields,capture_broadcast_k1,capture_subtrees_k3,capture_exact_k12,n_dropped_zero_norm_fields,n_soma,capture_forward_max_abs_difference,exact_k12_max_abs_deviation_from_1,config_sha256,run_dir,n_fields_total,abs_error_sum_slot_00,abs_error_sum_slot_01,abs_error_sum_slot_02,abs_error_sum_slot_03,abs_error_sum_slot_04,abs_error_sum_slot_05,abs_error_sum_slot_06,abs_error_sum_slot_07,abs_error_sum_slot_08,abs_error_sum_slot_09,abs_error_sum_slot_10,abs_error_sum_slot_11
additive,42,606d29b0097505b9003df6f64214e7a42fd755a6b12ed3da0d6ef98a556cb511,0.95947265625,262144,0.5230402931908515,0.7216545120345003,1.0,0,128,0.0,0.0,40416ed117dd5b50ab92af7589ea56ed6d1c972d685ec953ca9f15e3ba4df417,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_0,262144,1.0826361833270202,1.072792930706735,1.0935711764131328,5.622809740635361,5.632681332452076,5.50535208344448,5.668442862984976,5.65658986272488,5.338130642303505,5.656477011287692,5.7885138545325425,5.720890878703399
additive,43,f39472eaca2133c592391baaedbed0ba7c5d136a4496ca913e9cd00629bbdcb1,0.96435546875,262144,0.517741224694943,0.718574504366517,1.0,0,128,0.0,0.0,125e92090ae128e6a6daae57ed5e4cb1801abfc2134642ade016dd39c54bb317,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_1,262144,1.180138251323776,1.1877605994583103,1.1672104226883706,6.209558702496016,6.212258183698666,6.132085207780556,6.190151519150111,6.074807748490336,6.346219173218007,5.977683269593602,6.314019866135009,6.23784776821109
additive,44,93832ee1b7553c1941d94595ad89ec587bb900409e29f5708bb6135cf9f1cbb3,0.96630859375,262144,0.5170104260125395,0.7184788092562101,1.0,0,128,0.0,0.0,dfa963bb7137d48796c6e91d2760f67e3f460ab9bf58e12dfccfc987e135cd4e,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_2,262144,1.1326121746186604,1.082150409263499,1.0746886814145582,5.994291728571331,5.899545243791884,5.8525282014194335,5.764113129886072,5.548959525706842,5.729813189133006,5.490146601050471,5.879445992904496,5.644857307427989
additive,45,2810d638c1cfe747ea50975ff0ccb87559871db8b30deed7ec2bbb3006e8bd4d,0.96044921875,262144,0.5241865166734964,0.7158461582501819,1.0,0,128,0.0,0.0,39137b5b8a29f1c8ebc27d797919e8748c6bf3ddea9d37216bf323b5fc8422fd,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_3,262144,1.0926797286503631,1.1177772743159837,1.0983585596964405,5.5276686260713435,5.49376716125789,5.446983337384481,5.684225511364648,5.770323471302486,5.743418091614255,5.754501264231973,5.637761876990557,5.521780355525808
additive,46,b09469b4e4ac85349281861c61463f48e3fd2d6d727270a6aa860d7443ef40c4,0.96435546875,262144,0.5192440517917328,0.7210047751609893,1.0,0,128,0.0,0.0,0f3c6e6eadc2a39a1d623b2439063175f5815045b81bf9cb92d659a311c3af2c,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_4,262144,1.0584995632536915,1.0679332289109718,1.0650346161669957,5.698147707536853,5.257150703611462,5.38586418971756,5.555278187764954,5.519226066402961,5.682999732435895,5.604109950585103,5.45584932957872,5.526655697989015
additive,47,5ccbd462681d7cd854fabe02fed7b94df35b3c89d6f7fbc402c030af80e7d417,0.9619140625,262144,0.5142693457919192,0.7127778306081329,1.0,0,128,0.0,0.0,ca251b19230d45dff4f5c3269b8765c17551c49f64600a2a3a219d0ba5c253ce,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_5,262144,1.2078540459321119,1.182116657371232,1.1482432252155736,6.307483884521608,6.09121150306276,6.200172719206146,6.18399887293431,6.288321761536863,6.012893369679675,6.005682704085681,5.98245892853111,5.996824718681482
additive,48,ca036a0659d1f5a1a5f03e1fc99db25e32d0919ec4efca556a05d3441dd326b2,0.9697265625,262144,0.5182976658931313,0.7220685225073061,1.0,0,128,0.0,0.0,39a98c2f05a1f7bddd4501991ffc759be4ec3d5a1ee562f2d2ae540d28f27df3,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_6,262144,0.9574226427444779,1.0322958591440272,0.9855687107362706,4.852899756166302,5.042650990910262,4.8535218294406395,5.313350759237618,5.374889831239989,5.288417622779299,5.19813234219973,5.095591508596942,5.459187434923575
additive,49,271ae07a68fabc9185458d95257039f4d552585a3f243db423be32ab463aacfd,0.9638671875,262144,0.5197993971134836,0.7156396221243024,1.0,0,128,0.0,0.0,a48e133906ac3fa1d08958636f7f061d37a4095f3f9e988d9d9f7b093b8003fc,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_7,262144,1.1106732170784155,1.1051082705241764,1.1551735917810464,5.790124720032104,5.8882324282836525,5.618489325962617,5.940201428080926,5.842086682198773,5.848166107634523,6.273719358990274,6.026084077783901,6.108894562000705
additive,50,7957365c887967dd7e41fba984fc09e89fb2f5cd759e2f82216eda46b6ddeddc,0.966796875,262144,0.5153120377946723,0.7099825288050889,1.0,0,128,0.0,0.0,feba8c664e85ee2a0ad8347ce63bccd574232d885f1b61c6c5419eb55a21aaf6,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_8,262144,1.074248462769041,1.0555488657820817,1.043377051349379,5.6920366183303335,5.69496083870032,5.582369218810397,5.200825344096655,5.406648916916799,5.194117726578545,5.2580636420823605,5.432189914715741,5.408036166831867
additive,51,4b026aba08e11554fd5fea3ca996af412c1a52961071e6d1ae7b05884bd446bc,0.96630859375,262144,0.527412436916764,0.7191614645107665,1.0,0,128,0.0,0.0,e301970d9e40c19089cbd5e5b59712c17dbb63c573df4fd6484971c438ccc229,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_9,262144,1.0620314216693345,1.0684526250256567,1.0367307032490318,5.644778990992391,5.680792931938698,5.2689978704994545,5.463085334614725,5.519809468423532,5.636507260139822,5.290432786230415,5.572502334898232,5.225101128415789
