dynamics,seed,checkpoint_sha256,probe_accuracy,n_fields,capture_broadcast_k1,capture_subtrees_k3,capture_exact_k12,n_dropped_zero_norm_fields,n_soma,capture_forward_max_abs_difference,exact_k12_max_abs_deviation_from_1,config_sha256,run_dir,n_fields_total,abs_error_sum_slot_00,abs_error_sum_slot_01,abs_error_sum_slot_02,abs_error_sum_slot_03,abs_error_sum_slot_04,abs_error_sum_slot_05,abs_error_sum_slot_06,abs_error_sum_slot_07,abs_error_sum_slot_08,abs_error_sum_slot_09,abs_error_sum_slot_10,abs_error_sum_slot_11
additive,52,f2a075a8e1f2edec0288c15e94d406f57ac09014c6efbaa742e5200514b89904,0.9638671875,262144,0.531070896393385,0.7236765626979972,1.0,0,128,0.0,0.0,025a42bd947059334f13515a5350ae2f1e7eced25369ce010bc8da2b54951ba6,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_10,262144,1.0471587257509434,1.0335386897053673,1.0785844562254574,5.557165858738188,5.491609927879664,5.248467502106246,5.487744964189952,5.270867732664421,5.378032874475833,5.588112553547085,5.864908221716109,5.4861711291800415
additive,53,ac874c72c13cc93b545ffb8b69d00680350e90746e03f7e3c2319436a33bf679,0.9580078125,262144,0.5234030028532057,0.7184042192827753,1.0,0,128,0.0,0.0,373abefd6d3ecdd26a019151203e5b2e5cd9cad30288bc0fde33640d5e78018a,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_11,262144,1.233210251737951,1.1833202463157793,1.2507959552509529,6.484530979018064,6.4574647005595684,6.236681574185867,6.0099993509464635,6.107008927892914,6.1111280689305705,6.47588843741941,6.545422771847242,6.265707270119798
additive,54,3735b064b071f9dc08c190f50fdf9bd39d611b8e6542f744149f37e813a409d1,0.96533203125,262144,0.5124251648415412,0.7162425740500032,1.0,0,128,0.0,0.0,44c09d6497e37138526b9271c28ee2bfe1d5ed923dfde1ff9f272eca1cb972ba,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_12,262144,1.1375220684335625,1.1657688559087294,1.1429607103891049,5.912698213089152,5.7644360946838376,5.8107608329104385,6.0467537050320646,6.0686404557968,5.973011980841204,5.985085619996506,6.091685210090124,6.110256130538069
additive,55,3f77717fc8ff9e0fae0881b7f9eb5ad1e86b5ef7de48ddbf62f7dc278c68d499,0.96435546875,262144,0.5096880597373263,0.7163872758699346,1.0,0,128,0.0,0.0,fc737dd8956ed6395f6c2d401594e173eb5effa89b3166a0cf2ac854bdc4d439,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_13,262144,1.198286768518361,1.1802231546388395,1.1596162896177167,6.343946384754283,6.1741895293998725,6.16121444787332,6.266243782707781,6.30317414855088,6.29429297771016,6.1033306022535205,6.100704485558163,5.960342749631216
additive,56,0b86b86d2e83736019a8794effd0fc0f6b136bf79fa6ab0960c6c2709c68d8a3,0.96240234375,262144,0.5112542651947665,0.7135858995915003,1.0,0,128,0.0,0.0,5053db874bca17e80d11a81c76cf2db090cda1a57c5128426262c6fe743e77f6,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_additive_15seed_20260825173519/results/config_14,262144,1.0768667353889672,1.1244059983733974,1.1011536141099363,5.922272318853924,5.762651305148586,5.593485868450072,6.0055634527503114,5.951611029957002,5.780277369625948,5.692272211755958,5.831338159598939,5.765370920085258
shunting,42,db9f7dc65a29f22cbc3b138adee1be71dc0a4ec8789de6b0efecc8709b60a986,0.96240234375,261823,0.4703585708484756,0.6212400109941196,1.0,321,128,0.0,0.0,37ee376e5005de098308353b5b163de09b126a5e75bfb919314ef62c7a2ecba2,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_0,262144,2.769871229607744,2.843644662614179,2.8725246456804605,0.8846940536687702,0.9250053343564704,0.927059126687111,0.9556367350446824,0.8595546178689575,0.9256982660731337,1.0038379477835535,1.001944286752378,0.9006257517709164
shunting,43,9750f4ab551dcb5678b381395a7d5d03cf4cff79fa1c36bbe87cd6f97e80ed46,0.966796875,262144,0.4862891974170588,0.6282767578903519,1.0,0,128,0.0,0.0,bfb880149b1a79ab1d49b1a6584c44032741768d39a64b1ddefecadd088ca027,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_1,262144,2.4950934049060156,2.524764310785628,2.55645794429517,0.7680954545522591,0.8487751822242506,0.8501306724630513,0.835644425714664,0.8327405795729144,0.8957563622686664,0.7989001367550924,0.7901511425859937,0.8738437347163572
shunting,44,2e425302107e0a1690f2db9580511cd117ec8ebbb3e731c1fdf1a3b4fca0bf83,0.9677734375,261857,0.47722884065982896,0.6247551489055191,1.0,287,128,0.0,0.0,ebbc553ec295f41ca3d7d4e64cd82d69d04f25aecead9538f2a66aa86a54a0fd,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_2,262144,2.470394088275432,2.2755584382570775,2.3272120073338267,0.8540836002005643,0.8115335810547135,0.8090026640872809,0.800611894047046,0.8237161647453495,0.7273377752681898,0.8175676199216875,0.7066789463517718,0.7497911841340059
shunting,45,f5f0a1057955c95485973ac3301b27005d3c0017be5020a4d7ece55732b3c0cf,0.96728515625,262144,0.48885253397506656,0.6277281753996238,1.0,0,128,0.0,0.0,68befd0c215238c6e97bd15c62b3db5787299847930ee513c5f44a58f43e00f1,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_3,262144,2.253519252284624,2.3425557973595033,2.4092427263208314,0.7236537199132613,0.697621902661748,0.8016494929981824,0.8929795998885426,0.7401492165719336,0.7748380930905622,0.8141532550262215,0.7879354417333668,0.8286081247146952
shunting,46,33ee56920b6170665709f45c6e807127ed3eb7bd7f3b495ff08ef9fb4b85771d,0.958984375,262144,0.4726162473846496,0.6278225978660776,1.0,0,128,0.0,0.0,e7c4d28ae29f7239953801e5673a712620437ccfdf451bc679740307d4482407,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_4,262144,2.9659086609945917,2.768612181857319,2.6993217597976003,1.033211159173803,0.9550838138045592,1.0140069853541458,0.9729035399337009,0.917593983400231,0.9221394800738314,0.8701381793298086,0.9289405128542263,1.0413465809146918
shunting,47,89100f3c6588b9fd5250b6242c00ebca02a17c969fc18a7c1ddf3fcaa87dbef1,0.9619140625,262142,0.48411197692961744,0.6284356118406335,1.0,2,128,0.0,0.0,3b5a3862e80d28be017eda8aa8b33d2f6c9803fbc2df1a30f61a0624dce4985f,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_5,262144,2.5009421108360073,2.4019880599170613,2.6108074438470608,0.7809778630698794,0.8324675878656369,0.74021961204706,0.8575110807218026,0.8512329650903657,0.7818237387225603,0.8265749370946536,0.8901406801803884,0.8502485507208632
shunting,48,48a3768cbf7f6b81e4c62781b9d3751b244eb81dab5d0b4c3897096e48281ab1,0.9638671875,262144,0.47473403492816346,0.6210969274459504,1.0,0,128,0.0,0.0,9da5f68bcd6ecdb1f4db64eeb269c39416d681e764d9d324ac7d12d65738ba86,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_6,262144,2.5531810627619085,2.6557105689362386,2.648837298227412,0.8061984471793529,0.8669178389430252,0.9357904096366753,0.9455814082942936,0.9055985486458781,0.8769899751314087,0.8843271465874503,0.8176968347222351,0.8723631100346991
shunting,49,e318d34298bbb0210c2f6dc6338e651f6e5cc27a00c4f3e84461b54c088328ae,0.96337890625,262087,0.47903159234225556,0.6278790926031255,1.0,57,128,0.0,0.0,0bc24ac1614b0fd08b02c979e6eef5b012450746f2d93a5f845985fdb359b298,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_7,262144,2.7221211626924564,2.7089662587910484,2.720195025079044,0.8230220736845792,1.0174888251810108,0.9658501890623764,0.8734267346968556,0.9979531955312292,0.8721860238482213,0.8525867780965372,0.9353333219108539,0.8946622858085049
shunting,50,8f0906be25aba97cee64d7cc759d77e089f3dcdc3bd178e097482b4e3f8d4904,0.96142578125,262144,0.48023951410169674,0.6246808459825701,1.0,0,128,0.0,0.0,8c1ecf9b8fdab2e9c1eaa0ab30ca0c7387e4851c387b7141d2043b251c3529b4,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_8,262144,2.7424848871146277,2.6499987582027345,2.7115495946920793,0.987555232892695,0.910790346179615,0.8686263850879998,0.8497619704225057,0.9237647332256791,0.837546065233888,0.9096957815121882,0.8013542428700019,0.9031683679980704
shunting,51,9a6b1900ea8f450f536630a813d64509b9e1b1a12016f33fb6220aaee1923d4d,0.96484375,262144,0.494039679953476,0.6284615600624475,1.0,0,128,0.0,0.0,dbc13240fb33602fd4252b01d9c12707f8a88ef20c79819f1456fae8ac456909,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_9,262144,2.3647685543678216,2.4084709784548455,2.3821106856350673,0.7724673458191003,0.8766423356890993,0.7734764806814749,0.8700013570165871,0.80558146011416,0.7024183614114645,0.7729028103826661,0.7545922242756473,0.7779800839950681
shunting,52,4ebe3fe464a2c634d3c1a6d81757e89a49557238f4850ff48d196f7dd1fb6232,0.96435546875,262144,0.48378478899952104,0.6216835455687758,1.0,0,128,0.0,0.0,55ae61bebba9d8d2185156cb4b429995f521535c4146ffc9a42bb97cc60dd4b0,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_10,262144,2.57972342847728,2.7652554109552625,2.644681350649729,0.8598922196914777,0.8249948371564881,0.7519063120116986,0.956688041467932,0.9551697307167568,0.9075302231948118,0.7848744735453758,0.9058053732676299,0.8952538274550775
shunting,53,11f966b848f4074e3391201383b21be0ae9506e5f0d3da43511621f940cfe967,0.9677734375,262144,0.47349960772378885,0.6196258216195616,1.0,0,128,0.0,0.0,b6e6beaf2b95ea531bbd3eb0ba3be8c5b2ad9990feff3459d64c5ded870f1ae5,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_11,262144,2.4566989439676594,2.383241890662934,2.4485372087904196,0.7760223475599677,0.8319230524464587,0.7955974518482319,0.7126534962682851,0.8191944851241912,0.7548414882900117,0.8536525176791474,0.758330951338881,0.7842970966695509
shunting,54,8bd2e704cb67ad9f0ebe9fece019395336ec92e6ff725f48cb8137e924a8800d,0.962890625,262144,0.48888316570478246,0.6295476832235394,1.0,0,128,0.0,0.0,d9c3892626174e9ab8318de9f5551b88ff184f52584326550339f5e015c2edaf,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_12,262144,2.676218674022373,2.5739014284980204,2.5158820758109743,0.8381971883644745,0.9064208356659984,0.8337656133086933,0.8740617967772226,0.823053120413934,0.8109616719232227,0.8411906610713841,0.8689212416041122,0.8303091368248524
shunting,55,93ba269dac6de73e90c1fc857103d2205118fa33d4d58f492b94a95780535730,0.9619140625,262144,0.4621682830706185,0.619607860783158,1.0,0,128,0.0,0.0,292b0e093f3c8ee9d8eb14d2623f6eec5692d66cb7fae87f5e6844d30611ac77,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_13,262144,2.944426287469926,2.997783616780824,2.9475823418492486,0.954980579699796,0.8479611980172319,1.0098670266763072,1.0921122206454095,0.9180906010799985,1.0179071882007307,1.0147883284388142,0.9670825315124292,1.0677468179886327
shunting,56,4055bc31357f810fbe0f7174426095819e0d9178f9aa06c5071fd2ed7ae538c1,0.96044921875,262144,0.4826323506377984,0.6289189731561076,1.0,0,128,0.0,0.0,0393cfd317d8c1478bd604fa3ffff6676e0e6269172c2f4a6e4a2b5696fb9e04,journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517/results/config_14,262144,2.5980089510592927,2.4054400094203707,2.7482835823444973,0.9291222538619046,0.8647162028298286,0.8636552517271507,0.8203206879528044,0.7495902439666671,0.8041408245103093,0.8246108300085444,0.9215736050765971,0.942023870336095
