method,mode,field_match,update_match,update_cosine,static_update_match_replay_error,target_root_id,session,scan_idx,replicate,n_sites,dictionary_channels,exact_heldout_normalized_mse,exact_endpoint_replay_error
topology-matched routes,trialwise_update_oracle,,0.00262064975303,0.0511922821627,1.53913405458e-12,864691135060651419,9,4,6,13,4,0.83785964479,2.06655581536e-10
site-shuffled routes,frozen_baseline,0.046542220572,0.0968428890809,0.31148732774,5.0776785554e-11,864691135060651419,9,4,6,13,4,0.83785964479,2.06655581536e-10
site-shuffled routes,trialwise_field_projection,0.0466978488312,0.0971884735973,0.311750659337,5.0776785554e-11,864691135060651419,9,4,6,13,4,0.83785964479,2.06655581536e-10
site-shuffled routes,trialwise_update_oracle,,0.0971884735973,0.311750659337,5.0776785554e-11,864691135060651419,9,4,6,13,4,0.83785964479,2.06655581536e-10
random anatomical routes,frozen_baseline,0.13684217028,0.110279914237,0.344814055259,8.59556870125e-11,864691135060651419,9,4,6,13,4,0.83785964479,2.06655581536e-10
random anatomical routes,trialwise_field_projection,0.150029227445,0.131730445891,0.362956334988,8.59556870125e-11,864691135060651419,9,4,6,13,4,0.83785964479,2.06655581536e-10
random anatomical routes,trialwise_update_oracle,,0.132361251985,0.363814859488,8.59556870125e-11,864691135060651419,9,4,6,13,4,0.83785964479,2.06655581536e-10
unprojected baseline transfer,frozen_baseline,0.984614139216,0.974748765068,0.990228181902,,864691135060651419,9,4,6,13,4,0.83785964479,2.06655581536e-10
topology-matched routes,frozen_baseline,0.0060279316249,0.000975135440059,0.0369056952007,2.14868390008e-12,864691135060651419,9,4,7,13,4,0.777601098253,1.08246822617e-09
topology-matched routes,trialwise_field_projection,0.00777641523269,0.00148164360968,0.0384921239954,2.14868390008e-12,864691135060651419,9,4,7,13,4,0.777601098253,1.08246822617e-09
topology-matched routes,trialwise_update_oracle,,0.00148164360968,0.0384921239954,2.14868390008e-12,864691135060651419,9,4,7,13,4,0.777601098253,1.08246822617e-09
site-shuffled routes,frozen_baseline,0.0795884434052,0.0338385461419,0.184360007279,7.00553573485e-11,864691135060651419,9,4,7,13,4,0.777601098253,1.08246822617e-09
site-shuffled routes,trialwise_field_projection,0.079832385675,0.0343017277986,0.185207256334,7.00553573485e-11,864691135060651419,9,4,7,13,4,0.777601098253,1.08246822617e-09
site-shuffled routes,trialwise_update_oracle,,0.0343017277986,0.185207256334,7.00553573485e-11,864691135060651419,9,4,7,13,4,0.777601098253,1.08246822617e-09
random anatomical routes,frozen_baseline,0.465118334092,0.328369291414,0.573036314912,1.17922338561e-10,864691135060651419,9,4,7,13,4,0.777601098253,1.08246822617e-09
random anatomical routes,trialwise_field_projection,0.469775818856,0.327256231983,0.574298546809,1.17922338561e-10,864691135060651419,9,4,7,13,4,0.777601098253,1.08246822617e-09
random anatomical routes,trialwise_update_oracle,,0.56556831871,0.752042763884,1.17922338561e-10,864691135060651419,9,4,7,13,4,0.777601098253,1.08246822617e-09
unprojected baseline transfer,frozen_baseline,0.982448339048,0.990049710159,0.996075364788,,864691135060651419,9,4,7,13,4,0.777601098253,1.08246822617e-09
topology-matched routes,frozen_baseline,0.00920078446423,0.00128790790134,0.0394621168091,8.2445335281e-14,864691135060651419,9,4,8,13,4,0.920068507491,2.22196705479e-11
topology-matched routes,trialwise_field_projection,0.010113473814,0.00170723111233,0.0413186533219,8.2445335281e-14,864691135060651419,9,4,8,13,4,0.920068507491,2.22196705479e-11
topology-matched routes,trialwise_update_oracle,,0.00170723111233,0.0413186533219,8.2445335281e-14,864691135060651419,9,4,8,13,4,0.920068507491,2.22196705479e-11
site-shuffled routes,frozen_baseline,0.0649084251275,0.0863905107693,0.296507074692,1.25502386261e-11,864691135060651419,9,4,8,13,4,0.920068507491,2.22196705479e-11
site-shuffled routes,trialwise_field_projection,0.0653858049266,0.0883424962992,0.297224656277,1.25502386261e-11,864691135060651419,9,4,8,13,4,0.920068507491,2.22196705479e-11
site-shuffled routes,trialwise_update_oracle,,0.0883424962992,0.297224656277,1.25502386261e-11,864691135060651419,9,4,8,13,4,0.920068507491,2.22196705479e-11
random anatomical routes,frozen_baseline,0.7063404335,0.673302998943,0.823712665642,2.62858623756e-11,864691135060651419,9,4,8,13,4,0.920068507491,2.22196705479e-11
random anatomical routes,trialwise_field_projection,0.706838911625,0.679252706491,0.824167888414,2.62858623756e-11,864691135060651419,9,4,8,13,4,0.920068507491,2.22196705479e-11
random anatomical routes,trialwise_update_oracle,,0.679275565959,0.824181755415,2.62858623756e-11,864691135060651419,9,4,8,13,4,0.920068507491,2.22196705479e-11
unprojected baseline transfer,frozen_baseline,0.98961150894,0.98247557438,0.9961953439,,864691135060651419,9,4,8,13,4,0.920068507491,2.22196705479e-11
topology-matched routes,frozen_baseline,0.00811508936064,0.000386674812363,0.0256687065404,1.03536997769e-12,864691135060651419,9,4,9,13,4,0.867402778643,1.91450189035e-11
topology-matched routes,trialwise_field_projection,0.00945513260152,0.000750213840867,0.0273900317792,1.03536997769e-12,864691135060651419,9,4,9,13,4,0.867402778643,1.91450189035e-11
topology-matched routes,trialwise_update_oracle,,0.000750213840867,0.0273900317792,1.03536997769e-12,864691135060651419,9,4,9,13,4,0.867402778643,1.91450189035e-11
site-shuffled routes,frozen_baseline,0.705110499803,0.841618254159,0.926314130551,4.07984646067e-10,864691135060651419,9,4,9,13,4,0.867402778643,1.91450189035e-11
site-shuffled routes,trialwise_field_projection,0.708125564174,0.859478606069,0.927080690161,4.07984646067e-10,864691135060651419,9,4,9,13,4,0.867402778643,1.91450189035e-11
site-shuffled routes,trialwise_update_oracle,,0.859478606069,0.927080690161,4.07984646067e-10,864691135060651419,9,4,9,13,4,0.867402778643,1.91450189035e-11
random anatomical routes,frozen_baseline,0.677523565251,0.823954300512,0.916835661735,4.21730206313e-10,864691135060651419,9,4,9,13,4,0.867402778643,1.91450189035e-11
random anatomical routes,trialwise_field_projection,0.680537110244,0.841809617429,0.917501835203,4.21730206313e-10,864691135060651419,9,4,9,13,4,0.867402778643,1.91450189035e-11
random anatomical routes,trialwise_update_oracle,,0.841823504256,0.917509402816,4.21730206313e-10,864691135060651419,9,4,9,13,4,0.867402778643,1.91450189035e-11
unprojected baseline transfer,frozen_baseline,0.988954764622,0.979332139634,0.99807880724,,864691135060651419,9,4,9,13,4,0.867402778643,1.91450189035e-11
topology-matched routes,frozen_baseline,0.0751660237629,0.0552764619462,0.240612077264,3.85724854834e-11,864691135277186789,4,7,0,12,4,0.884169008729,4.26824131594e-11
topology-matched routes,trialwise_field_projection,0.0828303518674,0.0630813920442,0.251160092459,3.85724854834e-11,864691135277186789,4,7,0,12,4,0.884169008729,4.26824131594e-11
topology-matched routes,trialwise_update_oracle,,0.0630813920442,0.251160092459,3.85724854834e-11,864691135277186789,4,7,0,12,4,0.884169008729,4.26824131594e-11
site-shuffled routes,frozen_baseline,0.263992117981,0.376733592866,0.613789544495,1.88373316945e-10,864691135277186789,4,7,0,12,4,0.884169008729,4.26824131594e-11
site-shuffled routes,trialwise_field_projection,0.268163210014,0.357521589213,0.60574230698,1.88373316945e-10,864691135277186789,4,7,0,12,4,0.884169008729,4.26824131594e-11
site-shuffled routes,trialwise_update_oracle,,0.385335550107,0.620754017391,1.88373316945e-10,864691135277186789,4,7,0,12,4,0.884169008729,4.26824131594e-11
random anatomical routes,frozen_baseline,0.184672409592,0.206304472838,0.454675070911,1.05107034187e-10,864691135277186789,4,7,0,12,4,0.884169008729,4.26824131594e-11
random anatomical routes,trialwise_field_projection,0.185468336647,0.210487660831,0.458789342543,1.05107034187e-10,864691135277186789,4,7,0,12,4,0.884169008729,4.26824131594e-11
random anatomical routes,trialwise_update_oracle,,0.210487660831,0.458789342543,1.05107034187e-10,864691135277186789,4,7,0,12,4,0.884169008729,4.26824131594e-11
unprojected baseline transfer,frozen_baseline,0.980840876469,0.972853418049,0.988899700281,,864691135277186789,4,7,0,12,4,0.884169008729,4.26824131594e-11
topology-matched routes,frozen_baseline,0.0849328214144,0.027122218237,0.167801295954,4.62196253492e-13,864691135277186789,4,7,1,12,4,0.895054177723,8.01492205937e-12
topology-matched routes,trialwise_field_projection,0.0893367266331,0.0295740242283,0.171970998218,4.62196253492e-13,864691135277186789,4,7,1,12,4,0.895054177723,8.01492205937e-12
topology-matched routes,trialwise_update_oracle,,0.0295740242283,0.171970998218,4.62196253492e-13,864691135277186789,4,7,1,12,4,0.895054177723,8.01492205937e-12
site-shuffled routes,frozen_baseline,0.204228221482,0.148352270591,0.38572043767,6.41756092712e-12,864691135277186789,4,7,1,12,4,0.895054177723,8.01492205937e-12
site-shuffled routes,trialwise_field_projection,0.204600443083,0.149238847642,0.38631444141,6.41756092712e-12,864691135277186789,4,7,1,12,4,0.895054177723,8.01492205937e-12
site-shuffled routes,trialwise_update_oracle,,0.149238847642,0.38631444141,6.41756092712e-12,864691135277186789,4,7,1,12,4,0.895054177723,8.01492205937e-12
random anatomical routes,frozen_baseline,0.263055988928,0.194122277062,0.450963269924,3.2214786394e-12,864691135277186789,4,7,1,12,4,0.895054177723,8.01492205937e-12
random anatomical routes,trialwise_field_projection,0.265131552198,0.205884447325,0.457571843713,3.2214786394e-12,864691135277186789,4,7,1,12,4,0.895054177723,8.01492205937e-12
random anatomical routes,trialwise_update_oracle,,0.219206347504,0.468194775178,3.2214786394e-12,864691135277186789,4,7,1,12,4,0.895054177723,8.01492205937e-12
unprojected baseline transfer,frozen_baseline,0.981299080457,0.981557817831,0.992066276166,,864691135277186789,4,7,1,12,4,0.895054177723,8.01492205937e-12
topology-matched routes,frozen_baseline,0.0747341519805,0.0581980978213,0.245328611115,6.13083750434e-11,864691135277186789,4,7,2,12,4,0.832281231445,5.44700839988e-10
topology-matched routes,trialwise_field_projection,0.0821207883505,0.0639058147757,0.252795994382,6.13083750434e-11,864691135277186789,4,7,2,12,4,0.832281231445,5.44700839988e-10
topology-matched routes,trialwise_update_oracle,,0.0639058147757,0.252795994382,6.13083750434e-11,864691135277186789,4,7,2,12,4,0.832281231445,5.44700839988e-10
site-shuffled routes,frozen_baseline,0.0935532851255,0.0270793260143,0.194714842139,3.91549178497e-10,864691135277186789,4,7,2,12,4,0.832281231445,5.44700839988e-10
site-shuffled routes,trialwise_field_projection,0.103126783449,0.0362510593503,0.192347930684,3.91549178497e-10,864691135277186789,4,7,2,12,4,0.832281231445,5.44700839988e-10
site-shuffled routes,trialwise_update_oracle,,0.0389456929415,0.197346631442,3.91549178497e-10,864691135277186789,4,7,2,12,4,0.832281231445,5.44700839988e-10
random anatomical routes,frozen_baseline,0.295632946686,0.325339377828,0.570514120706,3.08405523342e-11,864691135277186789,4,7,2,12,4,0.832281231445,5.44700839988e-10
random anatomical routes,trialwise_field_projection,0.295700647807,0.325365417568,0.570409196801,3.08405523342e-11,864691135277186789,4,7,2,12,4,0.832281231445,5.44700839988e-10
random anatomical routes,trialwise_update_oracle,,0.32586181894,0.570843077334,3.08405523342e-11,864691135277186789,4,7,2,12,4,0.832281231445,5.44700839988e-10
unprojected baseline transfer,frozen_baseline,0.980454845481,0.983817766854,0.993152624299,,864691135277186789,4,7,2,12,4,0.832281231445,5.44700839988e-10
topology-matched routes,frozen_baseline,0.0678097127896,0.0292401197662,0.185355203897,2.12132499067e-11,864691135277186789,4,7,3,12,4,0.850055562465,1.76420211773e-10
topology-matched routes,trialwise_field_projection,0.079726714385,0.0410585125457,0.202629002232,2.12132499067e-11,864691135277186789,4,7,3,12,4,0.850055562465,1.76420211773e-10
topology-matched routes,trialwise_update_oracle,,0.0410585125457,0.202629002232,2.12132499067e-11,864691135277186789,4,7,3,12,4,0.850055562465,1.76420211773e-10
site-shuffled routes,frozen_baseline,0.210596607448,0.101596317041,0.324980414906,8.78785932912e-11,864691135277186789,4,7,3,12,4,0.850055562465,1.76420211773e-10
site-shuffled routes,trialwise_field_projection,0.229380199913,0.118240747806,0.343861524173,8.78785932912e-11,864691135277186789,4,7,3,12,4,0.850055562465,1.76420211773e-10
site-shuffled routes,trialwise_update_oracle,,0.118240747806,0.343861524173,8.78785932912e-11,864691135277186789,4,7,3,12,4,0.850055562465,1.76420211773e-10
random anatomical routes,frozen_baseline,0.117624284088,0.0415440355317,0.266579350543,1.5743133186e-10,864691135277186789,4,7,3,12,4,0.850055562465,1.76420211773e-10
random anatomical routes,trialwise_field_projection,0.134415367081,0.0679126700421,0.265754761317,1.5743133186e-10,864691135277186789,4,7,3,12,4,0.850055562465,1.76420211773e-10
random anatomical routes,trialwise_update_oracle,,0.0780050897521,0.279293912845,1.5743133186e-10,864691135277186789,4,7,3,12,4,0.850055562465,1.76420211773e-10
unprojected baseline transfer,frozen_baseline,0.967760841632,0.963552202936,0.984598138334,,864691135277186789,4,7,3,12,4,0.850055562465,1.76420211773e-10
topology-matched routes,frozen_baseline,0.0725787400512,0.0458703240017,0.227759384629,1.22826956939e-11,864691135277186789,4,7,4,12,4,0.833640153184,1.09638853552e-10
topology-matched routes,trialwise_field_projection,0.083178071832,0.06033772654,0.245637388319,1.22826956939e-11,864691135277186789,4,7,4,12,4,0.833640153184,1.09638853552e-10
topology-matched routes,trialwise_update_oracle,,0.06033772654,0.245637388319,1.22826956939e-11,864691135277186789,4,7,4,12,4,0.833640153184,1.09638853552e-10
site-shuffled routes,frozen_baseline,0.167046629153,0.228691634368,0.483244687162,6.77476685862e-11,864691135277186789,4,7,4,12,4,0.833640153184,1.09638853552e-10
site-shuffled routes,trialwise_field_projection,0.171448284795,0.241455532061,0.491999516642,6.77476685862e-11,864691135277186789,4,7,4,12,4,0.833640153184,1.09638853552e-10
site-shuffled routes,trialwise_update_oracle,,0.247261333395,0.497253791735,6.77476685862e-11,864691135277186789,4,7,4,12,4,0.833640153184,1.09638853552e-10
random anatomical routes,frozen_baseline,0.0977598729652,0.0400394957382,0.248573565494,8.83212600278e-11,864691135277186789,4,7,4,12,4,0.833640153184,1.09638853552e-10
random anatomical routes,trialwise_field_projection,0.116366320476,0.0674677313455,0.259745512657,8.83212600278e-11,864691135277186789,4,7,4,12,4,0.833640153184,1.09638853552e-10
random anatomical routes,trialwise_update_oracle,,0.0674677313455,0.259745512657,8.83212600278e-11,864691135277186789,4,7,4,12,4,0.833640153184,1.09638853552e-10
unprojected baseline transfer,frozen_baseline,0.969325546231,0.952012458868,0.980419381541,,864691135277186789,4,7,4,12,4,0.833640153184,1.09638853552e-10
topology-matched routes,frozen_baseline,0.0566573342577,0.114340446142,0.357326354914,1.7594659063e-10,864691135277186789,4,7,5,12,4,0.866407020422,6.6899485951e-10
topology-matched routes,trialwise_field_projection,0.0736226955071,0.150638534291,0.388121803421,1.7594659063e-10,864691135277186789,4,7,5,12,4,0.866407020422,6.6899485951e-10
topology-matched routes,trialwise_update_oracle,,0.150638534291,0.388121803421,1.7594659063e-10,864691135277186789,4,7,5,12,4,0.866407020422,6.6899485951e-10
site-shuffled routes,frozen_baseline,0.323940950786,0.472826590867,0.687631550081,4.94644769589e-10,864691135277186789,4,7,5,12,4,0.866407020422,6.6899485951e-10
site-shuffled routes,trialwise_field_projection,0.32394476388,0.472846115857,0.687638070395,4.94644769589e-10,864691135277186789,4,7,5,12,4,0.866407020422,6.6899485951e-10
site-shuffled routes,trialwise_update_oracle,,0.472846115857,0.687638070395,4.94644769589e-10,864691135277186789,4,7,5,12,4,0.866407020422,6.6899485951e-10
random anatomical routes,frozen_baseline,0.233132597923,0.180814060346,0.448658903407,7.93865251314e-10,864691135277186789,4,7,5,12,4,0.866407020422,6.6899485951e-10
random anatomical routes,trialwise_field_projection,0.25656029595,0.229353946504,0.478909121342,7.93865251314e-10,864691135277186789,4,7,5,12,4,0.866407020422,6.6899485951e-10
random anatomical routes,trialwise_update_oracle,,0.229353946504,0.478909121342,7.93865251314e-10,864691135277186789,4,7,5,12,4,0.866407020422,6.6899485951e-10
unprojected baseline transfer,frozen_baseline,0.970387974342,0.942244058833,0.976837836389,,864691135277186789,4,7,5,12,4,0.866407020422,6.6899485951e-10
topology-matched routes,frozen_baseline,0.0741007178274,0.0728956507212,0.271800414534,9.26466639517e-10,864691135277186789,4,7,6,12,4,0.819802906029,4.90258944552e-10
topology-matched routes,trialwise_field_projection,0.0825138367042,0.0768425066516,0.277204809936,9.26466639517e-10,864691135277186789,4,7,6,12,4,0.819802906029,4.90258944552e-10
topology-matched routes,trialwise_update_oracle,,0.0768425066516,0.277204809936,9.26466639517e-10,864691135277186789,4,7,6,12,4,0.819802906029,4.90258944552e-10
site-shuffled routes,frozen_baseline,0.456426479245,0.368620614778,0.607163367216,9.84317960473e-10,864691135277186789,4,7,6,12,4,0.819802906029,4.90258944552e-10
site-shuffled routes,trialwise_field_projection,0.462803609604,0.372556388506,0.610567058557,9.84317960473e-10,864691135277186789,4,7,6,12,4,0.819802906029,4.90258944552e-10
site-shuffled routes,trialwise_update_oracle,,0.391397839642,0.625617966208,9.84317960473e-10,864691135277186789,4,7,6,12,4,0.819802906029,4.90258944552e-10
random anatomical routes,frozen_baseline,0.0906807216121,0.077712594524,0.288090180787,8.64895488562e-10,864691135277186789,4,7,6,12,4,0.819802906029,4.90258944552e-10
random anatomical routes,trialwise_field_projection,0.0954220901041,0.0827141155786,0.287880717243,8.64895488562e-10,864691135277186789,4,7,6,12,4,0.819802906029,4.90258944552e-10
random anatomical routes,trialwise_update_oracle,,0.0836977567915,0.289305645972,8.64895488562e-10,864691135277186789,4,7,6,12,4,0.819802906029,4.90258944552e-10
unprojected baseline transfer,frozen_baseline,0.966789982222,0.971330127989,0.987438687243,,864691135277186789,4,7,6,12,4,0.819802906029,4.90258944552e-10
topology-matched routes,frozen_baseline,0.0676145288059,0.0290871418627,0.177722234864,1.43176727418e-10,864691135277186789,4,7,7,12,4,0.838998219223,3.14838066728e-09
topology-matched routes,trialwise_field_projection,0.0799938318052,0.0360930336861,0.189981666711,1.43176727418e-10,864691135277186789,4,7,7,12,4,0.838998219223,3.14838066728e-09
topology-matched routes,trialwise_update_oracle,,0.0360930336861,0.189981666711,1.43176727418e-10,864691135277186789,4,7,7,12,4,0.838998219223,3.14838066728e-09
site-shuffled routes,frozen_baseline,0.0702826959128,0.00691555957715,0.131014271983,8.01541452135e-10,864691135277186789,4,7,7,12,4,0.838998219223,3.14838066728e-09
site-shuffled routes,trialwise_field_projection,0.0917460037526,0.0185767797714,0.136296660896,8.01541452135e-10,864691135277186789,4,7,7,12,4,0.838998219223,3.14838066728e-09
site-shuffled routes,trialwise_update_oracle,,0.0185767797714,0.136296660896,8.01541452135e-10,864691135277186789,4,7,7,12,4,0.838998219223,3.14838066728e-09
random anatomical routes,frozen_baseline,0.0600972368452,0.0262807393533,0.168642552953,1.65408322456e-10,864691135277186789,4,7,7,12,4,0.838998219223,3.14838066728e-09
random anatomical routes,trialwise_field_projection,0.0697531010159,0.0321962953248,0.179453983715,1.65408322456e-10,864691135277186789,4,7,7,12,4,0.838998219223,3.14838066728e-09
random anatomical routes,trialwise_update_oracle,,0.0322505004894,0.179584243433,1.65408322456e-10,864691135277186789,4,7,7,12,4,0.838998219223,3.14838066728e-09
unprojected baseline transfer,frozen_baseline,0.96483360363,0.979179854091,0.990660120524,,864691135277186789,4,7,7,12,4,0.838998219223,3.14838066728e-09
topology-matched routes,frozen_baseline,0.0542037486248,0.085719266871,0.307259949905,4.39251135465e-11,864691135277186789,4,7,8,12,4,0.804704142846,2.39701147819e-10
topology-matched routes,trialwise_field_projection,0.073448028621,0.110871941204,0.332974385207,4.39251135465e-11,864691135277186789,4,7,8,12,4,0.804704142846,2.39701147819e-10
topology-matched routes,trialwise_update_oracle,,0.110871941204,0.332974385207,4.39251135465e-11,864691135277186789,4,7,8,12,4,0.804704142846,2.39701147819e-10
site-shuffled routes,frozen_baseline,0.271212362404,0.176520271171,0.428311893834,5.0604381796e-11,864691135277186789,4,7,8,12,4,0.804704142846,2.39701147819e-10
site-shuffled routes,trialwise_field_projection,0.286953290598,0.196478615956,0.44325908446,5.0604381796e-11,864691135277186789,4,7,8,12,4,0.804704142846,2.39701147819e-10
site-shuffled routes,trialwise_update_oracle,,0.196478615956,0.44325908446,5.0604381796e-11,864691135277186789,4,7,8,12,4,0.804704142846,2.39701147819e-10
random anatomical routes,frozen_baseline,0.210802535438,0.11543339741,0.355433258978,1.21588641933e-10,864691135277186789,4,7,8,12,4,0.804704142846,2.39701147819e-10
random anatomical routes,trialwise_field_projection,0.226830163965,0.135862586647,0.368595424073,1.21588641933e-10,864691135277186789,4,7,8,12,4,0.804704142846,2.39701147819e-10
random anatomical routes,trialwise_update_oracle,,0.135862586647,0.368595424073,1.21588641933e-10,864691135277186789,4,7,8,12,4,0.804704142846,2.39701147819e-10
unprojected baseline transfer,frozen_baseline,0.9562681237,0.945340307979,0.976921797072,,864691135277186789,4,7,8,12,4,0.804704142846,2.39701147819e-10
topology-matched routes,frozen_baseline,0.0670519569489,0.0355261687707,0.2004772469,1.45744596947e-11,864691135277186789,4,7,9,12,4,0.89729740292,1.49291690121e-12
topology-matched routes,trialwise_field_projection,0.0798115525139,0.0470859563342,0.216992986832,1.45744596947e-11,864691135277186789,4,7,9,12,4,0.89729740292,1.49291690121e-12
topology-matched routes,trialwise_update_oracle,,0.0470859563342,0.216992986832,1.45744596947e-11,864691135277186789,4,7,9,12,4,0.89729740292,1.49291690121e-12
site-shuffled routes,frozen_baseline,0.365523008489,0.260118775745,0.51112948778,1.34011968189e-10,864691135277186789,4,7,9,12,4,0.89729740292,1.49291690121e-12
site-shuffled routes,trialwise_field_projection,0.378261672643,0.271625068479,0.521176619275,1.34011968189e-10,864691135277186789,4,7,9,12,4,0.89729740292,1.49291690121e-12
site-shuffled routes,trialwise_update_oracle,,0.271625068479,0.521176619275,1.34011968189e-10,864691135277186789,4,7,9,12,4,0.89729740292,1.49291690121e-12
random anatomical routes,frozen_baseline,0.758963290016,0.776660570214,0.888938770389,1.22770460464e-10,864691135277186789,4,7,9,12,4,0.89729740292,1.49291690121e-12
random anatomical routes,trialwise_field_projection,0.770613314581,0.797841390818,0.893711299443,1.22770460464e-10,864691135277186789,4,7,9,12,4,0.89729740292,1.49291690121e-12
random anatomical routes,trialwise_update_oracle,,0.835278531974,0.913935737333,1.22770460464e-10,864691135277186789,4,7,9,12,4,0.89729740292,1.49291690121e-12
unprojected baseline transfer,frozen_baseline,0.964704920925,0.959289772538,0.982835992006,,864691135277186789,4,7,9,12,4,0.89729740292,1.49291690121e-12
topology-matched routes,frozen_baseline,0.109168098657,0.101906937681,0.328705885686,9.6542468464e-11,864691135277186789,8,5,0,17,4,0.693333276787,9.2411744923e-11
topology-matched routes,trialwise_field_projection,0.115669611509,0.11838740676,0.344074711015,9.6542468464e-11,864691135277186789,8,5,0,17,4,0.693333276787,9.2411744923e-11
topology-matched routes,trialwise_update_oracle,,0.11838740676,0.344074711015,9.6542468464e-11,864691135277186789,8,5,0,17,4,0.693333276787,9.2411744923e-11
site-shuffled routes,frozen_baseline,0.375138245232,0.356524589932,0.597292626945,2.57452059671e-10,864691135277186789,8,5,0,17,4,0.693333276787,9.2411744923e-11
site-shuffled routes,trialwise_field_projection,0.377632010167,0.371008939092,0.612460445631,2.57452059671e-10,864691135277186789,8,5,0,17,4,0.693333276787,9.2411744923e-11
site-shuffled routes,trialwise_update_oracle,,0.398266066698,0.631083248628,2.57452059671e-10,864691135277186789,8,5,0,17,4,0.693333276787,9.2411744923e-11
random anatomical routes,frozen_baseline,0.24912495347,0.154595689105,0.401401042443,3.45372924704e-10,864691135277186789,8,5,0,17,4,0.693333276787,9.2411744923e-11
random anatomical routes,trialwise_field_projection,0.250404864953,0.163610835119,0.40514152723,3.45372924704e-10,864691135277186789,8,5,0,17,4,0.693333276787,9.2411744923e-11
random anatomical routes,trialwise_update_oracle,,0.164629874749,0.405746071761,3.45372924704e-10,864691135277186789,8,5,0,17,4,0.693333276787,9.2411744923e-11
unprojected baseline transfer,frozen_baseline,0.97795192595,0.920350265799,0.978411183613,,864691135277186789,8,5,0,17,4,0.693333276787,9.2411744923e-11
topology-matched routes,frozen_baseline,0.114714595983,0.0626121896891,0.252212140888,1.32909835915e-10,864691135277186789,8,5,1,17,4,0.712408698268,5.46946266056e-10
topology-matched routes,trialwise_field_projection,0.11750360187,0.0655607595386,0.256048353907,1.32909835915e-10,864691135277186789,8,5,1,17,4,0.712408698268,5.46946266056e-10
topology-matched routes,trialwise_update_oracle,,0.0655607595386,0.256048353907,1.32909835915e-10,864691135277186789,8,5,1,17,4,0.712408698268,5.46946266056e-10
site-shuffled routes,frozen_baseline,0.200960896508,0.292925723318,0.542682733856,2.46661413517e-10,864691135277186789,8,5,1,17,4,0.712408698268,5.46946266056e-10
site-shuffled routes,trialwise_field_projection,0.205669928586,0.297356216515,0.545335044919,2.46661413517e-10,864691135277186789,8,5,1,17,4,0.712408698268,5.46946266056e-10
site-shuffled routes,trialwise_update_oracle,,0.297947350308,0.545845537041,2.46661413517e-10,864691135277186789,8,5,1,17,4,0.712408698268,5.46946266056e-10
random anatomical routes,frozen_baseline,0.139120461487,0.094277420859,0.308847784625,5.03591182643e-10,864691135277186789,8,5,1,17,4,0.712408698268,5.46946266056e-10
random anatomical routes,trialwise_field_projection,0.139784276256,0.0965668152571,0.310862481362,5.03591182643e-10,864691135277186789,8,5,1,17,4,0.712408698268,5.46946266056e-10
random anatomical routes,trialwise_update_oracle,,0.0969439260487,0.311358195731,5.03591182643e-10,864691135277186789,8,5,1,17,4,0.712408698268,5.46946266056e-10
unprojected baseline transfer,frozen_baseline,0.990165815506,0.981118133867,0.992756394016,,864691135277186789,8,5,1,17,4,0.712408698268,5.46946266056e-10
topology-matched routes,frozen_baseline,0.114585864203,0.0657332250437,0.259222727741,1.44750832029e-07,864691135277186789,8,5,2,17,4,1.03045670725,4.56229755863e-06
topology-matched routes,trialwise_field_projection,0.116869312138,0.069427831936,0.263491616444,1.44750832029e-07,864691135277186789,8,5,2,17,4,1.03045670725,4.56229755863e-06
topology-matched routes,trialwise_update_oracle,,0.069427831936,0.263491616444,1.44750832029e-07,864691135277186789,8,5,2,17,4,1.03045670725,4.56229755863e-06
site-shuffled routes,frozen_baseline,0.113427503375,0.0752957661054,0.28362635232,1.18333365287e-07,864691135277186789,8,5,2,17,4,1.03045670725,4.56229755863e-06
site-shuffled routes,trialwise_field_projection,0.115573753117,0.0812021702685,0.284963016795,1.18333365287e-07,864691135277186789,8,5,2,17,4,1.03045670725,4.56229755863e-06
site-shuffled routes,trialwise_update_oracle,,0.0813901601753,0.285289607549,1.18333365287e-07,864691135277186789,8,5,2,17,4,1.03045670725,4.56229755863e-06
random anatomical routes,frozen_baseline,0.128522083275,0.13862517413,0.372850276042,6.77059257326e-07,864691135277186789,8,5,2,17,4,1.03045670725,4.56229755863e-06
random anatomical routes,trialwise_field_projection,0.128711943626,0.140559285763,0.374912370778,6.77059257326e-07,864691135277186789,8,5,2,17,4,1.03045670725,4.56229755863e-06
random anatomical routes,trialwise_update_oracle,,0.140559285763,0.374912370778,6.77059257326e-07,864691135277186789,8,5,2,17,4,1.03045670725,4.56229755863e-06
unprojected baseline transfer,frozen_baseline,0.994309375372,0.981607223598,0.993684148949,,864691135277186789,8,5,2,17,4,1.03045670725,4.56229755863e-06
topology-matched routes,frozen_baseline,0.105747399309,0.0566812467317,0.253136498107,1.94096239081e-10,864691135277186789,8,5,3,17,4,0.635699282899,1.10147335697e-10
topology-matched routes,trialwise_field_projection,0.113222486528,0.0721268493648,0.268564423118,1.94096239081e-10,864691135277186789,8,5,3,17,4,0.635699282899,1.10147335697e-10
topology-matched routes,trialwise_update_oracle,,0.0721268493648,0.268564423118,1.94096239081e-10,864691135277186789,8,5,3,17,4,0.635699282899,1.10147335697e-10
