method,mode,field_match,update_match,update_cosine,static_update_match_replay_error,target_root_id,session,scan_idx,replicate,n_sites,dictionary_channels,exact_heldout_normalized_mse,exact_endpoint_replay_error
topology-matched routes,trialwise_field_projection,0.945278465693,0.988906593676,0.994437827959,3.19670956372e-11,864691135810666525,7,4,1,11,4,0.376852690055,1.25101706772e-10
topology-matched routes,trialwise_update_oracle,,0.988906593676,0.994437827959,3.19670956372e-11,864691135810666525,7,4,1,11,4,0.376852690055,1.25101706772e-10
site-shuffled routes,frozen_baseline,0.00674950849558,0.000364175450019,0.0299594980496,1.31791132911e-12,864691135810666525,7,4,1,11,4,0.376852690055,1.25101706772e-10
site-shuffled routes,trialwise_field_projection,0.010162798351,0.000916942103042,0.0303436885931,1.31791132911e-12,864691135810666525,7,4,1,11,4,0.376852690055,1.25101706772e-10
site-shuffled routes,trialwise_update_oracle,,0.000928327511169,0.0304684674897,1.31791132911e-12,864691135810666525,7,4,1,11,4,0.376852690055,1.25101706772e-10
random anatomical routes,frozen_baseline,0.00565491475457,0.000175386552278,0.0270683815344,1.19421031224e-12,864691135810666525,7,4,1,11,4,0.376852690055,1.25101706772e-10
random anatomical routes,trialwise_field_projection,0.00967170377483,0.000769566855315,0.0277617618426,1.19421031224e-12,864691135810666525,7,4,1,11,4,0.376852690055,1.25101706772e-10
random anatomical routes,trialwise_update_oracle,,0.000776559078518,0.0278668096222,1.19421031224e-12,864691135810666525,7,4,1,11,4,0.376852690055,1.25101706772e-10
unprojected baseline transfer,frozen_baseline,0.989627548302,0.997096100398,0.998736444537,,864691135810666525,7,4,1,11,4,0.376852690055,1.25101706772e-10
topology-matched routes,frozen_baseline,0.943296735457,0.992091594626,0.996086874045,1.01175623435e-10,864691135810666525,7,4,2,11,4,0.486946682727,6.59804433312e-10
topology-matched routes,trialwise_field_projection,0.946598283126,0.992514598519,0.996250269018,1.01175623435e-10,864691135810666525,7,4,2,11,4,0.486946682727,6.59804433312e-10
topology-matched routes,trialwise_update_oracle,,0.992514598519,0.996250269018,1.01175623435e-10,864691135810666525,7,4,2,11,4,0.486946682727,6.59804433312e-10
site-shuffled routes,frozen_baseline,0.0426735790996,0.00511304405634,0.0795952739703,1.03531755218e-10,864691135810666525,7,4,2,11,4,0.486946682727,6.59804433312e-10
site-shuffled routes,trialwise_field_projection,0.048404270978,0.00675756964247,0.0822149122324,1.03531755218e-10,864691135810666525,7,4,2,11,4,0.486946682727,6.59804433312e-10
site-shuffled routes,trialwise_update_oracle,,0.00682266934664,0.0825994512491,1.03531755218e-10,864691135810666525,7,4,2,11,4,0.486946682727,6.59804433312e-10
random anatomical routes,frozen_baseline,0.00223133046076,0.00014841806825,0.0270164477329,6.41069933683e-12,864691135810666525,7,4,2,11,4,0.486946682727,6.59804433312e-10
random anatomical routes,trialwise_field_projection,0.00677849965284,0.000756125986449,0.0274977451157,6.41069933683e-12,864691135810666525,7,4,2,11,4,0.486946682727,6.59804433312e-10
random anatomical routes,trialwise_update_oracle,,0.000756125986449,0.0274977451157,6.41069933683e-12,864691135810666525,7,4,2,11,4,0.486946682727,6.59804433312e-10
unprojected baseline transfer,frozen_baseline,0.987599089661,0.997632403087,0.998920722638,,864691135810666525,7,4,2,11,4,0.486946682727,6.59804433312e-10
topology-matched routes,frozen_baseline,0.942906537853,0.987479094752,0.993763087998,5.68064484341e-11,864691135810666525,7,4,3,11,4,0.357293873829,2.39626207765e-10
topology-matched routes,trialwise_field_projection,0.946153195837,0.987986585395,0.993975143248,5.68064484341e-11,864691135810666525,7,4,3,11,4,0.357293873829,2.39626207765e-10
topology-matched routes,trialwise_update_oracle,,0.987986585395,0.993975143248,5.68064484341e-11,864691135810666525,7,4,3,11,4,0.357293873829,2.39626207765e-10
site-shuffled routes,frozen_baseline,0.043846473815,0.00956933062147,0.104503005487,5.94216151978e-11,864691135810666525,7,4,3,11,4,0.357293873829,2.39626207765e-10
site-shuffled routes,trialwise_field_projection,0.0509315391942,0.0115378452318,0.107418478994,5.94216151978e-11,864691135810666525,7,4,3,11,4,0.357293873829,2.39626207765e-10
site-shuffled routes,trialwise_update_oracle,,0.0115641925804,0.107536935889,5.94216151978e-11,864691135810666525,7,4,3,11,4,0.357293873829,2.39626207765e-10
random anatomical routes,frozen_baseline,0.0442872196518,0.00983215729949,0.105314975054,5.99549628694e-11,864691135810666525,7,4,3,11,4,0.357293873829,2.39626207765e-10
random anatomical routes,trialwise_field_projection,0.0517599300069,0.011652762789,0.107947964583,5.99549628694e-11,864691135810666525,7,4,3,11,4,0.357293873829,2.39626207765e-10
random anatomical routes,trialwise_update_oracle,,0.0116536456394,0.107952052502,5.99549628694e-11,864691135810666525,7,4,3,11,4,0.357293873829,2.39626207765e-10
unprojected baseline transfer,frozen_baseline,0.988326926478,0.997503396811,0.99885638171,,864691135810666525,7,4,3,11,4,0.357293873829,2.39626207765e-10
topology-matched routes,frozen_baseline,0.940111277396,0.990107381648,0.995284913104,9.60285184703e-11,864691135810666525,7,4,4,11,4,0.424689587774,8.64388116639e-10
topology-matched routes,trialwise_field_projection,0.942604075752,0.991123839685,0.995552027613,9.60285184703e-11,864691135810666525,7,4,4,11,4,0.424689587774,8.64388116639e-10
topology-matched routes,trialwise_update_oracle,,0.991123839685,0.995552027613,9.60285184703e-11,864691135810666525,7,4,4,11,4,0.424689587774,8.64388116639e-10
site-shuffled routes,frozen_baseline,0.941374137335,0.989797425282,0.995160995529,9.22999454644e-11,864691135810666525,7,4,4,11,4,0.424689587774,8.64388116639e-10
site-shuffled routes,trialwise_field_projection,0.946149822844,0.991584192434,0.995783210438,9.22999454644e-11,864691135810666525,7,4,4,11,4,0.424689587774,8.64388116639e-10
site-shuffled routes,trialwise_update_oracle,,0.991605747836,0.995794028821,9.22999454644e-11,864691135810666525,7,4,4,11,4,0.424689587774,8.64388116639e-10
random anatomical routes,frozen_baseline,0.0458184671576,0.00552768257326,0.0870510389068,1.06029705849e-10,864691135810666525,7,4,4,11,4,0.424689587774,8.64388116639e-10
random anatomical routes,trialwise_field_projection,0.0511694832786,0.00796353498174,0.0892386406314,1.06029705849e-10,864691135810666525,7,4,4,11,4,0.424689587774,8.64388116639e-10
random anatomical routes,trialwise_update_oracle,,0.00796353498174,0.0892386406314,1.06029705849e-10,864691135810666525,7,4,4,11,4,0.424689587774,8.64388116639e-10
unprojected baseline transfer,frozen_baseline,0.989729232001,0.995747050561,0.998296517187,,864691135810666525,7,4,4,11,4,0.424689587774,8.64388116639e-10
topology-matched routes,frozen_baseline,0.942075653333,0.987252246198,0.993686559332,1.85303994371e-11,864691135810666525,7,4,5,11,4,0.450832828157,1.1279277512e-10
topology-matched routes,trialwise_field_projection,0.945109172554,0.988025464764,0.993994700571,1.85303994371e-11,864691135810666525,7,4,5,11,4,0.450832828157,1.1279277512e-10
topology-matched routes,trialwise_update_oracle,,0.988025464764,0.993994700571,1.85303994371e-11,864691135810666525,7,4,5,11,4,0.450832828157,1.1279277512e-10
site-shuffled routes,frozen_baseline,0.0420264743913,0.00980613360694,0.101848925696,1.88867272516e-11,864691135810666525,7,4,5,11,4,0.450832828157,1.1279277512e-10
site-shuffled routes,trialwise_field_projection,0.044331575095,0.0105609328538,0.10276639944,1.88867272516e-11,864691135810666525,7,4,5,11,4,0.450832828157,1.1279277512e-10
site-shuffled routes,trialwise_update_oracle,,0.0105609328538,0.10276639944,1.88867272516e-11,864691135810666525,7,4,5,11,4,0.450832828157,1.1279277512e-10
random anatomical routes,frozen_baseline,0.00344099872988,0.000191977227454,0.0373943362218,1.77228785575e-12,864691135810666525,7,4,5,11,4,0.450832828157,1.1279277512e-10
random anatomical routes,trialwise_field_projection,0.0100642521007,0.0014351127975,0.0378828826451,1.77228785575e-12,864691135810666525,7,4,5,11,4,0.450832828157,1.1279277512e-10
random anatomical routes,trialwise_update_oracle,,0.0014351127975,0.0378828826451,1.77228785575e-12,864691135810666525,7,4,5,11,4,0.450832828157,1.1279277512e-10
unprojected baseline transfer,frozen_baseline,0.989147833995,0.996953149895,0.99864065098,,864691135810666525,7,4,5,11,4,0.450832828157,1.1279277512e-10
topology-matched routes,frozen_baseline,0.947306800661,0.984278991912,0.992142214177,1.01478048187e-10,864691135810666525,7,4,6,11,4,0.472580957135,3.79655862304e-10
topology-matched routes,trialwise_field_projection,0.950949354318,0.98480699732,0.992374423955,1.01478048187e-10,864691135810666525,7,4,6,11,4,0.472580957135,3.79655862304e-10
topology-matched routes,trialwise_update_oracle,,0.98480699732,0.992374423955,1.01478048187e-10,864691135810666525,7,4,6,11,4,0.472580957135,3.79655862304e-10
site-shuffled routes,frozen_baseline,0.0390788442992,0.0130877727549,0.119442526128,1.08534643078e-10,864691135810666525,7,4,6,11,4,0.472580957135,3.79655862304e-10
site-shuffled routes,trialwise_field_projection,0.0417593224121,0.0143764288292,0.119901810033,1.08534643078e-10,864691135810666525,7,4,6,11,4,0.472580957135,3.79655862304e-10
site-shuffled routes,trialwise_update_oracle,,0.0143846267448,0.119935927665,1.08534643078e-10,864691135810666525,7,4,6,11,4,0.472580957135,3.79655862304e-10
random anatomical routes,frozen_baseline,0.0368998080461,0.0126793906669,0.118190281103,1.08265212767e-10,864691135810666525,7,4,6,11,4,0.472580957135,3.79655862304e-10
random anatomical routes,trialwise_field_projection,0.0419822151404,0.0141890386354,0.119117751135,1.08265212767e-10,864691135810666525,7,4,6,11,4,0.472580957135,3.79655862304e-10
random anatomical routes,trialwise_update_oracle,,0.0141890386354,0.119117751135,1.08265212767e-10,864691135810666525,7,4,6,11,4,0.472580957135,3.79655862304e-10
unprojected baseline transfer,frozen_baseline,0.985635399045,0.996406257819,0.998331991359,,864691135810666525,7,4,6,11,4,0.472580957135,3.79655862304e-10
topology-matched routes,frozen_baseline,0.940632527406,0.964555634692,0.982174823367,9.97780746914e-11,864691135810666525,7,4,7,11,4,0.346131554046,8.11477551821e-11
topology-matched routes,trialwise_field_projection,0.943558208138,0.965286224538,0.982489808872,9.97780746914e-11,864691135810666525,7,4,7,11,4,0.346131554046,8.11477551821e-11
topology-matched routes,trialwise_update_oracle,,0.965286224538,0.982489808872,9.97780746914e-11,864691135810666525,7,4,7,11,4,0.346131554046,8.11477551821e-11
site-shuffled routes,frozen_baseline,0.00655310680654,0.000696200254064,0.0502907740394,4.43785026089e-12,864691135810666525,7,4,7,11,4,0.346131554046,8.11477551821e-11
site-shuffled routes,trialwise_field_projection,0.0130024135009,0.00259224218978,0.050933783672,4.43785026089e-12,864691135810666525,7,4,7,11,4,0.346131554046,8.11477551821e-11
site-shuffled routes,trialwise_update_oracle,,0.00260317261942,0.0510212957443,4.43785026089e-12,864691135810666525,7,4,7,11,4,0.346131554046,8.11477551821e-11
random anatomical routes,frozen_baseline,0.00404818488515,5.53577384205e-05,0.0312731552509,2.05235828332e-12,864691135810666525,7,4,7,11,4,0.346131554046,8.11477551821e-11
random anatomical routes,trialwise_field_projection,0.00815898009928,0.00105880728419,0.0325393190493,2.05235828332e-12,864691135810666525,7,4,7,11,4,0.346131554046,8.11477551821e-11
random anatomical routes,trialwise_update_oracle,,0.00105880728419,0.0325393190493,2.05235828332e-12,864691135810666525,7,4,7,11,4,0.346131554046,8.11477551821e-11
unprojected baseline transfer,frozen_baseline,0.990051810629,0.996720210955,0.998544921932,,864691135810666525,7,4,7,11,4,0.346131554046,8.11477551821e-11
topology-matched routes,frozen_baseline,0.940803201992,0.992419527519,0.996243869644,6.68889388322e-11,864691135810666525,7,4,8,11,4,0.410843403164,6.10076988927e-10
topology-matched routes,trialwise_field_projection,0.94371533444,0.992894179403,0.996440755591,6.68889388322e-11,864691135810666525,7,4,8,11,4,0.410843403164,6.10076988927e-10
topology-matched routes,trialwise_update_oracle,,0.992894179403,0.996440755591,6.68889388322e-11,864691135810666525,7,4,8,11,4,0.410843403164,6.10076988927e-10
site-shuffled routes,frozen_baseline,0.0438333588203,0.00475304805414,0.0768246747441,6.68249388117e-11,864691135810666525,7,4,8,11,4,0.410843403164,6.10076988927e-10
site-shuffled routes,trialwise_field_projection,0.0511085854412,0.00641149784912,0.0800718293104,6.68249388117e-11,864691135810666525,7,4,8,11,4,0.410843403164,6.10076988927e-10
site-shuffled routes,trialwise_update_oracle,,0.00641149784912,0.0800718293104,6.68249388117e-11,864691135810666525,7,4,8,11,4,0.410843403164,6.10076988927e-10
random anatomical routes,frozen_baseline,0.00350136997992,0.000425715840801,0.0352367901684,1.10054886211e-11,864691135810666525,7,4,8,11,4,0.410843403164,6.10076988927e-10
random anatomical routes,trialwise_field_projection,0.00759707892184,0.00124178370744,0.0353499029457,1.10054886211e-11,864691135810666525,7,4,8,11,4,0.410843403164,6.10076988927e-10
random anatomical routes,trialwise_update_oracle,,0.00127308100711,0.0356802607489,1.10054886211e-11,864691135810666525,7,4,8,11,4,0.410843403164,6.10076988927e-10
unprojected baseline transfer,frozen_baseline,0.98849664391,0.99723873383,0.998714692346,,864691135810666525,7,4,8,11,4,0.410843403164,6.10076988927e-10
topology-matched routes,frozen_baseline,0.939663101887,0.983707175293,0.991893922383,1.53410728565e-10,864691135810666525,7,4,9,11,4,0.320902983019,1.11787146206e-09
topology-matched routes,trialwise_field_projection,0.942711968347,0.985378329903,0.992662243617,1.53410728565e-10,864691135810666525,7,4,9,11,4,0.320902983019,1.11787146206e-09
topology-matched routes,trialwise_update_oracle,,0.985378329903,0.992662243617,1.53410728565e-10,864691135810666525,7,4,9,11,4,0.320902983019,1.11787146206e-09
site-shuffled routes,frozen_baseline,0.00450869450758,-0.00187807946577,0.0596250126864,1.44075365787e-11,864691135810666525,7,4,9,11,4,0.320902983019,1.11787146206e-09
site-shuffled routes,trialwise_field_projection,0.00979379797083,0.00374662502041,0.0617148190878,1.44075365787e-11,864691135810666525,7,4,9,11,4,0.320902983019,1.11787146206e-09
site-shuffled routes,trialwise_update_oracle,,0.00403419686331,0.0635153277824,1.44075365787e-11,864691135810666525,7,4,9,11,4,0.320902983019,1.11787146206e-09
random anatomical routes,frozen_baseline,0.034909807437,0.00345749628779,0.0973632114692,1.23479175235e-10,864691135810666525,7,4,9,11,4,0.320902983019,1.11787146206e-09
random anatomical routes,trialwise_field_projection,0.0408136700808,0.00808646380012,0.0955436352909,1.23479175235e-10,864691135810666525,7,4,9,11,4,0.320902983019,1.11787146206e-09
random anatomical routes,trialwise_update_oracle,,0.0111834348038,0.105751760287,1.23479175235e-10,864691135810666525,7,4,9,11,4,0.320902983019,1.11787146206e-09
unprojected baseline transfer,frozen_baseline,0.989078284779,0.993267614756,0.996893122495,,864691135810666525,7,4,9,11,4,0.320902983019,1.11787146206e-09
topology-matched routes,frozen_baseline,0.00462473736159,0.00158275851126,0.0606401312615,4.90909849663e-11,864691135060651419,5,6,0,10,4,0.862124567769,2.32158769986e-09
topology-matched routes,trialwise_field_projection,0.0060423370332,0.00383437166619,0.0619223034632,4.90909849663e-11,864691135060651419,5,6,0,10,4,0.862124567769,2.32158769986e-09
topology-matched routes,trialwise_update_oracle,,0.00383437166619,0.0619223034632,4.90909849663e-11,864691135060651419,5,6,0,10,4,0.862124567769,2.32158769986e-09
site-shuffled routes,frozen_baseline,0.874958936585,0.964146458555,0.981975249666,1.07199371602e-09,864691135060651419,5,6,0,10,4,0.862124567769,2.32158769986e-09
site-shuffled routes,trialwise_field_projection,0.876805658229,0.966696387901,0.983207194797,1.07199371602e-09,864691135060651419,5,6,0,10,4,0.862124567769,2.32158769986e-09
site-shuffled routes,trialwise_update_oracle,,0.966696387901,0.983207194797,1.07199371602e-09,864691135060651419,5,6,0,10,4,0.862124567769,2.32158769986e-09
random anatomical routes,frozen_baseline,0.323679323647,0.332558762838,0.583496288327,2.84186008059e-10,864691135060651419,5,6,0,10,4,0.862124567769,2.32158769986e-09
random anatomical routes,trialwise_field_projection,0.325821765379,0.325413050371,0.58403420142,2.84186008059e-10,864691135060651419,5,6,0,10,4,0.862124567769,2.32158769986e-09
random anatomical routes,trialwise_update_oracle,,0.419987381742,0.64806433457,2.84186008059e-10,864691135060651419,5,6,0,10,4,0.862124567769,2.32158769986e-09
unprojected baseline transfer,frozen_baseline,0.996178856855,0.99427709064,0.997375366313,,864691135060651419,5,6,0,10,4,0.862124567769,2.32158769986e-09
topology-matched routes,frozen_baseline,0.00602074463013,0.00223215699712,0.0613927963591,2.25363130935e-12,864691135060651419,5,6,1,10,4,0.947033447806,1.06781250508e-12
topology-matched routes,trialwise_field_projection,0.00704512772462,0.00405198742291,0.0636552230607,2.25363130935e-12,864691135060651419,5,6,1,10,4,0.947033447806,1.06781250508e-12
topology-matched routes,trialwise_update_oracle,,0.00405198742291,0.0636552230607,2.25363130935e-12,864691135060651419,5,6,1,10,4,0.947033447806,1.06781250508e-12
site-shuffled routes,frozen_baseline,0.874347838491,0.889696983999,0.943252621185,2.80841261358e-09,864691135060651419,5,6,1,10,4,0.947033447806,1.06781250508e-12
site-shuffled routes,trialwise_field_projection,0.875016363294,0.890268062604,0.943540175406,2.80841261358e-09,864691135060651419,5,6,1,10,4,0.947033447806,1.06781250508e-12
site-shuffled routes,trialwise_update_oracle,,0.890268062604,0.943540175406,2.80841261358e-09,864691135060651419,5,6,1,10,4,0.947033447806,1.06781250508e-12
random anatomical routes,frozen_baseline,0.114119788324,0.0978945810275,0.323595315742,3.09381831265e-09,864691135060651419,5,6,1,10,4,0.947033447806,1.06781250508e-12
random anatomical routes,trialwise_field_projection,0.115960239334,0.105734304314,0.325168166812,3.09381831265e-09,864691135060651419,5,6,1,10,4,0.947033447806,1.06781250508e-12
random anatomical routes,trialwise_update_oracle,,0.105756205923,0.32520179262,3.09381831265e-09,864691135060651419,5,6,1,10,4,0.947033447806,1.06781250508e-12
unprojected baseline transfer,frozen_baseline,0.996366145063,0.989636275366,0.99566118536,,864691135060651419,5,6,1,10,4,0.947033447806,1.06781250508e-12
topology-matched routes,frozen_baseline,0.00769342148365,0.00136713610248,0.0395504479001,6.43395926814e-14,864691135060651419,5,6,2,10,4,0.896143079384,1.99555150182e-10
topology-matched routes,trialwise_field_projection,0.00819806039189,0.00160262974414,0.040032858306,6.43395926814e-14,864691135060651419,5,6,2,10,4,0.896143079384,1.99555150182e-10
topology-matched routes,trialwise_update_oracle,,0.00160262974414,0.040032858306,6.43395926814e-14,864691135060651419,5,6,2,10,4,0.896143079384,1.99555150182e-10
site-shuffled routes,frozen_baseline,0.00859793084445,0.00180719019796,0.0466455137831,7.63078749494e-12,864691135060651419,5,6,2,10,4,0.896143079384,1.99555150182e-10
site-shuffled routes,trialwise_field_projection,0.00917305391497,0.00224804631166,0.0474135667469,7.63078749494e-12,864691135060651419,5,6,2,10,4,0.896143079384,1.99555150182e-10
site-shuffled routes,trialwise_update_oracle,,0.00224804631166,0.0474135667469,7.63078749494e-12,864691135060651419,5,6,2,10,4,0.896143079384,1.99555150182e-10
random anatomical routes,frozen_baseline,0.0112269300573,0.00160310510162,0.0445697915733,3.83552564709e-13,864691135060651419,5,6,2,10,4,0.896143079384,1.99555150182e-10
random anatomical routes,trialwise_field_projection,0.0122237682667,0.00203919633276,0.0451574615402,3.83552564709e-13,864691135060651419,5,6,2,10,4,0.896143079384,1.99555150182e-10
random anatomical routes,trialwise_update_oracle,,0.00203919633276,0.0451574615402,3.83552564709e-13,864691135060651419,5,6,2,10,4,0.896143079384,1.99555150182e-10
unprojected baseline transfer,frozen_baseline,0.997632395763,0.995718497464,0.998145345432,,864691135060651419,5,6,2,10,4,0.896143079384,1.99555150182e-10
topology-matched routes,frozen_baseline,0.00613969749964,0.00105685548166,0.0387329347743,5.27684515007e-12,864691135060651419,5,6,3,10,4,0.818949520581,8.52804715734e-10
topology-matched routes,trialwise_field_projection,0.00712882391136,0.00155971838113,0.0394932700738,5.27684515007e-12,864691135060651419,5,6,3,10,4,0.818949520581,8.52804715734e-10
topology-matched routes,trialwise_update_oracle,,0.00155971838113,0.0394932700738,5.27684515007e-12,864691135060651419,5,6,3,10,4,0.818949520581,8.52804715734e-10
site-shuffled routes,frozen_baseline,0.879982250635,0.908568655312,0.953233733641,1.15384191091e-09,864691135060651419,5,6,3,10,4,0.818949520581,8.52804715734e-10
site-shuffled routes,trialwise_field_projection,0.881283423545,0.909347356796,0.953597062074,1.15384191091e-09,864691135060651419,5,6,3,10,4,0.818949520581,8.52804715734e-10
site-shuffled routes,trialwise_update_oracle,,0.909347356796,0.953597062074,1.15384191091e-09,864691135060651419,5,6,3,10,4,0.818949520581,8.52804715734e-10
random anatomical routes,frozen_baseline,0.109966147999,0.0799450397183,0.295653200694,1.31458445518e-09,864691135060651419,5,6,3,10,4,0.818949520581,8.52804715734e-10
random anatomical routes,trialwise_field_projection,0.112769244243,0.0882012065968,0.296986879503,1.31458445518e-09,864691135060651419,5,6,3,10,4,0.818949520581,8.52804715734e-10
random anatomical routes,trialwise_update_oracle,,0.0882012065968,0.296986879503,1.31458445518e-09,864691135060651419,5,6,3,10,4,0.818949520581,8.52804715734e-10
unprojected baseline transfer,frozen_baseline,0.99438670538,0.989633452466,0.995720981648,,864691135060651419,5,6,3,10,4,0.818949520581,8.52804715734e-10
topology-matched routes,frozen_baseline,0.00684734669332,0.000467506647241,0.0307458172677,3.13928809163e-12,864691135060651419,5,6,4,10,4,0.820677831153,1.82567805318e-09
topology-matched routes,trialwise_field_projection,0.00775509843111,0.00102563280511,0.0320255024177,3.13928809163e-12,864691135060651419,5,6,4,10,4,0.820677831153,1.82567805318e-09
topology-matched routes,trialwise_update_oracle,,0.00102563280511,0.0320255024177,3.13928809163e-12,864691135060651419,5,6,4,10,4,0.820677831153,1.82567805318e-09
site-shuffled routes,frozen_baseline,0.00730527248987,0.000914126407882,0.0394355812881,5.07496789818e-12,864691135060651419,5,6,4,10,4,0.820677831153,1.82567805318e-09
site-shuffled routes,trialwise_field_projection,0.00930847639236,0.00174699177193,0.0417970306593,5.07496789818e-12,864691135060651419,5,6,4,10,4,0.820677831153,1.82567805318e-09
site-shuffled routes,trialwise_update_oracle,,0.00174699177193,0.0417970306593,5.07496789818e-12,864691135060651419,5,6,4,10,4,0.820677831153,1.82567805318e-09
random anatomical routes,frozen_baseline,0.0622411173051,0.0739565115704,0.274067331552,3.21773152567e-09,864691135060651419,5,6,4,10,4,0.820677831153,1.82567805318e-09
random anatomical routes,trialwise_field_projection,0.0666909266995,0.0656586290246,0.273281022042,3.21773152567e-09,864691135060651419,5,6,4,10,4,0.820677831153,1.82567805318e-09
random anatomical routes,trialwise_update_oracle,,0.0783990989456,0.27999839097,3.21773152567e-09,864691135060651419,5,6,4,10,4,0.820677831153,1.82567805318e-09
unprojected baseline transfer,frozen_baseline,0.992394810219,0.986463260888,0.994379887247,,864691135060651419,5,6,4,10,4,0.820677831153,1.82567805318e-09
topology-matched routes,frozen_baseline,0.00756970035222,0.00233561820632,0.0519534024197,1.74362260741e-12,864691135060651419,5,6,5,10,4,0.914798818862,5.49422174423e-10
topology-matched routes,trialwise_field_projection,0.0081350343372,0.00278193283326,0.0527440312572,1.74362260741e-12,864691135060651419,5,6,5,10,4,0.914798818862,5.49422174423e-10
topology-matched routes,trialwise_update_oracle,,0.00278193283326,0.0527440312572,1.74362260741e-12,864691135060651419,5,6,5,10,4,0.914798818862,5.49422174423e-10
site-shuffled routes,frozen_baseline,0.879034461557,0.916992224694,0.957632874357,6.53203713341e-10,864691135060651419,5,6,5,10,4,0.914798818862,5.49422174423e-10
site-shuffled routes,trialwise_field_projection,0.879590209531,0.917490305518,0.957857142541,6.53203713341e-10,864691135060651419,5,6,5,10,4,0.914798818862,5.49422174423e-10
site-shuffled routes,trialwise_update_oracle,,0.917490305518,0.957857142541,6.53203713341e-10,864691135060651419,5,6,5,10,4,0.914798818862,5.49422174423e-10
random anatomical routes,frozen_baseline,0.0694164743217,0.0601580363553,0.24720571215,6.19183836148e-10,864691135060651419,5,6,5,10,4,0.914798818862,5.49422174423e-10
random anatomical routes,trialwise_field_projection,0.0710978748104,0.0556349366192,0.236106066949,6.19183836148e-10,864691135060651419,5,6,5,10,4,0.914798818862,5.49422174423e-10
random anatomical routes,trialwise_update_oracle,,0.0741034125655,0.27221941989,6.19183836148e-10,864691135060651419,5,6,5,10,4,0.914798818862,5.49422174423e-10
unprojected baseline transfer,frozen_baseline,0.995532371699,0.984881999906,0.993675712771,,864691135060651419,5,6,5,10,4,0.914798818862,5.49422174423e-10
topology-matched routes,frozen_baseline,0.00500367374757,0.00113597317949,0.0551169557176,1.69112608032e-11,864691135060651419,5,6,6,10,4,0.838488415629,2.256416054e-09
topology-matched routes,trialwise_field_projection,0.00637509383406,0.00317089132617,0.0563106679606,1.69112608032e-11,864691135060651419,5,6,6,10,4,0.838488415629,2.256416054e-09
topology-matched routes,trialwise_update_oracle,,0.00317089132617,0.0563106679606,1.69112608032e-11,864691135060651419,5,6,6,10,4,0.838488415629,2.256416054e-09
site-shuffled routes,frozen_baseline,0.872982234759,0.976016119365,0.987979280385,4.68081906568e-10,864691135060651419,5,6,6,10,4,0.838488415629,2.256416054e-09
site-shuffled routes,trialwise_field_projection,0.873903255119,0.976712441337,0.988287630873,4.68081906568e-10,864691135060651419,5,6,6,10,4,0.838488415629,2.256416054e-09
site-shuffled routes,trialwise_update_oracle,,0.976712441337,0.988287630873,4.68081906568e-10,864691135060651419,5,6,6,10,4,0.838488415629,2.256416054e-09
random anatomical routes,frozen_baseline,0.00580889655245,0.00317316531449,0.0691631398869,4.49564547915e-11,864691135060651419,5,6,6,10,4,0.838488415629,2.256416054e-09
random anatomical routes,trialwise_field_projection,0.00691929303339,0.00513736192674,0.0716753927561,4.49564547915e-11,864691135060651419,5,6,6,10,4,0.838488415629,2.256416054e-09
random anatomical routes,trialwise_update_oracle,,0.00513736192674,0.0716753927561,4.49564547915e-11,864691135060651419,5,6,6,10,4,0.838488415629,2.256416054e-09
unprojected baseline transfer,frozen_baseline,0.996006495281,0.995366160117,0.997889013819,,864691135060651419,5,6,6,10,4,0.838488415629,2.256416054e-09
topology-matched routes,frozen_baseline,0.00583967739697,0.00258950009286,0.0636512316694,1.22156373558e-11,864691135060651419,5,6,7,10,4,0.803979716065,9.39026967295e-10
topology-matched routes,trialwise_field_projection,0.00688234698202,0.00416280124447,0.0645197740578,1.22156373558e-11,864691135060651419,5,6,7,10,4,0.803979716065,9.39026967295e-10
topology-matched routes,trialwise_update_oracle,,0.00416280124447,0.0645197740578,1.22156373558e-11,864691135060651419,5,6,7,10,4,0.803979716065,9.39026967295e-10
site-shuffled routes,frozen_baseline,0.878403167362,0.913409761936,0.955748262078,1.29788935155e-09,864691135060651419,5,6,7,10,4,0.803979716065,9.39026967295e-10
site-shuffled routes,trialwise_field_projection,0.87869499153,0.913590726363,0.955819400495,1.29788935155e-09,864691135060651419,5,6,7,10,4,0.803979716065,9.39026967295e-10
site-shuffled routes,trialwise_update_oracle,,0.913590726363,0.955819400495,1.29788935155e-09,864691135060651419,5,6,7,10,4,0.803979716065,9.39026967295e-10
random anatomical routes,frozen_baseline,0.00904599810163,0.00205020032361,0.0479801147866,9.93437537095e-13,864691135060651419,5,6,7,10,4,0.803979716065,9.39026967295e-10
random anatomical routes,trialwise_field_projection,0.00946618449831,0.00233276950742,0.0483391014045,9.93437537095e-13,864691135060651419,5,6,7,10,4,0.803979716065,9.39026967295e-10
random anatomical routes,trialwise_update_oracle,,0.0023450200092,0.0484254066498,9.93437537095e-13,864691135060651419,5,6,7,10,4,0.803979716065,9.39026967295e-10
unprojected baseline transfer,frozen_baseline,0.993938700672,0.986554906002,0.994447533546,,864691135060651419,5,6,7,10,4,0.803979716065,9.39026967295e-10
topology-matched routes,frozen_baseline,0.00659867770353,0.000760208614386,0.0335537121957,2.45378804081e-14,864691135060651419,5,6,8,10,4,0.906010497074,2.22101226299e-11
