dataset,neurons,strategy,core_type,seed,epoch,train_acc,test_acc
fashion_mnist,128,local_ca,dendritic_shunting,42,26,0.6928541660308838,0.6886999607086182
fashion_mnist,128,local_ca,dendritic_shunting,42,27,0.6962708234786987,0.6880999803543091
fashion_mnist,128,local_ca,dendritic_shunting,42,28,0.7064374685287476,0.6966999769210815
fashion_mnist,128,local_ca,dendritic_shunting,42,29,0.7084375023841858,0.6980999708175659
fashion_mnist,128,local_ca,dendritic_shunting,42,30,0.7184374928474426,0.705299973487854
fashion_mnist,128,local_ca,dendritic_shunting,42,31,0.7203124761581421,0.708899974822998
fashion_mnist,128,local_ca,dendritic_shunting,42,32,0.7193124890327454,0.7041999697685242
fashion_mnist,128,local_ca,dendritic_shunting,42,33,0.7257916331291199,0.7091000080108643
fashion_mnist,128,local_ca,dendritic_shunting,42,34,0.7307291626930237,0.7192999720573425
fashion_mnist,128,local_ca,dendritic_shunting,42,35,0.731124997138977,0.7188999652862549
fashion_mnist,128,local_ca,dendritic_shunting,42,36,0.7336666584014893,0.7204999923706055
fashion_mnist,128,local_ca,dendritic_shunting,42,37,0.739270806312561,0.7287999987602234
fashion_mnist,128,local_ca,dendritic_shunting,42,38,0.7421666383743286,0.7286999821662903
fashion_mnist,128,local_ca,dendritic_shunting,42,39,0.7454999685287476,0.733199954032898
fashion_mnist,128,local_ca,dendritic_shunting,42,40,0.7507500052452087,0.7368999719619751
fashion_mnist,128,local_ca,dendritic_shunting,42,41,0.7551041841506958,0.7430999875068665
fashion_mnist,128,local_ca,dendritic_shunting,42,42,0.7586458325386047,0.7487999796867371
fashion_mnist,128,local_ca,dendritic_shunting,42,43,0.7623957991600037,0.7519999742507935
fashion_mnist,128,local_ca,dendritic_shunting,42,44,0.765874981880188,0.7558000087738037
fashion_mnist,128,local_ca,dendritic_shunting,42,45,0.7681666612625122,0.755299985408783
fashion_mnist,128,local_ca,dendritic_shunting,42,46,0.7672291398048401,0.7565999627113342
fashion_mnist,128,local_ca,dendritic_shunting,42,47,0.7699791789054871,0.7604999542236328
fashion_mnist,128,local_ca,dendritic_shunting,42,48,0.7710624933242798,0.761900007724762
fashion_mnist,128,local_ca,dendritic_shunting,42,49,0.7749166488647461,0.7642999887466431
fashion_mnist,128,local_ca,dendritic_shunting,42,50,0.7760208249092102,0.7657999992370605
fashion_mnist,128,local_ca,dendritic_shunting,42,51,0.7755416631698608,0.7666999697685242
fashion_mnist,128,local_ca,dendritic_shunting,42,52,0.7782708406448364,0.7681999802589417
fashion_mnist,128,local_ca,dendritic_shunting,42,53,0.7788541316986084,0.7665999531745911
fashion_mnist,128,local_ca,dendritic_shunting,42,54,0.7795416712760925,0.7687000036239624
fashion_mnist,128,local_ca,dendritic_shunting,42,55,0.7808125019073486,0.7666999697685242
fashion_mnist,128,local_ca,dendritic_shunting,42,56,0.7828333377838135,0.7698999643325806
fashion_mnist,128,local_ca,dendritic_shunting,42,57,0.7836250066757202,0.7700999975204468
fashion_mnist,128,local_ca,dendritic_shunting,42,58,0.7842291593551636,0.7703999876976013
fashion_mnist,128,local_ca,dendritic_shunting,42,59,0.7827291488647461,0.7688999772071838
fashion_mnist,128,local_ca,dendritic_shunting,42,60,0.7856249809265137,0.7732999920845032
fashion_mnist,128,local_ca,dendritic_shunting,42,61,0.7830416560173035,0.7670999765396118
fashion_mnist,128,local_ca,dendritic_shunting,42,62,0.7835416793823242,0.7699999809265137
fashion_mnist,128,local_ca,dendritic_shunting,42,63,0.7844791412353516,0.7728999853134155
fashion_mnist,128,local_ca,dendritic_shunting,42,64,0.781416654586792,0.7681999802589417
fashion_mnist,128,local_ca,dendritic_shunting,42,65,0.7845208048820496,0.773099958896637
fashion_mnist,128,local_ca,dendritic_shunting,42,66,0.7884583473205566,0.7753999829292297
fashion_mnist,128,local_ca,dendritic_shunting,42,67,0.7839791774749756,0.7717999815940857
fashion_mnist,128,local_ca,dendritic_shunting,42,68,0.7851874828338623,0.7736999988555908
fashion_mnist,128,local_ca,dendritic_shunting,42,69,0.7874374985694885,0.773099958896637
fashion_mnist,128,local_ca,dendritic_shunting,42,70,0.7878749966621399,0.7757999897003174
fashion_mnist,128,local_ca,dendritic_shunting,42,71,0.793916642665863,0.7824999690055847
fashion_mnist,128,local_ca,dendritic_shunting,42,72,0.7897083163261414,0.7782999873161316
fashion_mnist,128,local_ca,dendritic_shunting,42,73,0.7916249632835388,0.7792999744415283
fashion_mnist,128,local_ca,dendritic_shunting,42,74,0.7952291369438171,0.7823999524116516
fashion_mnist,128,local_ca,dendritic_shunting,42,75,0.7922916412353516,0.779699981212616
fashion_mnist,128,local_ca,dendritic_shunting,42,76,0.7973541617393494,0.7843999862670898
fashion_mnist,128,local_ca,dendritic_shunting,42,77,0.7994791865348816,0.7860999703407288
fashion_mnist,128,local_ca,dendritic_shunting,42,78,0.8013125061988831,0.7879999876022339
fashion_mnist,128,local_ca,dendritic_shunting,42,79,0.7997083067893982,0.7871999740600586
fashion_mnist,128,local_ca,dendritic_shunting,42,80,0.8026874661445618,0.7889999747276306
fashion_mnist,128,local_ca,dendritic_shunting,42,81,0.8032083511352539,0.792199969291687
fashion_mnist,128,local_ca,dendritic_shunting,42,82,0.8025000095367432,0.789900004863739
fashion_mnist,128,local_ca,dendritic_shunting,42,83,0.8024791479110718,0.7884999513626099
fashion_mnist,128,local_ca,dendritic_shunting,42,84,0.8051249980926514,0.7929999828338623
fashion_mnist,128,local_ca,dendritic_shunting,42,85,0.8066666722297668,0.7942000031471252
fashion_mnist,128,local_ca,dendritic_shunting,42,86,0.8053125143051147,0.7926999926567078
fashion_mnist,128,local_ca,dendritic_shunting,42,87,0.80510413646698,0.7932999730110168
fashion_mnist,128,local_ca,dendritic_shunting,42,88,0.8057916760444641,0.7930999994277954
fashion_mnist,128,local_ca,dendritic_shunting,42,89,0.8061249852180481,0.7922999858856201
fashion_mnist,128,local_ca,dendritic_shunting,42,90,0.8083958029747009,0.791700005531311
fashion_mnist,128,local_ca,dendritic_shunting,42,91,0.8071249723434448,0.7914999723434448
fashion_mnist,128,local_ca,dendritic_shunting,42,92,0.8096874952316284,0.7976999878883362
fashion_mnist,128,local_ca,dendritic_shunting,42,93,0.8094791769981384,0.7971999645233154
fashion_mnist,128,local_ca,dendritic_shunting,42,94,0.8090208172798157,0.7985000014305115
fashion_mnist,128,local_ca,dendritic_shunting,42,95,0.8087083101272583,0.7958999872207642
fashion_mnist,128,local_ca,dendritic_shunting,42,96,0.8105416297912598,0.7996999621391296
fashion_mnist,128,local_ca,dendritic_shunting,42,97,0.8116666674613953,0.7998999953269958
fashion_mnist,128,local_ca,dendritic_shunting,42,98,0.8110416531562805,0.7972999811172485
fashion_mnist,128,local_ca,dendritic_shunting,42,99,0.8121041655540466,0.8000999689102173
fashion_mnist,128,local_ca,dendritic_shunting,42,100,0.8119166493415833,0.8024999499320984
fashion_mnist,128,local_ca,dendritic_shunting,42,101,0.8105208277702332,0.7971000075340271
fashion_mnist,128,local_ca,dendritic_shunting,42,102,0.8103958368301392,0.7961999773979187
fashion_mnist,128,local_ca,dendritic_shunting,42,103,0.812999963760376,0.799299955368042
fashion_mnist,128,local_ca,dendritic_shunting,42,104,0.8135625123977661,0.8014000058174133
fashion_mnist,128,local_ca,dendritic_shunting,42,105,0.8144583106040955,0.7991999983787537
fashion_mnist,128,local_ca,dendritic_shunting,42,106,0.8134999871253967,0.7973999977111816
fashion_mnist,128,local_ca,dendritic_shunting,42,107,0.8157291412353516,0.7999999523162842
fashion_mnist,128,local_ca,dendritic_shunting,42,108,0.8157291412353516,0.8001999855041504
fashion_mnist,128,local_ca,dendritic_shunting,42,109,0.8118541836738586,0.793999969959259
fashion_mnist,128,local_ca,dendritic_shunting,42,110,0.8140416741371155,0.8042999505996704
fashion_mnist,128,local_ca,dendritic_shunting,42,111,0.8134374618530273,0.8017999529838562
fashion_mnist,128,local_ca,dendritic_shunting,42,112,0.815666675567627,0.7985000014305115
fashion_mnist,128,local_ca,dendritic_shunting,42,113,0.8161666393280029,0.8021000027656555
fashion_mnist,128,local_ca,dendritic_shunting,42,114,0.8153125047683716,0.7991999983787537
fashion_mnist,128,local_ca,dendritic_shunting,42,115,0.8134374618530273,0.7972999811172485
fashion_mnist,128,local_ca,dendritic_shunting,42,116,0.8151666522026062,0.8043999671936035
fashion_mnist,128,local_ca,dendritic_shunting,42,117,0.8153749704360962,0.8003999590873718
fashion_mnist,128,local_ca,dendritic_shunting,42,118,0.8176666498184204,0.8046000003814697
fashion_mnist,128,local_ca,dendritic_shunting,42,119,0.8187708258628845,0.8075999617576599
fashion_mnist,128,local_ca,dendritic_shunting,42,120,0.8186666369438171,0.8057000041007996
fashion_mnist,128,local_ca,dendritic_shunting,42,121,0.8164166808128357,0.8015999794006348
fashion_mnist,128,local_ca,dendritic_shunting,42,122,0.8183749914169312,0.8035999536514282
fashion_mnist,128,local_ca,dendritic_shunting,42,123,0.8186874985694885,0.8069999814033508
fashion_mnist,128,local_ca,dendritic_shunting,42,124,0.820645809173584,0.8075999617576599
fashion_mnist,128,local_ca,dendritic_shunting,42,125,0.8193333148956299,0.8069999814033508
fashion_mnist,128,local_ca,dendritic_shunting,42,126,0.8177499771118164,0.8046000003814697
fashion_mnist,128,local_ca,dendritic_shunting,42,127,0.8198333382606506,0.8072999715805054
fashion_mnist,128,local_ca,dendritic_shunting,42,128,0.8196250200271606,0.8050999641418457
fashion_mnist,128,local_ca,dendritic_shunting,42,129,0.8168749809265137,0.7996000051498413
fashion_mnist,128,local_ca,dendritic_shunting,42,130,0.8167083263397217,0.800599992275238
fashion_mnist,128,local_ca,dendritic_shunting,42,131,0.8186249732971191,0.804099977016449
fashion_mnist,128,local_ca,dendritic_shunting,42,132,0.8192083239555359,0.8017999529838562
fashion_mnist,128,local_ca,dendritic_shunting,42,133,0.8202916383743286,0.8059999942779541
fashion_mnist,128,local_ca,dendritic_shunting,42,134,0.820229172706604,0.8007000088691711
fashion_mnist,128,local_ca,dendritic_shunting,42,135,0.8207916617393494,0.8026999831199646
fashion_mnist,128,local_ca,dendritic_shunting,42,136,0.8193125128746033,0.7991999983787537
fashion_mnist,128,local_ca,dendritic_shunting,42,137,0.8211874961853027,0.8003000020980835
fashion_mnist,128,local_ca,dendritic_shunting,42,138,0.8230416774749756,0.8052999973297119
fashion_mnist,128,local_ca,dendritic_shunting,42,139,0.8212916851043701,0.8041999936103821
fashion_mnist,128,local_ca,dendritic_shunting,42,140,0.8235833048820496,0.8053999543190002
fashion_mnist,128,local_ca,dendritic_shunting,42,141,0.8241875171661377,0.8090999722480774
fashion_mnist,128,local_ca,dendritic_shunting,42,142,0.8232916593551636,0.8075999617576599
fashion_mnist,128,local_ca,dendritic_shunting,42,143,0.8253750205039978,0.8070999979972839
fashion_mnist,128,local_ca,dendritic_shunting,42,144,0.8259375095367432,0.8060999512672424
fashion_mnist,128,local_ca,dendritic_shunting,42,145,0.8261458277702332,0.809499979019165
fashion_mnist,128,local_ca,dendritic_shunting,42,146,0.8257707953453064,0.8086999654769897
fashion_mnist,128,local_ca,dendritic_shunting,42,147,0.8243333101272583,0.8093999624252319
fashion_mnist,128,local_ca,dendritic_shunting,42,148,0.8274999856948853,0.8093000054359436
fashion_mnist,128,local_ca,dendritic_shunting,42,149,0.8272500038146973,0.8113999962806702
fashion_mnist,128,local_ca,dendritic_shunting,42,150,0.8254166841506958,0.8120999932289124
fashion_mnist,128,local_ca,dendritic_shunting,42,151,0.8245624899864197,0.8108999729156494
fashion_mnist,128,local_ca,dendritic_shunting,42,152,0.8274583220481873,0.8123999834060669
fashion_mnist,128,local_ca,dendritic_shunting,42,153,0.8261249661445618,0.809499979019165
fashion_mnist,128,local_ca,dendritic_shunting,42,154,0.8275416493415833,0.8097999691963196
fashion_mnist,128,local_ca,dendritic_shunting,42,155,0.8267916440963745,0.8093000054359436
fashion_mnist,128,local_ca,dendritic_shunting,42,156,0.8288958072662354,0.8136000037193298
fashion_mnist,128,local_ca,dendritic_shunting,42,157,0.8277708292007446,0.8136000037193298
fashion_mnist,128,local_ca,dendritic_shunting,42,158,0.8288750052452087,0.8132999539375305
fashion_mnist,128,local_ca,dendritic_shunting,42,159,0.8296874761581421,0.8149999976158142
fashion_mnist,128,local_ca,dendritic_shunting,42,160,0.8298333287239075,0.814799964427948
fashion_mnist,128,local_ca,dendritic_shunting,42,161,0.828416645526886,0.8137999773025513
fashion_mnist,128,local_ca,dendritic_shunting,42,162,0.8301874995231628,0.8134999871253967
fashion_mnist,128,local_ca,dendritic_shunting,42,163,0.8296041488647461,0.8154999613761902
fashion_mnist,128,local_ca,dendritic_shunting,42,164,0.8317499756813049,0.81659996509552
fashion_mnist,128,local_ca,dendritic_shunting,42,165,0.8311458230018616,0.8155999779701233
fashion_mnist,128,local_ca,dendritic_shunting,42,166,0.8317291736602783,0.81659996509552
fashion_mnist,128,local_ca,dendritic_shunting,42,167,0.8323749899864197,0.8185999989509583
fashion_mnist,128,local_ca,dendritic_shunting,42,168,0.8311041593551636,0.8173999786376953
fashion_mnist,128,local_ca,dendritic_shunting,42,169,0.8318749666213989,0.8150999546051025
fashion_mnist,128,local_ca,dendritic_shunting,42,170,0.8324375152587891,0.817799985408783
fashion_mnist,128,local_ca,dendritic_shunting,42,171,0.8296666741371155,0.8144999742507935
fashion_mnist,128,local_ca,dendritic_shunting,42,172,0.8324375152587891,0.8191999793052673
fashion_mnist,128,local_ca,dendritic_shunting,42,173,0.8336458206176758,0.8183000087738037
fashion_mnist,128,local_ca,dendritic_shunting,42,174,0.8294582962989807,0.8175999522209167
fashion_mnist,128,local_ca,dendritic_shunting,42,175,0.8311041593551636,0.8186999559402466
fashion_mnist,128,local_ca,dendritic_shunting,42,176,0.8309999704360962,0.8137999773025513
fashion_mnist,128,local_ca,dendritic_shunting,42,177,0.8320000171661377,0.8163999915122986
fashion_mnist,128,local_ca,dendritic_shunting,42,178,0.8315416574478149,0.8163999915122986
fashion_mnist,128,local_ca,dendritic_shunting,42,179,0.8299999833106995,0.816100001335144
fashion_mnist,128,local_ca,dendritic_shunting,42,180,0.8291666507720947,0.8150999546051025
fashion_mnist,128,local_ca,dendritic_shunting,42,181,0.8285208344459534,0.8132999539375305
fashion_mnist,128,local_ca,dendritic_shunting,42,182,0.828416645526886,0.8080999851226807
fashion_mnist,128,local_ca,dendritic_shunting,42,183,0.8279374837875366,0.8118999600410461
fashion_mnist,128,local_ca,dendritic_shunting,42,184,0.8289583325386047,0.811199963092804
fashion_mnist,128,local_ca,dendritic_shunting,42,185,0.8299791812896729,0.8136999607086182
fashion_mnist,128,local_ca,dendritic_shunting,42,186,0.8299375176429749,0.812999963760376
fashion_mnist,128,local_ca,dendritic_shunting,42,187,0.8302083015441895,0.8149999976158142
fashion_mnist,128,local_ca,dendritic_shunting,42,188,0.828416645526886,0.8095999956130981
fashion_mnist,128,local_ca,dendritic_shunting,42,189,0.8290416598320007,0.8097999691963196
fashion_mnist,128,local_ca,dendritic_shunting,42,190,0.8266458511352539,0.8086999654769897
fashion_mnist,128,local_ca,dendritic_shunting,42,191,0.8256874680519104,0.8050000071525574
fashion_mnist,128,local_ca,dendritic_shunting,42,192,0.8243541717529297,0.8053999543190002
fashion_mnist,128,local_ca,dendritic_shunting,42,193,0.8278541564941406,0.8053999543190002
fashion_mnist,128,local_ca,dendritic_shunting,42,194,0.8268541693687439,0.8027999997138977
fashion_mnist,128,local_ca,dendritic_shunting,42,195,0.8276666402816772,0.8075999617576599
fashion_mnist,128,local_ca,dendritic_shunting,42,196,0.8264791369438171,0.805899977684021
fashion_mnist,128,local_ca,dendritic_shunting,42,197,0.8237500190734863,0.804099977016449
fashion_mnist,128,local_ca,dendritic_shunting,42,198,0.823312520980835,0.8015999794006348
fashion_mnist,128,local_ca,dendritic_shunting,42,199,0.8261874914169312,0.8043999671936035
fashion_mnist,128,local_ca,dendritic_shunting,42,200,0.8237082958221436,0.8046999573707581
fashion_mnist,128,local_ca,dendritic_shunting,43,1,0.10008332878351212,0.09999999403953552
fashion_mnist,128,local_ca,dendritic_shunting,43,2,0.19252082705497742,0.20009998977184296
fashion_mnist,128,local_ca,dendritic_shunting,43,3,0.30785417556762695,0.3084000051021576
fashion_mnist,128,local_ca,dendritic_shunting,43,4,0.28058332204818726,0.2818000018596649
fashion_mnist,128,local_ca,dendritic_shunting,43,5,0.33675000071525574,0.3357999920845032
fashion_mnist,128,local_ca,dendritic_shunting,43,6,0.3332083225250244,0.3401999771595001
fashion_mnist,128,local_ca,dendritic_shunting,43,7,0.37558332085609436,0.3771999776363373
fashion_mnist,128,local_ca,dendritic_shunting,43,8,0.3970833420753479,0.3944999873638153
fashion_mnist,128,local_ca,dendritic_shunting,43,9,0.4581458270549774,0.4545999765396118
fashion_mnist,128,local_ca,dendritic_shunting,43,10,0.47997915744781494,0.47519999742507935
fashion_mnist,128,local_ca,dendritic_shunting,43,11,0.536020815372467,0.53329998254776
fashion_mnist,128,local_ca,dendritic_shunting,43,12,0.5313541889190674,0.5248000025749207
fashion_mnist,128,local_ca,dendritic_shunting,43,13,0.5546875,0.5450999736785889
fashion_mnist,128,local_ca,dendritic_shunting,43,14,0.5803124904632568,0.5697999596595764
fashion_mnist,128,local_ca,dendritic_shunting,43,15,0.6019583344459534,0.5934999585151672
fashion_mnist,128,local_ca,dendritic_shunting,43,16,0.6190416812896729,0.6103000044822693
fashion_mnist,128,local_ca,dendritic_shunting,43,17,0.6381666660308838,0.630299985408783
fashion_mnist,128,local_ca,dendritic_shunting,43,18,0.6576041579246521,0.6487999558448792
fashion_mnist,128,local_ca,dendritic_shunting,43,19,0.6601250171661377,0.6547999978065491
fashion_mnist,128,local_ca,dendritic_shunting,43,20,0.6785416603088379,0.6678000092506409
fashion_mnist,128,local_ca,dendritic_shunting,43,21,0.6873124837875366,0.6796000003814697
fashion_mnist,128,local_ca,dendritic_shunting,43,22,0.6963750123977661,0.6883999705314636
fashion_mnist,128,local_ca,dendritic_shunting,43,23,0.703249990940094,0.6966999769210815
fashion_mnist,128,local_ca,dendritic_shunting,43,24,0.7146666646003723,0.7031999826431274
fashion_mnist,128,local_ca,dendritic_shunting,43,25,0.7175624966621399,0.7074999809265137
fashion_mnist,128,local_ca,dendritic_shunting,43,26,0.7162291407585144,0.7055000066757202
fashion_mnist,128,local_ca,dendritic_shunting,43,27,0.7196041345596313,0.7095999717712402
fashion_mnist,128,local_ca,dendritic_shunting,43,28,0.7336249947547913,0.7202999591827393
fashion_mnist,128,local_ca,dendritic_shunting,43,29,0.7316250205039978,0.7161999940872192
fashion_mnist,128,local_ca,dendritic_shunting,43,30,0.7365208268165588,0.7213000059127808
fashion_mnist,128,local_ca,dendritic_shunting,43,31,0.7372499704360962,0.7249999642372131
fashion_mnist,128,local_ca,dendritic_shunting,43,32,0.7446041703224182,0.7310999631881714
fashion_mnist,128,local_ca,dendritic_shunting,43,33,0.7459374666213989,0.7322999835014343
fashion_mnist,128,local_ca,dendritic_shunting,43,34,0.7483749985694885,0.7350999712944031
fashion_mnist,128,local_ca,dendritic_shunting,43,35,0.7505208253860474,0.7346000075340271
fashion_mnist,128,local_ca,dendritic_shunting,43,36,0.7543749809265137,0.7393999695777893
fashion_mnist,128,local_ca,dendritic_shunting,43,37,0.7528333067893982,0.7412999868392944
fashion_mnist,128,local_ca,dendritic_shunting,43,38,0.7596250176429749,0.7476999759674072
fashion_mnist,128,local_ca,dendritic_shunting,43,39,0.7586666345596313,0.7468000054359436
fashion_mnist,128,local_ca,dendritic_shunting,43,40,0.7632708549499512,0.7511999607086182
fashion_mnist,128,local_ca,dendritic_shunting,43,41,0.7602708339691162,0.7479999661445618
fashion_mnist,128,local_ca,dendritic_shunting,43,42,0.7674583196640015,0.7536999583244324
fashion_mnist,128,local_ca,dendritic_shunting,43,43,0.7712083458900452,0.7601999640464783
fashion_mnist,128,local_ca,dendritic_shunting,43,44,0.7671458125114441,0.7543999552726746
fashion_mnist,128,local_ca,dendritic_shunting,43,45,0.7745208144187927,0.7610999941825867
fashion_mnist,128,local_ca,dendritic_shunting,43,46,0.7751666307449341,0.7616999745368958
fashion_mnist,128,local_ca,dendritic_shunting,43,47,0.7763541340827942,0.7617999911308289
fashion_mnist,128,local_ca,dendritic_shunting,43,48,0.773770809173584,0.760699987411499
fashion_mnist,128,local_ca,dendritic_shunting,43,49,0.7805416584014893,0.7723000049591064
fashion_mnist,128,local_ca,dendritic_shunting,43,50,0.7841249704360962,0.7698999643325806
fashion_mnist,128,local_ca,dendritic_shunting,43,51,0.7878749966621399,0.7732999920845032
fashion_mnist,128,local_ca,dendritic_shunting,43,52,0.7887291312217712,0.7755999565124512
fashion_mnist,128,local_ca,dendritic_shunting,43,53,0.7842082977294922,0.7703999876976013
fashion_mnist,128,local_ca,dendritic_shunting,43,54,0.7876874804496765,0.7735999822616577
fashion_mnist,128,local_ca,dendritic_shunting,43,55,0.7914583086967468,0.7784000039100647
fashion_mnist,128,local_ca,dendritic_shunting,43,56,0.7942291498184204,0.7824999690055847
fashion_mnist,128,local_ca,dendritic_shunting,43,57,0.7931458353996277,0.7795999646186829
fashion_mnist,128,local_ca,dendritic_shunting,43,58,0.7978958487510681,0.7833999991416931
fashion_mnist,128,local_ca,dendritic_shunting,43,59,0.7965624928474426,0.7857999801635742
fashion_mnist,128,local_ca,dendritic_shunting,43,60,0.7992500066757202,0.7856000065803528
fashion_mnist,128,local_ca,dendritic_shunting,43,61,0.7959791421890259,0.7831999659538269
fashion_mnist,128,local_ca,dendritic_shunting,43,62,0.8006666302680969,0.7864999771118164
fashion_mnist,128,local_ca,dendritic_shunting,43,63,0.7997916340827942,0.7866999506950378
fashion_mnist,128,local_ca,dendritic_shunting,43,64,0.7998332977294922,0.7860999703407288
fashion_mnist,128,local_ca,dendritic_shunting,43,65,0.8032083511352539,0.7899999618530273
fashion_mnist,128,local_ca,dendritic_shunting,43,66,0.8032083511352539,0.7935999631881714
fashion_mnist,128,local_ca,dendritic_shunting,43,67,0.804562509059906,0.7930999994277954
fashion_mnist,128,local_ca,dendritic_shunting,43,68,0.8034166693687439,0.7931999564170837
fashion_mnist,128,local_ca,dendritic_shunting,43,69,0.801854133605957,0.79339998960495
fashion_mnist,128,local_ca,dendritic_shunting,43,70,0.8019166588783264,0.7946999669075012
fashion_mnist,128,local_ca,dendritic_shunting,43,71,0.8003958463668823,0.7910999655723572
fashion_mnist,128,local_ca,dendritic_shunting,43,72,0.800166666507721,0.7892000079154968
fashion_mnist,128,local_ca,dendritic_shunting,43,73,0.7997916340827942,0.7894999980926514
fashion_mnist,128,local_ca,dendritic_shunting,43,74,0.8025000095367432,0.7912999987602234
fashion_mnist,128,local_ca,dendritic_shunting,43,75,0.8026458024978638,0.7901999950408936
fashion_mnist,128,local_ca,dendritic_shunting,43,76,0.7994374632835388,0.786899983882904
fashion_mnist,128,local_ca,dendritic_shunting,43,77,0.8062083125114441,0.7949000000953674
fashion_mnist,128,local_ca,dendritic_shunting,43,78,0.8059583306312561,0.7971999645233154
fashion_mnist,128,local_ca,dendritic_shunting,43,79,0.8031666874885559,0.7894999980926514
fashion_mnist,128,local_ca,dendritic_shunting,43,80,0.805062472820282,0.7924000024795532
fashion_mnist,128,local_ca,dendritic_shunting,43,81,0.8054999709129333,0.7928000092506409
fashion_mnist,128,local_ca,dendritic_shunting,43,82,0.8041250109672546,0.795199990272522
fashion_mnist,128,local_ca,dendritic_shunting,43,83,0.8046249747276306,0.7919999957084656
fashion_mnist,128,local_ca,dendritic_shunting,43,84,0.8024374842643738,0.7942000031471252
fashion_mnist,128,local_ca,dendritic_shunting,43,85,0.8036458492279053,0.7929999828338623
fashion_mnist,128,local_ca,dendritic_shunting,43,86,0.8043749928474426,0.7930999994277954
fashion_mnist,128,local_ca,dendritic_shunting,43,87,0.805020809173584,0.7929999828338623
fashion_mnist,128,local_ca,dendritic_shunting,43,88,0.7998332977294922,0.7820999622344971
fashion_mnist,128,local_ca,dendritic_shunting,43,89,0.8004583120346069,0.7845999598503113
fashion_mnist,128,local_ca,dendritic_shunting,43,90,0.8062083125114441,0.7953999638557434
fashion_mnist,128,local_ca,dendritic_shunting,43,91,0.8023124933242798,0.7892000079154968
fashion_mnist,128,local_ca,dendritic_shunting,43,92,0.8055208325386047,0.792199969291687
fashion_mnist,128,local_ca,dendritic_shunting,43,93,0.8053125143051147,0.7894999980926514
fashion_mnist,128,local_ca,dendritic_shunting,43,94,0.8054375052452087,0.7950999736785889
fashion_mnist,128,local_ca,dendritic_shunting,43,95,0.8071041703224182,0.7960000038146973
fashion_mnist,128,local_ca,dendritic_shunting,43,96,0.8062916398048401,0.7919999957084656
fashion_mnist,128,local_ca,dendritic_shunting,43,97,0.8081458210945129,0.7942000031471252
fashion_mnist,128,local_ca,dendritic_shunting,43,98,0.8074374794960022,0.7946999669075012
fashion_mnist,128,local_ca,dendritic_shunting,43,99,0.8079999685287476,0.7960000038146973
fashion_mnist,128,local_ca,dendritic_shunting,43,100,0.809499979019165,0.7985000014305115
fashion_mnist,128,local_ca,dendritic_shunting,43,101,0.8033750057220459,0.7910000085830688
fashion_mnist,128,local_ca,dendritic_shunting,43,102,0.8033124804496765,0.790399968624115
fashion_mnist,128,local_ca,dendritic_shunting,43,103,0.8011458516120911,0.7881999611854553
fashion_mnist,128,local_ca,dendritic_shunting,43,104,0.8032708168029785,0.7925999760627747
