core_type,dataset_name,n_seeds,test_acc_mean,test_acc_std,train_acc_mean,valid_acc_mean
dendritic_additive,context_gating,3,0.6666667064030966,0.034645832336267154,0.6858333746592203,0.6853333711624146
dendritic_additive,mnist,3,0.8905333081881205,0.0035345895339656823,0.887090265750885,0.8847221930821737
dendritic_shunting,context_gating,3,0.7716667056083679,0.015373164343925827,0.8013333479563395,0.7843333681424459
dendritic_shunting,mnist,3,0.8984666268030802,0.009485438012643708,0.9048819343249003,0.8940555453300476
