core_type,dataset_name,strategy,n_seeds,test_acc_mean,test_acc_std,train_acc_mean,valid_acc_mean
dendritic_additive,fashion_mnist,local_ca,5,0.7940999865531921,0.023037678213880784,0.8061625003814697,0.8021166682243347
dendritic_additive,fashion_mnist,standard,5,0.8742399692535401,0.0016303298890218412,0.9163874864578248,0.8842666506767273
dendritic_shunting,fashion_mnist,local_ca,5,0.8114799857139587,0.012057027216788998,0.8270749926567078,0.8229499816894531
dendritic_shunting,fashion_mnist,standard,5,0.879419994354248,0.0016724259520305622,0.920087480545044,0.8888166666030883
