config_id,model_type,ie_synapses,dataset,seed,strategy,broadcast_mode,layer_name,is_shunting,R_tot_mean,R_tot_std,R_tot_median,R_tot_q25,R_tot_q75,R_tot_max,R_tot_min,g_tot_mean,g_tot_std,voltage_mean,voltage_std,sensitivity_exc_mean,sensitivity_exc_std,sensitivity_inh_mean,sensitivity_inh_std
config_12,dendritic_shunting,5,mnist,42,local_ca,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1,True,0.020105743780732155,0.0005663323681801558,0.02028637006878853,0.020043862983584404,0.020454703364521265,0.020929351449012756,0.01709895208477974,49.77836227416992,1.468184232711792,0.36294299364089966,0.2610355615615845,0.012803844176232815,0.005257883574813604,0.0073018972761929035,0.005264940671622753
config_12,dendritic_shunting,5,mnist,42,local_ca,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2,True,0.020014895126223564,0.00011781537614297122,0.01996924728155136,0.019935403484851122,0.020085331052541733,0.020248055458068848,0.019844425842165947,49.96451187133789,0.2930716872215271,0.39664483070373535,0.26649919152259827,0.012076730839908123,0.005330318585038185,0.007938165217638016,0.00532765407115221
config_13,dendritic_shunting,5,mnist,43,local_ca,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0,True,0.7276918292045593,0.22056232392787933,0.7640694975852966,0.6031574308872223,0.9066774100065231,1.0,0.09722863137722015,1.6554815769195557,1.0848201513290405,0.2683543860912323,0.22192978858947754,0.5550113916397095,0.2777211368083954,0.17268046736717224,0.11583766341209412
config_13,dendritic_shunting,5,mnist,43,local_ca,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1,True,0.020028026774525642,0.0005962498835287988,0.020241335034370422,0.01993125258013606,0.020411738194525242,0.020811600610613823,0.01663362979888916,49.976680755615234,1.568284511566162,0.28989189863204956,0.2560451924800873,0.014225230552256107,0.005157191306352615,0.0058027952909469604,0.005126161966472864
config_13,dendritic_shunting,5,mnist,43,local_ca,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2,True,0.019952667877078056,0.00010257190297124907,0.019952787086367607,0.01987701002508402,0.020022153854370117,0.020169883966445923,0.019777074456214905,50.11993408203125,0.2574354112148285,0.31150728464126587,0.26301923394203186,0.013738336972892284,0.005249999929219484,0.0062143318355083466,0.00524556078016758
config_14,dendritic_shunting,5,mnist,44,local_ca,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0,True,0.5940912961959839,0.28724905848503113,0.6639791131019592,0.27046969532966614,0.8290915638208389,1.0,0.05356377735733986,2.590271234512329,2.171729803085327,0.20925939083099365,0.18705828487873077,0.46484804153442383,0.27304261922836304,0.12924323976039886,0.1176673024892807
config_14,dendritic_shunting,5,mnist,44,local_ca,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1,True,0.019758017733693123,0.0008395385229960084,0.02011151984333992,0.019161362666636705,0.02043640101328492,0.020957963541150093,0.01585371233522892,50.70784378051758,2.2503914833068848,0.2158784568309784,0.18560931086540222,0.015473791398108006,0.003676796332001686,0.004284228198230267,0.0037196383345872164
config_14,dendritic_shunting,5,mnist,44,local_ca,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2,True,0.019999517127871513,0.00016354098625015467,0.01998775452375412,0.019880762323737144,0.02011433942243457,0.02030157297849655,0.019744038581848145,50.004547119140625,0.40803271532058716,0.2671019732952118,0.1775665283203125,0.014656409621238708,0.0035511446185410023,0.0053431070409715176,0.003556222189217806
config_15,dendritic_shunting,5,mnist,45,local_ca,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0,True,0.5221015810966492,0.2840198576450348,0.5761741995811462,0.21116933226585388,0.762524425983429,1.0,0.058434661477804184,3.0247504711151123,2.3405745029449463,0.22356057167053223,0.19741101562976837,0.3943382799625397,0.254144549369812,0.12776336073875427,0.12120352685451508
config_15,dendritic_shunting,5,mnist,45,local_ca,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1,True,0.01984506845474243,0.0008415048941969872,0.020182279869914055,0.01919890148565173,0.020511302165687084,0.02097509428858757,0.015683436766266823,50.48579025268555,2.2545790672302246,0.247560054063797,0.21057277917861938,0.014898666180670261,0.004151110537350178,0.004946403205394745,0.004259656649082899
