seed,task,phase,step,optimizer,rule,rate,selected_rate,common_rate,validation_nmse,test_nmse,gradient_clipped_steps,projected_steps,bound
2103,aligned_strong,bound_sensitivity,0,adam,exact,0.03,True,True,0.8647812619993555,0.7870487624317383,0,0,7.0
2103,aligned_strong,bound_sensitivity,0,adam,unit_broadcast,0.03,True,True,0.8647812619993555,0.7870487624317383,0,0,7.0
2103,aligned_strong,bound_sensitivity,0,adam,calibrated_broadcast,0.03,True,True,0.8647812619993555,0.7870487624317383,0,0,7.0
2103,aligned_strong,bound_sensitivity,0,adam,ancestry_three_oracle,0.03,True,True,0.8647812619993555,0.7870487624317383,0,0,7.0
2103,aligned_strong,bound_sensitivity,0,sgd,exact,0.3,True,True,0.8647812619993555,0.7870487624317383,0,0,7.0
2103,aligned_strong,bound_sensitivity,0,sgd,unit_broadcast,0.3,True,True,0.8647812619993555,0.7870487624317383,0,0,7.0
2103,aligned_strong,bound_sensitivity,0,sgd,calibrated_broadcast,0.3,True,True,0.8647812619993555,0.7870487624317383,0,0,7.0
2103,aligned_strong,bound_sensitivity,0,sgd,ancestry_three_oracle,0.3,True,True,0.8647812619993555,0.7870487624317383,0,0,7.0
2103,aligned_strong,bound_sensitivity,64,adam,exact,0.03,True,True,0.004461469729888252,0.004345414865733957,0,0,7.0
2103,aligned_strong,bound_sensitivity,64,adam,unit_broadcast,0.03,True,True,0.005056388656212749,0.0049498243797350934,0,0,7.0
2103,aligned_strong,bound_sensitivity,64,adam,calibrated_broadcast,0.03,True,True,0.005056390787446105,0.004949826132588038,0,0,7.0
2103,aligned_strong,bound_sensitivity,64,adam,ancestry_three_oracle,0.03,True,True,0.0044947747938201416,0.00438902895344693,0,0,7.0
2103,aligned_strong,bound_sensitivity,64,sgd,exact,0.3,True,True,0.033934762195559555,0.035293928103049266,0,0,7.0
2103,aligned_strong,bound_sensitivity,64,sgd,unit_broadcast,0.3,True,True,0.0033984984219921762,0.0036281315849391914,0,0,7.0
2103,aligned_strong,bound_sensitivity,64,sgd,calibrated_broadcast,0.3,True,True,0.040291538995637054,0.041879841917952784,0,0,7.0
2103,aligned_strong,bound_sensitivity,64,sgd,ancestry_three_oracle,0.3,True,True,0.034302908204255925,0.03564592485659559,0,0,7.0
2103,aligned_strong,bound_sensitivity,256,adam,exact,0.03,True,True,0.000616458923023597,0.0006055244113911116,0,0,7.0
2103,aligned_strong,bound_sensitivity,256,adam,unit_broadcast,0.03,True,True,0.0007215047337758685,0.0007105662486807786,0,0,7.0
2103,aligned_strong,bound_sensitivity,256,adam,calibrated_broadcast,0.03,True,True,0.0007215088864313957,0.0007105703545750408,0,0,7.0
2103,aligned_strong,bound_sensitivity,256,adam,ancestry_three_oracle,0.03,True,True,0.0005721995543365194,0.0005629235066319892,0,0,7.0
2103,aligned_strong,bound_sensitivity,256,sgd,exact,0.3,True,True,0.0037543679955328734,0.003970326287502582,0,0,7.0
2103,aligned_strong,bound_sensitivity,256,sgd,unit_broadcast,0.3,True,True,0.0010397489644420638,0.001048632370180573,0,0,7.0
2103,aligned_strong,bound_sensitivity,256,sgd,calibrated_broadcast,0.3,True,True,0.005120110371223069,0.005429949483101113,0,0,7.0
2103,aligned_strong,bound_sensitivity,256,sgd,ancestry_three_oracle,0.3,True,True,0.0037318435069796318,0.003952818772084275,0,0,7.0
2103,aligned_strong,bound_sensitivity,1024,adam,exact,0.03,True,True,0.00011297343984925292,0.00010954154040280638,0,0,7.0
2103,aligned_strong,bound_sensitivity,1024,adam,unit_broadcast,0.03,True,True,0.00030868410252236065,0.0002962641004782203,0,0,7.0
