seed,task,phase,step,optimizer,rule,rate,selected_rate,common_rate,validation_nmse,test_nmse,gradient_clipped_steps,projected_steps,bound
2105,aligned_strong,bound_sensitivity,0,adam,exact,0.03,True,True,0.9246650987387591,0.9336122980522654,0,0,7.0
2105,aligned_strong,bound_sensitivity,0,adam,unit_broadcast,0.03,True,True,0.9246650987387591,0.9336122980522654,0,0,7.0
2105,aligned_strong,bound_sensitivity,0,adam,calibrated_broadcast,0.03,True,True,0.9246650987387591,0.9336122980522654,0,0,7.0
2105,aligned_strong,bound_sensitivity,0,adam,ancestry_three_oracle,0.03,True,True,0.9246650987387591,0.9336122980522654,0,0,7.0
2105,aligned_strong,bound_sensitivity,0,sgd,exact,0.3,True,True,0.9246650987387591,0.9336122980522654,0,0,7.0
2105,aligned_strong,bound_sensitivity,0,sgd,unit_broadcast,0.3,True,True,0.9246650987387591,0.9336122980522654,0,0,7.0
2105,aligned_strong,bound_sensitivity,0,sgd,calibrated_broadcast,0.3,True,True,0.9246650987387591,0.9336122980522654,0,0,7.0
2105,aligned_strong,bound_sensitivity,0,sgd,ancestry_three_oracle,0.3,True,True,0.9246650987387591,0.9336122980522654,0,0,7.0
2105,aligned_strong,bound_sensitivity,64,adam,exact,0.03,True,True,0.019051975945860257,0.018992046004555767,0,0,7.0
2105,aligned_strong,bound_sensitivity,64,adam,unit_broadcast,0.03,True,True,0.021291293348209266,0.021210840802837205,0,0,7.0
2105,aligned_strong,bound_sensitivity,64,adam,calibrated_broadcast,0.03,True,True,0.021291315518276916,0.0212108625259362,0,0,7.0
2105,aligned_strong,bound_sensitivity,64,adam,ancestry_three_oracle,0.03,True,True,0.019010535515883425,0.01894863563937174,0,0,7.0
2105,aligned_strong,bound_sensitivity,64,sgd,exact,0.3,True,True,0.03947379872723441,0.03914564495090452,0,0,7.0
2105,aligned_strong,bound_sensitivity,64,sgd,unit_broadcast,0.3,True,True,0.006959007806284121,0.00680767940799744,0,0,7.0
2105,aligned_strong,bound_sensitivity,64,sgd,calibrated_broadcast,0.3,True,True,0.043478183774630724,0.0431010515924616,0,0,7.0
2105,aligned_strong,bound_sensitivity,64,sgd,ancestry_three_oracle,0.3,True,True,0.03948310818374366,0.039155270018244016,0,0,7.0
2105,aligned_strong,bound_sensitivity,256,adam,exact,0.03,True,True,0.0018683353917056014,0.0018039960194918439,0,0,7.0
2105,aligned_strong,bound_sensitivity,256,adam,unit_broadcast,0.03,True,True,0.0019928220335973697,0.0019033015667854413,0,0,7.0
2105,aligned_strong,bound_sensitivity,256,adam,calibrated_broadcast,0.03,True,True,0.001992823762787987,0.001903303274647635,0,0,7.0
