seed,task,phase,step,optimizer,rule,rate,selected_rate,common_rate,validation_nmse,test_nmse,gradient_clipped_steps,projected_steps,bound
2115,aligned_strong,bound_sensitivity,0,adam,exact,0.03,True,True,1.2876648180984114,1.2751004793955045,0,0,7.0
2115,aligned_strong,bound_sensitivity,0,adam,unit_broadcast,0.03,True,True,1.2876648180984114,1.2751004793955045,0,0,7.0
2115,aligned_strong,bound_sensitivity,0,adam,calibrated_broadcast,0.03,True,True,1.2876648180984114,1.2751004793955045,0,0,7.0
2115,aligned_strong,bound_sensitivity,0,adam,ancestry_three_oracle,0.03,True,True,1.2876648180984114,1.2751004793955045,0,0,7.0
2115,aligned_strong,bound_sensitivity,0,sgd,exact,0.3,True,True,1.2876648180984114,1.2751004793955045,0,0,7.0
2115,aligned_strong,bound_sensitivity,0,sgd,unit_broadcast,0.3,True,True,1.2876648180984114,1.2751004793955045,0,0,7.0
2115,aligned_strong,bound_sensitivity,0,sgd,calibrated_broadcast,0.3,True,True,1.2876648180984114,1.2751004793955045,0,0,7.0
2115,aligned_strong,bound_sensitivity,0,sgd,ancestry_three_oracle,0.3,True,True,1.2876648180984114,1.2751004793955045,0,0,7.0
2115,aligned_strong,bound_sensitivity,64,adam,exact,0.03,True,True,0.02864623571776427,0.029479844458505922,0,0,7.0
2115,aligned_strong,bound_sensitivity,64,adam,unit_broadcast,0.03,True,True,0.02901913616533079,0.029998017460257386,0,0,7.0
2115,aligned_strong,bound_sensitivity,64,adam,calibrated_broadcast,0.03,True,True,0.029019136734741463,0.02999801844868082,0,0,7.0
2115,aligned_strong,bound_sensitivity,64,adam,ancestry_three_oracle,0.03,True,True,0.028417670620512182,0.029214010487196077,0,0,7.0
2115,aligned_strong,bound_sensitivity,64,sgd,exact,0.3,True,True,0.062333586365908626,0.06653218531780669,0,0,7.0
2115,aligned_strong,bound_sensitivity,64,sgd,unit_broadcast,0.3,True,True,0.007707529621606414,0.008341901119485965,0,0,7.0
