seed,task,phase,optimizer,rule,rate,selected_rate,common_rate,best_step,validation_nmse,test_nmse,path_ancestry_three_oracle_capture,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_ancestry_three_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture,bound
2107,aligned_strong,bound_sensitivity,adam,exact,0.03,True,True,8192,1.4539202332573135e-07,1.5016105112864659e-07,0.9962978999864838,0.9193642703687073,1.1740771525042337,0.5698580808849827,0.9129547675941939,0.9960395907496993,0.9583977320496566,1.086653013060377,0.57793788775937,0.9262897187439719,0.8395852891816771,0.9156667293170998,7.0
2107,aligned_strong,bound_sensitivity,adam,unit_broadcast,0.03,True,True,16384,4.07621336968003e-06,4.039852791071376e-06,0.9819263722398182,0.9306573292195244,1.1481959648520028,0.555568099708486,0.8941732505234106,0.9832794486092008,0.9634286066201068,1.0758100226761942,0.5350380836288796,0.8624790741767434,0.8385896393809936,0.7775620691930537,7.0
2107,aligned_strong,bound_sensitivity,adam,calibrated_broadcast,0.03,True,True,16384,4.863516408985472e-06,4.8058364474101736e-06,0.9818805302809821,0.9307941636735383,1.1478852437299392,0.5556904358143339,0.894288662645184,0.9833562219308546,0.9685201061783602,1.0649375717909915,0.5334078636830515,0.8598293569324306,0.8389691349613855,0.7574441522083827,7.0
2107,aligned_strong,bound_sensitivity,adam,ancestry_three_oracle,0.03,True,True,12288,6.611154222700558e-08,6.542595748693045e-08,0.9933300370667392,0.9171275699752707,1.1792580500629206,0.5594990588571233,0.9046922795963452,0.9935119553516137,0.9272558646039786,1.1559422136227089,0.554756652755672,0.8969747578519134,0.8262928608945782,0.8388231027153419,7.0
2107,aligned_strong,bound_sensitivity,sgd,exact,0.3,True,True,16384,5.050784637458515e-05,5.0707450469758074e-05,0.9897726469260641,0.9299416437166609,1.1498222615049385,0.5663897345997579,0.9111515857013779,0.9894428518823232,0.9328642721038637,1.143192972283453,0.5728959455883924,0.9221843732292763,0.8504157888349317,0.8820568853541202,7.0
2107,aligned_strong,bound_sensitivity,sgd,unit_broadcast,0.3,True,True,16384,1.3677037864153205e-05,1.2859912030548612e-05,0.9982234036509822,0.9224682084371225,1.1669172777185377,0.5769705561248981,0.9196497060541846,0.9981811599272602,0.9274961697660767,1.1553935586687663,0.5785825690557029,0.9225247711131177,0.8519589407597027,0.8726473747414246,7.0
2107,aligned_strong,bound_sensitivity,sgd,calibrated_broadcast,0.3,True,True,16384,8.254855618577284e-05,8.347438524185185e-05,0.9942179527680703,0.9293570598127756,1.151152055634639,0.5742251612725036,0.9185357836234985,0.994101277358451,0.9305886699042695,1.1483519013192502,0.5779617992304675,0.9245573440589663,0.8600675769908828,0.8803662488574133,7.0
2107,aligned_strong,bound_sensitivity,sgd,ancestry_three_oracle,0.3,True,True,16384,4.998936382413014e-05,5.019627678547293e-05,0.9894478293604547,0.9294837223953101,1.1508638200318444,0.5651942255911131,0.9100278248958754,0.9890983536229105,0.9325544999976831,1.1438941110589556,0.5719893727239074,0.921516958846241,0.8484491000926568,0.8812882170200234,7.0
2107,opposed_strong,bound_sensitivity,adam,exact,0.03,True,True,12288,1.7138979630988264e-07,1.7088641283024838e-07,0.9994004116778791,0.882765442662784,1.2610042033151174,0.5353873093867144,0.8782252836580967,0.9994260761872266,0.9315948049831317,1.1460685561272805,0.5320516438606122,0.876151691806025,0.6930295679469906,0.7065283261295743,7.0
2107,opposed_strong,bound_sensitivity,adam,unit_broadcast,0.03,True,True,1024,0.6930370367194408,0.689332659508416,0.7710270324001592,0.8456392993386563,1.3533025750176013,0.5004626553752818,0.6270304494616235,0.7666348737245827,0.8466429457202047,1.3507623758129468,0.5005094269132391,0.6222996191138231,0.1864526416661345,0.19287066106149886,7.0
